country,harvest_group,crop_year,crop_year_beg,crop_year_end,production_1k_bags,production_kg,production_lb
Tanzania,July,2003/04,2003,2004,611.734,36704040.0,80918556.89728728
Zambia,July,2003/04,2003,2004,100.333,6019980.0,13271784.091084562
Cameroon,October,2003/04,2003,2004,900.282,54016920.0,119086923.7946617
Central African Republic,October,2003/04,2003,2004,42.73,2563800.0,5652211.47789903
Colombia,October,2003/04,2003,2004,11052.624,663157440.0,1462011894.072134
Costa Rica,October,2003/04,2003,2004,1886.432,113185920.0,249532239.70690435
Côte d'Ivoire,October,2003/04,2003,2004,2981.252,178875120.0,394352136.0381334
Democratic Republic of Congo,October,2003/04,2003,2004,451.06,27063600.0,59665024.788699664
El Salvador,October,2003/04,2003,2004,1380.097,82805820.0,182555583.99283916
Equatorial Guinea,October,2003/04,2003,2004,0.0,0.0,0.0
Ethiopia,October,2003/04,2003,2004,4393.717,263623020.0,581189273.532415
Gabon,October,2003/04,2003,2004,0.3,18000.0,39683.2071933
Ghana,October,2003/04,2003,2004,18.1419,1088514.0,2399762.588600431
Guatemala,October,2003/04,2003,2004,3609.931,216595860.0,477512132.75505555
Guinea,October,2003/04,2003,2004,365.529,21931740.0,48351210.140532516
Guyana,October,2003/04,2003,2004,5.4252,325512.0,717631.1188836372
Honduras,October,2003/04,2003,2004,2967.865,178071900.0,392581339.05581105
India,October,2003/04,2003,2004,4708.272,282496320.0,622797777.6613766
Jamaica,October,2003/04,2003,2004,37.4471,2246826.0,4953403.426960748
Kenya,October,2003/04,2003,2004,673.422,40405320.0,89078482.51508825
Lao People's Democratic Republic,October,2003/04,2003,2004,361.4625,21687750.0,47813304.26702734
Liberia,October,2003/04,2003,2004,5.08,304800.0,671968.97513988
Mexico,October,2003/04,2003,2004,4201.0193,252061158.0,555699731.0165071
Nepal,October,2003/04,2003,2004,0.9,54000.0,119049.6215799
Nicaragua,October,2003/04,2003,2004,1509.098,90545880.0,199619495.3633155
Nigeria,October,2003/04,2003,2004,46.1504,2769023.9999999995,6104652.950845573
Panama,October,2003/04,2003,2004,172.062,10323720.0,22759906.65364528
Sierra Leone,October,2003/04,2003,2004,35.5163,2130978.0,4698002.305464669
Sri Lanka,October,2003/04,2003,2004,36.8942,2213652.0,4880267.276103497
Thailand,October,2003/04,2003,2004,826.567,49594020.0,109336098.40048134
Togo,October,2003/04,2003,2004,143.792,8627520.0,19020425.762463313
Trinidad & Tobago,October,2003/04,2003,2004,16.0967,965801.9999999999,2129228.9374279734
Uganda,October,2003/04,2003,2004,2598.532,155911920.0,343726945.84806746
Venezuela,October,2003/04,2003,2004,1420.5247,85231482.0,187903253.3110011
Viet Nam,October,2003/04,2003,2004,15337.352,920241120.0,2028784390.7085805
Yemen,October,2003/04,2003,2004,193.3027,11598161.999999998,25569570.317081034
Angola,April,2004/05,2004,2005,14.77,886200.0,1953736.56748347
Bolivia (Plurinational State of),April,2004/05,2004,2005,154.8071,9288425.999999998,20477474.080979705
Brazil,April,2004/05,2004,2005,39281.1457,2356868742.0,5196006145.344351
Burundi,April,2004/05,2004,2005,437.036,26222160.0,57809967.1297702
Ecuador,April,2004/05,2004,2005,780.435,46826100.0,103233879.35301028
Indonesia,April,2004/05,2004,2005,7536.371,452182260.0,996891239.5952584
Madagascar,April,2004/05,2004,2005,521.66,31299599.999999996,69003806.21485625
Malawi,April,2004/05,2004,2005,20.615,1236900.0,2726897.720966265
Papua New Guinea,April,2004/05,2004,2005,997.514,59850840.0,131948515.80072485
Paraguay,April,2004/05,2004,2005,38.0519,2283114.0,5033404.772662441
Peru,April,2004/05,2004,2005,3425.1559,205509354.00000003,453070570.83017987
Rwanda,April,2004/05,2004,2005,449.733,26983980.0,59489492.73554796
Timor-Leste,April,2004/05,2004,2005,16.5932,995592.0,2194904.6453328854
Zimbabwe,April,2004/05,2004,2005,120.3133,7218798.0,15914725.373365536
Congo,July,2004/05,2004,2005,3.0,180000.0,396832.071933
Cuba,July,2004/05,2004,2005,179.984,10799040.0,23807807.878263023
Dominican Republic,July,2004/05,2004,2005,490.679,29440740.0,64905721.40800417
Haiti,July,2004/05,2004,2005,365.211,21912660.0,48309145.94090762
Philippines,July,2004/05,2004,2005,354.813,21288780.0,46933725.979587846
Tanzania,July,2004/05,2004,2005,763.182,45790920.0,100951698.1073236
Zambia,July,2004/05,2004,2005,110.377,6622620.0,14600377.867916247
Cameroon,October,2004/05,2004,2005,727.382,43642920.0,96216168.7155898
Central African Republic,October,2004/05,2004,2005,28.715,1722900.0,3798344.315185365
Colombia,October,2004/05,2004,2005,11428.856,685731360.0,1511778868.7679663
Costa Rica,October,2004/05,2004,2005,1875.8399,112550394.0,248131144.71053052
Côte d'Ivoire,October,2004/05,2004,2005,2135.5998,128135987.99999999,282491497.8179001
Democratic Republic of Congo,October,2004/05,2004,2005,359.754,21585240.0,47587308.40206149
El Salvador,October,2004/05,2004,2005,1196.873,71812380.0,158319197.4768885
Equatorial Guinea,October,2004/05,2004,2005,0.0,0.0,0.0
Ethiopia,October,2004/05,2004,2005,5212.951,312777060.0,689555382.0717348
Gabon,October,2004/05,2004,2005,0.3,18000.0,39683.2071933
Ghana,October,2004/05,2004,2005,18.1139,1086834.0,2396058.822595723
Guatemala,October,2004/05,2004,2005,3703.026,222181560.0,489826493.3339231
Guinea,October,2004/05,2004,2005,316.116,18966960.0,41814989.083724074
Guyana,October,2004/05,2004,2005,6.0561,363365.99999999994,801084.903611147
Honduras,October,2004/05,2004,2005,2575.144,154508640.0,340633243.0152778
India,October,2004/05,2004,2005,4591.0102,275460611.99999994,607286696.6438454
Jamaica,October,2004/05,2004,2005,21.3066,1278396.0,2818380.7412825525
Kenya,October,2004/05,2004,2005,735.583,44134980.0,97300975.32289732
Lao People's Democratic Republic,October,2004/05,2004,2005,379.4417,22766502.0,50191545.32959327
Liberia,October,2004/05,2004,2005,5.78,346800.0,764563.12525758
Mexico,October,2004/05,2004,2005,3867.3474,232040844.0,511562493.87556684
Nepal,October,2004/05,2004,2005,0.95,57000.0,125663.48944545
Nicaragua,October,2004/05,2004,2005,1068.077,64084620.0,141282402.96466094
Nigeria,October,2004/05,2004,2005,45.1379,2708274.0,5970722.126568187
Panama,October,2004/05,2004,2005,90.3892,5423352.0,11956444.505455442
Sierra Leone,October,2004/05,2004,2005,14.5255,871530.0,1921394.7536209305
Sri Lanka,October,2004/05,2004,2005,31.6437,1898622.0,4185745.0115420907
Thailand,October,2004/05,2004,2005,884.383,53062980.0,116983846.09077412
Togo,October,2004/05,2004,2005,165.522,9931320.0,21894812.73683134
Trinidad & Tobago,October,2004/05,2004,2005,15.1235,907410.0,2000496.6132929085
Uganda,October,2004/05,2004,2005,2612.619,156757140.0,345590336.9805075
Venezuela,October,2004/05,2004,2005,1326.5336,79592016.0,175470358.99224716
Viet Nam,October,2004/05,2004,2005,14370.453,862227180.0,1900885546.201932
Yemen,October,2004/05,2004,2005,205.5589,12333534.0,27190788.06375612
Angola,April,2005/06,2005,2006,24.965,1497900.0,3302304.225269115
Bolivia (Plurinational State of),April,2005/06,2005,2006,109.9692,6598152.0,14546435.161604822
Brazil,April,2005/06,2005,2006,32932.9797,1975978782.0000002,4356287523.09281
Burundi,April,2005/06,2005,2006,103.315,6198900.0,13666235.170585966
Ecuador,April,2005/06,2005,2006,935.3007,56118042.0,123719104.88712841
Indonesia,April,2005/06,2005,2006,9158.9594,549537564.0,1211522945.1507423
Madagascar,April,2005/06,2005,2006,599.149,35948940.0,79253846.35552834
Malawi,April,2005/06,2005,2006,24.416,1464960.0,3229683.956105376
Papua New Guinea,April,2005/06,2005,2006,1268.1328,76087968.0,167745255.5033989
Paraguay,April,2005/06,2005,2006,43.7337,2624022.0,5784978.2614320805
Peru,April,2005/06,2005,2006,2488.8349,149330094.0,329216503.355387
Rwanda,April,2005/06,2005,2006,337.0107,20220642.0,44578884.78153023
Timor-Leste,April,2005/06,2005,2006,23.5228,1411368.0,3111533.820555191
Zimbabwe,April,2005/06,2005,2006,65.9299,3955794.0000000005,8721032.9397785
Congo,July,2005/06,2005,2006,3.0,180000.0,396832.071933
Cuba,July,2005/06,2005,2006,99.5833,5974997.999999999,13172615.756308503
Dominican Republic,July,2005/06,2005,2006,310.0469,18602813.999999996,41012184.574467875
Haiti,July,2005/06,2005,2006,356.0064,21360383.999999996,47091585.77780278
Philippines,July,2005/06,2005,2006,432.3372,25940232.0,57188422.28323727
Tanzania,July,2005/06,2005,2006,804.4066,48264396.0,106404779.25152665
Zambia,July,2005/06,2005,2006,102.936,6176160.0,13616102.052165097
Cameroon,October,2005/06,2005,2006,869.7157,52182942.0,115043694.40788649
Central African Republic,October,2005/06,2005,2006,23.1639,1389834.0,3064059.477016273
Colombia,October,2005/06,2005,2006,11952.2997,717137982.0,1581018618.1050582
Costa Rica,October,2005/06,2005,2006,1652.5288,99151728.0,218592142.54431805
Côte d'Ivoire,October,2005/06,2005,2006,2099.0447,125942681.99999999,277656085.79366076
Democratic Republic of Congo,October,2005/06,2005,2006,336.198,20171880.0,44471382.97324358
El Salvador,October,2005/06,2005,2006,1318.587,79115220.0,174419203.74463955
Equatorial Guinea,October,2005/06,2005,2006,0.0,0.0,0.0
Ethiopia,October,2005/06,2005,2006,4779.486,286769160.0,632217777.3849221
Gabon,October,2005/06,2005,2006,0.691,41460.0,91403.653901901
Ghana,October,2005/06,2005,2006,12.3749,742494.0,1636919.0689878939
Guatemala,October,2005/06,2005,2006,3675.5298,220531788.0,486189368.6618284
Guinea,October,2005/06,2005,2006,524.884,31493040.0,69430268.41482693
Guyana,October,2005/06,2005,2006,7.0144,420864.00000000006,927846.2951222785
Honduras,October,2005/06,2005,2006,3204.361,192261660.0,423864404.95043325
India,October,2005/06,2005,2006,4566.2898,273977388.0,604016747.4601747
Jamaica,October,2005/06,2005,2006,34.2777,2056662.0000000002,4534163.570699265
Kenya,October,2005/06,2005,2006,660.135,39608100.0,87320913.26849699
Lao People's Democratic Republic,October,2005/06,2005,2006,279.646,16778760.0,36990833.86259191
Liberia,October,2005/06,2005,2006,5.361,321660.0,709138.912544271
Mexico,October,2005/06,2005,2006,4224.6637,253479822.0,558827349.7637113
Nepal,October,2005/06,2005,2006,1.3,78000.0,171960.5645043
Nicaragua,October,2005/06,2005,2006,1431.8115,85908690.0,189396241.3874989
Nigeria,October,2005/06,2005,2006,68.5718,4114308.0,9070496.49005843
Panama,October,2005/06,2005,2006,176.3307,10579842.0,23324559.00879875
Sierra Leone,October,2005/06,2005,2006,59.9662,3597972.0,7932170.4639828885
Sri Lanka,October,2005/06,2005,2006,34.9432,2096591.9999999998,4622194.151989735
Thailand,October,2005/06,2005,2006,1063.9651,63837905.99999999,140738491.69913384
Togo,October,2005/06,2005,2006,140.0759,8404554.0,18528869.874959905
Trinidad & Tobago,October,2005/06,2005,2006,14.8624,891744.0,1965958.9952990063
Uganda,October,2005/06,2005,2006,2175.201,130512060.0,287729839.90024453
Venezuela,October,2005/06,2005,2006,1506.3009,90378054.0,199249502.36718088
Viet Nam,October,2005/06,2005,2006,13841.8363,830510178.0,1830961526.0954702
Yemen,October,2005/06,2005,2006,203.1808,12190848.000000002,26876219.280334834
Angola,April,2006/07,2006,2007,35.095,2105700.0,4642273.854829545
Bolivia (Plurinational State of),April,2006/07,2006,2007,146.4297,8785781.999999998,19369333.74784253
Brazil,April,2006/07,2006,2007,48431.7338,2905904028.0000005,6406421757.053837
Burundi,April,2006/07,2006,2007,498.5,29910000.0,65940262.6195335
Ecuador,April,2006/07,2006,2007,1034.5199,62071194.0,136843558.45764
Indonesia,April,2006/07,2006,2007,7482.6737,448960422.0,989788302.6565224
Madagascar,April,2006/07,2006,2007,586.51,35190600.0,77581992.83647461
Malawi,April,2006/07,2006,2007,16.663,999780.0,2204137.604873193
Papua New Guinea,April,2006/07,2006,2007,807.2202,48433212.0,106776954.82405688
Paraguay,April,2006/07,2006,2007,34.7537,2085222.0000000002,4597127.592779301
Peru,April,2006/07,2006,2007,4319.0586,259143516.00000003,571313657.6793475
Rwanda,April,2006/07,2006,2007,351.013,21060780.0,46431072.02180605
Timor-Leste,April,2006/07,2006,2007,46.2077,2772462.0000000005,6112232.443419496
Zimbabwe,April,2006/07,2006,2007,45.149,2708940.0,5972190.405234339
Congo,July,2006/07,2006,2007,3.0,180000.0,396832.071933
Cuba,July,2006/07,2006,2007,104.85,6291000.0,13869280.91405835
Dominican Republic,July,2006/07,2006,2007,386.6671,23200026.0,51147302.14710817
Haiti,July,2006/07,2006,2007,362.112,21726720.0,47899218.41060083
Philippines,July,2006/07,2006,2007,441.1089,26466534.0,58348719.57836217
Tanzania,July,2006/07,2006,2007,821.807,49308420.0,108706458.17968097
Zambia,July,2006/07,2006,2007,56.0696,3364176.0,7416738.513484846
Cameroon,October,2006/07,2006,2007,818.1664,49089983.99999999,108224889.23265454
Central African Republic,October,2006/07,2006,2007,113.5037,6810222.0,15013969.481020551
Colombia,October,2006/07,2006,2007,12164.1926,729851556.0,1609047250.9500222
Costa Rica,October,2006/07,2006,2007,1706.0731,102364386.0,225674841.04738542
Côte d'Ivoire,October,2006/07,2006,2007,2847.9404,170876424.0,376718029.89123225
Democratic Republic of Congo,October,2006/07,2006,2007,377.5227,22651362.0,49937705.08091346
El Salvador,October,2006/07,2006,2007,1233.661,74019660.0,163185416.89764556
Equatorial Guinea,October,2006/07,2006,2007,0.0,0.0,0.0
Ethiopia,October,2006/07,2006,2007,5550.74,333044400.0,734237218.3204602
Gabon,October,2006/07,2006,2007,1.403,84180.0,185585.132307333
Ghana,October,2006/07,2006,2007,20.2111,1212666.0,2673470.896348352
Guatemala,October,2006/07,2006,2007,3950.3303,237019818.00000003,522539252.58956987
Guinea,October,2006/07,2006,2007,472.9477,28376862.0,62560271.90231564
Guyana,October,2006/07,2006,2007,7.5796,454776.0,1002609.4574744556
Honduras,October,2006/07,2006,2007,3461.2816,207676895.99999997,457849182.95718974
India,October,2006/07,2006,2007,4500.0734,270004404.0,595257817.0575266
Jamaica,October,2006/07,2006,2007,40.1196,2407176.0,5306914.664374395
Kenya,October,2006/07,2006,2007,826.08,49564800.0,109271679.32747088
Lao People's Democratic Republic,October,2006/07,2006,2007,391.0986,23465916.0,51733489.25603186
Liberia,October,2006/07,2006,2007,6.7276,403655.99999999994,889909.1490454834
Mexico,October,2006/07,2006,2007,4200.3381,252020285.99999997,555609623.6807067
Nepal,October,2006/07,2006,2007,2.25,135000.0,297624.05394975
Nicaragua,October,2006/07,2006,2007,1427.9262,85675572.00000001,188882304.1711385
Nigeria,October,2006/07,2006,2007,50.7351,3044106.0000000005,6711104.9509093175
Panama,October,2006/07,2006,2007,173.1015,10386090.0,22897408.96657007
Sierra Leone,October,2006/07,2006,2007,31.472,1888320.0,4163032.989291792
Sri Lanka,October,2006/07,2006,2007,32.875,1972500.0,4348618.121599125
Thailand,October,2006/07,2006,2007,822.4689,49348133.99999999,108794012.56248511
Togo,October,2006/07,2006,2007,133.95,8037000.0,17718552.01180845
Trinidad & Tobago,October,2006/07,2006,2007,11.6981,701886.0,1547393.7535598092
Uganda,October,2006/07,2006,2007,2894.16,173649600.0,382831836.4352038
Venezuela,October,2006/07,2006,2007,1570.8961,94253765.99999999,207793984.71815637
Viet Nam,October,2006/07,2006,2007,19339.7501,1160385006.0,2558211034.283148
Yemen,October,2006/07,2006,2007,207.234,12434040.0,27412365.864987776
Angola,April,2007/08,2007,2008,35.631,2137860.0,4713174.518348241
Bolivia (Plurinational State of),April,2007/08,2007,2008,116.0292,6961752.0,15348035.946909482
Brazil,April,2007/08,2007,2008,38911.4571,2334687426.0,5147104714.308348
Burundi,April,2007/08,2007,2008,132.856,7971360.0,17573840.582910217
Ecuador,April,2007/08,2007,2008,950.4028,57024167.99999999,125716770.76497486
Indonesia,April,2007/08,2007,2008,7776.5557,466593342.0,1028662236.9777937
Madagascar,April,2007/08,2007,2008,614.1661,36849966.0,81240268.65800336
Malawi,April,2007/08,2007,2008,18.812,1128720.0,2488401.645734532
Papua New Guinea,April,2007/08,2007,2008,967.7113,58062678.0,128006293.40399231
Paraguay,April,2007/08,2007,2008,38.6302,2317812.0000000005,5109900.768395393
Peru,April,2007/08,2007,2008,3062.9307,183775841.99999997,405156378.62273127
Rwanda,April,2007/08,2007,2008,224.0446,13442676.0,29636027.60780007
Timor-Leste,April,2007/08,2007,2008,36.3032,2178192.0,4802091.357932695
Zimbabwe,April,2007/08,2007,2008,31.2441,1874646.0,4132886.979560615
Congo,July,2007/08,2007,2008,3.0,180000.0,396832.071933
Cuba,July,2007/08,2007,2008,109.8567,6591402.0,14531553.958907334
Dominican Republic,July,2007/08,2007,2008,464.9084,27894503.999999996,61496854.5436853
Haiti,July,2007/08,2007,2008,359.4114,21564684.0,47541990.17944675
Philippines,July,2007/08,2007,2008,445.6113,26736678.000000004,58944285.15191922
Tanzania,July,2007/08,2007,2008,809.7958,48587747.99999999,107117648.38554707
Zambia,July,2007/08,2007,2008,61.4737,3688422.0000000005,8131578.580129222
Cameroon,October,2007/08,2007,2008,795.3046,47718276.00000001,105200790.74528195
Central African Republic,October,2007/08,2007,2008,43.467,2608020.0,5749699.890237237
Colombia,October,2007/08,2007,2008,12515.0974,750905844.0,1655464010.561767
Costa Rica,October,2007/08,2007,2008,1797.1373,107828238.0,237720572.7690258
Côte d'Ivoire,October,2007/08,2007,2008,1338.1445,80288670.0,177006218.16024944
Democratic Republic of Congo,October,2007/08,2007,2008,415.9287,24955722.0,55017949.26579972
El Salvador,October,2007/08,2007,2008,1504.9911,90299465.99999999,199076245.4845749
Equatorial Guinea,October,2007/08,2007,2008,0.0,0.0,0.0
Ethiopia,October,2007/08,2007,2008,5966.6796,358000776.00000006,789256609.4094547
Gabon,October,2007/08,2007,2008,0.721,43260.0,95371.974621231
Ghana,October,2007/08,2007,2008,34.6644,2079864.0,4585315.224771429
Guatemala,October,2007/08,2007,2008,4099.6768,245980608.00000003,542294412.9332172
Guinea,October,2007/08,2007,2008,322.6894,19361363.999999996,42684501.064272195
Guyana,October,2007/08,2007,2008,8.6174,517044.0,1139886.8988918115
Honduras,October,2007/08,2007,2008,3639.7929,218387574.0,481462185.9713409
India,October,2007/08,2007,2008,4366.6594,261999563.99999997,577610165.7092369
Jamaica,October,2007/08,2007,2008,20.1766,1210596.0000000002,2668907.327521123
Kenya,October,2007/08,2007,2008,652.105,39126300.0,86258726.08928965
Lao People's Democratic Republic,October,2007/08,2007,2008,393.123,23587380.0,52001271.53817225
Liberia,October,2007/08,2007,2008,6.8511,411065.99999999994,906245.402673392
Mexico,October,2007/08,2007,2008,4150.3183,249019098.0,548993136.7234821
Nepal,October,2007/08,2007,2008,1.2574,75444.0,166325.54908285142
Nicaragua,October,2007/08,2007,2008,1905.6714,114340284.0,252077176.6951536
Nigeria,October,2007/08,2007,2008,42.1658,2529947.9999999995,5577580.592904163
Panama,October,2007/08,2007,2008,176.0553,10563318.0,23288129.8245953
Sierra Leone,October,2007/08,2007,2008,40.0011,2400066.0,5291239.797533042
Sri Lanka,October,2007/08,2007,2008,33.4906,2009436.0,4430048.062759777
Thailand,October,2007/08,2007,2008,650.4208,39025247.99999999,86035944.56410645
Togo,October,2007/08,2007,2008,125.131,7507860.0,16551997.99768274
Trinidad & Tobago,October,2007/08,2007,2008,12.1349,728094.0,1605172.503233254
Uganda,October,2007/08,2007,2008,3489.648,209378880.0,461601415.38561654
Venezuela,October,2007/08,2007,2008,1520.4505,91227030.0,201121174.0621886
Viet Nam,October,2007/08,2007,2008,16405.0988,984305927.9999999,2170023115.689857
Yemen,October,2007/08,2007,2008,197.9537,11877222.0,26184792.3059345
Angola,April,2008/09,2008,2009,37.61,2256600.0,4974951.40846671
Bolivia (Plurinational State of),April,2008/09,2008,2009,120.4186,7225115.999999999,15928654.179090383
Brazil,April,2008/09,2008,2009,51490.5177,3089431061.9999995,6811029607.931269
Burundi,April,2008/09,2008,2009,411.7822,24706932.0,54469461.20370966
Ecuador,April,2008/09,2008,2009,770.6473,46238837.99999999,101939188.26285739
Indonesia,April,2008/09,2008,2009,9612.3466,576740796.0000001,1271495805.8053763
Madagascar,April,2008/09,2008,2009,727.6884,43661304.0,96256698.4978699
Malawi,April,2008/09,2008,2009,20.753,1245180.0,2745151.996275183
Papua New Guinea,April,2008/09,2008,2009,1027.6529,61659174.0,135935209.84498537
Paraguay,April,2008/09,2008,2009,20.0149,1200894.0,2647518.078843934
Peru,April,2008/09,2008,2009,3872.262,232335720.0,512212584.1758075
Rwanda,April,2008/09,2008,2009,368.7282,22123692.0,48774391.86204187
Timor-Leste,April,2008/09,2008,2009,47.6918,2861508.0,6308545.26940475
Zimbabwe,April,2008/09,2008,2009,24.2492,1454951.9999999998,3207620.092905901
Congo,July,2008/09,2008,2009,3.0,180000.0,396832.071933
Cuba,July,2008/09,2008,2009,133.4523,8007138.000000001,17652717.57107477
Dominican Republic,July,2008/09,2008,2009,645.0295,38701770.0,85322797.64763567
Haiti,July,2008/09,2008,2009,358.6822,21520932.0,47445533.53049556
Philippines,July,2008/09,2008,2009,586.8337,35210022.00000001,77624811.0170362
Tanzania,July,2008/09,2008,2009,1186.2823,71176938.0,156918287.6688149
Zambia,July,2008/09,2008,2009,34.6967,2081801.9999999998,4589587.783412573
Cameroon,October,2008/09,2008,2009,724.9004,43494024.0,95887909.22568682
Central African Republic,October,2008/09,2008,2009,59.616,3576960.0,7885846.933452576
Colombia,October,2008/09,2008,2009,8664.2903,519857418.00000006,1146089423.8593316
Costa Rica,October,2008/09,2008,2009,1499.918,89995080.0,198405189.2232005
Côte d'Ivoire,October,2008/09,2008,2009,2526.3263,151579578.00000003,334175766.66927665
Democratic Republic of Congo,October,2008/09,2008,2009,421.9583,25317498.0,55815528.81944213
El Salvador,October,2008/09,2008,2009,1450.2264,87013584.0,191832115.69464523
Equatorial Guinea,October,2008/09,2008,2009,0.0,0.0,0.0
Ethiopia,October,2008/09,2008,2009,4948.9869,296939213.99999994,654638908.4987581
Gabon,October,2008/09,2008,2009,2.067,124020.0,273417.297561837
Ghana,October,2008/09,2008,2009,26.4006,1584036.0000000002,3492201.5994247873
Guatemala,October,2008/09,2008,2009,3784.9658,227097948.0,500665273.536515
Guinea,October,2008/09,2008,2009,504.7819,30286914.0,66771215.75042547
Guyana,October,2008/09,2008,2009,9.8722,592331.9999999999,1305868.526845654
Honduras,October,2008/09,2008,2009,3449.9872,206999232.0,456355189.57277644
India,October,2008/09,2008,2009,4071.666,244299960.0,538589218.3330501
Jamaica,October,2008/09,2008,2009,31.8915,1913490.0,4218523.340683756
Kenya,October,2008/09,2008,2009,541.075,32464500.0,71571971.10704933
Lao People's Democratic Republic,October,2008/09,2008,2009,405.6104,24336624.0,53653071.80985764
Liberia,October,2008/09,2008,2009,12.4117,744701.9999999999,1641786.8757369386
Mexico,October,2008/09,2008,2009,4650.6492,279038952.0,615175585.9565163
Nepal,October,2008/09,2008,2009,1.4624,87743.99999999999,193442.40733160637
Nicaragua,October,2008/09,2008,2009,1444.7342,86684052.00000001,191105621.99282178
Nigeria,October,2008/09,2008,2009,50.0048,3000288.0,6614502.796865093
Panama,October,2008/09,2008,2009,149.1609,8949654.0,19730609.66613034
Sierra Leone,October,2008/09,2008,2009,86.2856,5177136.0,11413631.141994022
Sri Lanka,October,2008/09,2008,2009,30.8644,1851864.0,4082661.2669896283
Thailand,October,2008/09,2008,2009,674.5626,40473756.0,89229358.06883717
Togo,October,2008/09,2008,2009,137.7531,8265185.999999998,18221616.02939791
Trinidad & Tobago,October,2008/09,2008,2009,11.4194,685164.0,1510528.0540772334
Uganda,October,2008/09,2008,2009,3335.167,200110020.0,441167076.950856
Venezuela,October,2008/09,2008,2009,932.4219,55945314.0,123338304.83090152
Viet Nam,October,2008/09,2008,2009,18438.1201,1106287206.0,2438945800.6108313
Yemen,October,2008/09,2008,2009,219.7968,13187808.0,29074139.849414404
Angola,April,2009/10,2009,2010,13.42,805200.0,1775162.13511362
Bolivia (Plurinational State of),April,2009/10,2009,2010,128.4751,7708505.999999999,16994346.708266456
Brazil,April,2009/10,2009,2010,43976.812,2638608720.0,5817136474.322673
Burundi,April,2009/10,2009,2010,111.613,6696780.0,14763872.681552643
Ecuador,April,2009/10,2009,2010,813.2849,48797094.0,107579177.31294091
Indonesia,April,2009/10,2009,2010,11379.6699,682780194.0,1505272661.4435318
Madagascar,April,2009/10,2009,2010,456.9613,27417678.0,60445633.157399066
Malawi,April,2009/10,2009,2010,16.922,1015320.0,2238397.440416742
Papua New Guinea,April,2009/10,2009,2010,1037.9942,62279652.00000001,137303129.68014562
Paraguay,April,2009/10,2009,2010,20.0166,1200996.0000000002,2647742.950351363
Peru,April,2009/10,2009,2010,3286.0867,197165201.99999997,434674864.5708248
Rwanda,April,2009/10,2009,2010,258.9411,15536466.0,34252044.407203384
Timor-Leste,April,2009/10,2009,2010,46.9126,2814756.0,6205474.752588019
Zimbabwe,April,2009/10,2009,2010,21.3683,1282098.0000000002,2826542.2542286417
Congo,July,2009/10,2009,2010,3.0,180000.0,396832.071933
Cuba,July,2009/10,2009,2010,92.103,5526180.0,12183141.440415032
Dominican Republic,July,2009/10,2009,2010,352.4645,21147870.0,46623072.60594296
Haiti,July,2009/10,2009,2010,350.5835,21035010.0,46374258.89684097
Philippines,July,2009/10,2009,2010,730.4181,43825086.0,96617776.00012173
Tanzania,July,2009/10,2009,2010,674.9343,40496058.0,89278525.56254967
Zambia,July,2009/10,2009,2010,28.217,1693020.0,3732470.191244487
Cameroon,October,2009/10,2009,2010,902.2813,54136877.99999999,119351385.91513357
Central African Republic,October,2009/10,2009,2010,112.109,6726540.0,14829482.250778899
Colombia,October,2009/10,2009,2010,8097.5861,485855166.00000006,1071127289.9062871
Costa Rica,October,2009/10,2009,2010,1476.7476,88604855.99999999,195340269.94336167
Côte d'Ivoire,October,2009/10,2009,2010,1988.6994,119321964.0,263059901.1179713
Democratic Republic of Congo,October,2009/10,2009,2010,345.8372,20750232.0,45746430.87583577
El Salvador,October,2009/10,2009,2010,1074.6297,64477782.0,142149176.80391273
Equatorial Guinea,October,2009/10,2009,2010,0.0,0.0,0.0
Ethiopia,October,2009/10,2009,2010,6830.199,409811940.0,903480673.6282349
Gabon,October,2009/10,2009,2010,0.493,29580.0,65212.737154323004
Ghana,October,2009/10,2009,2010,18.6085,1116510.0,2461483.2035217434
Guatemala,October,2009/10,2009,2010,3834.7868,230087208.0,507255463.7551063
Guinea,October,2009/10,2009,2010,499.2465,29954790.0,66039007.66676616
Guyana,October,2009/10,2009,2010,9.1767,550602.0,1213869.6248358537
Honduras,October,2009/10,2009,2010,3602.9169,216175014.00000003,476584326.14314055
India,October,2009/10,2009,2010,4826.6521,289599126.00000006,638456784.4475887
Jamaica,October,2009/10,2009,2010,25.0842,1505052.0,3318071.686260586
Kenya,October,2009/10,2009,2010,629.74,37784400.0,83300342.99302915
Lao People's Democratic Republic,October,2009/10,2009,2010,433.8689,26032134.0,57391031.51143053
Liberia,October,2009/10,2009,2010,12.692,761520.0,1678864.218991212
Mexico,October,2009/10,2009,2010,4108.6243,246517458.00000003,543477964.5877573
Nepal,October,2009/10,2009,2010,1.1083,66498.0,146602.9951077813
Nicaragua,October,2009/10,2009,2010,1871.1206,112267235.99999999,247506888.17817268
Nigeria,October,2009/10,2009,2010,34.2687,2056122.0000000002,4532973.074483466
Panama,October,2009/10,2009,2010,137.7393,8264357.999999999,18219790.60186702
Sierra Leone,October,2009/10,2009,2010,90.7017,5442102.0,11997781.179615129
Sri Lanka,October,2009/10,2009,2010,31.5032,1890192.0,4167160.0428398955
Thailand,October,2009/10,2009,2010,794.7965,47687790.0,105133580.6200322
Togo,October,2009/10,2009,2010,201.8831,12112986.0,26704562.953752343
