country,harvest_group,crop_year,crop_year_beg,crop_year_end,production_1k_bags,production_kg,production_lb
Guatemala,October,1996/97,1996,1997,4524.556,271473360.0,598496310.6856289
Guinea,October,1996/97,1996,1997,147.638,8858280.0,19529164.47868142
Guyana,October,1996/97,1996,1997,0.0,0.0,0.0
Honduras,October,1996/97,1996,1997,2004.388,120263280.0,265135147.66588068
India,October,1996/97,1996,1997,3417.121,205027260.0,452007735.49192166
Jamaica,October,1996/97,1996,1997,53.864,3231840.0,7124987.574199704
Kenya,October,1996/97,1996,1997,1246.753,74805180.0,164917192.0595612
Lao People's Democratic Republic,October,1996/97,1996,1997,0.0,0.0,0.0
Liberia,October,1996/97,1996,1997,5.0,300000.0,661386.786555
Mexico,October,1996/97,1996,1997,5109.551,306573060.0,675877903.3257774
Nepal,October,1996/97,1996,1997,0.0,0.0,0.0
Nicaragua,October,1996/97,1996,1997,793.305,47598300.0,104936288.94160286
Nigeria,October,1996/97,1996,1997,45.975,2758500.0,6081451.502373225
Panama,October,1996/97,1996,1997,210.742,12644520.0,27876394.834434763
Sierra Leone,October,1996/97,1996,1997,40.91,2454600.0,5411466.68759301
Sri Lanka,October,1996/97,1996,1997,36.999,2219940.0,4894129.943149689
Thailand,October,1996/97,1996,1997,1403.581,84214860.0,185661985.4519307
Togo,October,1996/97,1996,1997,290.586,17435160.0,38437948.15157425
Trinidad & Tobago,October,1996/97,1996,1997,18.188,1091280.0,2405860.574772468
Uganda,October,1996/97,1996,1997,3418.724,205123440.0,452219776.09569114
Venezuela,October,1996/97,1996,1997,1206.162,72369720.0,159547921.8489504
Viet Nam,October,1996/97,1996,1997,5752.481,345148860.0,760922984.6617386
Yemen,October,1996/97,1996,1997,0.0,0.0,0.0
Angola,April,1997/98,1997,1998,64.33,3859800.0,8509402.39581663
Bolivia (Plurinational State of),April,1997/98,1997,1998,140.719,8443140.0,18613937.44344661
Brazil,April,1997/98,1997,1998,26148.004,1568880240.0,3458788868.0774574
Burundi,April,1997/98,1997,1998,249.785,14987100.0,33040899.695928134
Ecuador,April,1997/98,1997,1998,1190.663,71439780.0,157497755.08798718
Indonesia,April,1997/98,1997,1998,7620.778,457246680.0,1008056374.4938079
Madagascar,April,1997/98,1997,1998,623.804,37428240.0,82515144.60003105
Malawi,April,1997/98,1997,1998,60.82,3649200.0,8045108.87165502
Papua New Guinea,April,1997/98,1997,1998,1074.021,64441260.0,142068659.57651752
Paraguay,April,1997/98,1997,1998,49.3411,2960466.0,6526710.3148177825
Peru,April,1997/98,1997,1998,1929.959,115797540.0,255289876.23858026
Rwanda,April,1997/98,1997,1998,193.422,11605320.0,25585351.00580824
Timor-Leste,April,1997/98,1997,1998,0.0,0.0,0.0
Zimbabwe,April,1997/98,1997,1998,130.193,7811580.000000001,17221585.980391026
Congo,July,1997/98,1997,1998,3.27,196200.0,432546.95840697
Cuba,July,1997/98,1997,1998,300.021,18001260.0,39685985.017803535
Dominican Republic,July,1997/98,1997,1998,941.242,56474520.0,124505004.35012026
Haiti,July,1997/98,1997,1998,431.818,25909080.0,57119743.8793214
Philippines,July,1997/98,1997,1998,935.472,56128320.0,123741763.9984358
Tanzania,July,1997/98,1997,1998,623.78,37426800.0,82511969.94345558
Zambia,July,1997/98,1997,1998,38.462,2307720.0,5087651.716895682
Cameroon,October,1997/98,1997,1998,888.942,53336520.0,117586898.56275496
Central African Republic,October,1997/98,1997,1998,114.354,6861240.0,15126444.917942094
Colombia,October,1997/98,1997,1998,12122.496,727349760.0,1603531734.8931682
Costa Rica,October,1997/98,1997,1998,2616.6,156996000.0,346116933.1399626
Côte d'Ivoire,October,1997/98,1997,1998,4164.004,249840240.0,550803444.9524332
Democratic Republic of Congo,October,1997/98,1997,1998,811.217,48673020.0,107305640.96575749
El Salvador,October,1997/98,1997,1998,2174.809,130488540.0,287677987.1761786
Equatorial Guinea,October,1997/98,1997,1998,1.669,100140.0,220770.909352059
Ethiopia,October,1997/98,1997,1998,3056.864,183411840.0,404353891.57913274
Gabon,October,1997/98,1997,1998,2.668,160080.0,352915.989305748
Ghana,October,1997/98,1997,1998,27.275,1636500.0,3607864.920657525
Guatemala,October,1997/98,1997,1998,4219.373,253162380.0,558127509.949386
Guinea,October,1997/98,1997,1998,171.711,10302660.0,22713477.301229123
Guyana,October,1997/98,1997,1998,0.0,0.0,0.0
Honduras,October,1997/98,1997,1998,2564.405,153864300.0,339212716.47511494
India,October,1997/98,1997,1998,4108.756,246525360.00000003,543495385.5157152
Jamaica,October,1997/98,1997,1998,47.025,2821500.0,6220342.7275497755
Kenya,October,1997/98,1997,1998,881.965,52917900.0,116663999.44079612
Lao People's Democratic Republic,October,1997/98,1997,1998,0.0,0.0,0.0
Liberia,October,1997/98,1997,1998,5.0,300000.0,661386.786555
Mexico,October,1997/98,1997,1998,4801.561,288093660.0,635137800.0475625
Nepal,October,1997/98,1997,1998,0.0,0.0,0.0
Nicaragua,October,1997/98,1997,1998,1083.523,65011380.0,143325559.02568665
Nigeria,October,1997/98,1997,1998,44.667,2680020.0,5908432.719010437
Panama,October,1997/98,1997,1998,217.469,13048140.0,28766224.617065858
Sierra Leone,October,1997/98,1997,1998,49.679,2980740.0,6571406.833853169
Sri Lanka,October,1997/98,1997,1998,57.584,3455040.0,7617059.343396624
Thailand,October,1997/98,1997,1998,1293.076,77584560.0,171044676.08227864
Togo,October,1997/98,1997,1998,221.078,13264680.0,29243613.599601258
Trinidad & Tobago,October,1997/98,1997,1998,19.392,1163520.0,2565122.512974912
Uganda,October,1997/98,1997,1998,3439.868,206392080.0,455016648.53867495
Venezuela,October,1997/98,1997,1998,951.285,57077100.0,125833465.84959464
Viet Nam,October,1997/98,1997,1998,6978.942,418736520.0,923156004.586745
Yemen,October,1997/98,1997,1998,0.0,0.0,0.0
Angola,April,1998/99,1998,1999,85.344,5120640.0,11289078.782349983
Bolivia (Plurinational State of),April,1998/99,1998,1999,137.985,8279100.0,18252291.148558334
Brazil,April,1998/99,1998,1999,36760.8533,2205651198.0000005,4862628527.021355
Burundi,April,1998/99,1998,1999,491.992,29519520.0,65079401.57815351
Ecuador,April,1998/99,1998,1999,1205.968,72358080.0,159522260.04163206
Indonesia,April,1998/99,1998,1999,7295.955,437757300.0,965089646.459977
Madagascar,April,1998/99,1998,1999,991.799,59507940.0,131192550.7036925
Malawi,April,1998/99,1998,1999,64.321,3859260.0,8508211.899600832
Papua New Guinea,April,1998/99,1998,1999,1352.149,81128940.0,178858696.41071135
Paraguay,April,1998/99,1998,1999,31.7401,1904406.0000000002,4198496.548786872
Peru,April,1998/99,1998,1999,2102.298,126137880.0,278086423.72020066
Rwanda,April,1998/99,1998,1999,222.637,13358220.0,29449833.999649107
Timor-Leste,April,1998/99,1998,1999,0.0,0.0,0.0
Zimbabwe,April,1998/99,1998,1999,149.45,8967000.0,19768851.05012895
Congo,July,1998/99,1998,1999,3.0,180000.0,396832.071933
Cuba,July,1998/99,1998,1999,279.953,16797180.0,37031443.011286385
Dominican Republic,July,1998/99,1998,1999,486.592,29195520.0,64365103.84867411
Haiti,July,1998/99,1998,1999,439.247,26354820.0,58102432.36678482
Philippines,July,1998/99,1998,1999,676.729,40603740.0,89515923.73571572
Tanzania,July,1998/99,1998,1999,739.312,44358720.0,97794237.58831003
Zambia,July,1998/99,1998,1999,61.686,3701160.0,8159661.063086346
Cameroon,October,1998/99,1998,1999,1113.94,66836400.0,147349039.40301535
Central African Republic,October,1998/99,1998,1999,214.582,12874920.0,28384339.886509
Colombia,October,1998/99,1998,1999,10867.962,652077720.0,1437585292.71637
Costa Rica,October,1998/99,1998,1999,2445.12,146707200.0,323434011.9082723
Côte d'Ivoire,October,1998/99,1998,1999,1991.547,119492820.0,263436574.1206501
Democratic Republic of Congo,October,1998/99,1998,1999,738.083,44284980.0,97631668.71617481
El Salvador,October,1998/99,1998,1999,2054.628,123277680.00000001,271780762.0971853
Equatorial Guinea,October,1998/99,1998,1999,1.036,62160.0,137039.342174196
Ethiopia,October,1998/99,1998,1999,2927.725,175663500.0,387271725.93334746
Gabon,October,1998/99,1998,1999,3.765,225900.0,498024.250275915
Ghana,October,1998/99,1998,1999,54.436,3266160.0,7200650.222581596
Guatemala,October,1998/99,1998,1999,4892.964,293577840.0,647228347.3378599
Guinea,October,1998/99,1998,1999,421.266,25275960.0,55723953.204975724
Guyana,October,1998/99,1998,1999,5.9811,358865.99999999994,791164.1018128219
Honduras,October,1998/99,1998,1999,2195.145,131708700.0,290367979.5144551
India,October,1998/99,1998,1999,4416.768,265006080.0,584238398.8957908
Jamaica,October,1998/99,1998,1999,29.083,1744980.0,3847022.382675813
Kenya,October,1998/99,1998,1999,1172.882,70372920.0,155145731.39764032
Lao People's Democratic Republic,October,1998/99,1998,1999,171.424,10285440.0,22675513.699680865
Liberia,October,1998/99,1998,1999,17.779,1066740.0,2351759.135632269
Mexico,October,1998/99,1998,1999,4801.348,288080880.0,635109624.9704553
Nepal,October,1998/99,1998,1999,0.0,0.0,0.0
Nicaragua,October,1998/99,1998,1999,1073.08,64384800.0,141944186.5832879
Nigeria,October,1998/99,1998,1999,53.405,3204300.0,7064272.267193955
Panama,October,1998/99,1998,1999,191.996,11519760.0,25396723.494282756
Sierra Leone,October,1998/99,1998,1999,26.882,1612920.0,3555879.919234302
Sri Lanka,October,1998/99,1998,1999,45.738,2744280.0,6050101.768690518
Thailand,October,1998/99,1998,1999,915.986,54959160.0,121164207.41387364
Togo,October,1998/99,1998,1999,321.486,19289160.0,42525318.492484145
Trinidad & Tobago,October,1998/99,1998,1999,17.018,1021080.0,2251096.066718598
Uganda,October,1998/99,1998,1999,3385.839,203150340.0,447869835.2005189
Venezuela,October,1998/99,1998,1999,1597.279,95836740.0,211283845.00835678
Viet Nam,October,1998/99,1998,1999,7051.722,423103320.0,932783150.6518395
Yemen,October,1998/99,1998,1999,68.7007,4122042.0,9087547.041415818
Angola,April,1999/00,1999,2000,54.939,3296340.0,7267185.733309029
Bolivia (Plurinational State of),April,1999/00,1999,2000,157.702,9462120.0,20860403.80265932
Brazil,April,1999/00,1999,2000,47577.8065,2854668390.0,6293466510.474118
Burundi,April,1999/00,1999,2000,350.55,21033000.0,46369827.60537105
Ecuador,April,1999/00,1999,2000,1197.6832,71860992.0,158426368.59178188
Indonesia,April,1999/00,1999,2000,6557.0662,393423972.0,867351388.649281
Madagascar,April,1999/00,1999,2000,427.317,25639020.0,56524363.494064584
Malawi,April,1999/00,1999,2000,59.0,3540000.0,7804364.081349
Papua New Guinea,April,1999/00,1999,2000,1387.0519,83223114.0,183475559.78520143
Paraguay,April,1999/00,1999,2000,18.9727,1138362.0,2509658.61705441
Peru,April,1999/00,1999,2000,2743.533,164611980.0,362907294.93551975
Rwanda,April,1999/00,1999,2000,307.275,18436500.0,40645524.967737526
Timor-Leste,April,1999/00,1999,2000,0.0,0.0,0.0
Zimbabwe,April,1999/00,1999,2000,125.4843,7529058.0,16598731.588020718
Congo,July,1999/00,1999,2000,3.0,180000.0,396832.071933
Cuba,July,1999/00,1999,2000,327.9874,19679243.999999996,43385306.503305875
Dominican Republic,July,1999/00,1999,2000,606.879,36412740.0,80276350.32754236
Haiti,July,1999/00,1999,2000,399.027,23941620.0,52782237.0557364
Philippines,July,1999/00,1999,2000,621.7634,37305804.0,82245219.42470221
Tanzania,July,1999/00,1999,2000,842.2181,50533086.00000001,111406384.54749155
Zambia,July,1999/00,1999,2000,58.725,3523500.0,7767987.808088475
Cameroon,October,1999/00,1999,2000,1369.824,82189440.0,181196698.70118326
Central African Republic,October,1999/00,1999,2000,240.682,14440920.0,31836778.9123261
Colombia,October,1999/00,1999,2000,9512.2459,570734754.0,1258254749.7443948
Costa Rica,October,1999/00,1999,2000,2485.33,149119800.0,328752884.4457476
Côte d'Ivoire,October,1999/00,1999,2000,6320.4388,379226328.0,836050941.5099081
Democratic Republic of Congo,October,1999/00,1999,2000,477.154,28629240.0,63116670.15037289
El Salvador,October,1999/00,1999,2000,2598.1449,155888694.0,343675741.2830524
Equatorial Guinea,October,1999/00,1999,2000,0.179,10740.0,23677.646958669
Ethiopia,October,1999/00,1999,2000,3784.051,227043060.0,500544266.2100469
Gabon,October,1999/00,1999,2000,2.057,123420.0,272094.523988727
Ghana,October,1999/00,1999,2000,88.9011,5334066.0,11759602.570040943
Guatemala,October,1999/00,1999,2000,5120.1288,307207728.00000006,677277106.7559417
Guinea,October,1999/00,1999,2000,363.707,21822420.0,48110200.79551188
Guyana,October,1999/00,1999,2000,5.0876,305256.0,672974.2830554435
Honduras,October,1999/00,1999,2000,2985.005,179100300.0,394848572.9601216
India,October,1999/00,1999,2000,4866.5892,291995352.0,643739558.4942536
Jamaica,October,1999/00,1999,2000,37.9705,2278230.0,5022637.395777325
Kenya,October,1999/00,1999,2000,1501.891,90113460.0,198666172.4491751
Lao People's Democratic Republic,October,1999/00,1999,2000,238.772,14326320.0,31584129.159862094
Liberia,October,1999/00,1999,2000,12.163,729780.0,1608889.496973693
Mexico,October,1999/00,1999,2000,6218.6765,373120590.0,822590093.3920189
Nepal,October,1999/00,1999,2000,0.0,0.0,0.0
Nicaragua,October,1999/00,1999,2000,1554.0548,93243287.99999999,205566262.0604746
Nigeria,October,1999/00,1999,2000,45.067,2704020.0,5961343.661934837
Panama,October,1999/00,1999,2000,166.381,9982860.0,22008438.98676149
Sierra Leone,October,1999/00,1999,2000,59.02,3541200.0,7807009.62849522
Sri Lanka,October,1999/00,1999,2000,31.716,1902960.0,4195308.664475676
Thailand,October,1999/00,1999,2000,1272.8378,76370268.0,168367620.46954715
Togo,October,1999/00,1999,2000,262.808,15768480.0,34763547.72018929
Trinidad & Tobago,October,1999/00,1999,2000,16.89,1013400.0,2234164.56498279
Uganda,October,1999/00,1999,2000,2862.447,171746820.0,378636924.6028
Venezuela,October,1999/00,1999,2000,1366.835,82010100.0,180801321.6801807
Viet Nam,October,1999/00,1999,2000,11630.9138,697854828.0,1538506540.5760407
Yemen,October,1999/00,1999,2000,60.579,3634740.0,8013230.028543069
Angola,April,2000/01,2000,2001,49.785,2987100.0,6585428.233728135
Bolivia (Plurinational State of),April,2000/01,2000,2001,147.604,8856240.0,19524667.048532844
Brazil,April,2000/01,2000,2001,31310.353,1878621180.0,4141650751.314541
Burundi,April,2000/01,2000,2001,487.46,29247600.0,64479920.59482006
Ecuador,April,2000/01,2000,2001,853.817,51229020.0,112940656.38720609
Indonesia,April,2000/01,2000,2001,6987.2397,419234382.0,924253602.4145044
Madagascar,April,2000/01,2000,2001,362.1618,21729708.000000004,47905805.822994925
Malawi,April,2000/01,2000,2001,63.138,3788280.0,8351727.785901918
Papua New Guinea,April,2000/01,2000,2001,1040.7392,62444352.0,137666231.0259643
Paraguay,April,2000/01,2000,2001,21.6077,1296462.0,2858209.453568895
Peru,April,2000/01,2000,2001,2675.593,160535580.0,353920371.2798104
Rwanda,April,2000/01,2000,2001,273.363,16401780.0,36159735.22660689
Timor-Leste,April,2000/01,2000,2001,7.1279,427674.00000000006,942859.775177077
Zimbabwe,April,2000/01,2000,2001,108.523,6511380.0,14355135.647461653
Congo,July,2000/01,2000,2001,3.0,180000.0,396832.071933
Cuba,July,2000/01,2000,2001,312.4345,18746070.0,41328009.99278363
Dominican Republic,July,2000/01,2000,2001,467.038,28022280.0,61778552.403814815
Haiti,July,2000/01,2000,2001,419.85,25191000.0,55536648.46702335
Philippines,July,2000/01,2000,2001,340.9218,20455308.000000004,45096234.75370929
Tanzania,July,2000/01,2000,2001,808.8714,48532284.0,106995371.1964488
Zambia,July,2000/01,2000,2001,93.374,5602440.0,12351265.961557314
Cameroon,October,2000/01,2000,2001,1113.143,66788580.0,147243614.34923849
Central African Republic,October,2000/01,2000,2001,113.313,6798780.0,14988744.188981343
Colombia,October,2000/01,2000,2001,10519.352,631161120.0,1391472083.1841824
Costa Rica,October,2000/01,2000,2001,2418.536,145112160.0,319917550.6415167
Côte d'Ivoire,October,2000/01,2000,2001,4845.586,290735160.0,640961310.7031792
Democratic Republic of Congo,October,2000/01,2000,2001,362.535,21752100.0,47955171.73274338
El Salvador,October,2000/01,2000,2001,1704.4498,102266988.0,225460115.2132625
Equatorial Guinea,October,2000/01,2000,2001,0.0,0.0,0.0
Ethiopia,October,2000/01,2000,2001,3115.149,186908940.0,412063677.3500043
Gabon,October,2000/01,2000,2001,0.0,0.0,0.0
Ghana,October,2000/01,2000,2001,76.456,4587360.0,10113397.630569816
Guatemala,October,2000/01,2000,2001,4939.753,296385180.0,653417472.6090841
Guinea,October,2000/01,2000,2001,399.992,23999520.0,52909884.705541514
Guyana,October,2000/01,2000,2001,2.8718,172307.99999999997,379874.11472572974
Honduras,October,2000/01,2000,2001,2666.658,159999480.0,352738473.09223664
India,October,2000/01,2000,2001,5019.7666,301185996.0,664001460.1660236
Jamaica,October,2000/01,2000,2001,36.8774,2212644.0,4878045.016500671
Kenya,October,2000/01,2000,2001,1001.8641,60111846.0,132523935.53276344
Lao People's Democratic Republic,October,2000/01,2000,2001,212.185,12731100.0,28067271.061034534
Liberia,October,2000/01,2000,2001,12.305,738300.0,1627672.881711855
Mexico,October,2000/01,2000,2001,4814.9789,288898734.0,636912684.4002258
Nepal,October,2000/01,2000,2001,0.0,0.0,0.0
Nicaragua,October,2000/01,2000,2001,1572.4326,94345956.0,207997228.87766474
Nigeria,October,2000/01,2000,2001,49.431,2965860.0,6538602.049240041
Panama,October,2000/01,2000,2001,170.226,10213560.0,22517045.425622284
Sierra Leone,October,2000/01,2000,2001,49.155,2949300.0,6502093.498622205
Sri Lanka,October,2000/01,2000,2001,33.28,1996800.0,4402190.4513100805
Thailand,October,2000/01,2000,2001,1692.2342,101534052.00000001,223844267.92729428
Togo,October,2000/01,2000,2001,197.401,11844060.0,26111682.610548712
Trinidad & Tobago,October,2000/01,2000,2001,16.393,983580.0,2168422.718399223
Uganda,October,2000/01,2000,2001,3400.683,204040980.0,449833360.2924434
Venezuela,October,2000/01,2000,2001,1449.924,86995440.0,191792115.02179438
Viet Nam,October,2000/01,2000,2001,14841.309,890478540.0,1963169133.5559602
Yemen,October,2000/01,2000,2001,63.936,3836160.0,8457285.117036097
Angola,April,2001/02,2001,2002,20.69,1241400.0,2736818.52276459
Bolivia (Plurinational State of),April,2001/02,2001,2002,94.016,5640960.0,12436188.024950976
Brazil,April,2001/02,2001,2002,31365.0955,1881905730.0,4148891944.547138
Burundi,April,2001/02,2001,2002,143.982,8638920.0,19045558.460352402
Ecuador,April,2001/02,2001,2002,792.847,47570820.0,104875705.91195442
Indonesia,April,2001/02,2001,2002,6833.356,410001360.0,903898273.2452657
Madagascar,April,2001/02,2001,2002,147.236,8834160.0,19475988.981042396
Malawi,April,2001/02,2001,2002,60.39,3623400.0,7988229.60801129
Papua New Guinea,April,2001/02,2001,2002,1062.593,63755580.0,140556993.93716744
Paraguay,April,2001/02,2001,2002,22.1635,1329810.0,2931729.2087623486
Peru,April,2001/02,2001,2002,2828.946,169736760.0,374205500.8555242
Rwanda,April,2001/02,2001,2002,295.51,17730600.0,39089281.85897361
Timor-Leste,April,2001/02,2001,2002,32.8539,1971234.0,4345827.069359863
Zimbabwe,April,2001/02,2001,2002,121.042,7262520.0,16011115.883638062
Congo,July,2001/02,2001,2002,3.0,180000.0,396832.071933
Cuba,July,2001/02,2001,2002,284.974,17098440.0,37695607.62234491
Dominican Republic,July,2001/02,2001,2002,386.958,23217480.0,51185781.63034994
Haiti,July,2001/02,2001,2002,402.64,24158400.0,53260155.14770104
Philippines,July,2001/02,2001,2002,262.682,15760920.0,34746880.7731681
Tanzania,July,2001/02,2001,2002,624.089,37445340.0,82552843.64686468
Zambia,July,2001/02,2001,2002,99.672,5980320.0,13184348.757901993
Cameroon,October,2001/02,2001,2002,685.677,41140620.0,90699541.52893455
Central African Republic,October,2001/02,2001,2002,68.172,4090320.0,9017612.002605492
Colombia,October,2001/02,2001,2002,11950.283,717016980.0,1580751854.3585691
Costa Rica,October,2001/02,2001,2002,2246.7,134802000.0,297187538.6706237
Côte d'Ivoire,October,2001/02,2001,2002,3596.116,215766960.0,475684721.0638041
Democratic Republic of Congo,October,2001/02,2001,2002,423.184,25391040.0,55977661.17629822
El Salvador,October,2001/02,2001,2002,1693.966,101637960.0,224073345.85468543
Equatorial Guinea,October,2001/02,2001,2002,0.0,0.0,0.0
Ethiopia,October,2001/02,2001,2002,4044.24,242654400.0,534961379.53143865
Gabon,October,2001/02,2001,2002,0.822,49320.0,108731.987709642
Ghana,October,2001/02,2001,2002,7.285,437100.0,963640.548010635
Guatemala,October,2001/02,2001,2002,3668.96,220137600.0,485320332.8797666
Guinea,October,2001/02,2001,2002,235.979,14158740.0,31214678.500892468
Guyana,October,2001/02,2001,2002,5.2563,315378.0,695289.4732338093
Honduras,October,2001/02,2001,2002,3036.252,182175120.0,401627390.69023836
India,October,2001/02,2001,2002,4810.413,288624780.0,636308719.2144794
Jamaica,October,2001/02,2001,2002,30.775,1846500.0,4070835.6712460252
Kenya,October,2001/02,2001,2002,990.531,59431860.0,131024823.01462214
Lao People's Democratic Republic,October,2001/02,2001,2002,258.1452,15488711.999999998,34146764.858519554
Liberia,October,2001/02,2001,2002,11.833,709980.0,1565237.969061063
Mexico,October,2001/02,2001,2002,4438.404,266304240.0,587100351.7985717
Nepal,October,2001/02,2001,2002,0.0,0.0,0.0
Nicaragua,October,2001/02,2001,2002,1078.752,64725120.0,142694463.75395587
Nigeria,October,2001/02,2001,2002,44.003,2640180.0,5820600.553755933
Panama,October,2001/02,2001,2002,159.939,9596340.0,21156308.25096403
Sierra Leone,October,2001/02,2001,2002,79.2,4752000.0,10476366.6990312
Sri Lanka,October,2001/02,2001,2002,31.531,1891860.0,4170837.353373141
Thailand,October,2001/02,2001,2002,714.5,42870000.0,94512171.7987095
Togo,October,2001/02,2001,2002,112.018,6721080.0,14817445.011263598
Trinidad & Tobago,October,2001/02,2001,2002,16.165,969900.0,2138263.480932315
Uganda,October,2001/02,2001,2002,3157.777,189466620.0,417702396.53745764
Venezuela,October,2001/02,2001,2002,1264.613,75876780.0,167279665.66113564
Viet Nam,October,2001/02,2001,2002,13093.244,785594640.0,1731939714.948107
Yemen,October,2001/02,2001,2002,62.2185,3733110.0,8230098.755854454
Angola,April,2002/03,2002,2003,56.64,3398400.0,7492189.51809504
Bolivia (Plurinational State of),April,2002/03,2002,2003,126.668,7600080.0,16755308.295869749
Brazil,April,2002/03,2002,2003,48351.634,2901098040.0,6395826367.188696
Burundi,April,2002/03,2002,2003,453.732,27223920.0,60018469.887434654
Ecuador,April,2002/03,2002,2003,582.224,34933440.0,77015052.08303967
Indonesia,April,2002/03,2002,2003,6731.376,403882560.0,890408628.3466899
Madagascar,April,2002/03,2002,2003,445.455,26727300.0,58923610.20097151
Malawi,April,2002/03,2002,2003,42.464,2547840.0,5617025.700854304
Papua New Guinea,April,2002/03,2002,2003,1085.147,65108820.0,143540377.4539597
Paraguay,April,2002/03,2002,2003,35.5806,2134836.0,4706507.739539767
Peru,April,2002/03,2002,2003,3000.32,180019200.0,396874400.68733954
Rwanda,April,2002/03,2002,2003,319.68,19180800.0,42286425.585180484
Timor-Leste,April,2002/03,2002,2003,36.8093,2208558.0,4869036.928467792
Zimbabwe,April,2002/03,2002,2003,110.121,6607260.0,14566514.86444463
Congo,July,2002/03,2002,2003,3.0,180000.0,396832.071933
Cuba,July,2002/03,2002,2003,239.105,14346300.0,31628177.519846655
Dominican Republic,July,2002/03,2002,2003,455.198,27311880.0,60212388.493252575
Haiti,July,2002/03,2002,2003,373.945,22436700.0,49464456.379661895
Philippines,July,2002/03,2002,2003,255.21,15312600.0,33758504.35934031
Tanzania,July,2002/03,2002,2003,823.609,49416540.0,108944821.9775554
Zambia,July,2002/03,2002,2003,118.927,7135620.0,15731349.272925297
Cameroon,October,2002/03,2002,2003,800.795,48047700.0,105927046.34786224
Central African Republic,October,2002/03,2002,2003,92.094,5525640.0,12181950.944199234
Colombia,October,2002/03,2002,2003,11712.04,702722400.0,1549237699.9207244
Costa Rica,October,2002/03,2002,2003,2043.413,122604780.0,270297271.53494245
Côte d'Ivoire,October,2002/03,2002,2003,3009.64,180578400.0,398107225.65747803
Democratic Republic of Congo,October,2002/03,2002,2003,337.873,20272380.0,44692947.546739504
El Salvador,October,2002/03,2002,2003,1361.376,81682560.0,180079219.58661994
Equatorial Guinea,October,2002/03,2002,2003,0.0,0.0,0.0
Ethiopia,October,2002/03,2002,2003,4093.902,245634120.0,541530537.6502175
Gabon,October,2002/03,2002,2003,1.25,75000.0,165346.69663875
Ghana,October,2002/03,2002,2003,33.6323,2017938.0000000002,4448791.764290746
Guatemala,October,2002/03,2002,2003,4069.953,244197180.0,538362627.2199764
Guinea,October,2002/03,2002,2003,328.229,19693740.0,43417264.71283222
Guyana,October,2002/03,2002,2003,5.2013,312078.0,688014.2185817043
Honduras,October,2002/03,2002,2003,2495.886,149753160.0,330149204.2295225
India,October,2002/03,2002,2003,4587.889,275273340.0,606873832.5562065
Jamaica,October,2002/03,2002,2003,37.123,2227380.0,4910532.335456253
Kenya,October,2002/03,2002,2003,945.402,56724120.0,125055278.15653402
Lao People's Democratic Republic,October,2002/03,2002,2003,402.0043,24120258.0,53176066.43165844
Liberia,October,2002/03,2002,2003,12.482,748920.0,1651085.973955902
Mexico,October,2002/03,2002,2003,4351.426,261085560.0,575595131.8143755
Nepal,October,2002/03,2002,2003,0.0,0.0,0.0
Nicaragua,October,2002/03,2002,2003,1170.017,70201020.0,154766756.7689443
Nigeria,October,2002/03,2002,2003,49.815,2988900.0,6589396.554447465
Panama,October,2002/03,2002,2003,139.962,8397720.0,18513803.483962182
Sierra Leone,October,2002/03,2002,2003,41.7289,2503734.0,5519788.615494988
Sri Lanka,October,2002/03,2002,2003,34.3807,2062841.9999999998,4547788.138502297
Thailand,October,2002/03,2002,2003,731.9,43914000.0,96813797.8159209
Togo,October,2002/03,2002,2003,68.205,4092300.0,9021977.155396756
Trinidad & Tobago,October,2002/03,2002,2003,16.5524,993143.9999999999,2189507.729154596
Uganda,October,2002/03,2002,2003,2890.058,173403480.0,382289234.71551406
Venezuela,October,2002/03,2002,2003,1483.5896,89015376.0,196245311.62208357
Viet Nam,October,2002/03,2002,2003,11573.935,694436100.0,1530969535.4892888
Yemen,October,2002/03,2002,2003,56.7446,3404676.0,7506025.72966977
Angola,April,2003/04,2003,2004,38.013,2280780.0,5028259.183463043
Bolivia (Plurinational State of),April,2003/04,2003,2004,103.323,6199380.0,13667293.389444454
Brazil,April,2003/04,2003,2004,28873.4093,1732404558.0,3819298278.7628503
Burundi,April,2003/04,2003,2004,337.858,20271480.0,44690963.38637984
Ecuador,April,2003/04,2003,2004,640.79,38447400.0,84762007.79131569
Indonesia,April,2003/04,2003,2004,6404.076,384244560.0,847114249.2987996
Madagascar,April,2003/04,2003,2004,434.658,26079480.0,57495411.57408464
Malawi,April,2003/04,2003,2004,48.155,2889300.0,6369816.141311205
Papua New Guinea,April,2003/04,2003,2004,1154.944,69296640.0,152772940.1621956
Paraguay,April,2003/04,2003,2004,47.4951,2849706.0,6282526.313221676
Peru,April,2003/04,2003,2004,2685.986,161159160.0,355295129.85434365
Rwanda,April,2003/04,2003,2004,265.742,15944520.0,35151649.48653976
Timor-Leste,April,2003/04,2003,2004,41.8233,2509398.0,5532275.598025146
Zimbabwe,April,2003/04,2003,2004,91.649,5498940.0,12123087.52019584
Congo,July,2003/04,2003,2004,3.0,180000.0,396832.071933
Cuba,July,2003/04,2003,2004,223.507,13410420.0,29564915.300509676
Dominican Republic,July,2003/04,2003,2004,350.673,21040380.0,46386097.72032031
Haiti,July,2003/04,2003,2004,373.842,22430520.0,49450831.81185886
Philippines,July,2003/04,2003,2004,292.691,17561460.0,38716391.9887139
