country,indicator_name,calendar_year,price_paid_cents_per_lb,price_paid_dollars_per_lb
Kenya,colombian_milds,1999,105.1914,1.051914
Tanzania,colombian_milds,1999,65.8769,0.658769
Bolivia (Plurinational State of),other_milds,1999,98.7076,0.987076
Burundi,other_milds,1999,46.5697,0.46569699999999997
Cameroon,other_milds,1999,88.411,0.8841100000000001
Costa Rica,other_milds,1999,79.5496,0.795496
Cuba,other_milds,1999,188.5711,1.885711
Democratic Republic of Congo,other_milds,1999,,
Dominican Republic,other_milds,1999,74.1837,0.741837
Ecuador,other_milds,1999,78.046,0.78046
El Salvador,other_milds,1999,56.9223,0.569223
Guatemala,other_milds,1999,79.2374,0.7923739999999999
Haiti,other_milds,1999,22.895,0.22895
Honduras,other_milds,1999,61.4807,0.614807
India,other_milds,1999,67.4377,0.6743770000000001
Jamaica,other_milds,1999,177.2662,1.772662
Madagascar,other_milds,1999,43.491,0.43491
Malawi,other_milds,1999,77.641,0.77641
Mexico,other_milds,1999,80.9028,0.809028
Nicaragua,other_milds,1999,,
Panama,other_milds,1999,,
Papua New Guinea,other_milds,1999,60.8221,0.608221
Peru,other_milds,1999,59.7327,0.597327
Rwanda,other_milds,1999,45.3282,0.453282
Sri Lanka,other_milds,1999,,
Uganda,other_milds,1999,46.5634,0.465634
Venezuela,other_milds,1999,,
Zambia,other_milds,1999,119.6968,1.196968
Zimbabwe,other_milds,1999,,
Angola,brazilian_naturals,1999,,
Brazil,brazilian_naturals,1999,74.0666,0.7406659999999999
Ethiopia,brazilian_naturals,1999,65.6448,0.656448
Indonesia,brazilian_naturals,1999,,
Philippines,brazilian_naturals,1999,64.8877,0.6488769999999999
Thailand,brazilian_naturals,1999,,
Viet Nam,brazilian_naturals,1999,,
Angola,robustas,1999,,
Benin,robustas,1999,,
Brazil,robustas,1999,56.9266,0.569266
Burundi,robustas,1999,,
Cameroon,robustas,1999,31.3028,0.31302800000000003
Central African Republic,robustas,1999,29.7146,0.297146
Congo,robustas,1999,,
Côte d'Ivoire,robustas,1999,38.8128,0.38812800000000003
Democratic Republic of Congo,robustas,1999,88.1768,0.881768
Ecuador,robustas,1999,47.4832,0.474832
Gabon,robustas,1999,59.0145,0.590145
Ghana,robustas,1999,,
Guinea,robustas,1999,,
India,robustas,1999,57.6076,0.576076
Indonesia,robustas,1999,46.5479,0.465479
Liberia,robustas,1999,,
Madagascar,robustas,1999,38.0546,0.380546
Nigeria,robustas,1999,,
Papua New Guinea,robustas,1999,37.6982,0.376982
Philippines,robustas,1999,60.1365,0.6013649999999999
Sierra Leone,robustas,1999,,
Sri Lanka,robustas,1999,,
Tanzania,robustas,1999,23.5151,0.235151
Thailand,robustas,1999,31.3084,0.313084
Togo,robustas,1999,43.2215,0.432215
Trinidad & Tobago,robustas,1999,79.2287,0.7922870000000001
Uganda,robustas,1999,31.5157,0.31515699999999996
Viet Nam,robustas,1999,50.6962,0.506962
Colombia,colombian_milds,2000,74.9587,0.7495869999999999
Kenya,colombian_milds,2000,72.9797,0.7297969999999999
Tanzania,colombian_milds,2000,54.3175,0.5431750000000001
Bolivia (Plurinational State of),other_milds,2000,78.0529,0.7805289999999999
Burundi,other_milds,2000,37.3535,0.37353499999999995
Cameroon,other_milds,2000,33.221,0.33220999999999995
Costa Rica,other_milds,2000,69.2837,0.6928369999999999
Cuba,other_milds,2000,188.5711,1.885711
Democratic Republic of Congo,other_milds,2000,,
Dominican Republic,other_milds,2000,68.0127,0.6801269999999999
Ecuador,other_milds,2000,65.9705,0.659705
El Salvador,other_milds,2000,44.5482,0.445482
Guatemala,other_milds,2000,70.3747,0.703747
Haiti,other_milds,2000,22.4856,0.22485600000000003
Honduras,other_milds,2000,54.287,0.54287
India,other_milds,2000,63.7456,0.637456
Jamaica,other_milds,2000,208.4371,2.084371
Madagascar,other_milds,2000,155.8285,1.558285
Malawi,other_milds,2000,57.5992,0.5759920000000001
Mexico,other_milds,2000,64.0786,0.640786
Nicaragua,other_milds,2000,,
Panama,other_milds,2000,,
Papua New Guinea,other_milds,2000,49.2802,0.492802
Peru,other_milds,2000,53.8586,0.538586
Rwanda,other_milds,2000,34.0754,0.340754
Sri Lanka,other_milds,2000,,
Uganda,other_milds,2000,40.9981,0.409981
Venezuela,other_milds,2000,,
Zambia,other_milds,2000,91.8562,0.918562
Zimbabwe,other_milds,2000,,
Angola,brazilian_naturals,2000,,
Brazil,brazilian_naturals,2000,65.9769,0.659769
Ethiopia,brazilian_naturals,2000,56.421,0.56421
Indonesia,brazilian_naturals,2000,68.4091,0.684091
Philippines,brazilian_naturals,2000,37.044,0.37044
Thailand,brazilian_naturals,2000,,
Viet Nam,brazilian_naturals,2000,,
Angola,robustas,2000,51.7415,0.5174150000000001
Benin,robustas,2000,,
Brazil,robustas,2000,41.5274,0.415274
Burundi,robustas,2000,,
Cameroon,robustas,2000,30.4387,0.304387
Central African Republic,robustas,2000,18.2801,0.18280100000000002
Congo,robustas,2000,,
Côte d'Ivoire,robustas,2000,23.8537,0.238537
Democratic Republic of Congo,robustas,2000,45.042,0.45042000000000004
Ecuador,robustas,2000,32.696,0.32696
Gabon,robustas,2000,51.1065,0.511065
Ghana,robustas,2000,,
Guinea,robustas,2000,,
India,robustas,2000,35.8731,0.358731
Indonesia,robustas,2000,22.4016,0.224016
Liberia,robustas,2000,,
Madagascar,robustas,2000,109.0038,1.090038
Nigeria,robustas,2000,,
Papua New Guinea,robustas,2000,21.8897,0.218897
Philippines,robustas,2000,34.1959,0.341959
Sierra Leone,robustas,2000,,
Sri Lanka,robustas,2000,,
Tanzania,robustas,2000,15.2928,0.152928
Thailand,robustas,2000,12.3524,0.123524
Togo,robustas,2000,22.9164,0.229164
Trinidad & Tobago,robustas,2000,,
Uganda,robustas,2000,19.9233,0.19923300000000002
Viet Nam,robustas,2000,26.5528,0.265528
Colombia,colombian_milds,2001,57.9505,0.5795049999999999
Kenya,colombian_milds,2001,69.403,0.69403
Tanzania,colombian_milds,2001,34.8622,0.348622
Bolivia (Plurinational State of),other_milds,2001,,
Burundi,other_milds,2001,32.1917,0.32191699999999995
Cameroon,other_milds,2001,19.0898,0.190898
Costa Rica,other_milds,2001,46.6929,0.46692900000000004
Cuba,other_milds,2001,188.5711,1.885711
Democratic Republic of Congo,other_milds,2001,,
Dominican Republic,other_milds,2001,42.0392,0.420392
Ecuador,other_milds,2001,27.2816,0.272816
El Salvador,other_milds,2001,17.6285,0.176285
Guatemala,other_milds,2001,45.3452,0.45345199999999997
Haiti,other_milds,2001,,
Honduras,other_milds,2001,34.3176,0.343176
India,other_milds,2001,43.8182,0.43818199999999996
Jamaica,other_milds,2001,169.5941,1.695941
Madagascar,other_milds,2001,64.5937,0.645937
Malawi,other_milds,2001,46.4248,0.464248
Mexico,other_milds,2001,53.9753,0.5397529999999999
Nicaragua,other_milds,2001,29.6521,0.29652100000000003
Panama,other_milds,2001,,
Papua New Guinea,other_milds,2001,32.9735,0.329735
Peru,other_milds,2001,34.7709,0.347709
Rwanda,other_milds,2001,23.2564,0.232564
Sri Lanka,other_milds,2001,,
Uganda,other_milds,2001,27.5052,0.27505199999999996
Venezuela,other_milds,2001,,
Zambia,other_milds,2001,65.7341,0.657341
Zimbabwe,other_milds,2001,,
Angola,brazilian_naturals,2001,,
Brazil,brazilian_naturals,2001,37.0458,0.370458
Ethiopia,brazilian_naturals,2001,43.7795,0.437795
Indonesia,brazilian_naturals,2001,53.6054,0.536054
Philippines,brazilian_naturals,2001,49.3555,0.49355499999999997
Thailand,brazilian_naturals,2001,,
Viet Nam,brazilian_naturals,2001,,
Angola,robustas,2001,18.6135,0.186135
Benin,robustas,2001,,
Brazil,robustas,2001,19.3547,0.19354700000000002
Burundi,robustas,2001,,
Cameroon,robustas,2001,21.1299,0.211299
Central African Republic,robustas,2001,13.2225,0.132225
Congo,robustas,2001,,
Côte d'Ivoire,robustas,2001,,
Democratic Republic of Congo,robustas,2001,7.9507,0.07950700000000001
Ecuador,robustas,2001,11.2578,0.112578
Gabon,robustas,2001,47.9271,0.479271
Ghana,robustas,2001,,
Guinea,robustas,2001,,
India,robustas,2001,23.4397,0.234397
Indonesia,robustas,2001,13.5715,0.135715
Liberia,robustas,2001,,
Madagascar,robustas,2001,51.6628,0.516628
Nigeria,robustas,2001,,
Papua New Guinea,robustas,2001,12.0047,0.120047
Philippines,robustas,2001,23.6346,0.236346
Sierra Leone,robustas,2001,,
Sri Lanka,robustas,2001,,
Tanzania,robustas,2001,5.2086,0.05208599999999999
Thailand,robustas,2001,12.747,0.12747
Togo,robustas,2001,15.3167,0.153167
Trinidad & Tobago,robustas,2001,,
Uganda,robustas,2001,10.5687,0.105687
Viet Nam,robustas,2001,15.1186,0.15118600000000001
Colombia,colombian_milds,2002,52.5669,0.5256689999999999
Kenya,colombian_milds,2002,67.6698,0.6766979999999999
Tanzania,colombian_milds,2002,25.9279,0.25927900000000004
Bolivia (Plurinational State of),other_milds,2002,,
Burundi,other_milds,2002,29.17,0.2917
Cameroon,other_milds,2002,24.5554,0.245554
Costa Rica,other_milds,2002,46.7441,0.46744100000000005
Cuba,other_milds,2002,188.5711,1.885711
Democratic Republic of Congo,other_milds,2002,,
Dominican Republic,other_milds,2002,50.829,0.50829
Ecuador,other_milds,2002,27.3637,0.273637
El Salvador,other_milds,2002,21.8368,0.218368
Guatemala,other_milds,2002,49.6116,0.496116
Haiti,other_milds,2002,,
Honduras,other_milds,2002,37.056,0.37056
India,other_milds,2002,39.6095,0.396095
Jamaica,other_milds,2002,237.5996,2.375996
Madagascar,other_milds,2002,72.5041,0.7250409999999999
Malawi,other_milds,2002,39.7883,0.397883
Mexico,other_milds,2002,45.0775,0.450775
Nicaragua,other_milds,2002,30.1493,0.301493
Panama,other_milds,2002,,
Papua New Guinea,other_milds,2002,31.6628,0.316628
Peru,other_milds,2002,29.5158,0.295158
Rwanda,other_milds,2002,17.8762,0.178762
Sri Lanka,other_milds,2002,,
Uganda,other_milds,2002,27.5174,0.275174
Venezuela,other_milds,2002,,
Zambia,other_milds,2002,60.0056,0.600056
Zimbabwe,other_milds,2002,,
Angola,brazilian_naturals,2002,,
Brazil,brazilian_naturals,2002,30.9089,0.309089
Ethiopia,brazilian_naturals,2002,26.8781,0.268781
Indonesia,brazilian_naturals,2002,59.6569,0.596569
Philippines,brazilian_naturals,2002,21.738,0.21738
Thailand,brazilian_naturals,2002,,
Viet Nam,brazilian_naturals,2002,,
Angola,robustas,2002,10.7112,0.107112
Benin,robustas,2002,,
Brazil,robustas,2002,19.9937,0.199937
Burundi,robustas,2002,,
Cameroon,robustas,2002,16.0534,0.160534
Central African Republic,robustas,2002,11.942,0.11942
Congo,robustas,2002,,
Côte d'Ivoire,robustas,2002,8.9585,0.08958500000000001
Democratic Republic of Congo,robustas,2002,2.9573,0.029573000000000002
Ecuador,robustas,2002,11.9973,0.119973
Gabon,robustas,2002,44.5843,0.445843
Ghana,robustas,2002,,
Guinea,robustas,2002,,
India,robustas,2002,22.0776,0.220776
Indonesia,robustas,2002,14.6522,0.146522
Liberia,robustas,2002,,
Madagascar,robustas,2002,55.6953,0.556953
Nigeria,robustas,2002,,
Papua New Guinea,robustas,2002,13.3144,0.13314399999999998
Philippines,robustas,2002,21.4548,0.214548
Sierra Leone,robustas,2002,,
Sri Lanka,robustas,2002,,
Tanzania,robustas,2002,4.2981,0.042981
Thailand,robustas,2002,6.4439,0.064439
Togo,robustas,2002,18.2661,0.18266100000000002
Trinidad & Tobago,robustas,2002,,
Uganda,robustas,2002,12.7838,0.127838
Viet Nam,robustas,2002,18.1376,0.18137599999999998
Colombia,colombian_milds,2003,48.343,0.48343
Kenya,colombian_milds,2003,41.0724,0.41072400000000003
Tanzania,colombian_milds,2003,24.7808,0.247808
Bolivia (Plurinational State of),other_milds,2003,,
Burundi,other_milds,2003,24.8803,0.248803
Cameroon,other_milds,2003,35.2702,0.352702
Costa Rica,other_milds,2003,52.9871,0.529871
Cuba,other_milds,2003,168.9282,1.689282
Democratic Republic of Congo,other_milds,2003,,
Dominican Republic,other_milds,2003,49.572,0.49572000000000005
Ecuador,other_milds,2003,31.0615,0.310615
El Salvador,other_milds,2003,25.6889,0.256889
Guatemala,other_milds,2003,48.4242,0.484242
Haiti,other_milds,2003,,
Honduras,other_milds,2003,41.7124,0.41712400000000005
India,other_milds,2003,43.4504,0.434504
Jamaica,other_milds,2003,185.619,1.85619
Madagascar,other_milds,2003,86.5775,0.865775
Malawi,other_milds,2003,39.621,0.39621
Mexico,other_milds,2003,64.019,0.64019
Nicaragua,other_milds,2003,34.4183,0.344183
Panama,other_milds,2003,,
Papua New Guinea,other_milds,2003,36.9896,0.369896
Peru,other_milds,2003,32.9262,0.329262
Rwanda,other_milds,2003,24.8854,0.24885400000000002
Sri Lanka,other_milds,2003,,
Uganda,other_milds,2003,28.6403,0.286403
Venezuela,other_milds,2003,,
Zambia,other_milds,2003,52.9675,0.529675
Zimbabwe,other_milds,2003,,
Angola,brazilian_naturals,2003,,
Brazil,brazilian_naturals,2003,42.8184,0.42818399999999995
Ethiopia,brazilian_naturals,2003,34.5679,0.345679
Indonesia,brazilian_naturals,2003,42.0479,0.420479
Philippines,brazilian_naturals,2003,60.6343,0.6063430000000001
Thailand,brazilian_naturals,2003,,
Viet Nam,brazilian_naturals,2003,,
Angola,robustas,2003,6.6089,0.06608900000000001
Benin,robustas,2003,,
Brazil,robustas,2003,31.6119,0.316119
Burundi,robustas,2003,,
Cameroon,robustas,2003,22.2637,0.222637
Central African Republic,robustas,2003,18.0599,0.18059899999999998
Congo,robustas,2003,,
Côte d'Ivoire,robustas,2003,17.7064,0.177064
Democratic Republic of Congo,robustas,2003,5.6111,0.056111
Ecuador,robustas,2003,21.8581,0.218581
Gabon,robustas,2003,,
Ghana,robustas,2003,,
Guinea,robustas,2003,,
India,robustas,2003,28.5993,0.285993
Indonesia,robustas,2003,16.6091,0.16609100000000002
Liberia,robustas,2003,,
Madagascar,robustas,2003,55.9203,0.559203
Nigeria,robustas,2003,,
Papua New Guinea,robustas,2003,17.3053,0.17305299999999998
Philippines,robustas,2003,32.6523,0.32652299999999995
Sierra Leone,robustas,2003,,
Sri Lanka,robustas,2003,,
Tanzania,robustas,2003,6.7245,0.067245
Thailand,robustas,2003,13.2508,0.132508
Togo,robustas,2003,22.766,0.22765999999999997
Trinidad & Tobago,robustas,2003,,
Uganda,robustas,2003,20.8085,0.208085
Viet Nam,robustas,2003,27.9353,0.279353
Colombia,colombian_milds,2004,60.8325,0.608325
Kenya,colombian_milds,2004,71.0095,0.710095
Tanzania,colombian_milds,2004,26.3711,0.263711
Bolivia (Plurinational State of),other_milds,2004,,
Burundi,other_milds,2004,27.357,0.27357
Cameroon,other_milds,2004,,
Costa Rica,other_milds,2004,64.8733,0.648733
Cuba,other_milds,2004,70.1784,0.701784
Democratic Republic of Congo,other_milds,2004,,
Dominican Republic,other_milds,2004,75.6965,0.756965
Ecuador,other_milds,2004,51.194,0.5119400000000001
El Salvador,other_milds,2004,39.3039,0.39303899999999997
Guatemala,other_milds,2004,66.9099,0.6690989999999999
Haiti,other_milds,2004,,
Honduras,other_milds,2004,50.2225,0.5022249999999999
India,other_milds,2004,58.3193,0.583193
Jamaica,other_milds,2004,185.4223,1.8542230000000002
Madagascar,other_milds,2004,46.8166,0.468166
Malawi,other_milds,2004,51.6781,0.516781
Mexico,other_milds,2004,90.7787,0.907787
Nicaragua,other_milds,2004,40.8748,0.408748
Panama,other_milds,2004,,
Papua New Guinea,other_milds,2004,41.0979,0.41097900000000004
Peru,other_milds,2004,42.4274,0.424274
Rwanda,other_milds,2004,29.4574,0.294574
Sri Lanka,other_milds,2004,,
Uganda,other_milds,2004,35.9874,0.359874
Venezuela,other_milds,2004,,
Zambia,other_milds,2004,64.4375,0.644375
Zimbabwe,other_milds,2004,,
Angola,brazilian_naturals,2004,,
Brazil,brazilian_naturals,2004,56.3302,0.563302
Ethiopia,brazilian_naturals,2004,48.8512,0.488512
Indonesia,brazilian_naturals,2004,80.6176,0.806176
Philippines,brazilian_naturals,2004,66.2305,0.662305
Thailand,brazilian_naturals,2004,,
Viet Nam,brazilian_naturals,2004,,
Angola,robustas,2004,9.923,0.09923
Benin,robustas,2004,,
Brazil,robustas,2004,34.8484,0.34848399999999996
Burundi,robustas,2004,,
Cameroon,robustas,2004,,
Central African Republic,robustas,2004,20.1724,0.201724
Congo,robustas,2004,,
Côte d'Ivoire,robustas,2004,14.7655,0.14765499999999998
Democratic Republic of Congo,robustas,2004,,
Ecuador,robustas,2004,29.7468,0.297468
Gabon,robustas,2004,,
Ghana,robustas,2004,,
Guinea,robustas,2004,,
India,robustas,2004,30.7952,0.307952
Indonesia,robustas,2004,24.1702,0.241702
Liberia,robustas,2004,,
Madagascar,robustas,2004,19.74,0.1974
Nigeria,robustas,2004,,
Papua New Guinea,robustas,2004,22.1559,0.22155899999999998
Philippines,robustas,2004,31.8862,0.318862
Sierra Leone,robustas,2004,,
Sri Lanka,robustas,2004,,
Tanzania,robustas,2004,7.553,0.07553
Thailand,robustas,2004,12.8279,0.128279
Togo,robustas,2004,21.9065,0.219065
Trinidad & Tobago,robustas,2004,,
Uganda,robustas,2004,26.2624,0.26262399999999997
Viet Nam,robustas,2004,26.0012,0.260012
Colombia,colombian_milds,2005,89.2214,0.8922140000000001
Kenya,colombian_milds,2005,,
Tanzania,colombian_milds,2005,43.6924,0.436924
Bolivia (Plurinational State of),other_milds,2005,,
Burundi,other_milds,2005,42.9285,0.42928499999999997
Cameroon,other_milds,2005,,
Costa Rica,other_milds,2005,83.4296,0.8342959999999999
Cuba,other_milds,2005,70.7141,0.707141
Democratic Republic of Congo,other_milds,2005,,
Dominican Republic,other_milds,2005,87.9156,0.8791559999999999
Ecuador,other_milds,2005,91.6233,0.916233
El Salvador,other_milds,2005,67.097,0.67097
Guatemala,other_milds,2005,92.4642,0.9246420000000001
Haiti,other_milds,2005,,
Honduras,other_milds,2005,78.6893,0.7868930000000001
India,other_milds,2005,96.5255,0.965255
Jamaica,other_milds,2005,244.6888,2.446888
Madagascar,other_milds,2005,50.8012,0.508012
Malawi,other_milds,2005,83.7134,0.8371339999999999
Mexico,other_milds,2005,139.0296,1.390296
Nicaragua,other_milds,2005,52.8824,0.528824
Panama,other_milds,2005,,
Papua New Guinea,other_milds,2005,62.2599,0.622599
Peru,other_milds,2005,71.9382,0.719382
Rwanda,other_milds,2005,46.245,0.46244999999999997
Sri Lanka,other_milds,2005,,
Uganda,other_milds,2005,57.8593,0.578593
Venezuela,other_milds,2005,,
Zambia,other_milds,2005,87.176,0.87176
Zimbabwe,other_milds,2005,,
Angola,brazilian_naturals,2005,,
Brazil,brazilian_naturals,2005,87.09,0.8709
Ethiopia,brazilian_naturals,2005,64.2276,0.642276
Indonesia,brazilian_naturals,2005,117.0379,1.1703789999999998
Philippines,brazilian_naturals,2005,79.9997,0.7999970000000001
Thailand,brazilian_naturals,2005,,
Viet Nam,brazilian_naturals,2005,,
Angola,robustas,2005,10.4187,0.10418699999999999
Benin,robustas,2005,,
Brazil,robustas,2005,46.4667,0.46466700000000005
Burundi,robustas,2005,,
Cameroon,robustas,2005,,
Central African Republic,robustas,2005,,
Congo,robustas,2005,,
Côte d'Ivoire,robustas,2005,11.2288,0.112288
Democratic Republic of Congo,robustas,2005,,
Ecuador,robustas,2005,50.9623,0.5096229999999999
Gabon,robustas,2005,,
Ghana,robustas,2005,,
Guinea,robustas,2005,,
India,robustas,2005,52.4173,0.524173
Indonesia,robustas,2005,34.2061,0.342061
Liberia,robustas,2005,,
Madagascar,robustas,2005,30.2388,0.302388
Nigeria,robustas,2005,,
Papua New Guinea,robustas,2005,24.3033,0.243033
Philippines,robustas,2005,41.6909,0.416909
Sierra Leone,robustas,2005,,
Sri Lanka,robustas,2005,,
Tanzania,robustas,2005,14.2734,0.142734
Thailand,robustas,2005,18.3203,0.183203
Togo,robustas,2005,27.9158,0.279158
Trinidad & Tobago,robustas,2005,,
Uganda,robustas,2005,40.8231,0.40823099999999996
Viet Nam,robustas,2005,35.8985,0.358985
Colombia,colombian_milds,2006,89.8083,0.8980830000000001
Kenya,colombian_milds,2006,,
Tanzania,colombian_milds,2006,42.7651,0.42765099999999995
Bolivia (Plurinational State of),other_milds,2006,,
Burundi,other_milds,2006,63.4535,0.634535
Cameroon,other_milds,2006,,
Costa Rica,other_milds,2006,89.2238,0.892238
Cuba,other_milds,2006,70.7141,0.707141
Democratic Republic of Congo,other_milds,2006,,
Dominican Republic,other_milds,2006,86.2942,0.862942
Ecuador,other_milds,2006,92.445,0.9244499999999999
El Salvador,other_milds,2006,67.4926,0.6749259999999999
Guatemala,other_milds,2006,91.1947,0.911947
Haiti,other_milds,2006,,
Honduras,other_milds,2006,80.8164,0.808164
India,other_milds,2006,95.8634,0.958634
Jamaica,other_milds,2006,354.8887,3.5488869999999997
Madagascar,other_milds,2006,,
Malawi,other_milds,2006,84.5843,0.845843
Mexico,other_milds,2006,85.4966,0.854966
Nicaragua,other_milds,2006,58.6579,0.586579
Panama,other_milds,2006,,
Papua New Guinea,other_milds,2006,71.284,0.71284
Peru,other_milds,2006,68.8278,0.688278
Rwanda,other_milds,2006,,
Sri Lanka,other_milds,2006,,
Uganda,other_milds,2006,55.3373,0.553373
Venezuela,other_milds,2006,,
Zambia,other_milds,2006,100.1823,1.001823
Zimbabwe,other_milds,2006,,
Angola,brazilian_naturals,2006,,
Brazil,brazilian_naturals,2006,87.0178,0.8701779999999999
Ethiopia,brazilian_naturals,2006,58.3172,0.583172
Indonesia,brazilian_naturals,2006,107.5163,1.075163
Philippines,brazilian_naturals,2006,61.5072,0.615072
Thailand,brazilian_naturals,2006,,
Viet Nam,brazilian_naturals,2006,,
Angola,robustas,2006,12.9824,0.129824
Benin,robustas,2006,,
Brazil,robustas,2006,62.0285,0.620285
Burundi,robustas,2006,,
Cameroon,robustas,2006,,
Central African Republic,robustas,2006,,
Congo,robustas,2006,,
Côte d'Ivoire,robustas,2006,27.9899,0.279899
Democratic Republic of Congo,robustas,2006,,
Ecuador,robustas,2006,53.7258,0.537258
Gabon,robustas,2006,,
Ghana,robustas,2006,,
Guinea,robustas,2006,,
India,robustas,2006,61.3522,0.613522
Indonesia,robustas,2006,52.4731,0.5247310000000001
Liberia,robustas,2006,,
Madagascar,robustas,2006,41.7147,0.417147
Nigeria,robustas,2006,,
Papua New Guinea,robustas,2006,32.8919,0.328919
Philippines,robustas,2006,55.3165,0.553165
Sierra Leone,robustas,2006,,
Sri Lanka,robustas,2006,,
Tanzania,robustas,2006,21.4463,0.21446300000000001
Thailand,robustas,2006,46.5464,0.465464
Togo,robustas,2006,44.7165,0.44716500000000003
Trinidad & Tobago,robustas,2006,,
Uganda,robustas,2006,47.0192,0.470192
Viet Nam,robustas,2006,54.5026,0.545026
Colombia,colombian_milds,2007,100.0535,1.000535
Kenya,colombian_milds,2007,,
Tanzania,colombian_milds,2007,59.7769,0.597769
Bolivia (Plurinational State of),other_milds,2007,,
Burundi,other_milds,2007,80.3535,0.803535
Cameroon,other_milds,2007,80.1917,0.801917
Costa Rica,other_milds,2007,98.6447,0.986447
Cuba,other_milds,2007,47.1428,0.471428
Democratic Republic of Congo,other_milds,2007,,
Dominican Republic,other_milds,2007,87.1283,0.8712829999999999
Ecuador,other_milds,2007,110.5232,1.105232
El Salvador,other_milds,2007,75.2353,0.7523529999999999
Guatemala,other_milds,2007,98.312,0.98312
Haiti,other_milds,2007,,
Honduras,other_milds,2007,81.632,0.81632
India,other_milds,2007,108.0306,1.080306
Jamaica,other_milds,2007,343.0594,3.4305939999999997
Madagascar,other_milds,2007,,
Malawi,other_milds,2007,80.358,0.8035800000000001
Mexico,other_milds,2007,90.9075,0.909075
Nicaragua,other_milds,2007,64.3645,0.643645
Panama,other_milds,2007,,
Papua New Guinea,other_milds,2007,76.6883,0.766883
Peru,other_milds,2007,85.4441,0.854441
Rwanda,other_milds,2007,,
Sri Lanka,other_milds,2007,,
Uganda,other_milds,2007,65.0071,0.650071
Venezuela,other_milds,2007,,
Zambia,other_milds,2007,106.4471,1.0644710000000002
Zimbabwe,other_milds,2007,,
Angola,brazilian_naturals,2007,,
Brazil,brazilian_naturals,2007,98.2955,0.982955
Ethiopia,brazilian_naturals,2007,69.829,0.69829
Indonesia,brazilian_naturals,2007,117.9882,1.179882
Philippines,brazilian_naturals,2007,81.3725,0.813725
Thailand,brazilian_naturals,2007,,
Viet Nam,brazilian_naturals,2007,,
Angola,robustas,2007,36.0524,0.360524
Benin,robustas,2007,,
Brazil,robustas,2007,78.9409,0.789409
Burundi,robustas,2007,,
Cameroon,robustas,2007,55.1318,0.551318
Central African Republic,robustas,2007,45.3414,0.453414
Congo,robustas,2007,,
Côte d'Ivoire,robustas,2007,32.8384,0.328384
Democratic Republic of Congo,robustas,2007,,
Ecuador,robustas,2007,64.9046,0.649046
Gabon,robustas,2007,,
Ghana,robustas,2007,,
Guinea,robustas,2007,,
India,robustas,2007,79.3802,0.793802
Indonesia,robustas,2007,55.8043,0.558043
Liberia,robustas,2007,,
Madagascar,robustas,2007,69.5695,0.6956950000000001
Nigeria,robustas,2007,,
Papua New Guinea,robustas,2007,23.9073,0.23907299999999998
Philippines,robustas,2007,74.4775,0.7447750000000001
Sierra Leone,robustas,2007,,
Sri Lanka,robustas,2007,,
Tanzania,robustas,2007,21.3788,0.21378799999999998
Thailand,robustas,2007,64.6742,0.646742
Togo,robustas,2007,56.7223,0.5672229999999999
Trinidad & Tobago,robustas,2007,,
Uganda,robustas,2007,55.8766,0.558766
Viet Nam,robustas,2007,71.1417,0.711417
Colombia,colombian_milds,2008,114.2209,1.142209
Kenya,colombian_milds,2008,,
Tanzania,colombian_milds,2008,63.3829,0.633829
Bolivia (Plurinational State of),other_milds,2008,,
Burundi,other_milds,2008,86.1923,0.861923
Cameroon,other_milds,2008,79.1296,0.791296
Costa Rica,other_milds,2008,106.1749,1.0617489999999998
Cuba,other_milds,2008,70.7141,0.707141
Democratic Republic of Congo,other_milds,2008,,
Dominican Republic,other_milds,2008,101.4508,1.014508
Ecuador,other_milds,2008,145.036,1.45036
El Salvador,other_milds,2008,86.0511,0.860511
Guatemala,other_milds,2008,111.0286,1.1102859999999999
Haiti,other_milds,2008,,
Honduras,other_milds,2008,90.5567,0.905567
India,other_milds,2008,121.6958,1.216958
Jamaica,other_milds,2008,348.4808,3.4848079999999997
Madagascar,other_milds,2008,,
Malawi,other_milds,2008,76.2341,0.7623409999999999
Mexico,other_milds,2008,106.0489,1.060489
Nicaragua,other_milds,2008,71.0228,0.7102280000000001
Panama,other_milds,2008,,
Papua New Guinea,other_milds,2008,111.7771,1.117771
Peru,other_milds,2008,92.3921,0.923921
Rwanda,other_milds,2008,,
Sri Lanka,other_milds,2008,,
Uganda,other_milds,2008,73.3181,0.733181
Venezuela,other_milds,2008,,
Zambia,other_milds,2008,126.7021,1.267021
Zimbabwe,other_milds,2008,,
Angola,brazilian_naturals,2008,,
Brazil,brazilian_naturals,2008,109.2581,1.092581
Ethiopia,brazilian_naturals,2008,71.7101,0.717101
Indonesia,brazilian_naturals,2008,,
Philippines,brazilian_naturals,2008,95.5242,0.9552419999999999
Thailand,brazilian_naturals,2008,,
Viet Nam,brazilian_naturals,2008,,
Angola,robustas,2008,42.3165,0.42316499999999996
Benin,robustas,2008,,
Brazil,robustas,2008,91.5772,0.915772
Burundi,robustas,2008,,
Cameroon,robustas,2008,52.5448,0.525448
Central African Republic,robustas,2008,45.6902,0.456902
Congo,robustas,2008,,
Côte d'Ivoire,robustas,2008,51.8569,0.5185690000000001
Democratic Republic of Congo,robustas,2008,,
Ecuador,robustas,2008,79.2587,0.792587
Gabon,robustas,2008,,
Ghana,robustas,2008,,
