country,harvest_group,crop_year,crop_year_beg,crop_year_end,consumption_1k_bags,consumption_kg,consumption_lb
Trinidad & Tobago,October,2003/04,2003,2004,14.0,840000.0,1851883.002354
Uganda,October,2003/04,2003,2004,131.0,7860000.0,17328333.807741
Venezuela,October,2003/04,2003,2004,1340.68,80440800.0,177341607.3997115
Viet Nam,October,2003/04,2003,2004,606.846,36410760.0,80271985.1747511
Yemen,October,2003/04,2003,2004,146.0,8760000.0,19312494.167406
Angola,April,2004/05,2004,2005,15.0,900000.0,1984160.359665
Bolivia (Plurinational State of),April,2004/05,2004,2005,45.0,2700000.0,5952481.078995
Brazil,April,2004/05,2004,2005,14946.0,896760000.0,1977017382.370206
Burundi,April,2004/05,2004,2005,2.0,120000.0,264554.714622
Ecuador,April,2004/05,2004,2005,150.0,9000000.0,19841603.59665
Indonesia,April,2004/05,2004,2005,2000.0,120000000.0,264554714.622
Madagascar,April,2004/05,2004,2005,467.0,28020000.0,61773525.864237
Malawi,April,2004/05,2004,2005,1.0,60000.0,132277.357311
Papua New Guinea,April,2004/05,2004,2005,2.0,120000.0,264554.714622
Paraguay,April,2004/05,2004,2005,20.0,1200000.0,2645547.14622
Peru,April,2004/05,2004,2005,220.0,13200000.0,29101018.60842
Rwanda,April,2004/05,2004,2005,1.0,60000.0,132277.357311
Timor-Leste,April,2004/05,2004,2005,0.0,0.0,0.0
Zimbabwe,April,2004/05,2004,2005,4.0,240000.0,529109.429244
Congo,July,2004/05,2004,2005,3.0,180000.0,396832.071933
Cuba,July,2004/05,2004,2005,224.0,13440000.0,29630128.037664
Dominican Republic,July,2004/05,2004,2005,377.998,22679880.0,50000576.50884338
Haiti,July,2004/05,2004,2005,340.0,20400000.0,44974301.48574
Philippines,July,2004/05,2004,2005,1020.0,61200000.0,134922904.45722
Tanzania,July,2004/05,2004,2005,37.0,2220000.0,4894262.220507
Zambia,July,2004/05,2004,2005,0.6,36000.0,79366.4143866
Cameroon,October,2004/05,2004,2005,69.0,4140000.0,9127137.654459
Central African Republic,October,2004/05,2004,2005,3.0,180000.0,396832.071933
Colombia,October,2004/05,2004,2005,1223.0,73380000.0,161775207.991353
Costa Rica,October,2004/05,2004,2005,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2004/05,2004,2005,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2004/05,2004,2005,200.0,12000000.0,26455471.4622
El Salvador,October,2004/05,2004,2005,172.5,10350000.0,22817844.1361475
Equatorial Guinea,October,2004/05,2004,2005,0.0,0.0,0.0
Ethiopia,October,2004/05,2004,2005,2478.0,148680000.0,327783291.416658
Gabon,October,2004/05,2004,2005,0.3,18000.0,39683.2071933
Ghana,October,2004/05,2004,2005,1.59,95400.0,210320.99812449
Guatemala,October,2004/05,2004,2005,300.0,18000000.0,39683207.1933
Guinea,October,2004/05,2004,2005,50.0,3000000.0,6613867.86555
Guyana,October,2004/05,2004,2005,5.5,330000.0,727525.4652105
Honduras,October,2004/05,2004,2005,230.0,13800000.0,30423792.18153
India,October,2004/05,2004,2005,1202.0,72120000.0,158997383.487822
Jamaica,October,2004/05,2004,2005,9.0,540000.0,1190496.215799
Kenya,October,2004/05,2004,2005,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2004/05,2004,2005,135.0,8100000.0,17857443.236985
Liberia,October,2004/05,2004,2005,5.0,300000.0,661386.786555
Mexico,October,2004/05,2004,2005,1500.0,90000000.0,198416035.9665
Nepal,October,2004/05,2004,2005,0.0,0.0,0.0
Nicaragua,October,2004/05,2004,2005,184.278,11056680.0,24375806.85055646
Nigeria,October,2004/05,2004,2005,40.0,2400000.0,5291094.29244
Panama,October,2004/05,2004,2005,67.0,4020000.0,8862582.939837
Sierra Leone,October,2004/05,2004,2005,5.0,300000.0,661386.786555
Sri Lanka,October,2004/05,2004,2005,30.0,1800000.0,3968320.71933
Thailand,October,2004/05,2004,2005,500.0,30000000.0,66138678.6555
Togo,October,2004/05,2004,2005,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2004/05,2004,2005,14.0,840000.0,1851883.002354
Uganda,October,2004/05,2004,2005,140.0,8400000.0,18518830.02354
Venezuela,October,2004/05,2004,2005,1397.39,83843400.0,184843056.3328183
Viet Nam,October,2004/05,2004,2005,696.356,41781360.0,92112131.42765872
Yemen,October,2004/05,2004,2005,136.0,8160000.0,17989720.594296
Angola,April,2005/06,2005,2006,15.0,900000.0,1984160.359665
Bolivia (Plurinational State of),April,2005/06,2005,2006,41.0,2460000.0,5423371.649751
Brazil,April,2005/06,2005,2006,15538.0,932280000.0,2055325577.898318
Burundi,April,2005/06,2005,2006,1.906,114360.0,252120.643034766
Ecuador,April,2005/06,2005,2006,150.0,9000000.0,19841603.59665
Indonesia,April,2005/06,2005,2006,2500.0,150000000.0,330693393.2775
Madagascar,April,2005/06,2005,2006,467.0,28020000.0,61773525.864237
Malawi,April,2005/06,2005,2006,1.0,60000.0,132277.357311
Papua New Guinea,April,2005/06,2005,2006,2.0,120000.0,264554.714622
Paraguay,April,2005/06,2005,2006,20.0,1200000.0,2645547.14622
Peru,April,2005/06,2005,2006,220.0,13200000.0,29101018.60842
Rwanda,April,2005/06,2005,2006,1.0,60000.0,132277.357311
Timor-Leste,April,2005/06,2005,2006,0.0,0.0,0.0
Zimbabwe,April,2005/06,2005,2006,4.0,240000.0,529109.429244
Congo,July,2005/06,2005,2006,3.0,180000.0,396832.071933
Cuba,July,2005/06,2005,2006,224.0,13440000.0,29630128.037664
Dominican Republic,July,2005/06,2005,2006,377.998,22679880.0,50000576.50884338
Haiti,July,2005/06,2005,2006,340.0,20400000.0,44974301.48574
Philippines,July,2005/06,2005,2006,1040.0,62400000.0,137568451.60344
Tanzania,July,2005/06,2005,2006,47.0,2820000.0,6217035.793617
Zambia,July,2005/06,2005,2006,0.6,36000.0,79366.4143866
Cameroon,October,2005/06,2005,2006,69.0,4140000.0,9127137.654459
Central African Republic,October,2005/06,2005,2006,3.0,180000.0,396832.071933
Colombia,October,2005/06,2005,2006,1209.0,72540000.0,159923324.988999
Costa Rica,October,2005/06,2005,2006,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2005/06,2005,2006,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2005/06,2005,2006,200.0,12000000.0,26455471.4622
El Salvador,October,2005/06,2005,2006,224.1,13446000.0,29643355.7733951
Equatorial Guinea,October,2005/06,2005,2006,0.0,0.0,0.0
Ethiopia,October,2005/06,2005,2006,2609.0,156540000.0,345111625.22439903
Gabon,October,2005/06,2005,2006,0.3,18000.0,39683.2071933
Ghana,October,2005/06,2005,2006,1.59,95400.0,210320.99812449
Guatemala,October,2005/06,2005,2006,300.0,18000000.0,39683207.1933
Guinea,October,2005/06,2005,2006,50.0,3000000.0,6613867.86555
Guyana,October,2005/06,2005,2006,5.6,336000.0,740753.2009416
Honduras,October,2005/06,2005,2006,230.0,13800000.0,30423792.18153
India,October,2005/06,2005,2006,1238.0,74280000.0,163759368.351018
Jamaica,October,2005/06,2005,2006,9.0,540000.0,1190496.215799
Kenya,October,2005/06,2005,2006,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2005/06,2005,2006,140.0,8400000.0,18518830.02354
Liberia,October,2005/06,2005,2006,5.0,300000.0,661386.786555
Mexico,October,2005/06,2005,2006,1725.0,103500000.0,228178441.361475
Nepal,October,2005/06,2005,2006,0.0,0.0,0.0
Nicaragua,October,2005/06,2005,2006,186.719,11203140.0,24698695.87975261
Nigeria,October,2005/06,2005,2006,40.0,2400000.0,5291094.29244
Panama,October,2005/06,2005,2006,67.0,4020000.0,8862582.939837
Sierra Leone,October,2005/06,2005,2006,5.0,300000.0,661386.786555
Sri Lanka,October,2005/06,2005,2006,30.0,1800000.0,3968320.71933
Thailand,October,2005/06,2005,2006,500.0,30000000.0,66138678.6555
Togo,October,2005/06,2005,2006,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2005/06,2005,2006,14.0,840000.0,1851883.002354
Uganda,October,2005/06,2005,2006,150.0,9000000.0,19841603.59665
Venezuela,October,2005/06,2005,2006,1456.5,87390000.0,192661970.9234715
Viet Nam,October,2005/06,2005,2006,800.0,48000000.0,105821885.8488
Yemen,October,2005/06,2005,2006,138.0,8280000.0,18254275.308918
Angola,April,2006/07,2006,2007,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2006/07,2006,2007,42.0,2520000.0,5555649.007062
Brazil,April,2006/07,2006,2007,16331.0,979860000.0,2160221522.245941
Burundi,April,2006/07,2006,2007,1.56,93600.0,206352.67740516
Ecuador,April,2006/07,2006,2007,150.0,9000000.0,19841603.59665
Indonesia,April,2006/07,2006,2007,2833.0,169980000.0,374741753.262063
Madagascar,April,2006/07,2006,2007,467.0,28020000.0,61773525.864237
Malawi,April,2006/07,2006,2007,1.0,60000.0,132277.357311
Papua New Guinea,April,2006/07,2006,2007,2.0,120000.0,264554.714622
Paraguay,April,2006/07,2006,2007,20.0,1200000.0,2645547.14622
Peru,April,2006/07,2006,2007,220.0,13200000.0,29101018.60842
Rwanda,April,2006/07,2006,2007,1.0,60000.0,132277.357311
Timor-Leste,April,2006/07,2006,2007,0.0,0.0,0.0
Zimbabwe,April,2006/07,2006,2007,4.0,240000.0,529109.429244
Congo,July,2006/07,2006,2007,3.0,180000.0,396832.071933
Cuba,July,2006/07,2006,2007,224.0,13440000.0,29630128.037664
Dominican Republic,July,2006/07,2006,2007,377.998,22679880.0,50000576.50884338
Haiti,July,2006/07,2006,2007,340.0,20400000.0,44974301.48574
Philippines,July,2006/07,2006,2007,1060.0,63600000.0,140213998.74966002
Tanzania,July,2006/07,2006,2007,47.0,2820000.0,6217035.793617
Zambia,July,2006/07,2006,2007,0.6,36000.0,79366.4143866
Cameroon,October,2006/07,2006,2007,69.0,4140000.0,9127137.654459
Central African Republic,October,2006/07,2006,2007,3.0,180000.0,396832.071933
Colombia,October,2006/07,2006,2007,1194.633,71677980.0,158022896.19651186
Costa Rica,October,2006/07,2006,2007,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2006/07,2006,2007,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2006/07,2006,2007,200.0,12000000.0,26455471.4622
El Salvador,October,2006/07,2006,2007,253.8,15228000.0,33571993.285531804
Equatorial Guinea,October,2006/07,2006,2007,0.0,0.0,0.0
Ethiopia,October,2006/07,2006,2007,2748.0,164880000.0,363498177.890628
Gabon,October,2006/07,2006,2007,0.3,18000.0,39683.2071933
Ghana,October,2006/07,2006,2007,1.0,60000.0,132277.357311
Guatemala,October,2006/07,2006,2007,300.0,18000000.0,39683207.1933
Guinea,October,2006/07,2006,2007,50.0,3000000.0,6613867.86555
Guyana,October,2006/07,2006,2007,5.717,343020.0,756229.651746987
Honduras,October,2006/07,2006,2007,230.0,13800000.0,30423792.18153
India,October,2006/07,2006,2007,1275.0,76500000.0,168653630.571525
Jamaica,October,2006/07,2006,2007,9.0,540000.0,1190496.215799
Kenya,October,2006/07,2006,2007,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2006/07,2006,2007,140.0,8400000.0,18518830.02354
Liberia,October,2006/07,2006,2007,5.0,300000.0,661386.786555
Mexico,October,2006/07,2006,2007,2000.0,120000000.0,264554714.622
Nepal,October,2006/07,2006,2007,0.0,0.0,0.0
Nicaragua,October,2006/07,2006,2007,189.185,11351100.0,25024891.842881534
Nigeria,October,2006/07,2006,2007,40.0,2400000.0,5291094.29244
Panama,October,2006/07,2006,2007,67.0,4020000.0,8862582.939837
Sierra Leone,October,2006/07,2006,2007,5.0,300000.0,661386.786555
Sri Lanka,October,2006/07,2006,2007,30.0,1800000.0,3968320.71933
Thailand,October,2006/07,2006,2007,500.0,30000000.0,66138678.6555
Togo,October,2006/07,2006,2007,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2006/07,2006,2007,11.0,660000.0,1455050.930421
Uganda,October,2006/07,2006,2007,175.0,10500000.0,23148537.529425
Venezuela,October,2006/07,2006,2007,1518.11,91086600.0,200811578.90740222
Viet Nam,October,2006/07,2006,2007,917.0,55020000.0,121298336.654187
Yemen,October,2006/07,2006,2007,138.0,8280000.0,18254275.308918
Angola,April,2007/08,2007,2008,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2007/08,2007,2008,43.5,2610000.0,5754065.0430285
Brazil,April,2007/08,2007,2008,17110.0,1026600000.0,2263265583.59121
Burundi,April,2007/08,2007,2008,1.357,81420.0,179500.373871027
Ecuador,April,2007/08,2007,2008,150.0,9000000.0,19841603.59665
Indonesia,April,2007/08,2007,2008,3333.0,199980000.0,440880431.917563
Madagascar,April,2007/08,2007,2008,467.0,28020000.0,61773525.864237
Malawi,April,2007/08,2007,2008,1.0,60000.0,132277.357311
Papua New Guinea,April,2007/08,2007,2008,2.0,120000.0,264554.714622
Paraguay,April,2007/08,2007,2008,20.0,1200000.0,2645547.14622
Peru,April,2007/08,2007,2008,220.0,13200000.0,29101018.60842
Rwanda,April,2007/08,2007,2008,1.0,60000.0,132277.357311
Timor-Leste,April,2007/08,2007,2008,0.0,0.0,0.0
Zimbabwe,April,2007/08,2007,2008,4.0,240000.0,529109.429244
Congo,July,2007/08,2007,2008,3.0,180000.0,396832.071933
Cuba,July,2007/08,2007,2008,224.0,13440000.0,29630128.037664
Dominican Republic,July,2007/08,2007,2008,378.0,22680000.0,50000841.063558
Haiti,July,2007/08,2007,2008,340.0,20400000.0,44974301.48574
Philippines,July,2007/08,2007,2008,1060.0,63600000.0,140213998.74966002
Tanzania,July,2007/08,2007,2008,47.0,2820000.0,6217035.793617
Zambia,July,2007/08,2007,2008,1.0,60000.0,132277.357311
Cameroon,October,2007/08,2007,2008,69.0,4140000.0,9127137.654459
Central African Republic,October,2007/08,2007,2008,3.333,199980.0,440880.431917563
Colombia,October,2007/08,2007,2008,1280.923,76855380.0,169437109.35887805
Costa Rica,October,2007/08,2007,2008,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2007/08,2007,2008,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2007/08,2007,2008,200.0,12000000.0,26455471.4622
El Salvador,October,2007/08,2007,2008,250.5,15030000.0,33135478.0064055
Equatorial Guinea,October,2007/08,2007,2008,0.0,0.0,0.0
Ethiopia,October,2007/08,2007,2008,2894.0,173640000.0,382810672.058034
Gabon,October,2007/08,2007,2008,0.3,18000.0,39683.2071933
Ghana,October,2007/08,2007,2008,2.0,120000.0,264554.714622
Guatemala,October,2007/08,2007,2008,300.0,18000000.0,39683207.1933
Guinea,October,2007/08,2007,2008,50.0,3000000.0,6613867.86555
Guyana,October,2007/08,2007,2008,7.0,420000.0,925941.501177
Honduras,October,2007/08,2007,2008,245.0,14700000.0,32407952.541195
India,October,2007/08,2007,2008,1350.0,81000000.0,178574432.36985
Jamaica,October,2007/08,2007,2008,9.0,540000.0,1190496.215799
Kenya,October,2007/08,2007,2008,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2007/08,2007,2008,140.0,8400000.0,18518830.02354
Liberia,October,2007/08,2007,2008,5.0,300000.0,661386.786555
Mexico,October,2007/08,2007,2008,2200.0,132000000.0,291010186.0842
Nepal,October,2007/08,2007,2008,0.0,0.0,0.0
Nicaragua,October,2007/08,2007,2008,191.645,11498700.0,25350294.141866595
Nigeria,October,2007/08,2007,2008,40.0,2400000.0,5291094.29244
Panama,October,2007/08,2007,2008,67.0,4020000.0,8862582.939837
Sierra Leone,October,2007/08,2007,2008,5.0,300000.0,661386.786555
Sri Lanka,October,2007/08,2007,2008,30.0,1800000.0,3968320.71933
Thailand,October,2007/08,2007,2008,550.0,33000000.0,72752546.52105
Togo,October,2007/08,2007,2008,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2007/08,2007,2008,11.0,660000.0,1455050.930421
Uganda,October,2007/08,2007,2008,180.25,10815000.0,23842993.65530775
Venezuela,October,2007/08,2007,2008,1582.33,94939800.0,209306430.79391465
Viet Nam,October,2007/08,2007,2008,938.0,56280000.0,124076161.157718
Yemen,October,2007/08,2007,2008,130.0,7800000.0,17196056.45043
Angola,April,2008/09,2008,2009,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2008/09,2008,2009,45.0,2700000.0,5952481.078995
Brazil,April,2008/09,2008,2009,17660.0,1059600000.0,2336018130.11226
Burundi,April,2008/09,2008,2009,1.435,86100.0,189818.007741285
Ecuador,April,2008/09,2008,2009,150.0,9000000.0,19841603.59665
Indonesia,April,2008/09,2008,2009,3333.0,199980000.0,440880431.917563
Madagascar,April,2008/09,2008,2009,467.0,28020000.0,61773525.864237
Malawi,April,2008/09,2008,2009,1.0,60000.0,132277.357311
Papua New Guinea,April,2008/09,2008,2009,2.0,120000.0,264554.714622
Paraguay,April,2008/09,2008,2009,20.0,1200000.0,2645547.14622
Peru,April,2008/09,2008,2009,250.0,15000000.0,33069339.32775
Rwanda,April,2008/09,2008,2009,1.0,60000.0,132277.357311
Timor-Leste,April,2008/09,2008,2009,0.0,0.0,0.0
Zimbabwe,April,2008/09,2008,2009,4.0,240000.0,529109.429244
Congo,July,2008/09,2008,2009,3.0,180000.0,396832.071933
Cuba,July,2008/09,2008,2009,220.0,13200000.0,29101018.60842
Dominican Republic,July,2008/09,2008,2009,378.0,22680000.0,50000841.063558
Haiti,July,2008/09,2008,2009,340.0,20400000.0,44974301.48574
Philippines,July,2008/09,2008,2009,1720.0,103200000.0,227517054.57492
Tanzania,July,2008/09,2008,2009,47.0,2820000.0,6217035.793617
Zambia,July,2008/09,2008,2009,1.0,60000.0,132277.357311
Cameroon,October,2008/09,2008,2009,69.0,4140000.0,9127137.654459
Central African Republic,October,2008/09,2008,2009,5.0,300000.0,661386.786555
Colombia,October,2008/09,2008,2009,1290.5,77430000.0,170703929.6098455
Costa Rica,October,2008/09,2008,2009,267.859,16071540.0,35431680.65196715
Côte d'Ivoire,October,2008/09,2008,2009,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2008/09,2008,2009,200.0,12000000.0,26455471.4622
El Salvador,October,2008/09,2008,2009,244.3,14658000.0,32315358.3910773
Equatorial Guinea,October,2008/09,2008,2009,0.0,0.0,0.0
Ethiopia,October,2008/09,2008,2009,3048.0,182880000.0,403181385.083928
Gabon,October,2008/09,2008,2009,0.275,16500.0,36376.273260525
Ghana,October,2008/09,2008,2009,2.0,120000.0,264554.714622
Guatemala,October,2008/09,2008,2009,335.0,20100000.0,44312914.699185
Guinea,October,2008/09,2008,2009,50.0,3000000.0,6613867.86555
Guyana,October,2008/09,2008,2009,8.467,508020.0,1119992.384352237
Honduras,October,2008/09,2008,2009,268.333,16099980.0,35494380.11933257
India,October,2008/09,2008,2009,1275.0,76500000.0,168653630.571525
Jamaica,October,2008/09,2008,2009,9.0,540000.0,1190496.215799
Kenya,October,2008/09,2008,2009,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2008/09,2008,2009,150.0,9000000.0,19841603.59665
Liberia,October,2008/09,2008,2009,5.0,300000.0,661386.786555
Mexico,October,2008/09,2008,2009,2200.0,132000000.0,291010186.0842
Nepal,October,2008/09,2008,2009,0.0,0.0,0.0
Nicaragua,October,2008/09,2008,2009,194.147,11648820.0,25681252.08985872
Nigeria,October,2008/09,2008,2009,40.0,2400000.0,5291094.29244
Panama,October,2008/09,2008,2009,67.0,4020000.0,8862582.939837
Sierra Leone,October,2008/09,2008,2009,5.0,300000.0,661386.786555
Sri Lanka,October,2008/09,2008,2009,30.0,1800000.0,3968320.71933
Thailand,October,2008/09,2008,2009,600.0,36000000.0,79366414.3866
Togo,October,2008/09,2008,2009,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2008/09,2008,2009,11.0,660000.0,1455050.930421
Uganda,October,2008/09,2008,2009,185.0,11100000.0,24471311.102535002
Venezuela,October,2008/09,2008,2009,1649.26,98955600.0,218159754.31873986
Viet Nam,October,2008/09,2008,2009,1021.0,61260000.0,135055181.814531
Yemen,October,2008/09,2008,2009,130.0,7800000.0,17196056.45043
Angola,April,2009/10,2009,2010,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2009/10,2009,2010,46.0,2760000.0,6084758.436306
Brazil,April,2009/10,2009,2010,18390.0,1103400000.0,2432580600.94929
Burundi,April,2009/10,2009,2010,1.399,83940.0,185056.022878089
Ecuador,April,2009/10,2009,2010,150.0,9000000.0,19841603.59665
Indonesia,April,2009/10,2009,2010,3333.0,199980000.0,440880431.917563
Madagascar,April,2009/10,2009,2010,467.0,28020000.0,61773525.864237
Malawi,April,2009/10,2009,2010,1.0,60000.0,132277.357311
Papua New Guinea,April,2009/10,2009,2010,2.0,120000.0,264554.714622
Paraguay,April,2009/10,2009,2010,20.0,1200000.0,2645547.14622
Peru,April,2009/10,2009,2010,250.0,15000000.0,33069339.32775
Rwanda,April,2009/10,2009,2010,1.0,60000.0,132277.357311
Timor-Leste,April,2009/10,2009,2010,0.0,0.0,0.0
Zimbabwe,April,2009/10,2009,2010,4.0,240000.0,529109.429244
Congo,July,2009/10,2009,2010,3.0,180000.0,396832.071933
Cuba,July,2009/10,2009,2010,220.0,13200000.0,29101018.60842
Dominican Republic,July,2009/10,2009,2010,378.0,22680000.0,50000841.063558
Haiti,July,2009/10,2009,2010,340.0,20400000.0,44974301.48574
Philippines,July,2009/10,2009,2010,1820.0,109200000.0,240744790.30602
Tanzania,July,2009/10,2009,2010,47.0,2820000.0,6217035.793617
Zambia,July,2009/10,2009,2010,0.0,0.0,0.0
Cameroon,October,2009/10,2009,2010,69.0,4140000.0,9127137.654459
Central African Republic,October,2009/10,2009,2010,8.333,499980.0,1102267.218472563
Colombia,October,2009/10,2009,2010,1274.479,76468740.0,168584714.06836596
Costa Rica,October,2009/10,2009,2010,295.441,17726460.0,39080154.721319154
Côte d'Ivoire,October,2009/10,2009,2010,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2009/10,2009,2010,200.0,12000000.0,26455471.4622
El Salvador,October,2009/10,2009,2010,268.3,16098000.0,35490014.9665413
Equatorial Guinea,October,2009/10,2009,2010,0.0,0.0,0.0
Ethiopia,October,2009/10,2009,2010,3109.0,186540000.0,411250303.879899
Gabon,October,2009/10,2009,2010,0.25,15000.0,33069.33932775
Ghana,October,2009/10,2009,2010,2.0,120000.0,264554.714622
Guatemala,October,2009/10,2009,2010,320.0,19200000.0,42328754.33952
Guinea,October,2009/10,2009,2010,50.0,3000000.0,6613867.86555
Guyana,October,2009/10,2009,2010,8.233,493980.0,1089039.482741463
Honduras,October,2009/10,2009,2010,306.667,18400020.0,40565100.33449244
India,October,2009/10,2009,2010,1325.0,79500000.0,175267498.437075
Jamaica,October,2009/10,2009,2010,9.0,540000.0,1190496.215799
Kenya,October,2009/10,2009,2010,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2009/10,2009,2010,150.0,9000000.0,19841603.59665
Liberia,October,2009/10,2009,2010,5.0,300000.0,661386.786555
Mexico,October,2009/10,2009,2010,2200.0,132000000.0,291010186.0842
Nepal,October,2009/10,2009,2010,0.0,0.0,0.0
Nicaragua,October,2009/10,2009,2010,196.622,11797320.0,26008638.54920344
Nigeria,October,2009/10,2009,2010,40.0,2400000.0,5291094.29244
Panama,October,2009/10,2009,2010,67.0,4020000.0,8862582.939837
Sierra Leone,October,2009/10,2009,2010,5.0,300000.0,661386.786555
Sri Lanka,October,2009/10,2009,2010,30.0,1800000.0,3968320.71933
Thailand,October,2009/10,2009,2010,700.0,42000000.0,92594150.1177
Togo,October,2009/10,2009,2010,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2009/10,2009,2010,11.0,660000.0,1455050.930421
Uganda,October,2009/10,2009,2010,188.7,11322000.0,24960737.3245857
Venezuela,October,2009/10,2009,2010,1650.0,99000000.0,218257639.56315
Viet Nam,October,2009/10,2009,2010,1208.0,72480000.0,159791047.631688
Yemen,October,2009/10,2009,2010,130.0,7800000.0,17196056.45043
Angola,April,2010/11,2010,2011,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2010/11,2010,2011,47.5,2850000.0,6283174.4722725
Brazil,April,2010/11,2010,2011,19132.0,1147920000.0,2530730400.074052
Burundi,April,2010/11,2010,2011,2.0,120000.0,264554.714622
Ecuador,April,2010/11,2010,2011,150.0,9000000.0,19841603.59665
Indonesia,April,2010/11,2010,2011,3333.0,199980000.0,440880431.917563
Madagascar,April,2010/11,2010,2011,467.0,28020000.0,61773525.864237
Malawi,April,2010/11,2010,2011,1.0,60000.0,132277.357311
Papua New Guinea,April,2010/11,2010,2011,1.43,85800.0,189156.62095473
Paraguay,April,2010/11,2010,2011,20.0,1200000.0,2645547.14622
Peru,April,2010/11,2010,2011,250.0,15000000.0,33069339.32775
Rwanda,April,2010/11,2010,2011,1.0,60000.0,132277.357311
Timor-Leste,April,2010/11,2010,2011,0.49,29400.0,64815.90508239
Zimbabwe,April,2010/11,2010,2011,4.0,240000.0,529109.429244
Congo,July,2010/11,2010,2011,3.0,180000.0,396832.071933
Cuba,July,2010/11,2010,2011,220.0,13200000.0,29101018.60842
Dominican Republic,July,2010/11,2010,2011,378.0,22680000.0,50000841.063558
Haiti,July,2010/11,2010,2011,340.0,20400000.0,44974301.48574
Philippines,July,2010/11,2010,2011,2125.0,127500000.0,281089384.285875
Tanzania,July,2010/11,2010,2011,47.0,2820000.0,6217035.793617
Zambia,July,2010/11,2010,2011,0.0,0.0,0.0
Cameroon,October,2010/11,2010,2011,68.333,4099980.0,9038908.657132562
Central African Republic,October,2010/11,2010,2011,10.0,600000.0,1322773.57311
Colombia,October,2010/11,2010,2011,1311.024,78661440.0,173418790.09129646
Costa Rica,October,2010/11,2010,2011,407.221,24433260.0,53866117.72154273
Côte d'Ivoire,October,2010/11,2010,2011,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2010/11,2010,2011,200.0,12000000.0,26455471.4622
El Salvador,October,2010/11,2010,2011,276.0,16560000.0,36508550.617836
Equatorial Guinea,October,2010/11,2010,2011,0.0,0.0,0.0
Ethiopia,October,2010/11,2010,2011,3171.0,190260000.0,419451500.033181
Gabon,October,2010/11,2010,2011,0.947,56820.0,125266.657373517
Ghana,October,2010/11,2010,2011,2.0,120000.0,264554.714622
Guatemala,October,2010/11,2010,2011,340.0,20400000.0,44974301.48574
Guinea,October,2010/11,2010,2011,50.0,3000000.0,6613867.86555
Guyana,October,2010/11,2010,2011,8.5,510000.0,1124357.5371435
Honduras,October,2010/11,2010,2011,335.0,20100000.0,44312914.699185
India,October,2010/11,2010,2011,1325.0,79500000.0,175267498.437075
Jamaica,October,2010/11,2010,2011,9.0,540000.0,1190496.215799
Kenya,October,2010/11,2010,2011,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2010/11,2010,2011,150.0,9000000.0,19841603.59665
Liberia,October,2010/11,2010,2011,5.0,300000.0,661386.786555
Mexico,October,2010/11,2010,2011,2354.0,141240000.0,311380899.110094
Nepal,October,2010/11,2010,2011,0.0,0.0,0.0
Nicaragua,October,2010/11,2010,2011,202.745,12164700.0,26818572.808018696
Nigeria,October,2010/11,2010,2011,40.0,2400000.0,5291094.29244
Panama,October,2010/11,2010,2011,67.0,4020000.0,8862582.939837
Sierra Leone,October,2010/11,2010,2011,5.0,300000.0,661386.786555
Sri Lanka,October,2010/11,2010,2011,35.0,2100000.0,4629707.505885
Thailand,October,2010/11,2010,2011,775.0,46500000.0,102514951.916025
Togo,October,2010/11,2010,2011,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2010/11,2010,2011,10.0,600000.0,1322773.57311
Uganda,October,2010/11,2010,2011,204.0,12240000.0,26984580.891444
Venezuela,October,2010/11,2010,2011,1650.0,99000000.0,218257639.56315
