country,harvest_group,crop_year,crop_year_beg,crop_year_end,consumption_1k_bags,consumption_kg,consumption_lb
Panama,October,1996/97,1996,1997,76.667,4600020.0,10141308.152962437
Sierra Leone,October,1996/97,1996,1997,8.0,480000.0,1058218.858488
Sri Lanka,October,1996/97,1996,1997,20.0,1200000.0,2645547.14622
Thailand,October,1996/97,1996,1997,333.0,19980000.0,44048359.984563
Togo,October,1996/97,1996,1997,1.0,60000.0,132277.357311
Trinidad & Tobago,October,1996/97,1996,1997,14.0,840000.0,1851883.002354
Uganda,October,1996/97,1996,1997,80.0,4800000.0,10582188.58488
Venezuela,October,1996/97,1996,1997,1003.18,60190800.0,132697999.30724898
Viet Nam,October,1996/97,1996,1997,297.516,17850960.0,39354630.23773947
Yemen,October,1996/97,1996,1997,0.0,0.0,0.0
Angola,April,1997/98,1997,1998,40.0,2400000.0,5291094.29244
Bolivia (Plurinational State of),April,1997/98,1997,1998,32.5,1950000.0,4299014.1126075
Brazil,April,1997/98,1997,1998,11500.0,690000000.0,1521189609.0765
Burundi,April,1997/98,1997,1998,2.0,120000.0,264554.714622
Ecuador,April,1997/98,1997,1998,300.0,18000000.0,39683207.1933
Indonesia,April,1997/98,1997,1998,1532.0,91920000.0,202648911.400452
Madagascar,April,1997/98,1997,1998,167.0,10020000.0,22090318.670937
Malawi,April,1997/98,1997,1998,2.0,120000.0,264554.714622
Papua New Guinea,April,1997/98,1997,1998,2.0,120000.0,264554.714622
Paraguay,April,1997/98,1997,1998,20.0,1200000.0,2645547.14622
Peru,April,1997/98,1997,1998,200.0,12000000.0,26455471.4622
Rwanda,April,1997/98,1997,1998,3.0,180000.0,396832.071933
Timor-Leste,April,1997/98,1997,1998,0.0,0.0,0.0
Zimbabwe,April,1997/98,1997,1998,4.0,240000.0,529109.429244
Congo,July,1997/98,1997,1998,3.0,180000.0,396832.071933
Cuba,July,1997/98,1997,1998,195.0,11700000.0,25794084.675645
Dominican Republic,July,1997/98,1997,1998,325.0,19500000.0,42990141.126075
Haiti,July,1997/98,1997,1998,330.0,19800000.0,43651527.91263
Philippines,July,1997/98,1997,1998,853.0,51180000.0,112832585.786283
Tanzania,July,1997/98,1997,1998,17.0,1020000.0,2248715.074287
Zambia,July,1997/98,1997,1998,0.6,36000.0,79366.4143866
Cameroon,October,1997/98,1997,1998,100.0,6000000.0,13227735.7311
Central African Republic,October,1997/98,1997,1998,10.0,600000.0,1322773.57311
Colombia,October,1997/98,1997,1998,1328.0,79680000.0,175664330.509008
Costa Rica,October,1997/98,1997,1998,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,1997/98,1997,1998,50.0,3000000.0,6613867.86555
Democratic Republic of Congo,October,1997/98,1997,1998,200.0,12000000.0,26455471.4622
El Salvador,October,1997/98,1997,1998,191.667,11500020.0,25353204.24372744
Equatorial Guinea,October,1997/98,1997,1998,0.0,0.0,0.0
Ethiopia,October,1997/98,1997,1998,1724.0,103440000.0,228046164.004164
Gabon,October,1997/98,1997,1998,0.8,48000.0,105821.8858488
Ghana,October,1997/98,1997,1998,3.0,180000.0,396832.071933
Guatemala,October,1997/98,1997,1998,300.0,18000000.0,39683207.1933
Guinea,October,1997/98,1997,1998,50.0,3000000.0,6613867.86555
Guyana,October,1997/98,1997,1998,0.0,0.0,0.0
Honduras,October,1997/98,1997,1998,161.0,9660000.0,21296654.527071
India,October,1997/98,1997,1998,839.0,50340000.0,110980702.783929
Jamaica,October,1997/98,1997,1998,20.0,1200000.0,2645547.14622
Kenya,October,1997/98,1997,1998,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,1997/98,1997,1998,0.0,0.0,0.0
Liberia,October,1997/98,1997,1998,5.0,300000.0,661386.786555
Mexico,October,1997/98,1997,1998,1201.0,72060000.0,158865106.13051102
Nepal,October,1997/98,1997,1998,0.0,0.0,0.0
Nicaragua,October,1997/98,1997,1998,123.0,7380000.0,16270114.949253
Nigeria,October,1997/98,1997,1998,40.0,2400000.0,5291094.29244
Panama,October,1997/98,1997,1998,80.615,4836900.0,10663539.159626266
Sierra Leone,October,1997/98,1997,1998,5.0,300000.0,661386.786555
Sri Lanka,October,1997/98,1997,1998,20.0,1200000.0,2645547.14622
Thailand,October,1997/98,1997,1998,390.0,23400000.0,51588169.35129
Togo,October,1997/98,1997,1998,1.0,60000.0,132277.357311
Trinidad & Tobago,October,1997/98,1997,1998,14.0,840000.0,1851883.002354
Uganda,October,1997/98,1997,1998,101.19,6071400.0,13385145.78630009
Venezuela,October,1997/98,1997,1998,1045.61,62736599.99999999,138310527.5779547
Viet Nam,October,1997/98,1997,1998,314.058,18843480.0,41542762.28237804
Yemen,October,1997/98,1997,1998,0.0,0.0,0.0
Angola,April,1998/99,1998,1999,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,1998/99,1998,1999,33.0,1980000.0,4365152.791263
Brazil,April,1998/99,1998,1999,12200.0,732000000.0,1613783759.1942
Burundi,April,1998/99,1998,1999,2.0,120000.0,264554.714622
Ecuador,April,1998/99,1998,1999,300.0,18000000.0,39683207.1933
Indonesia,April,1998/99,1998,1999,1578.0,94680000.0,208733669.836758
Madagascar,April,1998/99,1998,1999,167.0,10020000.0,22090318.670937
Malawi,April,1998/99,1998,1999,2.0,120000.0,264554.714622
Papua New Guinea,April,1998/99,1998,1999,1.0,60000.0,132277.357311
Paraguay,April,1998/99,1998,1999,20.0,1200000.0,2645547.14622
Peru,April,1998/99,1998,1999,200.0,12000000.0,26455471.4622
Rwanda,April,1998/99,1998,1999,3.0,180000.0,396832.071933
Timor-Leste,April,1998/99,1998,1999,0.0,0.0,0.0
Zimbabwe,April,1998/99,1998,1999,4.0,240000.0,529109.429244
Congo,July,1998/99,1998,1999,3.0,180000.0,396832.071933
Cuba,July,1998/99,1998,1999,200.0,12000000.0,26455471.4622
Dominican Republic,July,1998/99,1998,1999,325.0,19500000.0,42990141.126075
Haiti,July,1998/99,1998,1999,330.0,19800000.0,43651527.91263
Philippines,July,1998/99,1998,1999,810.0,48600000.0,107144659.42191
Tanzania,July,1998/99,1998,1999,17.0,1020000.0,2248715.074287
Zambia,July,1998/99,1998,1999,0.6,36000.0,79366.4143866
Cameroon,October,1998/99,1998,1999,100.0,6000000.0,13227735.7311
Central African Republic,October,1998/99,1998,1999,19.0,1140000.0,2513269.788909
Colombia,October,1998/99,1998,1999,1312.0,78720000.0,173547892.792032
Costa Rica,October,1998/99,1998,1999,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,1998/99,1998,1999,50.0,3000000.0,6613867.86555
Democratic Republic of Congo,October,1998/99,1998,1999,200.0,12000000.0,26455471.4622
El Salvador,October,1998/99,1998,1999,191.667,11500020.0,25353204.24372744
Equatorial Guinea,October,1998/99,1998,1999,0.0,0.0,0.0
Ethiopia,October,1998/99,1998,1999,1816.0,108960000.0,240215680.876776
Gabon,October,1998/99,1998,1999,0.8,48000.0,105821.8858488
Ghana,October,1998/99,1998,1999,1.0,60000.0,132277.357311
Guatemala,October,1998/99,1998,1999,300.0,18000000.0,39683207.1933
Guinea,October,1998/99,1998,1999,50.0,3000000.0,6613867.86555
Guyana,October,1998/99,1998,1999,4.867,292020.0,643793.898032637
Honduras,October,1998/99,1998,1999,138.0,8280000.0,18254275.308918
India,October,1998/99,1998,1999,900.0,54000000.0,119049621.5799
Jamaica,October,1998/99,1998,1999,14.8,888000.0,1957704.8882028
Kenya,October,1998/99,1998,1999,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,1998/99,1998,1999,0.0,0.0,0.0
Liberia,October,1998/99,1998,1999,5.0,300000.0,661386.786555
Mexico,October,1998/99,1998,1999,1108.0,66480000.0,146563311.900588
Nepal,October,1998/99,1998,1999,0.0,0.0,0.0
Nicaragua,October,1998/99,1998,1999,126.5,7590000.0,16733085.6998415
Nigeria,October,1998/99,1998,1999,40.0,2400000.0,5291094.29244
Panama,October,1998/99,1998,1999,67.0,4020000.0,8862582.939837
Sierra Leone,October,1998/99,1998,1999,5.0,300000.0,661386.786555
Sri Lanka,October,1998/99,1998,1999,30.0,1800000.0,3968320.71933
Thailand,October,1998/99,1998,1999,433.0,25980000.0,57276095.715663
Togo,October,1998/99,1998,1999,2.0,120000.0,264554.714622
Trinidad & Tobago,October,1998/99,1998,1999,14.0,840000.0,1851883.002354
Uganda,October,1998/99,1998,1999,116.0,6960000.0,15344173.448076
Venezuela,October,1998/99,1998,1999,1089.84,65390400.0,144161155.09182024
Viet Nam,October,1998/99,1998,1999,331.519,19891140.0,43852457.218385406
Yemen,October,1998/99,1998,1999,0.0,0.0,0.0
Angola,April,1999/00,1999,2000,20.0,1200000.0,2645547.14622
Bolivia (Plurinational State of),April,1999/00,1999,2000,34.0,2040000.0,4497430.148574
Brazil,April,1999/00,1999,2000,12700.0,762000000.0,1679922437.8497
Burundi,April,1999/00,1999,2000,2.0,120000.0,264554.714622
Ecuador,April,1999/00,1999,2000,230.0,13800000.0,30423792.18153
Indonesia,April,1999/00,1999,2000,1626.0,97560000.0,215082982.987686
Madagascar,April,1999/00,1999,2000,56.0,3360000.0,7407532.009416
Malawi,April,1999/00,1999,2000,1.0,60000.0,132277.357311
Papua New Guinea,April,1999/00,1999,2000,2.0,120000.0,264554.714622
Paraguay,April,1999/00,1999,2000,20.0,1200000.0,2645547.14622
Peru,April,1999/00,1999,2000,200.0,12000000.0,26455471.4622
Rwanda,April,1999/00,1999,2000,2.0,120000.0,264554.714622
Timor-Leste,April,1999/00,1999,2000,0.0,0.0,0.0
Zimbabwe,April,1999/00,1999,2000,4.0,240000.0,529109.429244
Congo,July,1999/00,1999,2000,3.0,180000.0,396832.071933
Cuba,July,1999/00,1999,2000,200.0,12000000.0,26455471.4622
Dominican Republic,July,1999/00,1999,2000,325.0,19500000.0,42990141.126075
Haiti,July,1999/00,1999,2000,340.0,20400000.0,44974301.48574
Philippines,July,1999/00,1999,2000,862.0,51720000.0,114023082.002082
Tanzania,July,1999/00,1999,2000,14.0,840000.0,1851883.002354
Zambia,July,1999/00,1999,2000,0.6,36000.0,79366.4143866
Cameroon,October,1999/00,1999,2000,100.0,6000000.0,13227735.7311
Central African Republic,October,1999/00,1999,2000,21.0,1260000.0,2777824.503531
Colombia,October,1999/00,1999,2000,1297.0,77820000.0,171563732.432367
Costa Rica,October,1999/00,1999,2000,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,1999/00,1999,2000,50.0,3000000.0,6613867.86555
Democratic Republic of Congo,October,1999/00,1999,2000,200.0,12000000.0,26455471.4622
El Salvador,October,1999/00,1999,2000,153.3,9198000.0,20278118.8757763
Equatorial Guinea,October,1999/00,1999,2000,0.0,0.0,0.0
Ethiopia,October,1999/00,1999,2000,1912.0,114720000.0,252914307.178632
Gabon,October,1999/00,1999,2000,0.715,42900.0,94578.310477365
Ghana,October,1999/00,1999,2000,1.0,60000.0,132277.357311
Guatemala,October,1999/00,1999,2000,300.0,18000000.0,39683207.1933
Guinea,October,1999/00,1999,2000,50.0,3000000.0,6613867.86555
Guyana,October,1999/00,1999,2000,4.35,261000.0,575406.50430285
Honduras,October,1999/00,1999,2000,168.0,10080000.0,22222596.028248
India,October,1999/00,1999,2000,925.0,55500000.0,122356555.512675
Jamaica,October,1999/00,1999,2000,11.0,660000.0,1455050.930421
Kenya,October,1999/00,1999,2000,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,1999/00,1999,2000,0.0,0.0,0.0
Liberia,October,1999/00,1999,2000,5.0,300000.0,661386.786555
Mexico,October,1999/00,1999,2000,1150.0,69000000.0,152118960.90765
Nepal,October,1999/00,1999,2000,0.0,0.0,0.0
Nicaragua,October,1999/00,1999,2000,130.3,7818000.000000001,17235739.657623302
Nigeria,October,1999/00,1999,2000,40.0,2400000.0,5291094.29244
Panama,October,1999/00,1999,2000,67.0,4020000.0,8862582.939837
Sierra Leone,October,1999/00,1999,2000,5.0,300000.0,661386.786555
Sri Lanka,October,1999/00,1999,2000,30.0,1800000.0,3968320.71933
Thailand,October,1999/00,1999,2000,433.0,25980000.0,57276095.715663
Togo,October,1999/00,1999,2000,2.0,120000.0,264554.714622
Trinidad & Tobago,October,1999/00,1999,2000,14.0,840000.0,1851883.002354
Uganda,October,1999/00,1999,2000,119.0,7140000.0,15741005.520009
Venezuela,October,1999/00,1999,2000,1135.94,68156400.0,150259141.26385733
Viet Nam,October,1999/00,1999,2000,350.0,21000000.0,46297075.05885
Yemen,October,1999/00,1999,2000,0.0,0.0,0.0
Angola,April,2000/01,2000,2001,20.0,1200000.0,2645547.14622
Bolivia (Plurinational State of),April,2000/01,2000,2001,35.0,2100000.0,4629707.505885
Brazil,April,2000/01,2000,2001,13200.0,792000000.0,1746061116.5052
Burundi,April,2000/01,2000,2001,2.0,120000.0,264554.714622
Ecuador,April,2000/01,2000,2001,200.0,12000000.0,26455471.4622
Indonesia,April,2000/01,2000,2001,1676.0,100560000.0,221696850.853236
Madagascar,April,2000/01,2000,2001,89.1,5346000.0,11785912.5364101
Malawi,April,2000/01,2000,2001,1.0,60000.0,132277.357311
Papua New Guinea,April,2000/01,2000,2001,2.0,120000.0,264554.714622
Paraguay,April,2000/01,2000,2001,20.0,1200000.0,2645547.14622
Peru,April,2000/01,2000,2001,200.0,12000000.0,26455471.4622
Rwanda,April,2000/01,2000,2001,2.0,120000.0,264554.714622
Timor-Leste,April,2000/01,2000,2001,0.0,0.0,0.0
Zimbabwe,April,2000/01,2000,2001,4.0,240000.0,529109.429244
Congo,July,2000/01,2000,2001,3.0,180000.0,396832.071933
Cuba,July,2000/01,2000,2001,213.0,12780000.0,28175077.107243
Dominican Republic,July,2000/01,2000,2001,325.0,19500000.0,42990141.126075
Haiti,July,2000/01,2000,2001,340.0,20400000.0,44974301.48574
Philippines,July,2000/01,2000,2001,820.0,49200000.0,108467432.99502
Tanzania,July,2000/01,2000,2001,15.0,900000.0,1984160.359665
Zambia,July,2000/01,2000,2001,0.6,36000.0,79366.4143866
Cameroon,October,2000/01,2000,2001,75.0,4500000.0,9920801.798325
Central African Republic,October,2000/01,2000,2001,3.0,180000.0,396832.071933
Colombia,October,2000/01,2000,2001,1282.0,76920000.0,169579572.072702
Costa Rica,October,2000/01,2000,2001,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2000/01,2000,2001,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2000/01,2000,2001,200.0,12000000.0,26455471.4622
El Salvador,October,2000/01,2000,2001,144.0,8640000.0,19047939.452784
Equatorial Guinea,October,2000/01,2000,2001,0.0,0.0,0.0
Ethiopia,October,2000/01,2000,2001,2014.0,120840000.0,266406597.624354
Gabon,October,2000/01,2000,2001,0.3,18000.0,39683.2071933
Ghana,October,2000/01,2000,2001,1.0,60000.0,132277.357311
Guatemala,October,2000/01,2000,2001,300.0,18000000.0,39683207.1933
Guinea,October,2000/01,2000,2001,50.0,3000000.0,6613867.86555
Guyana,October,2000/01,2000,2001,1.883,112980.0,249078.263816613
Honduras,October,2000/01,2000,2001,230.0,13800000.0,30423792.18153
India,October,2000/01,2000,2001,975.0,58500000.0,128970423.378225
Jamaica,October,2000/01,2000,2001,12.067,724020.0,1596190.8706718371
Kenya,October,2000/01,2000,2001,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2000/01,2000,2001,0.0,0.0,0.0
Liberia,October,2000/01,2000,2001,5.0,300000.0,661386.786555
Mexico,October,2000/01,2000,2001,1305.0,78300000.0,172621951.290855
Nepal,October,2000/01,2000,2001,0.0,0.0,0.0
Nicaragua,October,2000/01,2000,2001,174.93,10495800.0,23139278.11441323
Nigeria,October,2000/01,2000,2001,40.0,2400000.0,5291094.29244
Panama,October,2000/01,2000,2001,67.0,4020000.0,8862582.939837
Sierra Leone,October,2000/01,2000,2001,5.0,300000.0,661386.786555
Sri Lanka,October,2000/01,2000,2001,30.0,1800000.0,3968320.71933
Thailand,October,2000/01,2000,2001,500.0,30000000.0,66138678.6555
Togo,October,2000/01,2000,2001,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2000/01,2000,2001,14.0,840000.0,1851883.002354
Uganda,October,2000/01,2000,2001,142.0,8520000.0,18783384.738162
Venezuela,October,2000/01,2000,2001,1183.99,71039400.0,156615068.2826509
Viet Nam,October,2000/01,2000,2001,401.625,24097500.0,53125893.63003038
Yemen,October,2000/01,2000,2001,0.0,0.0,0.0
Angola,April,2001/02,2001,2002,20.0,1200000.0,2645547.14622
Bolivia (Plurinational State of),April,2001/02,2001,2002,36.5,2190000.0,4828123.5418515
Brazil,April,2001/02,2001,2002,13590.0,815400000.0,1797649285.85649
Burundi,April,2001/02,2001,2002,2.0,120000.0,264554.714622
Ecuador,April,2001/02,2001,2002,200.0,12000000.0,26455471.4622
Indonesia,April,2001/02,2001,2002,2000.0,120000000.0,264554714.622
Madagascar,April,2001/02,2001,2002,128.0,7680000.0,16931501.735808
Malawi,April,2001/02,2001,2002,1.0,60000.0,132277.357311
Papua New Guinea,April,2001/02,2001,2002,2.0,120000.0,264554.714622
Paraguay,April,2001/02,2001,2002,20.0,1200000.0,2645547.14622
Peru,April,2001/02,2001,2002,200.0,12000000.0,26455471.4622
Rwanda,April,2001/02,2001,2002,2.0,120000.0,264554.714622
Timor-Leste,April,2001/02,2001,2002,0.0,0.0,0.0
Zimbabwe,April,2001/02,2001,2002,4.0,240000.0,529109.429244
Congo,July,2001/02,2001,2002,3.0,180000.0,396832.071933
Cuba,July,2001/02,2001,2002,220.0,13200000.0,29101018.60842
Dominican Republic,July,2001/02,2001,2002,340.198,20411880.0,45000492.402487576
Haiti,July,2001/02,2001,2002,340.0,20400000.0,44974301.48574
Philippines,July,2001/02,2001,2002,821.0,49260000.0,108599710.352331
Tanzania,July,2001/02,2001,2002,15.0,900000.0,1984160.359665
Zambia,July,2001/02,2001,2002,0.6,36000.0,79366.4143866
Cameroon,October,2001/02,2001,2002,69.0,4140000.0,9127137.654459
Central African Republic,October,2001/02,2001,2002,3.0,180000.0,396832.071933
Colombia,October,2001/02,2001,2002,1267.0,76020000.0,167595411.713037
Costa Rica,October,2001/02,2001,2002,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2001/02,2001,2002,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2001/02,2001,2002,200.0,12000000.0,26455471.4622
El Salvador,October,2001/02,2001,2002,153.3,9198000.0,20278118.8757763
Equatorial Guinea,October,2001/02,2001,2002,0.0,0.0,0.0
Ethiopia,October,2001/02,2001,2002,2121.0,127260000.0,280560274.856631
Gabon,October,2001/02,2001,2002,0.3,18000.0,39683.2071933
Ghana,October,2001/02,2001,2002,1.0,60000.0,132277.357311
Guatemala,October,2001/02,2001,2002,300.0,18000000.0,39683207.1933
Guinea,October,2001/02,2001,2002,50.0,3000000.0,6613867.86555
Guyana,October,2001/02,2001,2002,4.167,250020.0,551199.747914937
Honduras,October,2001/02,2001,2002,200.0,12000000.0,26455471.4622
India,October,2001/02,2001,2002,1067.0,64020000.0,141139940.250837
Jamaica,October,2001/02,2001,2002,10.0,600000.0,1322773.57311
Kenya,October,2001/02,2001,2002,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2001/02,2001,2002,0.0,0.0,0.0
Liberia,October,2001/02,2001,2002,5.0,300000.0,661386.786555
Mexico,October,2001/02,2001,2002,1500.0,90000000.0,198416035.9665
Nepal,October,2001/02,2001,2002,0.0,0.0,0.0
Nicaragua,October,2001/02,2001,2002,177.323,10639380.0,23455817.830458455
Nigeria,October,2001/02,2001,2002,40.0,2400000.0,5291094.29244
Panama,October,2001/02,2001,2002,67.0,4020000.0,8862582.939837
Sierra Leone,October,2001/02,2001,2002,5.0,300000.0,661386.786555
Sri Lanka,October,2001/02,2001,2002,30.0,1800000.0,3968320.71933
Thailand,October,2001/02,2001,2002,500.0,30000000.0,66138678.6555
Togo,October,2001/02,2001,2002,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2001/02,2001,2002,14.0,840000.0,1851883.002354
Uganda,October,2001/02,2001,2002,141.0,8460000.0,18651107.380851
Venezuela,October,2001/02,2001,2002,1234.07,74044200.0,163239518.33678576
Viet Nam,October,2001/02,2001,2002,460.865,27651900.0,60962004.277134016
Yemen,October,2001/02,2001,2002,0.0,0.0,0.0
Angola,April,2002/03,2002,2003,20.0,1200000.0,2645547.14622
Bolivia (Plurinational State of),April,2002/03,2002,2003,37.5,2250000.0,4960400.8991625
Brazil,April,2002/03,2002,2003,13750.0,825000000.0,1818813663.0262501
Burundi,April,2002/03,2002,2003,2.0,120000.0,264554.714622
Ecuador,April,2002/03,2002,2003,150.0,9000000.0,19841603.59665
Indonesia,April,2002/03,2002,2003,1779.0,106740000.0,235321418.656269
Madagascar,April,2002/03,2002,2003,217.0,13020000.0,28704186.536487002
Malawi,April,2002/03,2002,2003,1.0,60000.0,132277.357311
Papua New Guinea,April,2002/03,2002,2003,2.0,120000.0,264554.714622
Paraguay,April,2002/03,2002,2003,20.0,1200000.0,2645547.14622
Peru,April,2002/03,2002,2003,220.0,13200000.0,29101018.60842
Rwanda,April,2002/03,2002,2003,0.333,19980.0,44048.359984563
Timor-Leste,April,2002/03,2002,2003,0.0,0.0,0.0
Zimbabwe,April,2002/03,2002,2003,4.0,240000.0,529109.429244
Congo,July,2002/03,2002,2003,3.0,180000.0,396832.071933
Cuba,July,2002/03,2002,2003,224.0,13440000.0,29630128.037664
Dominican Republic,July,2002/03,2002,2003,340.198,20411880.0,45000492.402487576
Haiti,July,2002/03,2002,2003,340.0,20400000.0,44974301.48574
Philippines,July,2002/03,2002,2003,829.0,49740000.0,109657929.210819
Tanzania,July,2002/03,2002,2003,15.0,900000.0,1984160.359665
Zambia,July,2002/03,2002,2003,0.6,36000.0,79366.4143866
Cameroon,October,2002/03,2002,2003,69.0,4140000.0,9127137.654459
Central African Republic,October,2002/03,2002,2003,3.787,227220.0,500934.352136757
Colombia,October,2002/03,2002,2003,1252.0,75120000.0,165611251.353372
Costa Rica,October,2002/03,2002,2003,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2002/03,2002,2003,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2002/03,2002,2003,200.0,12000000.0,26455471.4622
El Salvador,October,2002/03,2002,2003,153.3,9198000.0,20278118.8757763
Equatorial Guinea,October,2002/03,2002,2003,0.0,0.0,0.0
Ethiopia,October,2002/03,2002,2003,2234.0,134040000.0,295507616.232774
Gabon,October,2002/03,2002,2003,0.3,18000.0,39683.2071933
Ghana,October,2002/03,2002,2003,1.0,60000.0,132277.357311
Guatemala,October,2002/03,2002,2003,300.0,18000000.0,39683207.1933
Guinea,October,2002/03,2002,2003,50.0,3000000.0,6613867.86555
Guyana,October,2002/03,2002,2003,4.35,261000.0,575406.50430285
Honduras,October,2002/03,2002,2003,200.0,12000000.0,26455471.4622
India,October,2002/03,2002,2003,1133.0,67980000.0,149870245.833363
Jamaica,October,2002/03,2002,2003,9.0,540000.0,1190496.215799
Kenya,October,2002/03,2002,2003,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2002/03,2002,2003,158.0,9480000.0,20899822.455138
Liberia,October,2002/03,2002,2003,5.0,300000.0,661386.786555
Mexico,October,2002/03,2002,2003,1500.0,90000000.0,198416035.9665
Nepal,October,2002/03,2002,2003,0.0,0.0,0.0
Nicaragua,October,2002/03,2002,2003,179.624,10777440.0,23760188.029631063
Nigeria,October,2002/03,2002,2003,40.0,2400000.0,5291094.29244
Panama,October,2002/03,2002,2003,67.0,4020000.0,8862582.939837
Sierra Leone,October,2002/03,2002,2003,5.0,300000.0,661386.786555
Sri Lanka,October,2002/03,2002,2003,30.0,1800000.0,3968320.71933
Thailand,October,2002/03,2002,2003,500.0,30000000.0,66138678.6555
Togo,October,2002/03,2002,2003,2.0,120000.0,264554.714622
Trinidad & Tobago,October,2002/03,2002,2003,14.0,840000.0,1851883.002354
Uganda,October,2002/03,2002,2003,140.0,8400000.0,18518830.02354
Venezuela,October,2002/03,2002,2003,1286.27,77176200.0,170144396.38842
Viet Nam,October,2002/03,2002,2003,518.842,31130520.0,68631048.62195386
Yemen,October,2002/03,2002,2003,0.0,0.0,0.0
Angola,April,2003/04,2003,2004,15.0,900000.0,1984160.359665
Bolivia (Plurinational State of),April,2003/04,2003,2004,38.5,2310000.0,5092678.2564735
Brazil,April,2003/04,2003,2004,14200.0,852000000.0,1878338473.8162
Burundi,April,2003/04,2003,2004,2.0,120000.0,264554.714622
Ecuador,April,2003/04,2003,2004,150.0,9000000.0,19841603.59665
Indonesia,April,2003/04,2003,2004,1833.0,109980000.0,242464395.951063
Madagascar,April,2003/04,2003,2004,333.0,19980000.0,44048359.984563
Malawi,April,2003/04,2003,2004,1.0,60000.0,132277.357311
Papua New Guinea,April,2003/04,2003,2004,2.0,120000.0,264554.714622
Paraguay,April,2003/04,2003,2004,20.0,1200000.0,2645547.14622
Peru,April,2003/04,2003,2004,220.0,13200000.0,29101018.60842
Rwanda,April,2003/04,2003,2004,0.333,19980.0,44048.359984563
Timor-Leste,April,2003/04,2003,2004,0.0,0.0,0.0
Zimbabwe,April,2003/04,2003,2004,4.0,240000.0,529109.429244
Congo,July,2003/04,2003,2004,3.0,180000.0,396832.071933
Cuba,July,2003/04,2003,2004,224.0,13440000.0,29630128.037664
Dominican Republic,July,2003/04,2003,2004,340.0,20400000.0,44974301.48574
Haiti,July,2003/04,2003,2004,340.0,20400000.0,44974301.48574
Philippines,July,2003/04,2003,2004,917.0,55020000.0,121298336.654187
Tanzania,July,2003/04,2003,2004,27.0,1620000.0,3571488.647397
Zambia,July,2003/04,2003,2004,0.6,36000.0,79366.4143866
Cameroon,October,2003/04,2003,2004,69.0,4140000.0,9127137.654459
Central African Republic,October,2003/04,2003,2004,3.787,227220.0,500934.352136757
Colombia,October,2003/04,2003,2004,1237.0,74220000.0,163627090.993707
Costa Rica,October,2003/04,2003,2004,375.0,22500000.0,49604008.991625
Côte d'Ivoire,October,2003/04,2003,2004,316.667,19000020.0,41887873.90760244
Democratic Republic of Congo,October,2003/04,2003,2004,200.0,12000000.0,26455471.4622
El Salvador,October,2003/04,2003,2004,153.3,9198000.0,20278118.8757763
Equatorial Guinea,October,2003/04,2003,2004,0.0,0.0,0.0
Ethiopia,October,2003/04,2003,2004,2353.0,141180000.0,311248621.752783
Gabon,October,2003/04,2003,2004,0.3,18000.0,39683.2071933
Ghana,October,2003/04,2003,2004,1.0,60000.0,132277.357311
Guatemala,October,2003/04,2003,2004,300.0,18000000.0,39683207.1933
Guinea,October,2003/04,2003,2004,50.0,3000000.0,6613867.86555
Guyana,October,2003/04,2003,2004,4.75,285000.0,628317.44722725
Honduras,October,2003/04,2003,2004,200.0,12000000.0,26455471.4622
India,October,2003/04,2003,2004,1167.0,70020000.0,154367675.981937
Jamaica,October,2003/04,2003,2004,9.0,540000.0,1190496.215799
Kenya,October,2003/04,2003,2004,50.0,3000000.0,6613867.86555
Lao People's Democratic Republic,October,2003/04,2003,2004,103.0,6180000.0,13624567.803033
Liberia,October,2003/04,2003,2004,5.0,300000.0,661386.786555
Mexico,October,2003/04,2003,2004,1500.0,90000000.0,198416035.9665
Nepal,October,2003/04,2003,2004,0.0,0.0,0.0
Nicaragua,October,2003/04,2003,2004,181.915,10914900.0,24063235.455230564
Nigeria,October,2003/04,2003,2004,40.0,2400000.0,5291094.29244
Panama,October,2003/04,2003,2004,67.0,4020000.0,8862582.939837
Sierra Leone,October,2003/04,2003,2004,5.0,300000.0,661386.786555
Sri Lanka,October,2003/04,2003,2004,30.0,1800000.0,3968320.71933
Thailand,October,2003/04,2003,2004,500.0,30000000.0,66138678.6555
Togo,October,2003/04,2003,2004,2.0,120000.0,264554.714622
