region,country,ico_member,calendar_year,re_exports_1k_bags,re_exports_kg,re_exports_lb
Europe,Ireland,member,2001.0,33.9106961,2034641.766,4485617.264684434
Europe,Italy,member,2001.0,1290.4542485,77427254.91,170697877.72233248
Europe,Latvia,member,2001.0,6.4500988,387005.92799999996,853202.0236588522
Europe,Lithuania,member,2001.0,62.7687551,3766125.3060000003,8302885.046329354
Europe,Luxembourg,member,2001.0,76.431712,4585902.72,10110184.878115445
Europe,Malta,member,2001.0,0.3140627,18843.761999999995,41543.38398595739
Europe,Netherlands,member,2001.0,1116.6055845,66996335.07000001,147701635.87636453
Europe,Poland,member,2001.0,496.9689141,29818134.846,65737734.62286537
Europe,Portugal,member,2001.0,115.8846041,6953076.246,15328909.183379477
Europe,Romania,member,2001.0,0.6550997,39305.981999999996,86654.8570912289
Europe,Slovakia,member,2001.0,33.2898919,1997393.5140000002,4403498.925700865
Europe,Slovenia,member,2001.0,11.3339776,680038.656,1499228.6047500703
Europe,Spain,member,2001.0,1236.6036929,74196221.574,163574668.53783542
Europe,Sweden,member,2001.0,180.7324063,10843944.378,23906805.08582193
Asia & Oceania,Japan,member,2001.0,77.6029905,4656179.43,10265118.502770638
Europe,Norway,member,2001.0,6.3080001,378480.006,834405.5831455237
Europe,Russian Federation,member,2001.0,24.7714018,1486284.108,3276695.5669929488
Europe,Switzerland,member,2001.0,381.4474636,22886847.816,50456862.437991865
Africa,Tunisia,member,2001.0,1.219646,73178.76,161331.5497349319
Europe,United Kingdom,member,2001.0,771.0022315,46260133.89,101986137.66370384
North America,United States of America,member,2001.0,2056.4873432,123389240.59200001,272026711.1020155
Europe,Austria,member,2002.0,528.1805193,31690831.158000004,69866323.27615564
Europe,Belgium,member,2002.0,2307.871814,138472308.84,305279184.56846374
Europe,Bulgaria,member,2002.0,2.8633,171798.0,378749.7571885863
Europe,Croatia,member,2002.0,16.0520007,963120.042,2123316.2321503223
Europe,Cyprus,member,2002.0,4.2500998,255005.988,562191.9698520097
Europe,Czechia,member,2002.0,246.3516514,14781099.084,32586745.416392714
Europe,Denmark,member,2002.0,271.2081083,16272486.497999998,35874691.84723948
Europe,Estonia,member,2002.0,8.8936037,533616.222,1176422.3944073315
Europe,Finland,member,2002.0,118.7490056,7124940.336,15707804.64407714
Europe,France,member,2002.0,1264.1516098,75849096.588,167218634.18479046
Europe,Germany,member,2002.0,6287.5376269,377252257.61399996,831698861.2798083
Europe,Greece,member,2002.0,70.9484964,4256909.783999999,9384879.608980995
Europe,Hungary,member,2002.0,190.0199916,11401199.496000001,25135342.32510642
Europe,Ireland,member,2002.0,34.4858979,2069153.8739999998,4561703.438708964
Europe,Italy,member,2002.0,1341.1843523,80471061.138,177408321.7891092
Europe,Latvia,member,2002.0,18.8845464,1133072.7840000002,2497997.891808959
Europe,Lithuania,member,2002.0,54.5684266,3274105.596,7218167.263267277
Europe,Luxembourg,member,2002.0,80.4124879,4824749.274,10636751.394214764
Europe,Malta,member,2002.0,0.7300568,43803.407999999996,96569.98419092526
Europe,Netherlands,member,2002.0,1186.0837802,71165026.812,156892027.994297
Europe,Poland,member,2002.0,442.367356,26542041.36,58515184.81233434
Europe,Portugal,member,2002.0,113.7345045,6824070.27,15044499.690336037
Europe,Romania,member,2002.0,0.708886,42533.159999999996,93769.56671476553
Europe,Slovakia,member,2002.0,24.7130028,1482780.168,3268970.7016033437
Europe,Slovenia,member,2002.0,12.3437697,740626.1819999999,1632801.2351715951
Europe,Spain,member,2002.0,1166.0794971,69964769.826,154245914.2909279
Europe,Sweden,member,2002.0,238.956609,14337396.54,31608548.750517916
Asia & Oceania,Japan,member,2002.0,98.7619881,5925719.286,13063974.78864843
Europe,Norway,member,2002.0,5.7260001,343560.006,757420.1611905217
Europe,Russian Federation,member,2002.0,52.5844247,3155065.4820000003,6955728.735035275
Europe,Switzerland,member,2002.0,441.7189588,26503137.528,58429416.54423049
Africa,Tunisia,member,2002.0,1.3928953,83573.718,184248.50929491254
Europe,United Kingdom,member,2002.0,777.5781041,46654686.246,102855976.71324566
North America,United States of America,member,2002.0,2192.4031215,131544187.28999999,290005291.07240725
Europe,Austria,member,2003.0,620.4872241,37229233.446,82076410.24918623
Europe,Belgium,member,2003.0,2238.1954539,134291727.234,296062579.7873861
Europe,Bulgaria,member,2003.0,3.0463,182778.0,402956.5135764993
Europe,Croatia,member,2003.0,17.1460008,1028760.0479999998,2268027.6742762914
Europe,Cyprus,member,2003.0,5.7015999,342095.994,754192.5672166619
Europe,Czechia,member,2003.0,351.4029901,21084179.406,46482658.881611496
Europe,Denmark,member,2003.0,277.5429089,16652574.533999998,36712642.529699616
Europe,Estonia,member,2003.0,19.4440007,1166640.0420000001,2572001.0281492346
Europe,Finland,member,2003.0,121.9041057,7314246.342,16125152.947356813
Europe,France,member,2003.0,1327.9773032,79678638.192,175661328.23628458
Europe,Germany,member,2003.0,6518.4037796,391104226.776,862237225.8515222
Europe,Greece,member,2003.0,69.411398,4164683.88,9181556.29470203
Europe,Hungary,member,2003.0,217.6830698,13060984.188,28794541.20448995
Europe,Ireland,member,2003.0,74.7967962,4487807.772,9893922.536665447
Europe,Italy,member,2003.0,1410.0758541,84604551.246,186521107.58839923
Europe,Latvia,member,2003.0,27.3500013,1641000.078,3617785.8944164147
Europe,Lithuania,member,2003.0,47.589498,2855369.88,6295013.0311971195
Europe,Luxembourg,member,2003.0,98.8947901,5933687.4059999995,13081541.486254044
Europe,Malta,member,2003.0,0.0997595,5985.57,13195.923026666704
Europe,Netherlands,member,2003.0,1433.0369674,85982218.04400001,189558342.97664168
Europe,Poland,member,2003.0,422.2287186,25333723.115999997,55851299.07721786
Europe,Portugal,member,2003.0,109.596105,6575766.3,14497083.140978873
Europe,Romania,member,2003.0,0.346456,20787.359999999997,45828.28410453981
Europe,Slovakia,member,2003.0,17.4098317,1044589.9020000001,2302926.528505275
Europe,Slovenia,member,2003.0,10.4618002,627708.0120000001,1383859.2831716915
Europe,Spain,member,2003.0,1365.2183796,81913102.776,180587479.40589362
Europe,Sweden,member,2003.0,256.6337073,15398022.438000003,33946828.59856869
Asia & Oceania,Japan,member,2003.0,136.8009824,8208058.944,18095672.429420624
Europe,Norway,member,2003.0,7.6776223,460657.338,1015575.5882760016
Europe,Russian Federation,member,2003.0,93.3105608,5598633.648,12342874.39183139
Europe,Switzerland,member,2003.0,423.4399618,25406397.708,56011519.126774795
Africa,Tunisia,member,2003.0,3.4864905,209189.43,461183.749629907
Europe,United Kingdom,member,2003.0,759.2224091,45553344.546000004,100427933.88703893
North America,United States of America,member,2003.0,2797.5185615,167851113.69,370048362.3436902
Europe,Austria,member,2004.0,543.3324164,32599944.984000005,71870576.18279184
Europe,Belgium,member,2004.0,2572.0691272,154324147.632,340226506.9672263
Europe,Bulgaria,member,2004.0,2.6580957,159485.742,351605.8746757327
Europe,Croatia,member,2004.0,18.3822922,1102937.532,2431561.033534608
Europe,Cyprus,member,2004.0,6.5413997,392483.982,865279.0654309683
Europe,Czechia,member,2004.0,324.191553,19451493.18,42883201.893388994
Europe,Denmark,member,2004.0,270.6041067,16236246.402,35794796.11177987
Europe,Estonia,member,2004.0,47.2084019,2832504.114,6244602.6462075915
Europe,Finland,member,2004.0,128.6228059,7717368.354,17013884.8543777
Europe,France,member,2004.0,1039.8956238,62393737.428,137554644.99553785
Europe,Germany,member,2004.0,7011.3634482,420681806.89199996,927444628.0748364
Europe,Greece,member,2004.0,70.7499983,4244999.898,9358622.804881742
Europe,Hungary,member,2004.0,269.5269397,16171616.382,35652311.30763725
Europe,Ireland,member,2004.0,35.9018974,2154113.844,4749008.110522662
Europe,Italy,member,2004.0,1559.0218525,93541311.15,206223290.63879967
Europe,Latvia,member,2004.0,32.7757927,1966547.562,4335495.242129166
Europe,Lithuania,member,2004.0,59.0967952,3545807.712,7817167.89460539
Europe,Luxembourg,member,2004.0,95.103894,5706233.64,12580091.76830547
Europe,Malta,member,2004.0,0.0796067,4776.402,10530.163900249583
Europe,Netherlands,member,2004.0,1180.8863177,70853179.062,156204521.39007398
Europe,Poland,member,2004.0,405.7086755,24342520.53,53666071.433286056
Europe,Portugal,member,2004.0,83.4084372,5004506.232,11033047.650256503
Europe,Romania,member,2004.0,10.0774344,604646.064,1333016.390906963
Europe,Slovakia,member,2004.0,14.8291286,889747.716,1961557.9424329693
Europe,Slovenia,member,2004.0,11.2202422,673214.5319999999,1484183.9866053604
Europe,Spain,member,2004.0,1437.0618718,86223712.308,190090746.69410306
Europe,Sweden,member,2004.0,261.7204074,15703224.444,34619683.84523029
Asia & Oceania,Japan,member,2004.0,86.9349893,5216099.358,11499530.642464062
Europe,Norway,member,2004.0,7.1681782,430090.69200000004,948187.669030321
Europe,Russian Federation,member,2004.0,128.813214,7728792.84,17039071.53465631
Europe,Switzerland,member,2004.0,512.2790575,30736743.45,67762919.93186982
Africa,Tunisia,member,2004.0,0.9340645,56043.869999999995,123555.58361802055
Europe,United Kingdom,member,2004.0,838.1844855,50291069.13,110872828.6810202
North America,United States of America,member,2004.0,2626.1906091,157571436.546,347385553.56671345
Europe,Austria,member,2005.0,805.5127949,48330767.694,106551103.78956956
Europe,Belgium,member,2005.0,2905.1873203,174311239.218,384290501.2227097
Europe,Bulgaria,member,2005.0,10.5001838,630011.028,1388936.564343774
Europe,Croatia,member,2005.0,17.8464805,1070788.8299999998,2360685.2778422935
Europe,Cyprus,member,2005.0,9.4505991,567035.946,1250100.273953715
Europe,Czechia,member,2005.0,406.9477268,24416863.608,53829969.86482281
Europe,Denmark,member,2005.0,198.8101461,11928608.765999999,26298080.73272181
Europe,Estonia,member,2005.0,76.4759554,4588557.324,10116037.2781459
Europe,Finland,member,2005.0,54.2005817,3252034.9020000002,7169509.711994949
Europe,France,member,2005.0,1027.6001783,61656010.69799999,135928235.9578364
Europe,Germany,member,2005.0,8356.2576545,501375459.27,1105343679.5470753
Europe,Greece,member,2005.0,60.4734238,3628405.428,7999264.687812131
Europe,Hungary,member,2005.0,281.8207685,16909246.11,37278506.492535114
Europe,Ireland,member,2005.0,30.3879836,1823279.016,4019642.1646180083
Europe,Italy,member,2005.0,1707.7859425,102467156.55,225901411.3267754
Europe,Latvia,member,2005.0,46.862932,2811775.92,6198904.800805096
Europe,Lithuania,member,2005.0,90.3453008,5420718.0479999995,11950637.635291373
Europe,Luxembourg,member,2005.0,103.9231842,6235391.051999999,13746684.169320269
Europe,Malta,member,2005.0,0.023636,1418.1599999999999,3126.507617402796
Europe,Netherlands,member,2005.0,1061.0840978,63665045.86800001,140357400.3417107
Europe,Poland,member,2005.0,524.074821,31444489.26,69323232.35511537
Europe,Portugal,member,2005.0,106.9793581,6418761.486,14150946.776295122
Europe,Romania,member,2005.0,17.3006772,1038040.6319999999,2288487.8597066705
Europe,Slovakia,member,2005.0,14.3876785,863260.71,1903164.0898202925
Europe,Slovenia,member,2005.0,9.4098192,564589.152,1244706.016550308
Europe,Spain,member,2005.0,1453.0294718,87181768.308,192202898.6247022
Europe,Sweden,member,2005.0,523.1711219,31390267.314000003,69203693.42636305
Asia & Oceania,Japan,member,2005.0,62.8830447,3772982.682,8318002.972585485
Europe,Norway,member,2005.0,9.6432302,578593.812,1275581.0067976261
Europe,Russian Federation,member,2005.0,151.0455203,9062731.218,19979902.258949004
Europe,Switzerland,member,2005.0,567.3998788,34043992.728,75054156.50624569
Africa,Tunisia,member,2005.0,0.1776707,10660.241999999998,23501.810667595484
Europe,United Kingdom,member,2005.0,885.219714,53113182.839999996,117094524.40751922
North America,United States of America,member,2005.0,2451.9718214,147118309.28399998,324340352.73583126
Europe,Austria,member,2006.0,991.1813786,59470882.716000006,131110853.37708178
Europe,Belgium,member,2006.0,3067.2708923,184036253.538,405730487.79039687
Europe,Bulgaria,member,2006.0,14.1691673,850150.038,1874260.005741437
Europe,Croatia,member,2006.0,17.9887115,1079322.6900000002,2379499.218649995
Europe,Cyprus,member,2006.0,17.5385697,1052314.182,2319955.650930778
Europe,Czechia,member,2006.0,309.4647885,18567887.310000002,40935184.40358755
Europe,Denmark,member,2006.0,181.6691693,10900150.157999998,24030717.61988865
Europe,Estonia,member,2006.0,87.4814269,5248885.614,11571811.964127427
Europe,Finland,member,2006.0,121.1351139,7268106.834,16023432.744258983
Europe,France,member,2006.0,956.5284948,57391709.688,126527061.4848126
Europe,Germany,member,2006.0,9176.7243068,550603458.408,1213872840.0751224
Europe,Greece,member,2006.0,40.5382653,2432295.918,5362294.603856212
Europe,Hungary,member,2006.0,302.530186,18151811.16,40017893.51088529
Europe,Ireland,member,2006.0,52.0477444,3122864.664,6884738.0832303995
Europe,Italy,member,2006.0,1938.4653589,116307921.534,256415074.91421115
Europe,Latvia,member,2006.0,39.7273221,2383639.3260000004,5255025.180430887
Europe,Lithuania,member,2006.0,103.2248381,6193490.285999999,13654308.792723825
Europe,Luxembourg,member,2006.0,102.3902362,6143414.172,13543909.858985087
Europe,Malta,member,2006.0,0.0619897,3719.382,8199.833696501697
Europe,Netherlands,member,2006.0,1164.0171895,69841031.37,153973117.69163752
Europe,Poland,member,2006.0,660.5839238,39635035.428,87380295.722395
Europe,Portugal,member,2006.0,113.6669936,6820019.616,15035569.526894351
Europe,Romania,member,2006.0,19.133793,1148027.58,2530967.5733757108
Europe,Slovakia,member,2006.0,66.2702538,3976215.228,8766054.040993256
Europe,Slovenia,member,2006.0,10.9711232,658267.392,1451231.1836294017
Europe,Spain,member,2006.0,1460.8593394,87651560.364,193238612.8189252
Europe,Sweden,member,2006.0,505.4466119,30326796.714,66859142.08393065
Asia & Oceania,Japan,member,2006.0,46.6990836,2801945.016,6177231.36745346
Europe,Norway,member,2006.0,9.8426284,590557.7040000001,1301956.8737461965
Europe,Russian Federation,member,2006.0,244.3288289,14659729.734,32319171.801783483
Europe,Switzerland,member,2006.0,621.3979093,37283874.558000006,82196873.28078449
Africa,Tunisia,member,2006.0,9.0594465,543566.79,1198359.6417203886
Europe,United Kingdom,member,2006.0,948.8832496,56932994.975999996,125515768.65376198
North America,United States of America,member,2006.0,2721.2746957,163276481.742,359963025.26449174
Europe,Austria,member,2007.0,1119.7970424,67187822.544,148123793.49334583
Europe,Belgium,member,2007.0,2910.5350661,174632103.96600002,384997886.90470475
Europe,Bulgaria,member,2007.0,29.1713402,1750280.412,3858707.7908761385
Europe,Croatia,member,2007.0,27.430213,1645812.78,3628396.086117837
Europe,Cyprus,member,2007.0,1.6837432,101024.592,222721.10088636653
Europe,Czechia,member,2007.0,358.1178833,21487072.998000003,47370887.208733104
Europe,Denmark,member,2007.0,200.9139885,12054839.309999999,26576371.44559264
Europe,Estonia,member,2007.0,175.9745772,10558474.632,23277452.02593655
Europe,Finland,member,2007.0,150.1266568,9007599.408,19858357.42343947
Europe,France,member,2007.0,900.7661937,54045971.622,119150971.65772434
Europe,Germany,member,2007.0,10696.9720192,641818321.1520001,1414967189.9294877
Europe,Greece,member,2007.0,66.2898486,3977390.9159999997,8768645.989354292
Europe,Hungary,member,2007.0,371.3856369,22283138.213999998,49125910.592394605
Europe,Ireland,member,2007.0,16.6330931,997985.5859999999,2200181.5991758285
Europe,Italy,member,2007.0,2187.5144076,131250864.456,289358624.9170657
Europe,Latvia,member,2007.0,19.7848329,1187089.9740000002,2617085.4108517286
Europe,Lithuania,member,2007.0,105.4671956,6328031.736,13950921.916970326
Europe,Luxembourg,member,2007.0,108.9509993,6537059.958000001,14411750.263796613
Europe,Malta,member,2007.0,0.0103203,619.218,1365.1420106567132
Europe,Netherlands,member,2007.0,1238.9283494,74335700.964,163882167.95631126
Europe,Poland,member,2007.0,709.3049264,42558295.584,93824981.19186535
Europe,Portugal,member,2007.0,152.4383234,9146299.404,20164138.57227157
Europe,Romania,member,2007.0,16.1819989,970919.934,2140512.050501509
Europe,Slovakia,member,2007.0,151.9305507,9115833.042,20096971.7414009
Europe,Slovenia,member,2007.0,9.5957631,575745.786,1269302.184250409
Europe,Spain,member,2007.0,1520.2314706,91213888.23599999,201092201.43198317
Europe,Sweden,member,2007.0,525.3628192,31521769.152000003,69493605.3532327
Asia & Oceania,Japan,member,2007.0,87.4747052,5248482.312,11570922.83541479
Europe,Norway,member,2007.0,8.4717057,508302.34199999995,1120614.8419125353
Europe,Russian Federation,member,2007.0,340.4610644,20427663.864,45035289.86612218
Europe,Switzerland,member,2007.0,842.4508782,50547052.692,111437175.83262715
Africa,Tunisia,member,2007.0,0.0223522,1341.132,2956.6899460869345
Europe,United Kingdom,member,2007.0,988.8831955,59332991.730000004,130806855.78999698
North America,United States of America,member,2007.0,2707.2895369,162437372.214,358113105.416853
Europe,Austria,member,2008.0,991.6798775,59500792.65,131176793.4941962
Europe,Belgium,member,2008.0,6142.1561047,368529366.28199995,812468177.7213417
Europe,Bulgaria,member,2008.0,72.4877959,4349267.754,9588494.07895114
Europe,Croatia,member,2008.0,28.1839911,1691039.466,3728103.861184744
Europe,Cyprus,member,2008.0,0.231323,13879.380000000001,30598.795125252454
Europe,Czechia,member,2008.0,415.9140059,24954840.354,55016005.56908366
Europe,Denmark,member,2008.0,212.0211074,12721266.444,28045591.781023707
Europe,Estonia,member,2008.0,180.523371,10831402.26,23879154.448753215
Europe,Finland,member,2008.0,169.8727325,10192363.950000001,22470316.134298425
Europe,France,member,2008.0,964.2724465,57856346.79,127551410.95083264
Europe,Germany,member,2008.0,10471.3120478,628278722.868,1385117485.2618198
Europe,Greece,member,2008.0,77.9637479,4677824.874,10312838.538273025
Europe,Hungary,member,2008.0,316.7892034,19007352.204,41904038.65040886
Europe,Ireland,member,2008.0,15.6854852,941129.1120000001,2074834.5303968026
Europe,Italy,member,2008.0,2276.9519287,136617115.722,301189183.8526205
Europe,Latvia,member,2008.0,39.110186,2346611.16,5173392.04802167
Europe,Lithuania,member,2008.0,186.715319,11202919.139999999,24698208.966800343
Europe,Luxembourg,member,2008.0,112.5850423,6755102.538,14892451.86819115
Europe,Malta,member,2008.0,0.2717867,16307.202,35951.226428277565
Europe,Netherlands,member,2008.0,980.8798078,58852788.467999995,129748188.8155056
Europe,Poland,member,2008.0,779.2575446,46755452.67599999,103078128.6643467
Europe,Portugal,member,2008.0,148.5629901,8913779.406,19651519.724648256
Europe,Romania,member,2008.0,19.3363489,1160180.9340000001,2557761.1325354623
Europe,Slovakia,member,2008.0,269.5413735,16172482.410000002,35654220.57255721
Europe,Slovenia,member,2008.0,10.8871134,653226.804,1440118.589297176
Europe,Spain,member,2008.0,1441.3061793,86478370.758,190652172.47381833
Europe,Sweden,member,2008.0,531.6716754,31900300.524000004,70328124.17902382
Asia & Oceania,Japan,member,2008.0,178.6806266,10720837.596,23635401.089321572
Europe,Norway,member,2008.0,7.3310809,439864.854,969736.0076851475
Europe,Russian Federation,member,2008.0,420.6096164,25236576.984,55637128.516985446
Europe,Switzerland,member,2008.0,882.569776,52954186.56,116743997.61184123
Africa,Tunisia,member,2008.0,0.1267905,7607.429999999999,16771.512272140346
Europe,United Kingdom,member,2008.0,900.042811,54002568.66,119055284.50584383
North America,United States of America,member,2008.0,2860.7493345,171644960.07,378412361.896862
Europe,Austria,member,2009.0,414.5181844,24871091.064,54831369.98978578
Europe,Belgium,member,2009.0,4981.2077072,298872462.432,658900991.7256014
Europe,Bulgaria,member,2009.0,113.7198848,6823193.0879999995,15042565.835055357
Europe,Croatia,member,2009.0,28.4109874,1704659.244,3758130.3318681186
Europe,Cyprus,member,2009.0,,,
Europe,Czechia,member,2009.0,404.8578427,24291470.562,53553525.518988535
Europe,Denmark,member,2009.0,183.5935986,11015615.916,24285276.042024508
Europe,Estonia,member,2009.0,233.7785853,14026715.118,30923613.459388193
Europe,Finland,member,2009.0,184.8575899,11091455.394,24452473.470852602
Europe,France,member,2009.0,1014.2617666,60855705.996,134163866.10743429
Europe,Germany,member,2009.0,10819.2834097,649157004.5819999,1431146217.433861
Europe,Greece,member,2009.0,72.1422144,4328532.864,9542781.471395569
Europe,Hungary,member,2009.0,258.6522383,15519134.298000002,34213834.544899024
Europe,Ireland,member,2009.0,7.7465924,464795.544,1024698.7708374771
Europe,Italy,member,2009.0,2272.1439734,136328638.404,300553200.2314671
Europe,Latvia,member,2009.0,43.8650871,2631905.226,5802357.7998048365
Europe,Lithuania,member,2009.0,201.1574202,12069445.212,26608571.94755437
Europe,Luxembourg,member,2009.0,108.0439608,6482637.648,14291769.608037278
Europe,Malta,member,2009.0,0.0942022,5652.1320000000005,12460.818068882285
Europe,Netherlands,member,2009.0,1604.3212393,96259274.35799998,212215373.8125124
Europe,Poland,member,2009.0,1160.5290476,69631742.85599999,153511715.49917972
Europe,Portugal,member,2009.0,165.6401908,9938411.448,21910446.703513816
Europe,Romania,member,2009.0,36.51748,2191048.8,4830435.750057296
Europe,Slovakia,member,2009.0,245.651518,14739091.08,32494133.62047555
Europe,Slovenia,member,2009.0,11.9657495,717944.97,1582797.7221054195
Europe,Spain,member,2009.0,1444.6849331,86681095.986,191099105.09748682
Europe,Sweden,member,2009.0,525.7616438,31545698.628,69546360.81735131
Asia & Oceania,Japan,member,2009.0,125.9649638,7557897.828000001,16662312.525239782
Europe,Norway,member,2009.0,9.1673965,550043.79,1212638.982442111
Europe,Russian Federation,member,2009.0,440.2893339,26417360.033999998,58240309.54051248
Europe,Switzerland,member,2009.0,1065.7891327,63947347.962,140979769.9243387
Africa,Tunisia,member,2009.0,0.0717078,4302.468000000001,9485.318282585728
Europe,United Kingdom,member,2009.0,892.2624284,53535745.703999996,118026116.05664735
North America,United States of America,member,2009.0,2801.7058364,168102350.184,370602244.0017969
Europe,Austria,member,2010.0,463.3459702,27800758.211999997,61290180.458757356
Europe,Belgium,member,2010.0,5053.0648138,303183888.82799995,668406059.8906642
Europe,Bulgaria,member,2010.0,133.0140903,7980845.417999999,17594752.350010715
Europe,Croatia,member,2010.0,23.9868757,1439212.5420000001,3172920.5277434434
Europe,Cyprus,member,2010.0,2.1377998,128267.98799999998,282782.5080039843
Europe,Czechia,member,2010.0,480.9902502,28859415.012000002,63624119.188812695
Europe,Denmark,member,2010.0,208.1521442,12489128.652,27533815.5533942
Europe,Estonia,member,2010.0,158.0874835,9485249.01,20911394.541326318
Europe,Finland,member,2010.0,193.3192281,11599153.686,25571756.610470414
Europe,France,member,2010.0,1060.0100461,63600602.765999995,140215327.62121928
Europe,Germany,member,2010.0,11542.2129322,692532775.9319999,1526773424.1922643
Europe,Greece,member,2010.0,67.6356867,4058141.2019999996,8946669.896590749
Europe,Hungary,member,2010.0,351.175224,21070513.439999998,46452530.58381846
Europe,Ireland,member,2010.0,8.1403661,488421.96599999996,1076786.1152520515
Europe,Italy,member,2010.0,2445.6432097,146738592.582,323503220.7047078
Europe,Latvia,member,2010.0,39.069507,2344170.4200000004,5168011.137403617
Europe,Lithuania,member,2010.0,153.427571,9205654.26,20294993.63052582
Europe,Luxembourg,member,2010.0,116.5904714,6995428.284,15422279.444435727
Europe,Malta,member,2010.0,0.148886,8933.16,19694.246620605547
Europe,Netherlands,member,2010.0,1235.5784778,74134708.668,163439055.79373208
Europe,Poland,member,2010.0,1123.2020796,67392124.776,148574202.81570745
Europe,Portugal,member,2010.0,196.926812,11815608.72,26048958.275040124
Europe,Romania,member,2010.0,42.9804964,2578829.784,5685346.47970695
Europe,Slovakia,member,2010.0,317.7813378,19066880.268000003,42035275.5669382
Europe,Slovenia,member,2010.0,12.5203975,751223.85,1656165.093783251
Europe,Spain,member,2010.0,1802.5415669,108152494.014,238435434.91276112
Europe,Sweden,member,2010.0,505.2307526,30313845.156,66830588.78617564
Asia & Oceania,Japan,member,2010.0,142.9489902,8576939.412,18908914.65393204
Europe,Norway,member,2010.0,13.6535625,819213.75,1806057.1653805703
Europe,Russian Federation,member,2010.0,454.9771303,27298627.818,60183172.43302651
Europe,Switzerland,member,2010.0,1313.0310301,78781861.806,173684274.72896808
Africa,Tunisia,member,2010.0,2.6160817,156964.902,346048.37378566834
Europe,United Kingdom,member,2010.0,1193.1138368,71586830.20799999,157821945.3030917
North America,United States of America,member,2010.0,3190.871125,191452267.5,422079999.93497753
Europe,Austria,member,2011.0,365.1472623,21908835.738,48300714.886390544
Europe,Belgium,member,2011.0,4893.9736325,293638417.95000005,647361898.8568152
Europe,Bulgaria,member,2011.0,121.9904582,7319427.492000001,16136575.42785401
Europe,Croatia,member,2011.0,23.7208153,1423248.918,3137726.761146336
Europe,Cyprus,member,2011.0,0.0712285,4273.71,9421.917745226563
Europe,Czechia,member,2011.0,379.9081247,22794487.482,50253242.75629385
Europe,Denmark,member,2011.0,146.6111124,8796666.743999999,19393330.50069798
Europe,Estonia,member,2011.0,100.2413229,6014479.374,13259657.286570627
Europe,Finland,member,2011.0,193.5379902,11612279.412,25600693.882938217
Europe,France,member,2011.0,1042.9673175,62578039.05,137960960.52064267
Europe,Germany,member,2011.0,11683.3050192,700998301.152,1545436712.598118
Europe,Greece,member,2011.0,131.9770479,7918622.874,17457575.121919263
Europe,Hungary,member,2011.0,459.5583928,27573503.568,60789169.72967449
Europe,Ireland,member,2011.0,29.7741585,1786449.5099999998,3938447.0025388473
Europe,Italy,member,2011.0,2663.0108022,159780648.132,352256031.4056621
Europe,Latvia,member,2011.0,40.2504203,2415025.2180000003,5324219.227941029
Europe,Lithuania,member,2011.0,109.0924741,6545548.446,14430464.176466715
Europe,Luxembourg,member,2011.0,110.9619468,6657716.808,14677753.084787773
Europe,Malta,member,2011.0,1.399497,83969.82,185121.7647246726
Europe,Netherlands,member,2011.0,1769.0840681,106145044.086,234009765.38926116
Europe,Poland,member,2011.0,1369.5313834,82171883.00400001,181157992.15062997
Europe,Portugal,member,2011.0,210.1521703,12609130.218,27798373.72045522
Europe,Romania,member,2011.0,42.2846868,2537081.208,5593306.624627326
Europe,Slovakia,member,2011.0,389.4734087,23368404.522,51518513.245743036
Europe,Slovenia,member,2011.0,15.269472,916168.32,2019805.4036943098
Europe,Spain,member,2011.0,1672.1765815,100330594.89,221191099.15816203
Europe,Sweden,member,2011.0,521.7130446,31302782.676,69010822.81436388
Asia & Oceania,Japan,member,2011.0,80.2020821,4812124.926,10608919.471027857
Europe,Norway,member,2011.0,9.790366,587421.96,1295043.7415874659
Europe,Russian Federation,member,2011.0,463.4925384,27809552.304,61309568.11291919
Europe,Switzerland,member,2011.0,1414.1731712,84850390.272,187063089.86645237
Africa,Tunisia,member,2011.0,13.407787,804467.22,1773546.6317487806
Europe,United Kingdom,member,2011.0,1264.3804187,75862825.12200001,167248900.4214117
North America,United States of America,member,2011.0,3728.1673735,223690042.41,493152127.7796719
Europe,Austria,member,2012.0,303.589908,18215394.48,40158070.73652962
Europe,Belgium,member,2012.0,4753.5952852,285215717.112,628793022.0522853
Europe,Bulgaria,member,2012.0,183.8838149,11033028.894,24323665.087237086
Europe,Croatia,member,2012.0,24.1262407,1447574.442,3191355.361645091
Europe,Cyprus,member,2012.0,0.973149,58388.94,128725.57798984235
Europe,Czechia,member,2012.0,441.3966155,26483796.93,58386777.82435958
Europe,Denmark,member,2012.0,113.2746678,6796480.068000001,14983673.706865428
Europe,Estonia,member,2012.0,53.2542765,3195256.59,7044334.96092929
Europe,Finland,member,2012.0,155.8070559,9348423.354,20609745.60485925
Europe,France,member,2012.0,1018.7575848,61125455.08800001,134758561.057881
Europe,Germany,member,2012.0,12589.8190449,755389142.694,1665347992.28307
Europe,Greece,member,2012.0,167.5647207,10053883.242,22165018.43275182
Europe,Hungary,member,2012.0,495.6853336,29741120.016,65567945.98642943
Europe,Ireland,member,2012.0,36.6784888,2200709.3279999997,4851733.568625111
Europe,Italy,member,2012.0,2964.1065498,177846392.98799998,392084181.19576997
Europe,Latvia,member,2012.0,55.7990484,3347942.904,7380950.662820583
Europe,Lithuania,member,2012.0,143.4573976,8607443.856,18976165.441241395
