country,harvest_group,crop_year,crop_year_beg,crop_year_end,exports_1k_bags,exports_kg,exports_lb
Guatemala,October,2016/17,2016,2017,3294.209,197652540.0,435749260.950112
Guinea,October,2016/17,2016,2017,219.9426,13196556.0,29093425.888110347
Guyana,October,2016/17,2016,2017,0.6326,37956.0,83678.65623493861
Honduras,October,2016/17,2016,2017,7290.2206,437413236.0,964331115.1822128
India,October,2016/17,2016,2017,6370.9436,382256616.0,842731582.9854287
Jamaica,October,2016/17,2016,2017,9.0447,542682.0,1196409.0136708017
Kenya,October,2016/17,2016,2017,722.7675,43366050.0,95605774.8502782
Lao People's Democratic Republic,October,2016/17,2016,2017,360.3258,21619548.0,47662944.594971925
Liberia,October,2016/17,2016,2017,7.0867,425202.00000000006,937409.9480558638
Mexico,October,2016/17,2016,2017,2707.2949,162437694.0,358113814.833548
Nepal,October,2016/17,2016,2017,1.4328,85968.00000000001,189526.99755520083
Nicaragua,October,2016/17,2016,2017,2320.5581,139233486.0,306957292.95463526
Nigeria,October,2016/17,2016,2017,3.3182,199092.0,438922.7270293602
Panama,October,2016/17,2016,2017,54.1902,3251412.0,7168136.448154552
Sierra Leone,October,2016/17,2016,2017,32.9217,1975302.0000000002,4354795.47418555
Sri Lanka,October,2016/17,2016,2017,1.7161,102966.0,227001.1728814071
Thailand,October,2016/17,2016,2017,137.5435,8252610.0,18193890.69530553
Togo,October,2016/17,2016,2017,31.7902,1907411.9999999998,4205123.644388151
Trinidad & Tobago,October,2016/17,2016,2017,1.7911,107466.0,236921.9746797321
Uganda,October,2016/17,2016,2017,4605.158,276309480.0,609158130.2396102
Venezuela,October,2016/17,2016,2017,0.0,0.0,0.0
Viet Nam,October,2016/17,2016,2017,25819.1762,1549150572.0000002,3415292395.683068
Yemen,October,2016/17,2016,2017,43.4533,2607197.9999999995,5747887.690442075
Angola,April,2017/18,2017,2018,5.006,300360.0,662180.450698866
Bolivia (Plurinational State of),April,2017/18,2017,2018,25.3112,1518672.0,3348098.646370183
Brazil,April,2017/18,2017,2018,30782.8179,1846969074.0,4071869802.3977466
Burundi,April,2017/18,2017,2018,195.1079,11706474.0,25808357.402498856
Ecuador,April,2017/18,2017,2018,643.5744,38614464.0,85130320.86501244
Indonesia,April,2017/18,2017,2018,7761.3153,465678918.0,1026646277.1414312
Madagascar,April,2017/18,2017,2018,39.1924,2351544.0,5184267.098675637
Malawi,April,2017/18,2017,2018,13.4703,808218.0,1781815.6861863632
Papua New Guinea,April,2017/18,2017,2018,731.9382,43916292.00000001,96818850.8109702
Paraguay,April,2017/18,2017,2018,0.0013,78.0,171.9605645043
Peru,April,2017/18,2017,2018,4029.0832,241744992.0,532956478.0821473
Rwanda,April,2017/18,2017,2018,263.4524,15807144.000000002,34848787.2492405
Timor-Leste,April,2017/18,2017,2018,64.4023,3864137.9999999995,8518966.048750214
Zimbabwe,April,2017/18,2017,2018,2.8019,168113.99999999997,370627.9274496908
Congo,July,2017/18,2017,2018,0.0001,6.0,13.227735731100001
Cuba,July,2017/18,2017,2018,23.2259,1393553.9999999998,3072260.673169554
Dominican Republic,July,2017/18,2017,2018,17.4251,1045506.0000000001,2304946.1788799064
Haiti,July,2017/18,2017,2018,2.3802,142812.0,314846.5658716422
Philippines,July,2017/18,2017,2018,3.3179,199073.99999999997,438883.04382216686
Tanzania,July,2017/18,2017,2018,691.7364,41504184.0,91501062.94782482
Zambia,July,2017/18,2017,2018,18.6156,1116936.0000000002,2462422.372758652
Cameroon,October,2017/18,2017,2018,311.5529,18693174.0,41211394.27457825
Central African Republic,October,2017/18,2017,2018,39.914,2394840.0,5279718.439711254
Colombia,October,2017/18,2017,2018,12724.8895,763493370.0,1683214755.1344922
Costa Rica,October,2017/18,2017,2018,1196.6893,71801358.0,158294898.12635046
Côte d'Ivoire,October,2017/18,2017,2018,1206.8487,72410922.0,159638756.71021584
Democratic Republic of Congo,October,2017/18,2017,2018,181.7013,10902078.000000002,24034967.78397321
El Salvador,October,2017/18,2017,2018,574.8124,34488744.0,76034665.22159345
Equatorial Guinea,October,2017/18,2017,2018,0.051,3060.0,6746.145222861
Ethiopia,October,2017/18,2017,2018,3653.7332,219223992.0,483306172.0154634
Gabon,October,2017/18,2017,2018,0.0143,858.0,1891.5662095473
Ghana,October,2017/18,2017,2018,10.9667,658001.9999999999,1450646.0944225434
Guatemala,October,2017/18,2017,2018,3348.7261,200923565.99999997,442960638.86637145
Guinea,October,2017/18,2017,2018,169.1869,10151214.0,22379596.023640428
Guyana,October,2017/18,2017,2018,0.9283,55698.00000000001,122793.07079180132
Honduras,October,2017/18,2017,2018,7214.435,432866100.0,954306396.2919843
India,October,2017/18,2017,2018,6395.2238,383713428.0,845943303.6764112
Jamaica,October,2017/18,2017,2018,10.0548,603288.0,1330022.3722906427
Kenya,October,2017/18,2017,2018,721.5168,43291008.0,95440335.55948932
Lao People's Democratic Republic,October,2017/18,2017,2018,378.3697,22702182.0,50049744.00255588
Liberia,October,2017/18,2017,2018,11.305,678300.0,1495395.524400855
Mexico,October,2017/18,2017,2018,3075.5814,184534884.0,406829779.7868656
Nepal,October,2017/18,2017,2018,1.5527,93162.0,205387.0526967897
Nicaragua,October,2017/18,2017,2018,2424.2854,145457124.00000003,320678066.0796406
Nigeria,October,2017/18,2017,2018,2.2881,137286.0,302663.8212632991
Panama,October,2017/18,2017,2018,35.5621,2133726.0,4704060.608429513
Sierra Leone,October,2017/18,2017,2018,27.9464,1676784.0,3696675.9383561304
Sri Lanka,October,2017/18,2017,2018,1.7829,106973.99999999999,235837.30034978187
Thailand,October,2017/18,2017,2018,236.2325,14173950.0,31248210.81097081
Togo,October,2017/18,2017,2018,109.4618,6567708.0,14479317.63050522
Trinidad & Tobago,October,2017/18,2017,2018,2.0009,120054.0,264673.7642435799
Uganda,October,2017/18,2017,2018,4359.013,261540780.0,576598720.124294
Venezuela,October,2017/18,2017,2018,71.5128,4290768.0,9459524.197910082
Viet Nam,October,2017/18,2017,2018,29732.499,1783949940.0,3932936393.97195
Yemen,October,2017/18,2017,2018,42.1281,2527686.0000000005,5572593.73653354
Angola,April,2018/19,2018,2019,11.9027,714161.9999999999,1574457.7008656394
Bolivia (Plurinational State of),April,2018/19,2018,2019,22.5687,1354122.0,2985327.9939447655
Brazil,April,2018/19,2018,2019,37869.7997,2272187982.0,5009317026.212901
Burundi,April,2018/19,2018,2019,192.3391,11540346.0,25442107.85557616
Ecuador,April,2018/19,2018,2019,446.0001,26760006.0,58995714.58844173
Indonesia,April,2018/19,2018,2019,4717.5942,283055651.99999994,624030893.6417011
Madagascar,April,2018/19,2018,2019,4.3768,262608.0,578951.5374787848
Malawi,April,2018/19,2018,2019,11.8656,711936.0,1569550.2109094015
Papua New Guinea,April,2018/19,2018,2019,928.369,55702140.0,122802197.92945576
Paraguay,April,2018/19,2018,2019,0.0135,810.0,1785.7443236985
Peru,April,2018/19,2018,2019,4001.3391,240080346.0,529286561.85317516
Rwanda,April,2018/19,2018,2019,378.8448,22730688.000000004,50112588.975014344
Timor-Leste,April,2018/19,2018,2019,138.6066,8316395.999999998,18334514.75386285
Zimbabwe,April,2018/19,2018,2019,5.8786,352715.99999999994,777605.6726884445
Congo,July,2018/19,2018,2019,0.013,780.0,1719.605645043
Cuba,July,2018/19,2018,2019,32.651,1959060.0000000002,4318987.993561462
Dominican Republic,July,2018/19,2018,2019,35.9097,2154582.0000000005,4750040.217830818
Haiti,July,2018/19,2018,2019,1.8916,113496.0,250215.8490894876
Philippines,July,2018/19,2018,2019,6.2102,372612.00000000006,821468.8443727724
Tanzania,July,2018/19,2018,2019,1082.8593,64971558.0,143237766.54363933
Zambia,July,2018/19,2018,2019,34.2825,2056950.0,4534798.502014358
Cameroon,October,2018/19,2018,2019,226.5907,13595442.0,29972818.98724961
Central African Republic,October,2018/19,2018,2019,17.135,1028100.0,2266572.517523985
Colombia,October,2018/19,2018,2019,13501.552,810093120.0,1785949618.1570468
Costa Rica,October,2018/19,2018,2019,1091.6568,65499408.0,144401476.59458286
Côte d'Ivoire,October,2018/19,2018,2019,2108.3233,126499397.99999999,278883434.4812066
Democratic Republic of Congo,October,2018/19,2018,2019,197.1427,11828561.999999998,26077515.369155277
El Salvador,October,2018/19,2018,2019,559.9228,33595368.0,74065108.28217559
Equatorial Guinea,October,2018/19,2018,2019,0.007,420.0,925.941501177
Ethiopia,October,2018/19,2018,2019,3801.2234,228073404.0,502815785.9007343
Gabon,October,2018/19,2018,2019,0.0325,1950.0,4299.0141126075005
Ghana,October,2018/19,2018,2019,12.7455,764730.0,1685941.0576073504
Guatemala,October,2018/19,2018,2019,3606.7343,216404058.00000003,477089281.72693956
Guinea,October,2018/19,2018,2019,92.9537,5577222.0,12295669.788279502
Guyana,October,2018/19,2018,2019,0.9845,59070.0,130227.0582726795
Honduras,October,2018/19,2018,2019,6811.8803,408712818.0,901057524.4028618
India,October,2018/19,2018,2019,6022.392,361343520.0,796626098.450908
Jamaica,October,2018/19,2018,2019,8.8543,531258.0000000001,1171223.4048387876
Kenya,October,2018/19,2018,2019,843.4196,50605176.0,111565315.7923007
Lao People's Democratic Republic,October,2018/19,2018,2019,491.783,29506980.0,65051755.61047551
Liberia,October,2018/19,2018,2019,0.9367,56201.99999999999,123904.20059321368
Mexico,October,2018/19,2018,2019,2676.7012,160602072.0,354066961.0471825
Nepal,October,2018/19,2018,2019,1.4492,86952.0,191696.3462151012
Nicaragua,October,2018/19,2018,2019,2794.1004,167646024.0,369596216.973608
Nigeria,October,2018/19,2018,2019,1.5248,91488.0,201696.5144278128
Panama,October,2018/19,2018,2019,59.7443,3584658.0,7902818.118395577
Sierra Leone,October,2018/19,2018,2019,41.7431,2504586.0,5521666.953968804
Sri Lanka,October,2018/19,2018,2019,0.8776,52656.0,116086.6087761336
Thailand,October,2018/19,2018,2019,180.0069,10800414.0,23810837.029745445
Togo,October,2018/19,2018,2019,59.0091,3540546.0,7805567.80530053
Trinidad & Tobago,October,2018/19,2018,2019,3.3198,199187.99999999997,439134.3708010577
Uganda,October,2018/19,2018,2019,4453.964,267237840.0,589158587.4783309
Venezuela,October,2018/19,2018,2019,53.389,3203340.0,7062155.829476979
Viet Nam,October,2018/19,2018,2019,28283.0748,1696984487.9999998,3741210391.1733394
Yemen,October,2018/19,2018,2019,20.5762,1234572.0,2721765.359502598
Angola,April,2019/20,2019,2020,21.8419,1310513.9999999998,2889188.8106511305
Bolivia (Plurinational State of),April,2019/20,2019,2020,20.2654,1215924.0,2680653.5568503393
Brazil,April,2019/20,2019,2020,40510.7127,2430642761.9999995,5358650018.741164
Burundi,April,2019/20,2019,2020,290.4688,17428128.0,38422445.245297395
Ecuador,April,2019/20,2019,2020,487.9352,29276112.0,64542778.79501425
Indonesia,April,2019/20,2019,2020,6626.9425,397616550.0,876594440.9519516
Madagascar,April,2019/20,2019,2020,8.3125,498750.0,1099555.5326476875
Malawi,April,2019/20,2019,2020,15.0431,902586.0,1989861.513765104
Papua New Guinea,April,2019/20,2019,2020,749.721,44983260.0,99171112.60056023
Paraguay,April,2019/20,2019,2020,0.0038,228.0,502.6539577818
Peru,April,2019/20,2019,2020,3588.3817,215302901.99999997,474661648.29915357
Rwanda,April,2019/20,2019,2020,331.984,19919040.0,43913966.18953502
Timor-Leste,April,2019/20,2019,2020,102.5627,6153762.000000001,13566722.914680902
Zimbabwe,April,2019/20,2019,2020,5.0784,304704.00000000006,671757.3313681826
Congo,July,2019/20,2019,2020,0.0006,36.0,79.3664143866
Cuba,July,2019/20,2019,2020,14.1829,850974.0,1876076.5310061818
Dominican Republic,July,2019/20,2019,2020,24.6348,1478088.0,3258626.2418850227
Haiti,July,2019/20,2019,2020,1.6495,98970.0,218191.5008844945
Philippines,July,2019/20,2019,2020,6.5344,392064.0,864353.1636129984
Tanzania,July,2019/20,2019,2020,831.3925,49883550.0,109974402.78818557
Zambia,July,2019/20,2019,2020,14.5428,872568.0,1923683.151902411
Cameroon,October,2019/20,2019,2020,186.209,11172540.0,24631234.427524
Central African Republic,October,2019/20,2019,2020,35.1383,2108298.0,4648001.464401111
Colombia,October,2019/20,2019,2020,12639.3442,758360652.0,1671899048.9201155
Costa Rica,October,2019/20,2019,2020,1103.7632,66225792.000000015,146002879.1931328
Côte d'Ivoire,October,2019/20,2019,2020,1662.1972,99731832.0,219871052.94574374
Democratic Republic of Congo,October,2019/20,2019,2020,182.6014,10956084.000000002,24154030.633288838
El Salvador,October,2019/20,2019,2020,363.6916,21821496.0,48108163.724209286
Equatorial Guinea,October,2019/20,2019,2020,0.0,0.0,0.0
Ethiopia,October,2019/20,2019,2020,3812.4329,228745974.0,504298548.9375119
Gabon,October,2019/20,2019,2020,0.0,0.0,0.0
Ghana,October,2019/20,2019,2020,2.4733,148398.0,327161.5878372963
Guatemala,October,2019/20,2019,2020,3212.7644,192765864.0,424975984.49486053
Guinea,October,2019/20,2019,2020,128.3779,7702674.000000001,16981489.349135827
Guyana,October,2019/20,2019,2020,0.5059,30354.000000000004,66919.1150636349
Honduras,October,2019/20,2019,2020,5506.22,330373200.0,728348230.3729744
India,October,2019/20,2019,2020,5313.6264,318817584.0,702872457.9299626
Jamaica,October,2019/20,2019,2020,13.8793,832758.0000000001,1835917.1253265627
Kenya,October,2019/20,2019,2020,772.2079,46332474.0,102145620.30667695
Lao People's Democratic Republic,October,2019/20,2019,2020,464.8446,27890676.000000004,61488415.24828888
Liberia,October,2019/20,2019,2020,0.85,51000.0,112435.75371435
Mexico,October,2019/20,2019,2020,2954.6011,177276065.99999997,390826825.4161736
Nepal,October,2019/20,2019,2020,0.6943,41658.00000000001,91840.16918102732
Nicaragua,October,2019/20,2019,2020,2697.3199,161839194.0,356794348.1943708
Nigeria,October,2019/20,2019,2020,2.4695,148170.0,326658.9338795145
Panama,October,2019/20,2019,2020,48.4053,2904317.9999999995,6402925.163846147
Sierra Leone,October,2019/20,2019,2020,34.9871,2099226.0,4628001.127975688
Sri Lanka,October,2019/20,2019,2020,1.2187,73121.99999999999,161206.41535491566
Thailand,October,2019/20,2019,2020,208.5783,12514698.000000002,27590186.316420957
Togo,October,2019/20,2019,2020,40.357,2421420.0,5338317.309000027
Trinidad & Tobago,October,2019/20,2019,2020,1.691,101460.0,223681.011212901
Uganda,October,2019/20,2019,2020,5355.154,321309240.0,708365619.1134309
Venezuela,October,2019/20,2019,2020,0.1046,6276.0,13836.2115747306
Viet Nam,October,2019/20,2019,2020,26537.1644,1592229864.0000002,3510265977.3595495
Yemen,October,2019/20,2019,2020,27.4278,1645668.0000000002,3628076.900854646
