country,harvest_group,crop_year,crop_year_beg,crop_year_end,openstock_1k_bags,openstock_kg,openstock_lb
Bolivia (Plurinational State of),April,1997/98,1997,1998,2.0,120000.0,264554.714622
Brazil,April,1997/98,1997,1998,27298.0,1637880000.0,3610907299.875678
Burundi,April,1997/98,1997,1998,301.833,18109980.0,39925671.589251064
Ecuador,April,1997/98,1997,1998,380.0,22800000.0,50265395.77818
Indonesia,April,1997/98,1997,1998,128.784,7727039.999999999,17035207.183939822
Madagascar,April,1997/98,1997,1998,16.667,1000020.0,2204666.714302437
Malawi,April,1997/98,1997,1998,2.0,120000.0,264554.714622
Papua New Guinea,April,1997/98,1997,1998,45.0,2700000.0,5952481.078995
Paraguay,April,1997/98,1997,1998,45.0,2700000.0,5952481.078995
Peru,April,1997/98,1997,1998,78.0,4680000.0,10317633.870258
Rwanda,April,1997/98,1997,1998,15.127,907620.0,2000959.584043497
Timor-Leste,April,1997/98,1997,1998,0.0,0.0,0.0
Zimbabwe,April,1997/98,1997,1998,0.0,0.0,0.0
Congo,July,1997/98,1997,1998,0.0,0.0,0.0
Cuba,July,1997/98,1997,1998,147.4,8844000.0,19497682.4676414
Dominican Republic,July,1997/98,1997,1998,34.0,2040000.0,4497430.148574
Haiti,July,1997/98,1997,1998,25.0,1500000.0,3306933.932775
Philippines,July,1997/98,1997,1998,1148.0,68880000.0,151854406.193028
Tanzania,July,1997/98,1997,1998,15.0,900000.0,1984160.359665
Zambia,July,1997/98,1997,1998,0.0,0.0,0.0
Cameroon,October,1997/98,1997,1998,131.484,7889040.0,17392356.048679523
Central African Republic,October,1997/98,1997,1998,5.886,353160.0,778584.525132546
Colombia,October,1997/98,1997,1998,3728.282,223696920.0,493167290.27016973
Costa Rica,October,1997/98,1997,1998,79.0,4740000.0,10449911.227569
Côte d'Ivoire,October,1997/98,1997,1998,1372.5,82350000.0,181550672.9093475
Democratic Republic of Congo,October,1997/98,1997,1998,87.317,5239020.0,11550062.008324588
El Salvador,October,1997/98,1997,1998,129.068,7744080.000000001,17072773.95341615
Equatorial Guinea,October,1997/98,1997,1998,0.0,0.0,0.0
Ethiopia,October,1997/98,1997,1998,3935.0,236100000.0,520511401.018785
Gabon,October,1997/98,1997,1998,0.733,43980.0,96959.302908963
Ghana,October,1997/98,1997,1998,37.225,2233500.0,4924024.625901975
Guatemala,October,1997/98,1997,1998,132.0,7920000.0,17460611.165052
Guinea,October,1997/98,1997,1998,6.0,360000.0,793664.143866
Guyana,October,1997/98,1997,1998,0.0,0.0,0.0
Honduras,October,1997/98,1997,1998,33.998,2039880.0,4497165.593859378
India,October,1997/98,1997,1998,1020.0,61200000.0,134922904.45722
Jamaica,October,1997/98,1997,1998,23.588,1415280.0,3120158.304251868
Kenya,October,1997/98,1997,1998,103.0,6180000.0,13624567.803033
Lao People's Democratic Republic,October,1997/98,1997,1998,0.0,0.0,0.0
Liberia,October,1997/98,1997,1998,0.0,0.0,0.0
Mexico,October,1997/98,1997,1998,208.0,12480000.0,27513690.320688
Nepal,October,1997/98,1997,1998,0.0,0.0,0.0
Nicaragua,October,1997/98,1997,1998,12.398,743880.0,1639974.675941778
Nigeria,October,1997/98,1997,1998,0.0,0.0,0.0
Panama,October,1997/98,1997,1998,47.0,2820000.0,6217035.793617
Sierra Leone,October,1997/98,1997,1998,0.0,0.0,0.0
Sri Lanka,October,1997/98,1997,1998,1.0,60000.0,132277.357311
Thailand,October,1997/98,1997,1998,54.3,3258000.0,7182660.5019873
Togo,October,1997/98,1997,1998,0.0,0.0,0.0
Trinidad & Tobago,October,1997/98,1997,1998,0.0,0.0,0.0
Uganda,October,1997/98,1997,1998,571.71,34302600.0,75624287.94827181
Venezuela,October,1997/98,1997,1998,319.0,19140000.0,42196476.982209
Viet Nam,October,1997/98,1997,1998,200.0,12000000.0,26455471.4622
Yemen,October,1997/98,1997,1998,0.0,0.0,0.0
Angola,April,1998/99,1998,1999,110.0,6600000.0,14550509.30421
Bolivia (Plurinational State of),April,1998/99,1998,1999,1.0,60000.0,132277.357311
Brazil,April,1998/99,1998,1999,26594.0,1595640000.0,3517784040.328734
Burundi,April,1998/99,1998,1999,3.584,215040.0,474082.048602624
Ecuador,April,1998/99,1998,1999,160.0,9600000.0,21164377.16976
Indonesia,April,1998/99,1998,1999,709.035,42542100.0,93789276.04100488
Madagascar,April,1998/99,1998,1999,40.0,2400000.0,5291094.29244
Malawi,April,1998/99,1998,1999,3.0,180000.0,396832.071933
Papua New Guinea,April,1998/99,1998,1999,38.3,2298000.0,5066222.7850113
Paraguay,April,1998/99,1998,1999,40.0,2400000.0,5291094.29244
Peru,April,1998/99,1998,1999,98.0,5880000.0,12963181.016478
Rwanda,April,1998/99,1998,1999,1.89,113400.0,250004.20531779
Timor-Leste,April,1998/99,1998,1999,0.0,0.0,0.0
Zimbabwe,April,1998/99,1998,1999,0.0,0.0,0.0
Congo,July,1998/99,1998,1999,0.0,0.0,0.0
Cuba,July,1998/99,1998,1999,140.2,8412000.0,18545285.4950022
Dominican Republic,July,1998/99,1998,1999,245.0,14700000.0,32407952.541195
Haiti,July,1998/99,1998,1999,22.0,1320000.0,2910101.860842
Philippines,July,1998/99,1998,1999,1193.0,71580000.0,157806887.272023
Tanzania,July,1998/99,1998,1999,15.711,942660.0,2078209.560713121
Zambia,July,1998/99,1998,1999,0.0,0.0,0.0
Cameroon,October,1998/99,1998,1999,133.333,7999980.0,17636936.88234756
Central African Republic,October,1998/99,1998,1999,3.502,210120.0,463235.305303122
Colombia,October,1998/99,1998,1999,3611.323,216679380.0,477696262.83643246
Costa Rica,October,1998/99,1998,1999,163.0,9780000.0,21561209.241693
Côte d'Ivoire,October,1998/99,1998,1999,437.5,26250000.0,57871343.8235625
Democratic Republic of Congo,October,1998/99,1998,1999,97.847,5870820.0,12942942.580809416
El Salvador,October,1998/99,1998,1999,227.232,13633920.0,30057648.45649315
Equatorial Guinea,October,1998/99,1998,1999,0.0,0.0,0.0
Ethiopia,October,1998/99,1998,1999,3178.0,190680000.0,420377441.534358
Gabon,October,1998/99,1998,1999,1.086,65160.0,143653.210039746
Ghana,October,1998/99,1998,1999,44.0,2640000.0,5820203.721684
Guatemala,October,1998/99,1998,1999,161.0,9660000.0,21296654.527071
Guinea,October,1998/99,1998,1999,6.0,360000.0,793664.143866
Guyana,October,1998/99,1998,1999,0.0,0.0,0.0
Honduras,October,1998/99,1998,1999,138.209,8292540.0,18281921.276596
India,October,1998/99,1998,1999,605.0,36300000.0,80027801.173155
Jamaica,October,1998/99,1998,1999,30.132,1807920.0,3985781.330495052
Kenya,October,1998/99,1998,1999,129.0,7740000.0,17063779.093119
Lao People's Democratic Republic,October,1998/99,1998,1999,0.0,0.0,0.0
Liberia,October,1998/99,1998,1999,0.0,0.0,0.0
Mexico,October,1998/99,1998,1999,195.0,11700000.0,25794084.675645
Nepal,October,1998/99,1998,1999,0.0,0.0,0.0
Nicaragua,October,1998/99,1998,1999,16.64,998400.0,2201095.2256550402
Nigeria,October,1998/99,1998,1999,0.0,0.0,0.0
Panama,October,1998/99,1998,1999,42.0,2520000.0,5555649.007062
Sierra Leone,October,1998/99,1998,1999,0.0,0.0,0.0
Sri Lanka,October,1998/99,1998,1999,19.0,1140000.0,2513269.788909
Thailand,October,1998/99,1998,1999,172.4,10344000.0,22804616.4004164
Togo,October,1998/99,1998,1999,42.552,2553120.0,5628666.108297672
Trinidad & Tobago,October,1998/99,1998,1999,0.75,45000.0,99208.01798325
Uganda,October,1998/99,1998,1999,878.05,52683000.0,116146133.58692355
Venezuela,October,1998/99,1998,1999,145.0,8700000.0,19180216.810095
Viet Nam,October,1998/99,1998,1999,250.0,15000000.0,33069339.32775
Yemen,October,1998/99,1998,1999,0.0,0.0,0.0
Angola,April,1999/00,1999,2000,110.0,6600000.0,14550509.30421
Bolivia (Plurinational State of),April,1999/00,1999,2000,5.0,300000.0,661386.786555
Brazil,April,1999/00,1999,2000,30070.0,1804200000.0,3977580134.34177
Burundi,April,1999/00,1999,2000,101.726,6103560.0,13456046.449818786
Ecuador,April,1999/00,1999,2000,100.0,6000000.0,13227735.7311
Indonesia,April,1999/00,1999,2000,707.751,42465060.0,93619431.91421756
Madagascar,April,1999/00,1999,2000,42.133,2527980.0,5573241.8955843635
Malawi,April,1999/00,1999,2000,3.0,180000.0,396832.071933
Papua New Guinea,April,1999/00,1999,2000,47.664,2859840.0,6304867.958871504
Paraguay,April,1999/00,1999,2000,36.0,2160000.0,4761984.863196
Peru,April,1999/00,1999,2000,88.0,5280000.0,11640407.443368
Rwanda,April,1999/00,1999,2000,2.306,138360.0,305031.585959166
Timor-Leste,April,1999/00,1999,2000,0.0,0.0,0.0
Zimbabwe,April,1999/00,1999,2000,10.0,600000.0,1322773.57311
Congo,July,1999/00,1999,2000,0.0,0.0,0.0
Cuba,July,1999/00,1999,2000,116.2,6972000.0,15370628.9195382
Dominican Republic,July,1999/00,1999,2000,254.295,15257700.0,33637470.577400744
Haiti,July,1999/00,1999,2000,19.0,1140000.0,2513269.788909
Philippines,July,1999/00,1999,2000,1057.0,63420000.0,139817166.677727
Tanzania,July,1999/00,1999,2000,12.999,779940.0,1719473.3676856891
Zambia,July,1999/00,1999,2000,0.0,0.0,0.0
Cameroon,October,1999/00,1999,2000,120.0,7200000.0,15873282.87732
Central African Republic,October,1999/00,1999,2000,5.0,300000.0,661386.786555
Colombia,October,1999/00,1999,2000,2875.191,172511460.0,380322667.2443714
Costa Rica,October,1999/00,1999,2000,141.0,8460000.0,18651107.380851
Côte d'Ivoire,October,1999/00,1999,2000,115.0,6900000.0,15211896.090765
Democratic Republic of Congo,October,1999/00,1999,2000,93.636,5618160.0,12385922.629172796
El Salvador,October,1999/00,1999,2000,278.53,16711800.0,36843212.33183283
Equatorial Guinea,October,1999/00,1999,2000,0.0,0.0,0.0
Ethiopia,October,1999/00,1999,2000,2533.0,151980000.0,335058546.068763
Gabon,October,1999/00,1999,2000,1.301,78060.0,172092.841861611
Ghana,October,1999/00,1999,2000,10.218,613080.0,1351610.037003798
Guatemala,October,1999/00,1999,2000,161.0,9660000.0,21296654.527071
Guinea,October,1999/00,1999,2000,22.0,1320000.0,2910101.860842
Guyana,October,1999/00,1999,2000,0.0,0.0,0.0
Honduras,October,1999/00,1999,2000,109.095,6545700.0,14430798.295843545
India,October,1999/00,1999,2000,695.0,41700000.0,91932763.331145
Jamaica,October,1999/00,1999,2000,23.103,1386180.0,3056003.785956033
Kenya,October,1999/00,1999,2000,155.784,9347040.0,20606695.831336822
Lao People's Democratic Republic,October,1999/00,1999,2000,0.0,0.0,0.0
Liberia,October,1999/00,1999,2000,0.0,0.0,0.0
Mexico,October,1999/00,1999,2000,10.0,600000.0,1322773.57311
Nepal,October,1999/00,1999,2000,0.0,0.0,0.0
Nicaragua,October,1999/00,1999,2000,8.4,504000.0,1111129.8014124
Nigeria,October,1999/00,1999,2000,0.0,0.0,0.0
Panama,October,1999/00,1999,2000,20.0,1200000.0,2645547.14622
Sierra Leone,October,1999/00,1999,2000,0.0,0.0,0.0
Sri Lanka,October,1999/00,1999,2000,8.0,480000.0,1058218.858488
Thailand,October,1999/00,1999,2000,238.05,14283000.0,31488624.90788355
Togo,October,1999/00,1999,2000,51.862,3111720.0,6860168.304863082
Trinidad & Tobago,October,1999/00,1999,2000,0.0,0.0,0.0
Uganda,October,1999/00,1999,2000,500.22,30013200.0,66167779.67410842
Venezuela,October,1999/00,1999,2000,70.0,4200000.0,9259415.01177
Viet Nam,October,1999/00,1999,2000,283.0,16980000.0,37434492.119013004
Yemen,October,1999/00,1999,2000,0.0,0.0,0.0
Angola,April,2000/01,2000,2001,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2000/01,2000,2001,6.0,360000.0,793664.143866
Brazil,April,2000/01,2000,2001,43762.0,2625720000.0,5788721710.643982
Burundi,April,2000/01,2000,2001,12.477,748620.0,1650424.587169347
Ecuador,April,2000/01,2000,2001,85.0,5100000.0,11243575.371435
Indonesia,April,2000/01,2000,2001,792.868,47572080.0,104878483.73645794
Madagascar,April,2000/01,2000,2001,9.433,565980.0,1247772.311514663
Malawi,April,2000/01,2000,2001,9.0,540000.0,1190496.215799
Papua New Guinea,April,2000/01,2000,2001,104.943,6296580.0,13881582.708288273
Paraguay,April,2000/01,2000,2001,33.0,1980000.0,4365152.791263
Peru,April,2000/01,2000,2001,157.149,9428940.0,20787254.42406634
Rwanda,April,2000/01,2000,2001,0.71,42600.0,93916.92369081
Timor-Leste,April,2000/01,2000,2001,0.0,0.0,0.0
Zimbabwe,April,2000/01,2000,2001,10.0,600000.0,1322773.57311
Congo,July,2000/01,2000,2001,0.0,0.0,0.0
Cuba,July,2000/01,2000,2001,126.2,7572000.0,16693402.492648201
Dominican Republic,July,2000/01,2000,2001,337.619,20257140.0,44659349.09798251
Haiti,July,2000/01,2000,2001,16.0,960000.0,2116437.716976
Philippines,July,2000/01,2000,2001,930.0,55800000.0,123017942.29923
Tanzania,July,2000/01,2000,2001,82.219,4933140.0,10875712.04075311
Zambia,July,2000/01,2000,2001,0.0,0.0,0.0
Cameroon,October,2000/01,2000,2001,117.5,7050000.0,15542589.4840425
Central African Republic,October,2000/01,2000,2001,36.942,2216520.0,4886590.133782962
Colombia,October,2000/01,2000,2001,2054.666,123279960.00000001,271785788.63676316
Costa Rica,October,2000/01,2000,2001,267.0,16020000.0,35318054.402037
Côte d'Ivoire,October,2000/01,2000,2001,551.649,33098940.0,72970671.88325584
Democratic Republic of Congo,October,2000/01,2000,2001,18.113,1086780.0,2395939.772974143
El Salvador,October,2000/01,2000,2001,232.9,13974000.0,30807396.5177319
Equatorial Guinea,October,2000/01,2000,2001,0.0,0.0,0.0
Ethiopia,October,2000/01,2000,2001,2400.0,144000000.0,317465657.5464
Gabon,October,2000/01,2000,2001,2.309,138540.0,305428.418031099
Ghana,October,2000/01,2000,2001,18.0,1080000.0,2380992.431598
Guatemala,October,2000/01,2000,2001,80.33,4819800.0,10625840.11279263
Guinea,October,2000/01,2000,2001,56.0,3360000.0,7407532.009416
Guyana,October,2000/01,2000,2001,0.0,0.0,0.0
Honduras,October,2000/01,2000,2001,69.2,4152000.0,9153593.125921201
India,October,2000/01,2000,2001,340.0,20400000.0,44974301.48574
Jamaica,October,2000/01,2000,2001,20.525,1231500.0,2714992.758808275
Kenya,October,2000/01,2000,2001,411.946,24716760.0,54491128.234837204
Lao People's Democratic Republic,October,2000/01,2000,2001,0.0,0.0,0.0
Liberia,October,2000/01,2000,2001,0.0,0.0,0.0
Mexico,October,2000/01,2000,2001,193.0,11580000.0,25529529.961023
Nepal,October,2000/01,2000,2001,0.0,0.0,0.0
Nicaragua,October,2000/01,2000,2001,107.823,6469380.0,14262541.497343954
Nigeria,October,2000/01,2000,2001,0.0,0.0,0.0
Panama,October,2000/01,2000,2001,41.777,2506620.0,5526151.156381647
Sierra Leone,October,2000/01,2000,2001,7.0,420000.0,925941.501177
Sri Lanka,October,2000/01,2000,2001,7.0,420000.0,925941.501177
Thailand,October,2000/01,2000,2001,116.167,6970020.0,15366263.766746936
Togo,October,2000/01,2000,2001,33.579,2014740.0,4441741.381146069
Trinidad & Tobago,October,2000/01,2000,2001,0.0,0.0,0.0
Uganda,October,2000/01,2000,2001,326.41,19584600.0,43176652.19988351
Venezuela,October,2000/01,2000,2001,188.0,11280000.0,24868143.174468
Viet Nam,October,2000/01,2000,2001,666.667,40000020.0,88184948.96645243
Yemen,October,2000/01,2000,2001,0.0,0.0,0.0
Angola,April,2001/02,2001,2002,115.0,6900000.0,15211896.090765
Bolivia (Plurinational State of),April,2001/02,2001,2002,6.0,360000.0,793664.143866
Brazil,April,2001/02,2001,2002,43295.0,2597700000.0,5726948184.779745
Burundi,April,2001/02,2001,2002,90.752,5445120.0,12004434.730687872
Ecuador,April,2001/02,2001,2002,55.0,3300000.0,7275254.652105
Indonesia,April,2001/02,2001,2002,489.934,29396040.0,64807174.77680747
Madagascar,April,2001/02,2001,2002,84.0,5040000.0,11111298.014124
Malawi,April,2001/02,2001,2002,3.0,180000.0,396832.071933
Papua New Guinea,April,2001/02,2001,2002,93.6269,5617614.000000001,12384718.905221269
Paraguay,April,2001/02,2001,2002,30.0,1800000.0,3968320.71933
Peru,April,2001/02,2001,2002,214.162,12849720.0,28328783.396438383
Rwanda,April,2001/02,2001,2002,0.0,0.0,0.0
Timor-Leste,April,2001/02,2001,2002,0.0,0.0,0.0
Zimbabwe,April,2001/02,2001,2002,10.0,600000.0,1322773.57311
Congo,July,2001/02,2001,2002,0.0,0.0,0.0
Cuba,July,2001/02,2001,2002,129.6,7776000.0,17143145.5075056
Dominican Republic,July,2001/02,2001,2002,355.285,21317100.0,46996160.89223863
Haiti,July,2001/02,2001,2002,13.0,780000.0,1719605.645043
Philippines,July,2001/02,2001,2002,882.0,52920000.0,116668629.148302
Tanzania,July,2001/02,2001,2002,60.0,3600000.0,7936641.43866
Zambia,July,2001/02,2001,2002,0.0,0.0,0.0
Cameroon,October,2001/02,2001,2002,10.833,649980.0,1432960.611750063
Central African Republic,October,2001/02,2001,2002,42.988,2579280.0,5686339.0360852685
Colombia,October,2001/02,2001,2002,1855.131,111307860.0,245391826.14571273
Costa Rica,October,2001/02,2001,2002,200.0,12000000.0,26455471.4622
Côte d'Ivoire,October,2001/02,2001,2002,810.735,48644100.0,107241883.27953358
Democratic Republic of Congo,October,2001/02,2001,2002,29.306,1758360.0,3876520.233356166
El Salvador,October,2001/02,2001,2002,125.8,7548000.0,16640491.5497238
Equatorial Guinea,October,2001/02,2001,2002,0.0,0.0,0.0
Ethiopia,October,2001/02,2001,2002,2083.0,124980000.0,275533735.278813
Gabon,October,2001/02,2001,2002,0.0,0.0,0.0
Ghana,October,2001/02,2001,2002,21.0,1260000.0,2777824.503531
Guatemala,October,2001/02,2001,2002,306.0,18360000.0,40476871.337166004
Guinea,October,2001/02,2001,2002,56.0,3360000.0,7407532.009416
Guyana,October,2001/02,2001,2002,0.0,0.0,0.0
Honduras,October,2001/02,2001,2002,36.14,2168400.0,4780503.69321954
India,October,2001/02,2001,2002,680.0,40800000.0,89948602.97148
Jamaica,October,2001/02,2001,2002,16.502,990120.0,2182840.950346122
Kenya,October,2001/02,2001,2002,130.346,7820760.0,17241824.416059606
Lao People's Democratic Republic,October,2001/02,2001,2002,0.0,0.0,0.0
Liberia,October,2001/02,2001,2002,0.0,0.0,0.0
Mexico,October,2001/02,2001,2002,354.0,21240000.0,46826184.488094
Nepal,October,2001/02,2001,2002,0.0,0.0,0.0
Nicaragua,October,2001/02,2001,2002,82.422,4945320.0,10902564.344287243
Nigeria,October,2001/02,2001,2002,0.0,0.0,0.0
Panama,October,2001/02,2001,2002,75.0,4500000.0,9920801.798325
Sierra Leone,October,2001/02,2001,2002,17.0,1020000.0,2248715.074287
Sri Lanka,October,2001/02,2001,2002,6.0,360000.0,793664.143866
Thailand,October,2001/02,2001,2002,124.0,7440000.0,16402392.306564
Togo,October,2001/02,2001,2002,34.166,2049960.0,4519388.189887626
Trinidad & Tobago,October,2001/02,2001,2002,0.0,0.0,0.0
Uganda,October,2001/02,2001,2002,510.0,30600000.0,67461452.22861
Venezuela,October,2001/02,2001,2002,428.0,25680000.0,56614708.929108
Viet Nam,October,2001/02,2001,2002,500.0,30000000.0,66138678.6555
Yemen,October,2001/02,2001,2002,0.0,0.0,0.0
Angola,April,2002/03,2002,2003,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2002/03,2002,2003,0.0,0.0,0.0
Brazil,April,2002/03,2002,2003,37303.0,2238180000.0,4934342259.772233
Burundi,April,2002/03,2002,2003,16.185,971099.9999999999,2140909.0280785346
Ecuador,April,2002/03,2002,2003,35.0,2100000.0,4629707.505885
Indonesia,April,2002/03,2002,2003,150.15,9009000.0,19861445.20024665
Madagascar,April,2002/03,2002,2003,28.795,1727700.0,3808926.5037702452
Malawi,April,2002/03,2002,2003,3.0,180000.0,396832.071933
Papua New Guinea,April,2002/03,2002,2003,81.054,4863240.0,10721608.919485794
Paraguay,April,2002/03,2002,2003,28.0,1680000.0,3703766.004708
Peru,April,2002/03,2002,2003,205.0,12300000.0,27116858.248755
Rwanda,April,2002/03,2002,2003,0.0,0.0,0.0
Timor-Leste,April,2002/03,2002,2003,0.0,0.0,0.0
Zimbabwe,April,2002/03,2002,2003,10.0,600000.0,1322773.57311
Congo,July,2002/03,2002,2003,0.0,0.0,0.0
Cuba,July,2002/03,2002,2003,102.6,6156000.0,13571656.8601086
Dominican Republic,July,2002/03,2002,2003,311.909,18714540.0,41258498.2415167
Haiti,July,2002/03,2002,2003,13.0,780000.0,1719605.645043
Philippines,July,2002/03,2002,2003,814.0,48840000.0,107673768.851154
Tanzania,July,2002/03,2002,2003,11.667,700020.0,1543279.927747437
Zambia,July,2002/03,2002,2003,0.0,0.0,0.0
Cameroon,October,2002/03,2002,2003,11.0,660000.0,1455050.930421
Central African Republic,October,2002/03,2002,2003,7.9,474000.0,1044991.1227569
Colombia,October,2002/03,2002,2003,1912.973,114778380.0,253043013.0472956
Costa Rica,October,2002/03,2002,2003,191.0,11460000.0,25264975.246401
Côte d'Ivoire,October,2002/03,2002,2003,702.02,42121200.0,92861350.37946822
Democratic Republic of Congo,October,2002/03,2002,2003,87.96,5277600.0,11635116.34907556
El Salvador,October,2002/03,2002,2003,185.9,11154000.0,24590360.7241149
Equatorial Guinea,October,2002/03,2002,2003,0.0,0.0,0.0
Ethiopia,October,2002/03,2002,2003,2067.0,124020000.0,273417297.561837
Gabon,October,2002/03,2002,2003,0.0,0.0,0.0
Ghana,October,2002/03,2002,2003,15.0,900000.0,1984160.359665
Guatemala,October,2002/03,2002,2003,345.0,20700000.0,45635688.272295
Guinea,October,2002/03,2002,2003,59.0,3540000.0,7804364.081349
Guyana,October,2002/03,2002,2003,0.0,0.0,0.0
Honduras,October,2002/03,2002,2003,255.343,15320580.0,33776097.247862674
India,October,2002/03,2002,2003,1017.0,61020000.0,134526072.385287
Jamaica,October,2002/03,2002,2003,9.484,569040.0,1254518.456737524
Kenya,October,2002/03,2002,2003,277.633,16657980.0,36724559.54232486
Lao People's Democratic Republic,October,2002/03,2002,2003,0.0,0.0,0.0
Liberia,October,2002/03,2002,2003,0.0,0.0,0.0
Mexico,October,2002/03,2002,2003,399.0,23940000.0,52778665.567089
Nepal,October,2002/03,2002,2003,0.0,0.0,0.0
Nicaragua,October,2002/03,2002,2003,96.71,5802600.0,12792543.22554681
Nigeria,October,2002/03,2002,2003,0.0,0.0,0.0
Panama,October,2002/03,2002,2003,90.0,5400000.0,11904962.15799
Sierra Leone,October,2002/03,2002,2003,17.0,1020000.0,2248715.074287
Sri Lanka,October,2002/03,2002,2003,5.0,300000.0,661386.786555
Thailand,October,2002/03,2002,2003,78.7,4722000.0,10410228.0203757
Togo,October,2002/03,2002,2003,30.6,1836000.0,4047687.1337166
Trinidad & Tobago,October,2002/03,2002,2003,0.0,0.0,0.0
Uganda,October,2002/03,2002,2003,373.62,22417200.0,49421466.23853582
Venezuela,October,2002/03,2002,2003,328.0,19680000.0,43386973.198008
Viet Nam,October,2002/03,2002,2003,1166.667,70000020.0,154323627.62195244
Yemen,October,2002/03,2002,2003,0.0,0.0,0.0
Angola,April,2003/04,2003,2004,130.0,7800000.0,17196056.45043
Bolivia (Plurinational State of),April,2003/04,2003,2004,0.0,0.0,0.0
Brazil,April,2003/04,2003,2004,42292.0,2537520000.0,5594273995.396812
Burundi,April,2003/04,2003,2004,36.862,2211720.0,4876007.945198082
Ecuador,April,2003/04,2003,2004,32.0,1920000.0,4232875.433952
Indonesia,April,2003/04,2003,2004,822.068,49324080.0,108740982.56993915
Madagascar,April,2003/04,2003,2004,62.963,3777780.0,8328579.248372493
Malawi,April,2003/04,2003,2004,1.0,60000.0,132277.357311
Papua New Guinea,April,2003/04,2003,2004,87.709,5262540.0,11601914.732390499
Paraguay,April,2003/04,2003,2004,24.0,1440000.0,3174656.575464
Peru,April,2003/04,2003,2004,147.0,8820000.0,19444771.524717
Rwanda,April,2003/04,2003,2004,10.925,655500.0,1445130.128622675
Timor-Leste,April,2003/04,2003,2004,0.0,0.0,0.0
Zimbabwe,April,2003/04,2003,2004,10.0,600000.0,1322773.57311
Congo,July,2003/04,2003,2004,0.0,0.0,0.0
Cuba,July,2003/04,2003,2004,60.0,3600000.0,7936641.43866
Dominican Republic,July,2003/04,2003,2004,276.228,16573680.0,36538709.85530291
Haiti,July,2003/04,2003,2004,10.0,600000.0,1322773.57311
Philippines,July,2003/04,2003,2004,698.0,41880000.0,92329595.403078
Tanzania,July,2003/04,2003,2004,0.766,45960.0,101324.455700226
Zambia,July,2003/04,2003,2004,0.0,0.0,0.0
Cameroon,October,2003/04,2003,2004,11.0,660000.0,1455050.930421
Central African Republic,October,2003/04,2003,2004,58.333,3499980.0,7716135.084022563
Colombia,October,2003/04,2003,2004,1894.76,113685600.0,250633845.53859037
Costa Rica,October,2003/04,2003,2004,183.0,10980000.0,24206756.387913
Côte d'Ivoire,October,2003/04,2003,2004,786.607,47196420.0,104050295.20233378
Democratic Republic of Congo,October,2003/04,2003,2004,31.241,1874460.0,4132476.9197529512
El Salvador,October,2003/04,2003,2004,150.7,9042000.0,19934197.7467677
Equatorial Guinea,October,2003/04,2003,2004,0.0,0.0,0.0
Ethiopia,October,2003/04,2003,2004,1650.0,99000000.0,218257639.56315
Gabon,October,2003/04,2003,2004,0.0,0.0,0.0
Ghana,October,2003/04,2003,2004,10.0,600000.0,1322773.57311
Guatemala,October,2003/04,2003,2004,150.0,9000000.0,19841603.59665
Guinea,October,2003/04,2003,2004,59.0,3540000.0,7804364.081349
Guyana,October,2003/04,2003,2004,0.0,0.0,0.0
Honduras,October,2003/04,2003,2004,112.513,6750780.0,14882922.303132543
India,October,2003/04,2003,2004,993.0,59580000.0,131351415.809823
Jamaica,October,2003/04,2003,2004,12.664,759840.0,1675160.452986504
Kenya,October,2003/04,2003,2004,295.146,17708760.0,39041132.900912404
Lao People's Democratic Republic,October,2003/04,2003,2004,0.0,0.0,0.0
Liberia,October,2003/04,2003,2004,0.0,0.0,0.0
Mexico,October,2003/04,2003,2004,688.0,41280000.0,91006821.829968
Nepal,October,2003/04,2003,2004,0.0,0.0,0.0
Nicaragua,October,2003/04,2003,2004,133.637,8018220.0,17677149.198970105
Nigeria,October,2003/04,2003,2004,0.0,0.0,0.0
Panama,October,2003/04,2003,2004,78.869,4732140.0,10432582.893761259
Sierra Leone,October,2003/04,2003,2004,17.0,1020000.0,2248715.074287
Sri Lanka,October,2003/04,2003,2004,4.0,240000.0,529109.429244
Thailand,October,2003/04,2003,2004,112.0,6720000.0,14815064.018832
Togo,October,2003/04,2003,2004,19.1,1146000.0,2526497.5246401
Trinidad & Tobago,October,2003/04,2003,2004,0.0,0.0,0.0
Uganda,October,2003/04,2003,2004,313.73,18823800.0,41499375.30918003
Venezuela,October,2003/04,2003,2004,228.0,13680000.0,30159237.466908
Viet Nam,October,2003/04,2003,2004,666.667,40000020.0,88184948.96645243
Yemen,October,2003/04,2003,2004,0.0,0.0,0.0
Angola,April,2004/05,2004,2005,140.0,8400000.0,18518830.02354
Bolivia (Plurinational State of),April,2004/05,2004,2005,0.0,0.0,0.0
Brazil,April,2004/05,2004,2005,32056.0,1923360000.0,4240282965.9614162
Burundi,April,2004/05,2004,2005,49.029,2941740.0,6485426.551601019
Ecuador,April,2004/05,2004,2005,20.0,1200000.0,2645547.14622
Indonesia,April,2004/05,2004,2005,572.068,34324080.0,75671643.24218915
Madagascar,April,2004/05,2004,2005,42.367,2542020.0,5604194.7971951375
Malawi,April,2004/05,2004,2005,1.0,60000.0,132277.357311
