country,harvest_group,crop_year,crop_year_beg,crop_year_end,openstock_1k_bags,openstock_kg,openstock_lb
Costa Rica,October,2011/12,2011,2012,59.223,3553380.0,7833861.932029353
Côte d'Ivoire,October,2011/12,2011,2012,381.376,22882560.0,50447409.42183994
Democratic Republic of Congo,October,2011/12,2011,2012,5.044,302640.0,667206.990276684
El Salvador,October,2011/12,2011,2012,71.6,4296000.0,9471058.7834676
Equatorial Guinea,October,2011/12,2011,2012,0.0,0.0,0.0
Ethiopia,October,2011/12,2011,2012,1417.0,85020000.0,187437015.309687
Gabon,October,2011/12,2011,2012,0.683,40980.0,90345.435043413
Ghana,October,2011/12,2011,2012,5.0,300000.0,661386.786555
Guatemala,October,2011/12,2011,2012,27.0,1620000.0,3571488.647397
Guinea,October,2011/12,2011,2012,60.0,3600000.0,7936641.43866
Guyana,October,2011/12,2011,2012,0.0,0.0,0.0
Honduras,October,2011/12,2011,2012,163.679,9820740.0,21651025.56730717
India,October,2011/12,2011,2012,1240.0,74400000.0,164023923.06564
Jamaica,October,2011/12,2011,2012,0.0,0.0,0.0
Kenya,October,2011/12,2011,2012,34.0,2040000.0,4497430.148574
Lao People's Democratic Republic,October,2011/12,2011,2012,0.0,0.0,0.0
Liberia,October,2011/12,2011,2012,0.0,0.0,0.0
Mexico,October,2011/12,2011,2012,255.0,15300000.0,33730726.114305
Nepal,October,2011/12,2011,2012,0.0,0.0,0.0
Nicaragua,October,2011/12,2011,2012,20.583,1234980.0,2722664.845532313
Nigeria,October,2011/12,2011,2012,0.0,0.0,0.0
Panama,October,2011/12,2011,2012,20.0,1200000.0,2645547.14622
Sierra Leone,October,2011/12,2011,2012,3.0,180000.0,396832.071933
Sri Lanka,October,2011/12,2011,2012,0.0,0.0,0.0
Thailand,October,2011/12,2011,2012,8.0,480000.0,1058218.858488
Togo,October,2011/12,2011,2012,0.05,3000.0,6613.86786555
Trinidad & Tobago,October,2011/12,2011,2012,0.0,0.0,0.0
Uganda,October,2011/12,2011,2012,425.38,25522800.0,56268142.25295318
Venezuela,October,2011/12,2011,2012,0.0,0.0,0.0
Viet Nam,October,2011/12,2011,2012,3750.0,225000000.0,496040089.91625
Yemen,October,2011/12,2011,2012,0.0,0.0,0.0
Angola,April,2012/13,2012,2013,110.0,6600000.0,14550509.30421
Bolivia (Plurinational State of),April,2012/13,2012,2013,0.0,0.0,0.0
Brazil,April,2012/13,2012,2013,10063.0,603780000.0,1331107046.620593
Burundi,April,2012/13,2012,2013,7.0,420000.0,925941.501177
Ecuador,April,2012/13,2012,2013,2.3,138000.0,304237.9218153
Indonesia,April,2012/13,2012,2013,450.0,27000000.0,59524810.78995
Madagascar,April,2012/13,2012,2013,30.0,1800000.0,3968320.71933
Malawi,April,2012/13,2012,2013,0.0,0.0,0.0
Papua New Guinea,April,2012/13,2012,2013,5.0,300000.0,661386.786555
Paraguay,April,2012/13,2012,2013,0.0,0.0,0.0
Peru,April,2012/13,2012,2013,93.0,5580000.0,12301794.229923
Rwanda,April,2012/13,2012,2013,13.0,780000.0,1719605.645043
Timor-Leste,April,2012/13,2012,2013,0.0,0.0,0.0
Zimbabwe,April,2012/13,2012,2013,0.0,0.0,0.0
Congo,July,2012/13,2012,2013,0.0,0.0,0.0
Cuba,July,2012/13,2012,2013,0.0,0.0,0.0
Dominican Republic,July,2012/13,2012,2013,61.0,3660000.0,8068918.795971
Haiti,July,2012/13,2012,2013,0.0,0.0,0.0
Philippines,July,2012/13,2012,2013,0.0,0.0,0.0
Tanzania,July,2012/13,2012,2013,34.65,2079000.0,4583410.43082615
Zambia,July,2012/13,2012,2013,0.0,0.0,0.0
Cameroon,October,2012/13,2012,2013,47.076,2824560.0,6227088.872772636
Central African Republic,October,2012/13,2012,2013,0.3,18000.0,39683.2071933
Colombia,October,2012/13,2012,2013,1053.766,63225960.0,139389381.70418322
Costa Rica,October,2012/13,2012,2013,125.222,7513320.0,16564035.237198042
Côte d'Ivoire,October,2012/13,2012,2013,637.129,38227740.0,84277740.38620012
Democratic Republic of Congo,October,2012/13,2012,2013,4.0,240000.0,529109.429244
El Salvador,October,2012/13,2012,2013,80.0,4800000.0,10582188.58488
Equatorial Guinea,October,2012/13,2012,2013,0.0,0.0,0.0
Ethiopia,October,2012/13,2012,2013,1000.0,60000000.0,132277357.311
Gabon,October,2012/13,2012,2013,0.433,25980.0,57276.095715663
Ghana,October,2012/13,2012,2013,3.0,180000.0,396832.071933
Guatemala,October,2012/13,2012,2013,16.0,960000.0,2116437.716976
Guinea,October,2012/13,2012,2013,15.0,900000.0,1984160.359665
Guyana,October,2012/13,2012,2013,0.0,0.0,0.0
Honduras,October,2012/13,2012,2013,231.942,13916520.0,30680674.80942796
India,October,2012/13,2012,2013,852.0,51120000.0,112700308.428972
Jamaica,October,2012/13,2012,2013,0.0,0.0,0.0
Kenya,October,2012/13,2012,2013,14.0,840000.0,1851883.002354
Lao People's Democratic Republic,October,2012/13,2012,2013,0.0,0.0,0.0
Liberia,October,2012/13,2012,2013,0.0,0.0,0.0
Mexico,October,2012/13,2012,2013,400.0,24000000.0,52910942.9244
Nepal,October,2012/13,2012,2013,0.0,0.0,0.0
Nicaragua,October,2012/13,2012,2013,348.203,20892180.0,46059372.647762135
Nigeria,October,2012/13,2012,2013,0.0,0.0,0.0
Panama,October,2012/13,2012,2013,10.0,600000.0,1322773.57311
Sierra Leone,October,2012/13,2012,2013,2.0,120000.0,264554.714622
Sri Lanka,October,2012/13,2012,2013,0.0,0.0,0.0
Thailand,October,2012/13,2012,2013,10.0,600000.0,1322773.57311
Togo,October,2012/13,2012,2013,8.633,517980.0,1141950.425665863
Trinidad & Tobago,October,2012/13,2012,2013,0.0,0.0,0.0
Uganda,October,2012/13,2012,2013,603.494,36209640.0,79828591.47304463
Venezuela,October,2012/13,2012,2013,0.0,0.0,0.0
Viet Nam,October,2012/13,2012,2013,2750.0,165000000.0,363762732.60525
Yemen,October,2012/13,2012,2013,0.0,0.0,0.0
Angola,April,2013/14,2013,2014,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2013/14,2013,2014,0.0,0.0,0.0
Brazil,April,2013/14,2013,2014,15868.0,952080000.0,2098977105.8109481
Burundi,April,2013/14,2013,2014,5.0,300000.0,661386.786555
Ecuador,April,2013/14,2013,2014,2.0,120000.0,264554.714622
Indonesia,April,2013/14,2013,2014,650.0,39000000.0,85980282.25215
Madagascar,April,2013/14,2013,2014,10.0,600000.0,1322773.57311
Malawi,April,2013/14,2013,2014,0.0,0.0,0.0
Papua New Guinea,April,2013/14,2013,2014,5.0,300000.0,661386.786555
Paraguay,April,2013/14,2013,2014,0.0,0.0,0.0
Peru,April,2013/14,2013,2014,82.0,4920000.0,10846743.299502
Rwanda,April,2013/14,2013,2014,10.0,600000.0,1322773.57311
Timor-Leste,April,2013/14,2013,2014,0.0,0.0,0.0
Zimbabwe,April,2013/14,2013,2014,0.0,0.0,0.0
Congo,July,2013/14,2013,2014,0.0,0.0,0.0
Cuba,July,2013/14,2013,2014,0.0,0.0,0.0
Dominican Republic,July,2013/14,2013,2014,58.0,3480000.0,7672086.724038
Haiti,July,2013/14,2013,2014,0.0,0.0,0.0
Philippines,July,2013/14,2013,2014,0.0,0.0,0.0
Tanzania,July,2013/14,2013,2014,51.65,3099000.0,6832125.50511315
Zambia,July,2013/14,2013,2014,0.0,0.0,0.0
Cameroon,October,2013/14,2013,2014,22.043,1322580.0,2915789.787206373
Central African Republic,October,2013/14,2013,2014,5.523,331380.0,730567.844428653
Colombia,October,2013/14,2013,2014,1266.388,75983280.0,167514457.97036266
Costa Rica,October,2013/14,2013,2014,144.72,8683200.0,19143179.15004792
Côte d'Ivoire,October,2013/14,2013,2014,575.18,34510800.0,76083290.37814099
Democratic Republic of Congo,October,2013/14,2013,2014,4.0,240000.0,529109.429244
El Salvador,October,2013/14,2013,2014,72.5,4350000.0,9590108.4050475
Equatorial Guinea,October,2013/14,2013,2014,0.0,0.0,0.0
Ethiopia,October,2013/14,2013,2014,667.0,40020000.0,88228997.326437
Gabon,October,2013/14,2013,2014,0.217,13020.0,28704.186536487
Ghana,October,2013/14,2013,2014,2.0,120000.0,264554.714622
Guatemala,October,2013/14,2013,2014,12.0,720000.0,1587328.287732
Guinea,October,2013/14,2013,2014,10.0,600000.0,1322773.57311
Guyana,October,2013/14,2013,2014,0.0,0.0,0.0
Honduras,October,2013/14,2013,2014,232.574,13954440.0,30764274.099248514
India,October,2013/14,2013,2014,1217.0,73020000.0,160981543.847487
Jamaica,October,2013/14,2013,2014,0.0,0.0,0.0
Kenya,October,2013/14,2013,2014,20.0,1200000.0,2645547.14622
Lao People's Democratic Republic,October,2013/14,2013,2014,0.0,0.0,0.0
Liberia,October,2013/14,2013,2014,0.0,0.0,0.0
Mexico,October,2013/14,2013,2014,400.0,24000000.0,52910942.9244
Nepal,October,2013/14,2013,2014,0.0,0.0,0.0
Nicaragua,October,2013/14,2013,2014,76.622,4597320.0,10135355.671883442
Nigeria,October,2013/14,2013,2014,0.0,0.0,0.0
Panama,October,2013/14,2013,2014,10.0,600000.0,1322773.57311
Sierra Leone,October,2013/14,2013,2014,2.0,120000.0,264554.714622
Sri Lanka,October,2013/14,2013,2014,0.0,0.0,0.0
Thailand,October,2013/14,2013,2014,5.0,300000.0,661386.786555
Togo,October,2013/14,2013,2014,9.567,574020.0,1265497.477394337
Trinidad & Tobago,October,2013/14,2013,2014,0.0,0.0,0.0
Uganda,October,2013/14,2013,2014,717.737,43064220.0,94940353.6043252
Venezuela,October,2013/14,2013,2014,0.0,0.0,0.0
Viet Nam,October,2013/14,2013,2014,3200.0,192000000.0,423287543.3952
Yemen,October,2013/14,2013,2014,0.0,0.0,0.0
Angola,April,2014/15,2014,2015,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2014/15,2014,2015,0.0,0.0,0.0
Brazil,April,2014/15,2014,2015,17720.0,1063200000.0,2343954771.55092
Burundi,April,2014/15,2014,2015,7.0,420000.0,925941.501177
Ecuador,April,2014/15,2014,2015,3.0,180000.0,396832.071933
Indonesia,April,2014/15,2014,2015,600.0,36000000.0,79366414.3866
Madagascar,April,2014/15,2014,2015,10.0,600000.0,1322773.57311
Malawi,April,2014/15,2014,2015,0.0,0.0,0.0
Papua New Guinea,April,2014/15,2014,2015,5.0,300000.0,661386.786555
Paraguay,April,2014/15,2014,2015,0.0,0.0,0.0
Peru,April,2014/15,2014,2015,60.0,3600000.0,7936641.43866
Rwanda,April,2014/15,2014,2015,10.0,600000.0,1322773.57311
Timor-Leste,April,2014/15,2014,2015,0.0,0.0,0.0
Zimbabwe,April,2014/15,2014,2015,0.0,0.0,0.0
Congo,July,2014/15,2014,2015,0.0,0.0,0.0
Cuba,July,2014/15,2014,2015,0.0,0.0,0.0
Dominican Republic,July,2014/15,2014,2015,45.0,2700000.0,5952481.078995
Haiti,July,2014/15,2014,2015,0.0,0.0,0.0
Philippines,July,2014/15,2014,2015,0.0,0.0,0.0
Tanzania,July,2014/15,2014,2015,38.95,2337000.0,5152203.0672634505
Zambia,July,2014/15,2014,2015,0.0,0.0,0.0
Cameroon,October,2014/15,2014,2015,20.0,1200000.0,2645547.14622
Central African Republic,October,2014/15,2014,2015,0.6,36000.0,79366.4143866
Colombia,October,2014/15,2014,2015,1379.366,82761960.0,182458889.24464482
Costa Rica,October,2014/15,2014,2015,125.173,7510380.0,16557553.646689802
Côte d'Ivoire,October,2014/15,2014,2015,1153.453,69207180.0,152575714.6224449
Democratic Republic of Congo,October,2014/15,2014,2015,3.0,180000.0,396832.071933
El Salvador,October,2014/15,2014,2015,18.5,1110000.0,2447131.1102535
Equatorial Guinea,October,2014/15,2014,2015,0.0,0.0,0.0
Ethiopia,October,2014/15,2014,2015,500.0,30000000.0,66138678.6555
Gabon,October,2014/15,2014,2015,0.017,1020.0,2248.715074287
Ghana,October,2014/15,2014,2015,2.0,120000.0,264554.714622
Guatemala,October,2014/15,2014,2015,10.0,600000.0,1322773.57311
Guinea,October,2014/15,2014,2015,10.0,600000.0,1322773.57311
Guyana,October,2014/15,2014,2015,0.0,0.0,0.0
Honduras,October,2014/15,2014,2015,293.075,17584500.0,38767186.493921325
India,October,2014/15,2014,2015,826.0,49560000.0,109261097.138886
Jamaica,October,2014/15,2014,2015,0.0,0.0,0.0
Kenya,October,2014/15,2014,2015,25.0,1500000.0,3306933.932775
Lao People's Democratic Republic,October,2014/15,2014,2015,0.0,0.0,0.0
Liberia,October,2014/15,2014,2015,0.0,0.0,0.0
Mexico,October,2014/15,2014,2015,800.0,48000000.0,105821885.8488
Nepal,October,2014/15,2014,2015,0.0,0.0,0.0
Nicaragua,October,2014/15,2014,2015,150.312,9018720.0,19882874.132131033
Nigeria,October,2014/15,2014,2015,0.0,0.0,0.0
Panama,October,2014/15,2014,2015,8.0,480000.0,1058218.858488
Sierra Leone,October,2014/15,2014,2015,2.0,120000.0,264554.714622
Sri Lanka,October,2014/15,2014,2015,0.0,0.0,0.0
Thailand,October,2014/15,2014,2015,16.667,1000020.0,2204666.714302437
Togo,October,2014/15,2014,2015,46.683,2800980.0,6175103.871349413
Trinidad & Tobago,October,2014/15,2014,2015,0.0,0.0,0.0
Uganda,October,2014/15,2014,2015,629.975,37798500.0,83331428.17199722
Venezuela,October,2014/15,2014,2015,0.0,0.0,0.0
Viet Nam,October,2014/15,2014,2015,3500.0,210000000.0,462970750.5885
Yemen,October,2014/15,2014,2015,0.0,0.0,0.0
Angola,April,2015/16,2015,2016,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2015/16,2015,2016,0.0,0.0,0.0
Brazil,April,2015/16,2015,2016,12910.0,774600000.0,1707700682.88501
Burundi,April,2015/16,2015,2016,7.0,420000.0,925941.501177
Ecuador,April,2015/16,2015,2016,3.0,180000.0,396832.071933
Indonesia,April,2015/16,2015,2016,450.0,27000000.0,59524810.78995
Madagascar,April,2015/16,2015,2016,10.0,600000.0,1322773.57311
Malawi,April,2015/16,2015,2016,0.0,0.0,0.0
Papua New Guinea,April,2015/16,2015,2016,5.0,300000.0,661386.786555
Paraguay,April,2015/16,2015,2016,0.0,0.0,0.0
Peru,April,2015/16,2015,2016,50.0,3000000.0,6613867.86555
Rwanda,April,2015/16,2015,2016,10.0,600000.0,1322773.57311
Timor-Leste,April,2015/16,2015,2016,0.0,0.0,0.0
Zimbabwe,April,2015/16,2015,2016,0.0,0.0,0.0
Congo,July,2015/16,2015,2016,0.0,0.0,0.0
Cuba,July,2015/16,2015,2016,0.0,0.0,0.0
Dominican Republic,July,2015/16,2015,2016,35.0,2100000.0,4629707.505885
Haiti,July,2015/16,2015,2016,0.0,0.0,0.0
Philippines,July,2015/16,2015,2016,0.0,0.0,0.0
Tanzania,July,2015/16,2015,2016,37.183,2230980.0,4918468.976894913
Zambia,July,2015/16,2015,2016,0.0,0.0,0.0
Cameroon,October,2015/16,2015,2016,30.0,1800000.0,3968320.71933
Central African Republic,October,2015/16,2015,2016,0.0,0.0,0.0
Colombia,October,2015/16,2015,2016,964.331,57859860.0,127559156.25307395
Costa Rica,October,2015/16,2015,2016,74.88,4492800.0,9904928.51544768
Côte d'Ivoire,October,2015/16,2015,2016,1236.776,74206560.0,163597460.86566934
Democratic Republic of Congo,October,2015/16,2015,2016,3.0,180000.0,396832.071933
El Salvador,October,2015/16,2015,2016,10.7,642000.0,1415367.7232277
Equatorial Guinea,October,2015/16,2015,2016,0.0,0.0,0.0
Ethiopia,October,2015/16,2015,2016,578.0,34680000.0,76456312.525758
Gabon,October,2015/16,2015,2016,0.017,1020.0,2248.715074287
Ghana,October,2015/16,2015,2016,2.0,120000.0,264554.714622
Guatemala,October,2015/16,2015,2016,15.0,900000.0,1984160.359665
Guinea,October,2015/16,2015,2016,10.0,600000.0,1322773.57311
Guyana,October,2015/16,2015,2016,0.0,0.0,0.0
Honduras,October,2015/16,2015,2016,186.219,11173140.0,24632557.20109711
India,October,2015/16,2015,2016,1008.0,60480000.0,133335576.169488
Jamaica,October,2015/16,2015,2016,0.0,0.0,0.0
Kenya,October,2015/16,2015,2016,20.0,1200000.0,2645547.14622
Lao People's Democratic Republic,October,2015/16,2015,2016,0.0,0.0,0.0
Liberia,October,2015/16,2015,2016,0.0,0.0,0.0
Mexico,October,2015/16,2015,2016,800.0,48000000.0,105821885.8488
Nepal,October,2015/16,2015,2016,0.0,0.0,0.0
Nicaragua,October,2015/16,2015,2016,63.912,3834720.0,8454110.460460631
Nigeria,October,2015/16,2015,2016,0.0,0.0,0.0
Panama,October,2015/16,2015,2016,4.0,240000.0,529109.429244
Sierra Leone,October,2015/16,2015,2016,2.0,120000.0,264554.714622
Sri Lanka,October,2015/16,2015,2016,0.0,0.0,0.0
Thailand,October,2015/16,2015,2016,8.0,480000.0,1058218.858488
Togo,October,2015/16,2015,2016,6.35,381000.0,839961.21892485
Trinidad & Tobago,October,2015/16,2015,2016,0.0,0.0,0.0
Uganda,October,2015/16,2015,2016,690.0,41400000.0,91271376.54459
Venezuela,October,2015/16,2015,2016,0.0,0.0,0.0
Viet Nam,October,2015/16,2015,2016,5000.0,300000000.0,661386786.555
Yemen,October,2015/16,2015,2016,0.0,0.0,0.0
Angola,April,2016/17,2016,2017,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2016/17,2016,2017,0.0,0.0,0.0
Brazil,April,2016/17,2016,2017,7800.0,468000000.0,1031763387.0258
Burundi,April,2016/17,2016,2017,5.0,300000.0,661386.786555
Ecuador,April,2016/17,2016,2017,3.0,180000.0,396832.071933
Indonesia,April,2016/17,2016,2017,500.0,30000000.0,66138678.6555
Madagascar,April,2016/17,2016,2017,10.0,600000.0,1322773.57311
Malawi,April,2016/17,2016,2017,0.0,0.0,0.0
Papua New Guinea,April,2016/17,2016,2017,5.0,300000.0,661386.786555
Paraguay,April,2016/17,2016,2017,0.0,0.0,0.0
Peru,April,2016/17,2016,2017,40.0,2400000.0,5291094.29244
Rwanda,April,2016/17,2016,2017,10.0,600000.0,1322773.57311
Timor-Leste,April,2016/17,2016,2017,0.0,0.0,0.0
Zimbabwe,April,2016/17,2016,2017,0.0,0.0,0.0
Congo,July,2016/17,2016,2017,0.0,0.0,0.0
Cuba,July,2016/17,2016,2017,0.0,0.0,0.0
Dominican Republic,July,2016/17,2016,2017,27.0,1620000.0,3571488.647397
Haiti,July,2016/17,2016,2017,0.0,0.0,0.0
Philippines,July,2016/17,2016,2017,0.0,0.0,0.0
Tanzania,July,2016/17,2016,2017,46.833,2809980.0,6194945.474946063
Zambia,July,2016/17,2016,2017,0.0,0.0,0.0
Cameroon,October,2016/17,2016,2017,35.0,2100000.0,4629707.505885
Central African Republic,October,2016/17,2016,2017,0.0,0.0,0.0
Colombia,October,2016/17,2016,2017,1196.173,71770380.0,158226603.3267708
Costa Rica,October,2016/17,2016,2017,71.491,4289460.0,9456640.551520701
Côte d'Ivoire,October,2016/17,2016,2017,665.462,39927720.0,88025554.75089268
Democratic Republic of Congo,October,2016/17,2016,2017,3.0,180000.0,396832.071933
El Salvador,October,2016/17,2016,2017,10.1,606000.0,1336001.3088411
Equatorial Guinea,October,2016/17,2016,2017,0.0,0.0,0.0
Ethiopia,October,2016/17,2016,2017,500.0,30000000.0,66138678.6555
Gabon,October,2016/17,2016,2017,0.258,15480.0,34127.558186238
Ghana,October,2016/17,2016,2017,2.0,120000.0,264554.714622
Guatemala,October,2016/17,2016,2017,15.0,900000.0,1984160.359665
Guinea,October,2016/17,2016,2017,10.0,600000.0,1322773.57311
Guyana,October,2016/17,2016,2017,0.0,0.0,0.0
Honduras,October,2016/17,2016,2017,466.99,28019400.0,61772203.09066389
India,October,2016/17,2016,2017,655.0,39300000.0,86641669.038705
Jamaica,October,2016/17,2016,2017,0.0,0.0,0.0
Kenya,October,2016/17,2016,2017,20.0,1200000.0,2645547.14622
Lao People's Democratic Republic,October,2016/17,2016,2017,0.0,0.0,0.0
Liberia,October,2016/17,2016,2017,0.0,0.0,0.0
Mexico,October,2016/17,2016,2017,630.0,37800000.0,83334735.10593
Nepal,October,2016/17,2016,2017,0.0,0.0,0.0
Nicaragua,October,2016/17,2016,2017,106.988,6419280.0,14152089.903989268
Nigeria,October,2016/17,2016,2017,0.0,0.0,0.0
Panama,October,2016/17,2016,2017,4.0,240000.0,529109.429244
Sierra Leone,October,2016/17,2016,2017,2.0,120000.0,264554.714622
Sri Lanka,October,2016/17,2016,2017,0.0,0.0,0.0
Thailand,October,2016/17,2016,2017,8.0,480000.0,1058218.858488
Togo,October,2016/17,2016,2017,13.767,826020.0,1821062.378100537
Trinidad & Tobago,October,2016/17,2016,2017,0.0,0.0,0.0
Uganda,October,2016/17,2016,2017,790.0,47400000.0,104499112.27569
Venezuela,October,2016/17,2016,2017,0.0,0.0,0.0
Viet Nam,October,2016/17,2016,2017,5000.0,300000000.0,661386786.555
Yemen,October,2016/17,2016,2017,0.0,0.0,0.0
Angola,April,2017/18,2017,2018,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2017/18,2017,2018,0.0,0.0,0.0
Brazil,April,2017/18,2017,2018,9872.0,592320000.0,1305842071.374192
Burundi,April,2017/18,2017,2018,5.0,300000.0,661386.786555
Ecuador,April,2017/18,2017,2018,3.0,180000.0,396832.071933
Indonesia,April,2017/18,2017,2018,500.0,30000000.0,66138678.6555
Madagascar,April,2017/18,2017,2018,10.0,600000.0,1322773.57311
Malawi,April,2017/18,2017,2018,0.0,0.0,0.0
Papua New Guinea,April,2017/18,2017,2018,5.0,300000.0,661386.786555
Paraguay,April,2017/18,2017,2018,0.0,0.0,0.0
Peru,April,2017/18,2017,2018,40.0,2400000.0,5291094.29244
Rwanda,April,2017/18,2017,2018,10.0,600000.0,1322773.57311
Timor-Leste,April,2017/18,2017,2018,0.0,0.0,0.0
Zimbabwe,April,2017/18,2017,2018,0.0,0.0,0.0
Congo,July,2017/18,2017,2018,0.0,0.0,0.0
Cuba,July,2017/18,2017,2018,0.0,0.0,0.0
Dominican Republic,July,2017/18,2017,2018,25.0,1500000.0,3306933.932775
Haiti,July,2017/18,2017,2018,0.0,0.0,0.0
Philippines,July,2017/18,2017,2018,0.0,0.0,0.0
Tanzania,July,2017/18,2017,2018,25.0,1500000.0,3306933.932775
Zambia,July,2017/18,2017,2018,0.0,0.0,0.0
Cameroon,October,2017/18,2017,2018,30.0,1800000.0,3968320.71933
Central African Republic,October,2017/18,2017,2018,0.0,0.0,0.0
Colombia,October,2017/18,2017,2018,927.088,55625280.0,122632750.63474037
Costa Rica,October,2017/18,2017,2018,107.343,6440580.0,14199048.365834674
Côte d'Ivoire,October,2017/18,2017,2018,500.0,30000000.0,66138678.6555
Democratic Republic of Congo,October,2017/18,2017,2018,3.0,180000.0,396832.071933
El Salvador,October,2017/18,2017,2018,22.2,1332000.0,2936557.3323042
Equatorial Guinea,October,2017/18,2017,2018,0.0,0.0,0.0
Ethiopia,October,2017/18,2017,2018,575.0,34500000.0,76059480.453825
Gabon,October,2017/18,2017,2018,0.258,15480.0,34127.558186238
Ghana,October,2017/18,2017,2018,2.0,120000.0,264554.714622
Guatemala,October,2017/18,2017,2018,15.0,900000.0,1984160.359665
Guinea,October,2017/18,2017,2018,10.0,600000.0,1322773.57311
Guyana,October,2017/18,2017,2018,0.0,0.0,0.0
Honduras,October,2017/18,2017,2018,263.667,15820020.0,34877173.97011944
India,October,2017/18,2017,2018,652.0,39120000.0,86244836.966772
Jamaica,October,2017/18,2017,2018,0.0,0.0,0.0
Kenya,October,2017/18,2017,2018,30.0,1800000.0,3968320.71933
Lao People's Democratic Republic,October,2017/18,2017,2018,0.0,0.0,0.0
Liberia,October,2017/18,2017,2018,0.0,0.0,0.0
Mexico,October,2017/18,2017,2018,550.0,33000000.0,72752546.52105
Nepal,October,2017/18,2017,2018,0.0,0.0,0.0
Nicaragua,October,2017/18,2017,2018,125.0,7500000.0,16534669.663875
Nigeria,October,2017/18,2017,2018,0.0,0.0,0.0
Panama,October,2017/18,2017,2018,3.0,180000.0,396832.071933
Sierra Leone,October,2017/18,2017,2018,2.0,120000.0,264554.714622
Sri Lanka,October,2017/18,2017,2018,0.0,0.0,0.0
Thailand,October,2017/18,2017,2018,8.0,480000.0,1058218.858488
Togo,October,2017/18,2017,2018,5.0,300000.0,661386.786555
Trinidad & Tobago,October,2017/18,2017,2018,0.0,0.0,0.0
Uganda,October,2017/18,2017,2018,907.0,54420000.0,119975563.081077
Venezuela,October,2017/18,2017,2018,0.0,0.0,0.0
Viet Nam,October,2017/18,2017,2018,4600.0,276000000.0,608475843.6306
Yemen,October,2017/18,2017,2018,0.0,0.0,0.0
Angola,April,2018/19,2018,2019,105.0,6300000.0,13889122.517655
Bolivia (Plurinational State of),April,2018/19,2018,2019,0.0,0.0,0.0
Brazil,April,2018/19,2018,2019,9832.0,589920000.0,1300550977.081752
Burundi,April,2018/19,2018,2019,10.0,600000.0,1322773.57311
Ecuador,April,2018/19,2018,2019,3.0,180000.0,396832.071933
Indonesia,April,2018/19,2018,2019,400.0,24000000.0,52910942.9244
Madagascar,April,2018/19,2018,2019,10.0,600000.0,1322773.57311
Malawi,April,2018/19,2018,2019,0.0,0.0,0.0
Papua New Guinea,April,2018/19,2018,2019,5.0,300000.0,661386.786555
Paraguay,April,2018/19,2018,2019,0.0,0.0,0.0
Peru,April,2018/19,2018,2019,40.0,2400000.0,5291094.29244
Rwanda,April,2018/19,2018,2019,10.0,600000.0,1322773.57311
Timor-Leste,April,2018/19,2018,2019,0.0,0.0,0.0
Zimbabwe,April,2018/19,2018,2019,0.0,0.0,0.0
Congo,July,2018/19,2018,2019,0.0,0.0,0.0
Cuba,July,2018/19,2018,2019,0.0,0.0,0.0
Dominican Republic,July,2018/19,2018,2019,30.0,1800000.0,3968320.71933
Haiti,July,2018/19,2018,2019,0.0,0.0,0.0
Philippines,July,2018/19,2018,2019,0.0,0.0,0.0
Tanzania,July,2018/19,2018,2019,25.0,1500000.0,3306933.932775
Zambia,July,2018/19,2018,2019,0.0,0.0,0.0
Cameroon,October,2018/19,2018,2019,10.0,600000.0,1322773.57311
Central African Republic,October,2018/19,2018,2019,0.0,0.0,0.0
Colombia,October,2018/19,2018,2019,978.0,58680000.0,129367255.450158
Costa Rica,October,2018/19,2018,2019,118.0,7080000.0,15608728.162698
Côte d'Ivoire,October,2018/19,2018,2019,600.0,36000000.0,79366414.3866
Democratic Republic of Congo,October,2018/19,2018,2019,3.0,180000.0,396832.071933
El Salvador,October,2018/19,2018,2019,15.0,900000.0,1984160.359665
Equatorial Guinea,October,2018/19,2018,2019,0.0,0.0,0.0
Ethiopia,October,2018/19,2018,2019,625.0,37500000.0,82673348.319375
Gabon,October,2018/19,2018,2019,0.0,0.0,0.0
Ghana,October,2018/19,2018,2019,2.0,120000.0,264554.714622
Guatemala,October,2018/19,2018,2019,5.0,300000.0,661386.786555
Guinea,October,2018/19,2018,2019,20.0,1200000.0,2645547.14622
Guyana,October,2018/19,2018,2019,0.0,0.0,0.0
Honduras,October,2018/19,2018,2019,234.0,14040000.0,30952901.610774
India,October,2018/19,2018,2019,500.0,30000000.0,66138678.6555
Jamaica,October,2018/19,2018,2019,0.0,0.0,0.0
Kenya,October,2018/19,2018,2019,33.0,1980000.0,4365152.791263
Lao People's Democratic Republic,October,2018/19,2018,2019,0.0,0.0,0.0
Liberia,October,2018/19,2018,2019,0.0,0.0,0.0
Mexico,October,2018/19,2018,2019,800.0,48000000.0,105821885.8488
Nepal,October,2018/19,2018,2019,0.9,54000.0,119049.6215799
Nicaragua,October,2018/19,2018,2019,125.0,7500000.0,16534669.663875
Nigeria,October,2018/19,2018,2019,0.0,0.0,0.0
Panama,October,2018/19,2018,2019,5.0,300000.0,661386.786555
