country,indicator_name,calendar_year,price_paid_cents_per_lb,price_paid_dollars_per_lb,indicator_price_cents_per_lb_ann,indicator_price_dollars_per_lb_ann
Colombia,colombian_milds,1990,69.523,0.69523,96.53,0.9653
Kenya,colombian_milds,1990,60.5721,0.605721,96.53,0.9653
Tanzania,colombian_milds,1990,40.8183,0.408183,96.53,0.9653
Bolivia (Plurinational State of),other_milds,1990,51.7802,0.517802,89.46,0.8946
Burundi,other_milds,1990,58.0195,0.580195,89.46,0.8946
Cameroon,other_milds,1990,32.2852,0.32285200000000003,89.46,0.8946
Costa Rica,other_milds,1990,58.4893,0.584893,89.46,0.8946
Cuba,other_milds,1990,171.4282,1.714282,89.46,0.8946
Democratic Republic of Congo,other_milds,1990,,,89.46,0.8946
Dominican Republic,other_milds,1990,66.055,0.6605500000000001,89.46,0.8946
Ecuador,other_milds,1990,35.2113,0.352113,89.46,0.8946
El Salvador,other_milds,1990,50.5636,0.505636,89.46,0.8946
Guatemala,other_milds,1990,54.5845,0.545845,89.46,0.8946
Haiti,other_milds,1990,41.2845,0.412845,89.46,0.8946
Honduras,other_milds,1990,50.3496,0.503496,89.46,0.8946
India,other_milds,1990,66.7522,0.6675220000000001,89.46,0.8946
Jamaica,other_milds,1990,171.5513,1.715513,89.46,0.8946
Madagascar,other_milds,1990,,,89.46,0.8946
Malawi,other_milds,1990,84.873,0.8487300000000001,89.46,0.8946
Mexico,other_milds,1990,79.5617,0.795617,89.46,0.8946
Nicaragua,other_milds,1990,,,89.46,0.8946
Panama,other_milds,1990,49.304,0.49304000000000003,89.46,0.8946
Papua New Guinea,other_milds,1990,65.5004,0.655004,89.46,0.8946
Peru,other_milds,1990,90.3729,0.903729,89.46,0.8946
Rwanda,other_milds,1990,74.2047,0.742047,89.46,0.8946
Sri Lanka,other_milds,1990,,,89.46,0.8946
Uganda,other_milds,1990,15.2932,0.152932,89.46,0.8946
Venezuela,other_milds,1990,,,89.46,0.8946
Zambia,other_milds,1990,89.7541,0.8975409999999999,89.46,0.8946
Zimbabwe,other_milds,1990,,,89.46,0.8946
Angola,brazilian_naturals,1990,,,82.97,0.8297
Brazil,brazilian_naturals,1990,54.3248,0.5432480000000001,82.97,0.8297
Ethiopia,brazilian_naturals,1990,61.09,0.6109,82.97,0.8297
Indonesia,brazilian_naturals,1990,,,82.97,0.8297
Philippines,brazilian_naturals,1990,,,82.97,0.8297
Thailand,brazilian_naturals,1990,,,82.97,0.8297
Viet Nam,brazilian_naturals,1990,,,82.97,0.8297
Angola,robustas,1990,85.6569,0.8565689999999999,53.6,0.536
Benin,robustas,1990,53.7609,0.537609,53.6,0.536
Brazil,robustas,1990,34.8486,0.34848599999999996,53.6,0.536
Burundi,robustas,1990,,,53.6,0.536
Cameroon,robustas,1990,28.3337,0.283337,53.6,0.536
Central African Republic,robustas,1990,36.7471,0.36747100000000005,53.6,0.536
Congo,robustas,1990,19.2087,0.192087,53.6,0.536
Côte d'Ivoire,robustas,1990,33.4064,0.33406399999999997,53.6,0.536
Democratic Republic of Congo,robustas,1990,4.5201,0.045201000000000005,53.6,0.536
Ecuador,robustas,1990,19.0602,0.190602,53.6,0.536
Gabon,robustas,1990,43.4284,0.43428400000000006,53.6,0.536
Ghana,robustas,1990,,,53.6,0.536
Guinea,robustas,1990,34.3722,0.34372199999999997,53.6,0.536
India,robustas,1990,44.3451,0.44345100000000004,53.6,0.536
Indonesia,robustas,1990,29.6807,0.29680700000000004,53.6,0.536
Liberia,robustas,1990,,,53.6,0.536
Madagascar,robustas,1990,32.4545,0.32454500000000003,53.6,0.536
Nigeria,robustas,1990,70.5228,0.7052280000000001,53.6,0.536
Papua New Guinea,robustas,1990,26.5984,0.265984,53.6,0.536
Philippines,robustas,1990,34.2253,0.342253,53.6,0.536
Sierra Leone,robustas,1990,26.1686,0.26168600000000003,53.6,0.536
Sri Lanka,robustas,1990,26.8959,0.268959,53.6,0.536
Tanzania,robustas,1990,17.007,0.17007000000000003,53.6,0.536
Thailand,robustas,1990,37.7181,0.377181,53.6,0.536
Togo,robustas,1990,29.2306,0.292306,53.6,0.536
Trinidad & Tobago,robustas,1990,62.5882,0.625882,53.6,0.536
Uganda,robustas,1990,7.5418,0.075418,53.6,0.536
Viet Nam,robustas,1990,36.9183,0.36918300000000004,53.6,0.536
Colombia,colombian_milds,1991,67.1251,0.671251,89.76,0.8976000000000001
Kenya,colombian_milds,1991,50.6778,0.506778,89.76,0.8976000000000001
Tanzania,colombian_milds,1991,49.5039,0.495039,89.76,0.8976000000000001
Bolivia (Plurinational State of),other_milds,1991,52.423,0.52423,84.98,0.8498
Burundi,other_milds,1991,55.0206,0.550206,84.98,0.8498
Cameroon,other_milds,1991,28.2347,0.282347,84.98,0.8498
Costa Rica,other_milds,1991,52.7258,0.527258,84.98,0.8498
Cuba,other_milds,1991,171.4282,1.714282,84.98,0.8498
Democratic Republic of Congo,other_milds,1991,,,84.98,0.8498
Dominican Republic,other_milds,1991,62.6429,0.626429,84.98,0.8498
Ecuador,other_milds,1991,36.1803,0.36180300000000004,84.98,0.8498
El Salvador,other_milds,1991,44.5445,0.445445,84.98,0.8498
Guatemala,other_milds,1991,57.5349,0.575349,84.98,0.8498
Haiti,other_milds,1991,23.9888,0.23988800000000002,84.98,0.8498
Honduras,other_milds,1991,56.1243,0.5612429999999999,84.98,0.8498
India,other_milds,1991,61.5342,0.615342,84.98,0.8498
Jamaica,other_milds,1991,227.4241,2.274241,84.98,0.8498
Madagascar,other_milds,1991,,,84.98,0.8498
Malawi,other_milds,1991,70.9354,0.709354,84.98,0.8498
Mexico,other_milds,1991,86.5563,0.865563,84.98,0.8498
Nicaragua,other_milds,1991,44.137,0.44137,84.98,0.8498
Panama,other_milds,1991,47.2497,0.47249699999999994,84.98,0.8498
Papua New Guinea,other_milds,1991,64.5333,0.6453329999999999,84.98,0.8498
Peru,other_milds,1991,,,84.98,0.8498
Rwanda,other_milds,1991,50.3764,0.503764,84.98,0.8498
Sri Lanka,other_milds,1991,,,84.98,0.8498
Uganda,other_milds,1991,29.6408,0.296408,84.98,0.8498
Venezuela,other_milds,1991,,,84.98,0.8498
Zambia,other_milds,1991,70.3159,0.703159,84.98,0.8498
Zimbabwe,other_milds,1991,,,84.98,0.8498
Angola,brazilian_naturals,1991,,,72.91,0.7291
Brazil,brazilian_naturals,1991,43.9931,0.43993099999999996,72.91,0.7291
Ethiopia,brazilian_naturals,1991,68.1911,0.681911,72.91,0.7291
Indonesia,brazilian_naturals,1991,,,72.91,0.7291
Philippines,brazilian_naturals,1991,,,72.91,0.7291
Thailand,brazilian_naturals,1991,,,72.91,0.7291
Viet Nam,brazilian_naturals,1991,,,72.91,0.7291
Angola,robustas,1991,91.1153,0.9111530000000001,48.62,0.48619999999999997
Benin,robustas,1991,22.8961,0.228961,48.62,0.48619999999999997
Brazil,robustas,1991,27.4947,0.274947,48.62,0.48619999999999997
Burundi,robustas,1991,,,48.62,0.48619999999999997
Cameroon,robustas,1991,25.0078,0.250078,48.62,0.48619999999999997
Central African Republic,robustas,1991,36.6398,0.366398,48.62,0.48619999999999997
Congo,robustas,1991,18.5542,0.185542,48.62,0.48619999999999997
Côte d'Ivoire,robustas,1991,32.2682,0.322682,48.62,0.48619999999999997
Democratic Republic of Congo,robustas,1991,,,48.62,0.48619999999999997
Ecuador,robustas,1991,17.8351,0.178351,48.62,0.48619999999999997
Gabon,robustas,1991,43.5841,0.435841,48.62,0.48619999999999997
Ghana,robustas,1991,,,48.62,0.48619999999999997
Guinea,robustas,1991,30.2467,0.302467,48.62,0.48619999999999997
India,robustas,1991,40.6472,0.406472,48.62,0.48619999999999997
Indonesia,robustas,1991,29.9209,0.299209,48.62,0.48619999999999997
Liberia,robustas,1991,,,48.62,0.48619999999999997
Madagascar,robustas,1991,22.7618,0.22761800000000001,48.62,0.48619999999999997
Nigeria,robustas,1991,59.0325,0.590325,48.62,0.48619999999999997
Papua New Guinea,robustas,1991,29.4778,0.294778,48.62,0.48619999999999997
Philippines,robustas,1991,34.6061,0.34606099999999995,48.62,0.48619999999999997
Sierra Leone,robustas,1991,,,48.62,0.48619999999999997
Sri Lanka,robustas,1991,25.2906,0.252906,48.62,0.48619999999999997
Tanzania,robustas,1991,17.1071,0.171071,48.62,0.48619999999999997
Thailand,robustas,1991,18.3728,0.183728,48.62,0.48619999999999997
Togo,robustas,1991,28.6435,0.286435,48.62,0.48619999999999997
Trinidad & Tobago,robustas,1991,62.5882,0.625882,48.62,0.48619999999999997
Uganda,robustas,1991,11.8428,0.118428,48.62,0.48619999999999997
Viet Nam,robustas,1991,30.7256,0.307256,48.62,0.48619999999999997
Colombia,colombian_milds,1992,54.5709,0.545709,67.97,0.6797
Kenya,colombian_milds,1992,28.9495,0.289495,67.97,0.6797
Tanzania,colombian_milds,1992,49.1581,0.491581,67.97,0.6797
Bolivia (Plurinational State of),other_milds,1992,43.5276,0.435276,64.04,0.6404000000000001
Burundi,other_milds,1992,59.234,0.59234,64.04,0.6404000000000001
Cameroon,other_milds,1992,28.7593,0.287593,64.04,0.6404000000000001
Costa Rica,other_milds,1992,49.9093,0.499093,64.04,0.6404000000000001
Cuba,other_milds,1992,179.9996,1.799996,64.04,0.6404000000000001
Democratic Republic of Congo,other_milds,1992,,,64.04,0.6404000000000001
Dominican Republic,other_milds,1992,46.5612,0.46561199999999997,64.04,0.6404000000000001
Ecuador,other_milds,1992,29.0799,0.290799,64.04,0.6404000000000001
El Salvador,other_milds,1992,30.9092,0.309092,64.04,0.6404000000000001
Guatemala,other_milds,1992,40.2309,0.40230899999999997,64.04,0.6404000000000001
Haiti,other_milds,1992,8.7513,0.08751300000000001,64.04,0.6404000000000001
Honduras,other_milds,1992,40.1384,0.40138399999999996,64.04,0.6404000000000001
India,other_milds,1992,53.9595,0.5395949999999999,64.04,0.6404000000000001
Jamaica,other_milds,1992,182.5115,1.825115,64.04,0.6404000000000001
Madagascar,other_milds,1992,,,64.04,0.6404000000000001
Malawi,other_milds,1992,48.6849,0.486849,64.04,0.6404000000000001
Mexico,other_milds,1992,58.2508,0.582508,64.04,0.6404000000000001
Nicaragua,other_milds,1992,44.137,0.44137,64.04,0.6404000000000001
Panama,other_milds,1992,44.3736,0.443736,64.04,0.6404000000000001
Papua New Guinea,other_milds,1992,57.9582,0.5795819999999999,64.04,0.6404000000000001
Peru,other_milds,1992,31.9698,0.319698,64.04,0.6404000000000001
Rwanda,other_milds,1992,48.9068,0.48906799999999995,64.04,0.6404000000000001
Sri Lanka,other_milds,1992,,,64.04,0.6404000000000001
Uganda,other_milds,1992,19.9953,0.199953,64.04,0.6404000000000001
Venezuela,other_milds,1992,,,64.04,0.6404000000000001
Zambia,other_milds,1992,34.9584,0.34958399999999995,64.04,0.6404000000000001
Zimbabwe,other_milds,1992,,,64.04,0.6404000000000001
Angola,brazilian_naturals,1992,,,56.49,0.5649000000000001
Brazil,brazilian_naturals,1992,45.1989,0.45198900000000003,56.49,0.5649000000000001
Ethiopia,brazilian_naturals,1992,61.2061,0.612061,56.49,0.5649000000000001
Indonesia,brazilian_naturals,1992,,,56.49,0.5649000000000001
Philippines,brazilian_naturals,1992,55.7355,0.557355,56.49,0.5649000000000001
Thailand,brazilian_naturals,1992,,,56.49,0.5649000000000001
Viet Nam,brazilian_naturals,1992,,,56.49,0.5649000000000001
Angola,robustas,1992,44.9183,0.449183,42.66,0.4266
Benin,robustas,1992,24.0067,0.24006699999999997,42.66,0.4266
Brazil,robustas,1992,27.5947,0.275947,42.66,0.4266
Burundi,robustas,1992,47.1618,0.471618,42.66,0.4266
Cameroon,robustas,1992,24.2466,0.24246600000000001,42.66,0.4266
Central African Republic,robustas,1992,33.9318,0.339318,42.66,0.4266
Congo,robustas,1992,19.7491,0.19749099999999997,42.66,0.4266
Côte d'Ivoire,robustas,1992,31.7589,0.317589,42.66,0.4266
Democratic Republic of Congo,robustas,1992,,,42.66,0.4266
Ecuador,robustas,1992,23.307,0.23307,42.66,0.4266
Gabon,robustas,1992,51.5195,0.515195,42.66,0.4266
Ghana,robustas,1992,,,42.66,0.4266
Guinea,robustas,1992,23.7512,0.237512,42.66,0.4266
India,robustas,1992,39.7709,0.397709,42.66,0.4266
Indonesia,robustas,1992,24.9216,0.24921600000000002,42.66,0.4266
Liberia,robustas,1992,,,42.66,0.4266
Madagascar,robustas,1992,22.6204,0.226204,42.66,0.4266
Nigeria,robustas,1992,39.5004,0.39500399999999997,42.66,0.4266
Papua New Guinea,robustas,1992,39.1005,0.391005,42.66,0.4266
Philippines,robustas,1992,42.4765,0.424765,42.66,0.4266
Sierra Leone,robustas,1992,,,42.66,0.4266
Sri Lanka,robustas,1992,31.8496,0.318496,42.66,0.4266
Tanzania,robustas,1992,14.8403,0.14840299999999998,42.66,0.4266
Thailand,robustas,1992,20.3048,0.203048,42.66,0.4266
Togo,robustas,1992,29.8298,0.298298,42.66,0.4266
Trinidad & Tobago,robustas,1992,69.2941,0.692941,42.66,0.4266
Uganda,robustas,1992,8.9537,0.08953699999999999,42.66,0.4266
Viet Nam,robustas,1992,30.707,0.30707,42.66,0.4266
Colombia,colombian_milds,1993,50.1234,0.501234,75.79,0.7579
Kenya,colombian_milds,1993,47.6419,0.476419,75.79,0.7579
Tanzania,colombian_milds,1993,38.2833,0.382833,75.79,0.7579
Bolivia (Plurinational State of),other_milds,1993,27.3283,0.273283,70.76,0.7076
Burundi,other_milds,1993,58.2708,0.582708,70.76,0.7076
Cameroon,other_milds,1993,23.251,0.23251000000000002,70.76,0.7076
Costa Rica,other_milds,1993,54.2666,0.542666,70.76,0.7076
Cuba,other_milds,1993,188.5711,1.885711,70.76,0.7076
Democratic Republic of Congo,other_milds,1993,,,70.76,0.7076
Dominican Republic,other_milds,1993,53.1235,0.531235,70.76,0.7076
Ecuador,other_milds,1993,27.6633,0.276633,70.76,0.7076
El Salvador,other_milds,1993,35.352,0.35351999999999995,70.76,0.7076
Guatemala,other_milds,1993,41.4292,0.414292,70.76,0.7076
Haiti,other_milds,1993,14.4941,0.144941,70.76,0.7076
Honduras,other_milds,1993,37.5422,0.37542200000000003,70.76,0.7076
India,other_milds,1993,57.9237,0.579237,70.76,0.7076
Jamaica,other_milds,1993,255.535,2.55535,70.76,0.7076
Madagascar,other_milds,1993,,,70.76,0.7076
Malawi,other_milds,1993,57.3368,0.573368,70.76,0.7076
Mexico,other_milds,1993,79.3121,0.793121,70.76,0.7076
Nicaragua,other_milds,1993,,,70.76,0.7076
Panama,other_milds,1993,51.7692,0.5176919999999999,70.76,0.7076
Papua New Guinea,other_milds,1993,84.9202,0.8492019999999999,70.76,0.7076
Peru,other_milds,1993,32.4379,0.324379,70.76,0.7076
Rwanda,other_milds,1993,45.2117,0.452117,70.76,0.7076
Sri Lanka,other_milds,1993,,,70.76,0.7076
Uganda,other_milds,1993,25.0191,0.250191,70.76,0.7076
Venezuela,other_milds,1993,,,70.76,0.7076
Zambia,other_milds,1993,54.4883,0.544883,70.76,0.7076
Zimbabwe,other_milds,1993,,,70.76,0.7076
Angola,brazilian_naturals,1993,,,66.58,0.6658
Brazil,brazilian_naturals,1993,52.877,0.5287700000000001,66.58,0.6658
Ethiopia,brazilian_naturals,1993,61.7186,0.617186,66.58,0.6658
Indonesia,brazilian_naturals,1993,115.5349,1.155349,66.58,0.6658
Philippines,brazilian_naturals,1993,54.1985,0.541985,66.58,0.6658
Thailand,brazilian_naturals,1993,,,66.58,0.6658
Viet Nam,brazilian_naturals,1993,,,66.58,0.6658
Angola,robustas,1993,11.8708,0.118708,52.5,0.525
Benin,robustas,1993,,,52.5,0.525
Brazil,robustas,1993,35.5441,0.355441,52.5,0.525
Burundi,robustas,1993,41.8018,0.418018,52.5,0.525
Cameroon,robustas,1993,17.3955,0.17395499999999997,52.5,0.525
Central African Republic,robustas,1993,23.8924,0.238924,52.5,0.525
Congo,robustas,1993,18.4404,0.184404,52.5,0.525
Côte d'Ivoire,robustas,1993,27.6964,0.276964,52.5,0.525
Democratic Republic of Congo,robustas,1993,,,52.5,0.525
Ecuador,robustas,1993,19.5204,0.195204,52.5,0.525
Gabon,robustas,1993,48.1054,0.48105400000000004,52.5,0.525
Ghana,robustas,1993,,,52.5,0.525
Guinea,robustas,1993,27.4662,0.274662,52.5,0.525
India,robustas,1993,44.2088,0.442088,52.5,0.525
Indonesia,robustas,1993,28.4882,0.28488199999999997,52.5,0.525
Liberia,robustas,1993,,,52.5,0.525
Madagascar,robustas,1993,36.2656,0.362656,52.5,0.525
Nigeria,robustas,1993,36.0781,0.360781,52.5,0.525
Papua New Guinea,robustas,1993,54.8047,0.548047,52.5,0.525
Philippines,robustas,1993,46.4492,0.46449199999999996,52.5,0.525
Sierra Leone,robustas,1993,,,52.5,0.525
Sri Lanka,robustas,1993,28.8866,0.288866,52.5,0.525
Tanzania,robustas,1993,11.8801,0.118801,52.5,0.525
Thailand,robustas,1993,18.2894,0.182894,52.5,0.525
Togo,robustas,1993,22.6435,0.226435,52.5,0.525
Trinidad & Tobago,robustas,1993,72.1989,0.721989,52.5,0.525
Uganda,robustas,1993,11.7661,0.117661,52.5,0.525
Viet Nam,robustas,1993,34.5296,0.34529600000000005,52.5,0.525
Colombia,colombian_milds,1994,85.9942,0.8599420000000001,157.27,1.5727000000000002
Kenya,colombian_milds,1994,152.6058,1.526058,157.27,1.5727000000000002
Tanzania,colombian_milds,1994,62.1553,0.621553,157.27,1.5727000000000002
Bolivia (Plurinational State of),other_milds,1994,79.915,0.79915,150.04,1.5004
Burundi,other_milds,1994,60.6823,0.606823,150.04,1.5004
Cameroon,other_milds,1994,88.3161,0.8831610000000001,150.04,1.5004
Costa Rica,other_milds,1994,81.3628,0.8136279999999999,150.04,1.5004
Cuba,other_milds,1994,203.5302,2.035302,150.04,1.5004
Democratic Republic of Congo,other_milds,1994,,,150.04,1.5004
Dominican Republic,other_milds,1994,112.264,1.1226399999999999,150.04,1.5004
Ecuador,other_milds,1994,76.4202,0.7642019999999999,150.04,1.5004
El Salvador,other_milds,1994,99.2603,0.992603,150.04,1.5004
Guatemala,other_milds,1994,75.3208,0.7532080000000001,150.04,1.5004
Haiti,other_milds,1994,25.8735,0.258735,150.04,1.5004
Honduras,other_milds,1994,81.5661,0.8156610000000001,150.04,1.5004
India,other_milds,1994,78.4057,0.784057,150.04,1.5004
Jamaica,other_milds,1994,290.5986,2.905986,150.04,1.5004
Madagascar,other_milds,1994,,,150.04,1.5004
Malawi,other_milds,1994,92.4135,0.924135,150.04,1.5004
Mexico,other_milds,1994,157.9099,1.579099,150.04,1.5004
Nicaragua,other_milds,1994,,,150.04,1.5004
Panama,other_milds,1994,80.119,0.80119,150.04,1.5004
Papua New Guinea,other_milds,1994,149.0779,1.490779,150.04,1.5004
Peru,other_milds,1994,88.1397,0.8813970000000001,150.04,1.5004
Rwanda,other_milds,1994,49.4221,0.494221,150.04,1.5004
Sri Lanka,other_milds,1994,71.9905,0.719905,150.04,1.5004
Uganda,other_milds,1994,75.4993,0.754993,150.04,1.5004
Venezuela,other_milds,1994,,,150.04,1.5004
Zambia,other_milds,1994,88.2671,0.882671,150.04,1.5004
Zimbabwe,other_milds,1994,,,150.04,1.5004
Angola,brazilian_naturals,1994,,,143.24,1.4324000000000001
Brazil,brazilian_naturals,1994,114.5687,1.1456870000000001,143.24,1.4324000000000001
Ethiopia,brazilian_naturals,1994,109.546,1.09546,143.24,1.4324000000000001
Indonesia,brazilian_naturals,1994,173.5073,1.7350729999999999,143.24,1.4324000000000001
Philippines,brazilian_naturals,1994,99.6167,0.9961669999999999,143.24,1.4324000000000001
Thailand,brazilian_naturals,1994,,,143.24,1.4324000000000001
Viet Nam,brazilian_naturals,1994,,,143.24,1.4324000000000001
Angola,robustas,1994,,,118.87,1.1887
Benin,robustas,1994,,,118.87,1.1887
Brazil,robustas,1994,85.4261,0.854261,118.87,1.1887
Burundi,robustas,1994,41.4499,0.414499,118.87,1.1887
Cameroon,robustas,1994,29.8547,0.298547,118.87,1.1887
Central African Republic,robustas,1994,32.742,0.32742,118.87,1.1887
Congo,robustas,1994,8.7749,0.08774900000000001,118.87,1.1887
Côte d'Ivoire,robustas,1994,29.7788,0.297788,118.87,1.1887
Democratic Republic of Congo,robustas,1994,,,118.87,1.1887
Ecuador,robustas,1994,63.2941,0.632941,118.87,1.1887
Gabon,robustas,1994,27.7637,0.277637,118.87,1.1887
Ghana,robustas,1994,,,118.87,1.1887
Guinea,robustas,1994,61.3323,0.613323,118.87,1.1887
India,robustas,1994,56.4636,0.564636,118.87,1.1887
Indonesia,robustas,1994,91.3781,0.9137810000000001,118.87,1.1887
Liberia,robustas,1994,,,118.87,1.1887
Madagascar,robustas,1994,43.9881,0.439881,118.87,1.1887
Nigeria,robustas,1994,51.554,0.51554,118.87,1.1887
Papua New Guinea,robustas,1994,95.6374,0.956374,118.87,1.1887
Philippines,robustas,1994,94.6608,0.9466079999999999,118.87,1.1887
Sierra Leone,robustas,1994,,,118.87,1.1887
Sri Lanka,robustas,1994,71.9905,0.719905,118.87,1.1887
Tanzania,robustas,1994,24.0035,0.240035,118.87,1.1887
Thailand,robustas,1994,18.7899,0.18789899999999998,118.87,1.1887
Togo,robustas,1994,25.9924,0.259924,118.87,1.1887
Trinidad & Tobago,robustas,1994,64.1384,0.6413840000000001,118.87,1.1887
Uganda,robustas,1994,41.6628,0.416628,118.87,1.1887
Viet Nam,robustas,1994,86.0079,0.860079,118.87,1.1887
Colombia,colombian_milds,1995,99.6231,0.996231,158.33,1.5833000000000002
Kenya,colombian_milds,1995,140.1651,1.401651,158.33,1.5833000000000002
Tanzania,colombian_milds,1995,86.7599,0.867599,158.33,1.5833000000000002
Bolivia (Plurinational State of),other_milds,1995,76.9867,0.769867,151.15,1.5115
Burundi,other_milds,1995,56.6854,0.566854,151.15,1.5115
Cameroon,other_milds,1995,85.2593,0.8525929999999999,151.15,1.5115
Costa Rica,other_milds,1995,88.2256,0.882256,151.15,1.5115
Cuba,other_milds,1995,188.601,1.88601,151.15,1.5115
Democratic Republic of Congo,other_milds,1995,51.1246,0.511246,151.15,1.5115
Dominican Republic,other_milds,1995,109.2636,1.092636,151.15,1.5115
Ecuador,other_milds,1995,173.3047,1.733047,151.15,1.5115
El Salvador,other_milds,1995,100.5128,1.005128,151.15,1.5115
Guatemala,other_milds,1995,99.34,0.9934000000000001,151.15,1.5115
Haiti,other_milds,1995,36.2968,0.36296799999999996,151.15,1.5115
Honduras,other_milds,1995,102.5493,1.025493,151.15,1.5115
India,other_milds,1995,84.7157,0.8471569999999999,151.15,1.5115
Jamaica,other_milds,1995,284.2448,2.842448,151.15,1.5115
Madagascar,other_milds,1995,87.3469,0.873469,151.15,1.5115
Malawi,other_milds,1995,125.2991,1.252991,151.15,1.5115
Mexico,other_milds,1995,162.7935,1.627935,151.15,1.5115
Nicaragua,other_milds,1995,,,151.15,1.5115
Panama,other_milds,1995,97.3754,0.973754,151.15,1.5115
Papua New Guinea,other_milds,1995,83.9783,0.8397830000000001,151.15,1.5115
Peru,other_milds,1995,95.8392,0.958392,151.15,1.5115
Rwanda,other_milds,1995,54.9261,0.549261,151.15,1.5115
Sri Lanka,other_milds,1995,98.9851,0.989851,151.15,1.5115
Uganda,other_milds,1995,68.259,0.68259,151.15,1.5115
Venezuela,other_milds,1995,,,151.15,1.5115
Zambia,other_milds,1995,69.2634,0.6926340000000001,151.15,1.5115
Zimbabwe,other_milds,1995,,,151.15,1.5115
Angola,brazilian_naturals,1995,,,145.95,1.4594999999999998
Brazil,brazilian_naturals,1995,115.5228,1.1552280000000001,145.95,1.4594999999999998
Ethiopia,brazilian_naturals,1995,115.0172,1.150172,145.95,1.4594999999999998
Indonesia,brazilian_naturals,1995,,,145.95,1.4594999999999998
Philippines,brazilian_naturals,1995,106.301,1.06301,145.95,1.4594999999999998
Thailand,brazilian_naturals,1995,,,145.95,1.4594999999999998
Viet Nam,brazilian_naturals,1995,,,145.95,1.4594999999999998
Angola,robustas,1995,,,125.68,1.2568000000000001
Benin,robustas,1995,,,125.68,1.2568000000000001
Brazil,robustas,1995,97.4999,0.974999,125.68,1.2568000000000001
Burundi,robustas,1995,42.3356,0.423356,125.68,1.2568000000000001
Cameroon,robustas,1995,52.0795,0.520795,125.68,1.2568000000000001
Central African Republic,robustas,1995,57.1888,0.571888,125.68,1.2568000000000001
Congo,robustas,1995,27.2813,0.272813,125.68,1.2568000000000001
Côte d'Ivoire,robustas,1995,59.4027,0.5940270000000001,125.68,1.2568000000000001
Democratic Republic of Congo,robustas,1995,28.3495,0.283495,125.68,1.2568000000000001
Ecuador,robustas,1995,143.6162,1.436162,125.68,1.2568000000000001
Gabon,robustas,1995,40.9219,0.409219,125.68,1.2568000000000001
Ghana,robustas,1995,,,125.68,1.2568000000000001
Guinea,robustas,1995,92.2648,0.9226479999999999,125.68,1.2568000000000001
India,robustas,1995,66.5331,0.665331,125.68,1.2568000000000001
Indonesia,robustas,1995,95.6672,0.956672,125.68,1.2568000000000001
Liberia,robustas,1995,,,125.68,1.2568000000000001
Madagascar,robustas,1995,58.7292,0.587292,125.68,1.2568000000000001
Nigeria,robustas,1995,,,125.68,1.2568000000000001
Papua New Guinea,robustas,1995,66.3073,0.663073,125.68,1.2568000000000001
Philippines,robustas,1995,104.3144,1.043144,125.68,1.2568000000000001
Sierra Leone,robustas,1995,,,125.68,1.2568000000000001
Sri Lanka,robustas,1995,93.2376,0.932376,125.68,1.2568000000000001
Tanzania,robustas,1995,44.6094,0.446094,125.68,1.2568000000000001
Thailand,robustas,1995,36.8393,0.368393,125.68,1.2568000000000001
Togo,robustas,1995,61.4095,0.6140950000000001,125.68,1.2568000000000001
Trinidad & Tobago,robustas,1995,63.8905,0.6389050000000001,125.68,1.2568000000000001
Uganda,robustas,1995,59.7927,0.597927,125.68,1.2568000000000001
Viet Nam,robustas,1995,95.1844,0.9518439999999999,125.68,1.2568000000000001
Colombia,colombian_milds,1996,93.5556,0.9355559999999999,131.23,1.3122999999999998
Kenya,colombian_milds,1996,110.036,1.10036,131.23,1.3122999999999998
Tanzania,colombian_milds,1996,62.5345,0.625345,131.23,1.3122999999999998
Bolivia (Plurinational State of),other_milds,1996,57.1799,0.5717990000000001,122.21,1.2221
Burundi,other_milds,1996,51.9721,0.519721,122.21,1.2221
Cameroon,other_milds,1996,80.9459,0.8094589999999999,122.21,1.2221
Costa Rica,other_milds,1996,92.7809,0.927809,122.21,1.2221
Cuba,other_milds,1996,188.5711,1.885711,122.21,1.2221
Democratic Republic of Congo,other_milds,1996,68.0387,0.6803870000000001,122.21,1.2221
Dominican Republic,other_milds,1996,87.671,0.8767100000000001,122.21,1.2221
Ecuador,other_milds,1996,141.1327,1.411327,122.21,1.2221
El Salvador,other_milds,1996,75.0201,0.750201,122.21,1.2221
Guatemala,other_milds,1996,83.7674,0.8376739999999999,122.21,1.2221
Haiti,other_milds,1996,28.1373,0.281373,122.21,1.2221
Honduras,other_milds,1996,67.6608,0.676608,122.21,1.2221
India,other_milds,1996,78.3183,0.783183,122.21,1.2221
Jamaica,other_milds,1996,332.1091,3.321091,122.21,1.2221
Madagascar,other_milds,1996,94.7194,0.947194,122.21,1.2221
Malawi,other_milds,1996,95.6576,0.956576,122.21,1.2221
Mexico,other_milds,1996,123.4396,1.234396,122.21,1.2221
Nicaragua,other_milds,1996,,,122.21,1.2221
Panama,other_milds,1996,100.9089,1.0090890000000001,122.21,1.2221
Papua New Guinea,other_milds,1996,95.0217,0.950217,122.21,1.2221
Peru,other_milds,1996,77.7005,0.7770050000000001,122.21,1.2221
Rwanda,other_milds,1996,55.4431,0.554431,122.21,1.2221
Sri Lanka,other_milds,1996,,,122.21,1.2221
Uganda,other_milds,1996,52.9977,0.529977,122.21,1.2221
