country,indicator_name,calendar_year,price_paid_cents_per_lb,price_paid_dollars_per_lb,indicator_price_cents_per_lb_ann,indicator_price_dollars_per_lb_ann
Viet Nam,robustas,2015,,,88.05,0.8805
Colombia,colombian_milds,2016,123.5571,1.235571,155.29,1.5529
Kenya,colombian_milds,2016,,,155.29,1.5529
Tanzania,colombian_milds,2016,,,155.29,1.5529
Bolivia (Plurinational State of),other_milds,2016,271.7944,2.717944,163.8,1.6380000000000001
Burundi,other_milds,2016,,,163.8,1.6380000000000001
Cameroon,other_milds,2016,,,163.8,1.6380000000000001
Costa Rica,other_milds,2016,129.1077,1.291077,163.8,1.6380000000000001
Cuba,other_milds,2016,235.7138,2.357138,163.8,1.6380000000000001
Democratic Republic of Congo,other_milds,2016,,,163.8,1.6380000000000001
Dominican Republic,other_milds,2016,177.1862,1.771862,163.8,1.6380000000000001
Ecuador,other_milds,2016,,,163.8,1.6380000000000001
El Salvador,other_milds,2016,89.5328,0.8953279999999999,163.8,1.6380000000000001
Guatemala,other_milds,2016,135.4671,1.354671,163.8,1.6380000000000001
Haiti,other_milds,2016,,,163.8,1.6380000000000001
Honduras,other_milds,2016,93.1681,0.931681,163.8,1.6380000000000001
India,other_milds,2016,132.2063,1.322063,163.8,1.6380000000000001
Jamaica,other_milds,2016,,,163.8,1.6380000000000001
Madagascar,other_milds,2016,,,163.8,1.6380000000000001
Malawi,other_milds,2016,,,163.8,1.6380000000000001
Mexico,other_milds,2016,,,163.8,1.6380000000000001
Nicaragua,other_milds,2016,,,163.8,1.6380000000000001
Panama,other_milds,2016,,,163.8,1.6380000000000001
Papua New Guinea,other_milds,2016,57.5014,0.5750139999999999,163.8,1.6380000000000001
Peru,other_milds,2016,78.8416,0.788416,163.8,1.6380000000000001
Rwanda,other_milds,2016,,,163.8,1.6380000000000001
Sri Lanka,other_milds,2016,,,163.8,1.6380000000000001
Uganda,other_milds,2016,71.0947,0.710947,163.8,1.6380000000000001
Venezuela,other_milds,2016,,,163.8,1.6380000000000001
Zambia,other_milds,2016,,,163.8,1.6380000000000001
Zimbabwe,other_milds,2016,,,163.8,1.6380000000000001
Angola,brazilian_naturals,2016,100.4557,1.004557,137.78,1.3778
Brazil,brazilian_naturals,2016,107.8306,1.078306,137.78,1.3778
Ethiopia,brazilian_naturals,2016,87.3074,0.873074,137.78,1.3778
Indonesia,brazilian_naturals,2016,,,137.78,1.3778
Philippines,brazilian_naturals,2016,,,137.78,1.3778
Thailand,brazilian_naturals,2016,,,137.78,1.3778
Viet Nam,brazilian_naturals,2016,,,137.78,1.3778
Angola,robustas,2016,78.3331,0.783331,88.59,0.8859
Benin,robustas,2016,,,88.59,0.8859
Brazil,robustas,2016,92.7777,0.927777,88.59,0.8859
Burundi,robustas,2016,,,88.59,0.8859
Cameroon,robustas,2016,,,88.59,0.8859
Central African Republic,robustas,2016,30.7434,0.307434,88.59,0.8859
Congo,robustas,2016,,,88.59,0.8859
Côte d'Ivoire,robustas,2016,52.7617,0.527617,88.59,0.8859
Democratic Republic of Congo,robustas,2016,,,88.59,0.8859
Ecuador,robustas,2016,,,88.59,0.8859
Gabon,robustas,2016,,,88.59,0.8859
Ghana,robustas,2016,38.479,0.38478999999999997,88.59,0.8859
Guinea,robustas,2016,,,88.59,0.8859
India,robustas,2016,82.712,0.8271200000000001,88.59,0.8859
Indonesia,robustas,2016,,,88.59,0.8859
Liberia,robustas,2016,,,88.59,0.8859
Madagascar,robustas,2016,,,88.59,0.8859
Nigeria,robustas,2016,,,88.59,0.8859
Papua New Guinea,robustas,2016,21.5373,0.21537299999999998,88.59,0.8859
Philippines,robustas,2016,,,88.59,0.8859
Sierra Leone,robustas,2016,,,88.59,0.8859
Sri Lanka,robustas,2016,,,88.59,0.8859
Tanzania,robustas,2016,,,88.59,0.8859
Thailand,robustas,2016,,,88.59,0.8859
Togo,robustas,2016,65.7322,0.6573220000000001,88.59,0.8859
Trinidad & Tobago,robustas,2016,,,88.59,0.8859
Uganda,robustas,2016,59.4124,0.594124,88.59,0.8859
Viet Nam,robustas,2016,,,88.59,0.8859
Colombia,colombian_milds,2017,125.7612,1.257612,152.39,1.5238999999999998
Kenya,colombian_milds,2017,,,152.39,1.5238999999999998
Tanzania,colombian_milds,2017,,,152.39,1.5238999999999998
Bolivia (Plurinational State of),other_milds,2017,471.6169,4.716169,150.74,1.5074
Burundi,other_milds,2017,,,150.74,1.5074
Cameroon,other_milds,2017,,,150.74,1.5074
Costa Rica,other_milds,2017,138.0947,1.380947,150.74,1.5074
Cuba,other_milds,2017,235.7138,2.357138,150.74,1.5074
Democratic Republic of Congo,other_milds,2017,62.369,0.62369,150.74,1.5074
Dominican Republic,other_milds,2017,173.3619,1.733619,150.74,1.5074
Ecuador,other_milds,2017,,,150.74,1.5074
El Salvador,other_milds,2017,87.6174,0.876174,150.74,1.5074
Guatemala,other_milds,2017,134.1238,1.341238,150.74,1.5074
Haiti,other_milds,2017,,,150.74,1.5074
Honduras,other_milds,2017,90.7663,0.907663,150.74,1.5074
India,other_milds,2017,135.7525,1.3575249999999999,150.74,1.5074
Jamaica,other_milds,2017,,,150.74,1.5074
Madagascar,other_milds,2017,,,150.74,1.5074
Malawi,other_milds,2017,,,150.74,1.5074
Mexico,other_milds,2017,,,150.74,1.5074
Nicaragua,other_milds,2017,,,150.74,1.5074
Panama,other_milds,2017,,,150.74,1.5074
Papua New Guinea,other_milds,2017,,,150.74,1.5074
Peru,other_milds,2017,,,150.74,1.5074
Rwanda,other_milds,2017,,,150.74,1.5074
Sri Lanka,other_milds,2017,,,150.74,1.5074
Uganda,other_milds,2017,76.9963,0.7699630000000001,150.74,1.5074
Venezuela,other_milds,2017,,,150.74,1.5074
Zambia,other_milds,2017,,,150.74,1.5074
Zimbabwe,other_milds,2017,,,150.74,1.5074
Angola,brazilian_naturals,2017,159.4754,1.594754,131.91,1.3191
Brazil,brazilian_naturals,2017,110.4757,1.104757,131.91,1.3191
Ethiopia,brazilian_naturals,2017,81.5073,0.815073,131.91,1.3191
Indonesia,brazilian_naturals,2017,,,131.91,1.3191
Philippines,brazilian_naturals,2017,,,131.91,1.3191
Thailand,brazilian_naturals,2017,,,131.91,1.3191
Viet Nam,brazilian_naturals,2017,,,131.91,1.3191
Angola,robustas,2017,132.1367,1.321367,100.95,1.0095
Benin,robustas,2017,,,100.95,1.0095
Brazil,robustas,2017,98.2114,0.9821139999999999,100.95,1.0095
Burundi,robustas,2017,,,100.95,1.0095
Cameroon,robustas,2017,,,100.95,1.0095
Central African Republic,robustas,2017,,,100.95,1.0095
Congo,robustas,2017,,,100.95,1.0095
Côte d'Ivoire,robustas,2017,58.5604,0.585604,100.95,1.0095
Democratic Republic of Congo,robustas,2017,45.3592,0.453592,100.95,1.0095
Ecuador,robustas,2017,,,100.95,1.0095
Gabon,robustas,2017,,,100.95,1.0095
Ghana,robustas,2017,40.8853,0.408853,100.95,1.0095
Guinea,robustas,2017,,,100.95,1.0095
India,robustas,2017,94.968,0.9496800000000001,100.95,1.0095
Indonesia,robustas,2017,,,100.95,1.0095
Liberia,robustas,2017,,,100.95,1.0095
Madagascar,robustas,2017,,,100.95,1.0095
Nigeria,robustas,2017,,,100.95,1.0095
Papua New Guinea,robustas,2017,,,100.95,1.0095
Philippines,robustas,2017,,,100.95,1.0095
Sierra Leone,robustas,2017,,,100.95,1.0095
Sri Lanka,robustas,2017,,,100.95,1.0095
Tanzania,robustas,2017,,,100.95,1.0095
Thailand,robustas,2017,,,100.95,1.0095
Togo,robustas,2017,68.7301,0.6873009999999999,100.95,1.0095
Trinidad & Tobago,robustas,2017,,,100.95,1.0095
Uganda,robustas,2017,63.9549,0.639549,100.95,1.0095
Viet Nam,robustas,2017,,,100.95,1.0095
Colombia,colombian_milds,2018,113.5179,1.135179,136.7025,1.367025
Kenya,colombian_milds,2018,,,136.7025,1.367025
Tanzania,colombian_milds,2018,,,136.7025,1.367025
Bolivia (Plurinational State of),other_milds,2018,455.146,4.5514600000000005,132.72,1.3272
Burundi,other_milds,2018,,,132.72,1.3272
Cameroon,other_milds,2018,70.7864,0.707864,132.72,1.3272
Costa Rica,other_milds,2018,,,132.72,1.3272
Cuba,other_milds,2018,,,132.72,1.3272
Democratic Republic of Congo,other_milds,2018,62.369,0.62369,132.72,1.3272
Dominican Republic,other_milds,2018,153.6147,1.536147,132.72,1.3272
Ecuador,other_milds,2018,,,132.72,1.3272
El Salvador,other_milds,2018,74.5321,0.745321,132.72,1.3272
Guatemala,other_milds,2018,122.1751,1.221751,132.72,1.3272
Haiti,other_milds,2018,,,132.72,1.3272
Honduras,other_milds,2018,84.0447,0.840447,132.72,1.3272
India,other_milds,2018,110.1196,1.101196,132.72,1.3272
Jamaica,other_milds,2018,,,132.72,1.3272
Madagascar,other_milds,2018,,,132.72,1.3272
Malawi,other_milds,2018,,,132.72,1.3272
Mexico,other_milds,2018,,,132.72,1.3272
Nicaragua,other_milds,2018,,,132.72,1.3272
Panama,other_milds,2018,,,132.72,1.3272
Papua New Guinea,other_milds,2018,,,132.72,1.3272
Peru,other_milds,2018,,,132.72,1.3272
Rwanda,other_milds,2018,,,132.72,1.3272
Sri Lanka,other_milds,2018,,,132.72,1.3272
Uganda,other_milds,2018,68.2531,0.682531,132.72,1.3272
Venezuela,other_milds,2018,,,132.72,1.3272
Zambia,other_milds,2018,,,132.72,1.3272
Zimbabwe,other_milds,2018,,,132.72,1.3272
Angola,brazilian_naturals,2018,120.5216,1.205216,113.62999999999998,1.1362999999999999
Brazil,brazilian_naturals,2018,90.7803,0.9078029999999999,113.62999999999998,1.1362999999999999
Ethiopia,brazilian_naturals,2018,70.6786,0.706786,113.62999999999998,1.1362999999999999
Indonesia,brazilian_naturals,2018,,,113.62999999999998,1.1362999999999999
Philippines,brazilian_naturals,2018,,,113.62999999999998,1.1362999999999999
Thailand,brazilian_naturals,2018,,,113.62999999999998,1.1362999999999999
Viet Nam,brazilian_naturals,2018,,,113.62999999999998,1.1362999999999999
Angola,robustas,2018,100.4347,1.004347,84.78833333333334,0.8478833333333334
Benin,robustas,2018,,,84.78833333333334,0.8478833333333334
Brazil,robustas,2018,67.4212,0.674212,84.78833333333334,0.8478833333333334
Burundi,robustas,2018,,,84.78833333333334,0.8478833333333334
Cameroon,robustas,2018,45.2247,0.452247,84.78833333333334,0.8478833333333334
Central African Republic,robustas,2018,,,84.78833333333334,0.8478833333333334
Congo,robustas,2018,,,84.78833333333334,0.8478833333333334
Côte d'Ivoire,robustas,2018,61.9708,0.6197079999999999,84.78833333333334,0.8478833333333334
Democratic Republic of Congo,robustas,2018,45.3595,0.45359499999999997,84.78833333333334,0.8478833333333334
Ecuador,robustas,2018,,,84.78833333333334,0.8478833333333334
Gabon,robustas,2018,,,84.78833333333334,0.8478833333333334
Ghana,robustas,2018,,,84.78833333333334,0.8478833333333334
Guinea,robustas,2018,,,84.78833333333334,0.8478833333333334
India,robustas,2018,78.4831,0.784831,84.78833333333334,0.8478833333333334
Indonesia,robustas,2018,,,84.78833333333334,0.8478833333333334
Liberia,robustas,2018,,,84.78833333333334,0.8478833333333334
Madagascar,robustas,2018,,,84.78833333333334,0.8478833333333334
Nigeria,robustas,2018,,,84.78833333333334,0.8478833333333334
Papua New Guinea,robustas,2018,,,84.78833333333334,0.8478833333333334
Philippines,robustas,2018,,,84.78833333333334,0.8478833333333334
Sierra Leone,robustas,2018,,,84.78833333333334,0.8478833333333334
Sri Lanka,robustas,2018,,,84.78833333333334,0.8478833333333334
Tanzania,robustas,2018,,,84.78833333333334,0.8478833333333334
Thailand,robustas,2018,,,84.78833333333334,0.8478833333333334
Togo,robustas,2018,70.9276,0.709276,84.78833333333334,0.8478833333333334
Trinidad & Tobago,robustas,2018,,,84.78833333333334,0.8478833333333334
Uganda,robustas,2018,57.2308,0.572308,84.78833333333334,0.8478833333333334
Viet Nam,robustas,2018,,,84.78833333333334,0.8478833333333334
Colombia,colombian_milds,2019,108.6836,1.086836,133.6,1.3359999999999999
Kenya,colombian_milds,2019,,,133.6,1.3359999999999999
Tanzania,colombian_milds,2019,,,133.6,1.3359999999999999
Bolivia (Plurinational State of),other_milds,2019,858.2941,8.582941,130.66,1.3066
Burundi,other_milds,2019,,,130.66,1.3066
Cameroon,other_milds,2019,70.8467,0.708467,130.66,1.3066
Costa Rica,other_milds,2019,,,130.66,1.3066
Cuba,other_milds,2019,,,130.66,1.3066
Democratic Republic of Congo,other_milds,2019,62.369,0.62369,130.66,1.3066
Dominican Republic,other_milds,2019,148.262,1.48262,130.66,1.3066
Ecuador,other_milds,2019,,,130.66,1.3066
El Salvador,other_milds,2019,65.551,0.65551,130.66,1.3066
Guatemala,other_milds,2019,,,130.66,1.3066
Haiti,other_milds,2019,,,130.66,1.3066
Honduras,other_milds,2019,72.3684,0.723684,130.66,1.3066
India,other_milds,2019,105.9568,1.059568,130.66,1.3066
Jamaica,other_milds,2019,,,130.66,1.3066
Madagascar,other_milds,2019,,,130.66,1.3066
Malawi,other_milds,2019,,,130.66,1.3066
Mexico,other_milds,2019,,,130.66,1.3066
Nicaragua,other_milds,2019,,,130.66,1.3066
Panama,other_milds,2019,,,130.66,1.3066
Papua New Guinea,other_milds,2019,,,130.66,1.3066
Peru,other_milds,2019,,,130.66,1.3066
Rwanda,other_milds,2019,,,130.66,1.3066
Sri Lanka,other_milds,2019,,,130.66,1.3066
Uganda,other_milds,2019,60.8494,0.608494,130.66,1.3066
Venezuela,other_milds,2019,,,130.66,1.3066
Zambia,other_milds,2019,,,130.66,1.3066
Zimbabwe,other_milds,2019,,,130.66,1.3066
Angola,brazilian_naturals,2019,,,101.53,1.0153
Brazil,brazilian_naturals,2019,81.483,0.81483,101.53,1.0153
Ethiopia,brazilian_naturals,2019,69.3104,0.693104,101.53,1.0153
Indonesia,brazilian_naturals,2019,,,101.53,1.0153
Philippines,brazilian_naturals,2019,,,101.53,1.0153
Thailand,brazilian_naturals,2019,,,101.53,1.0153
Viet Nam,brazilian_naturals,2019,,,101.53,1.0153
Angola,robustas,2019,,,73.56,0.7356
Benin,robustas,2019,,,73.56,0.7356
Brazil,robustas,2019,56.4532,0.564532,73.56,0.7356
Burundi,robustas,2019,,,73.56,0.7356
Cameroon,robustas,2019,45.2632,0.452632,73.56,0.7356
Central African Republic,robustas,2019,,,73.56,0.7356
Congo,robustas,2019,,,73.56,0.7356
Côte d'Ivoire,robustas,2019,,,73.56,0.7356
Democratic Republic of Congo,robustas,2019,45.3592,0.453592,73.56,0.7356
Ecuador,robustas,2019,,,73.56,0.7356
Gabon,robustas,2019,,,73.56,0.7356
Ghana,robustas,2019,,,73.56,0.7356
Guinea,robustas,2019,,,73.56,0.7356
India,robustas,2019,70.6774,0.706774,73.56,0.7356
Indonesia,robustas,2019,,,73.56,0.7356
Liberia,robustas,2019,,,73.56,0.7356
Madagascar,robustas,2019,,,73.56,0.7356
Nigeria,robustas,2019,,,73.56,0.7356
Papua New Guinea,robustas,2019,,,73.56,0.7356
Philippines,robustas,2019,,,73.56,0.7356
Sierra Leone,robustas,2019,,,73.56,0.7356
Sri Lanka,robustas,2019,,,73.56,0.7356
Tanzania,robustas,2019,,,73.56,0.7356
Thailand,robustas,2019,,,73.56,0.7356
Togo,robustas,2019,70.5011,0.7050109999999999,73.56,0.7356
Trinidad & Tobago,robustas,2019,,,73.56,0.7356
Uganda,robustas,2019,54.6081,0.546081,73.56,0.7356
Viet Nam,robustas,2019,,,73.56,0.7356
