country,harvest_group,crop_year,crop_year_beg,crop_year_end,openstock_1k_bags,openstock_kg,openstock_lb,production_1k_bags,production_kg,production_lb,consumption_1k_bags,consumption_kg,consumption_lb,exports_1k_bags,exports_kg,exports_lb,closestock_1k_bags,closestock_kg,closestock_lb,imports_1k_bags,imports_kg,imports_lb,stock_adj_1k_bags,stock_adj_kg,stock_adj_lb,population_beg,population_mid,population_end
Madagascar,April,2004/05,2004,2005,42.367,2542020.0,5604194.7971951375,521.66,31299599.999999996,69003806.21485625,467.0,28020000.0,61773525.864237,85.444,5126640.0,11302306.518081084,11.58,694980.0,1532168.63,0.0,0.0,0.0,0.0030000000000001137,0.0,-0.00026668678037822247,17983893.0,18250774.0,18517655.0
Madagascar,April,2005/06,2005,2006,11.583,694980.0,1532168.629733313,599.149,35948940.0,79253846.35552834,467.0,28020000.0,61773525.864237,123.482,7408920.0,16333872.635476902,20.25,1215000.0,2678616.49,0.0,0.0,0.0,0.0,0.0,-0.004452250432223082,18517655.0,18792171.0,19066686.0
Madagascar,April,2006/07,2006,2007,20.25,1215000.0,2678616.48554775,586.51,35190600.0,77581992.83647461,467.0,28020000.0,61773525.864237,131.427,7885620.0,17384816.239312798,8.33,499980.0,1102267.22,0.0,0.0,0.0,0.0030000000000001137,0.0,-0.0015274370089173317,19066686.0,19350299.0,19633911.0
Madagascar,April,2007/08,2007,2008,8.333,499980.0,1102267.218472563,614.1661,36849966.0,81240268.65800336,467.0,28020000.0,61773525.864237,155.4991,9329946.0,20569010.01223892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19633911.0,19924958.0,20216005.0
Madagascar,April,2008/09,2008,2009,0.0,0.0,0.0,727.6884,43661304.0,96256698.4978699,467.0,28020000.0,61773525.864237,149.6884,8981304.0,19800385.972111892,111.0,6660000.0,14682786.66,0.0,0.0,0.0,0.0,0.0,0.0015210006386041641,20216005.0,20513599.0,20811193.0
Madagascar,April,2009/10,2009,2010,111.0,6660000.0,14682786.661521,456.9613,27417678.0,60445633.157399066,467.0,28020000.0,61773525.864237,44.9613,2697678.0,5947361.9452670645,56.0,3360000.0,7407532.01,0.0,0.0,0.0,0.0,0.0,-0.000583999790251255,20811193.0,21117092.0,21422991.0
Madagascar,April,2010/11,2010,2011,56.0,3360000.0,7407532.009416,529.7233,31783398.000000004,70070398.23006205,467.0,28020000.0,61773525.864237,88.7233,5323397.999999999,11736083.655911045,30.0,1800000.0,3968320.72,0.0,0.0,0.0,0.0,0.0,-0.0006699999794363976,21422991.0,21731053.0,22039115.0
Madagascar,April,2011/12,2011,2012,30.0,1800000.0,3968320.71933,584.8528,35091168.0,77362782.79993883,450.0,27000000.0,59524810.78995,134.8528,8091167.999999999,17837972.00998882,30.0,1800000.0,3968320.72,0.0,0.0,0.0,0.0,0.0,-0.0006699999794363976,22039115.0,22348158.0,22657201.0
Madagascar,April,2012/13,2012,2013,30.0,1800000.0,3968320.71933,499.7094,29982564.0,66100238.85546543,430.0,25800000.0,56879263.64373,89.7094,5382564.000000001,11866522.357955426,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,22657201.0,22966240.0,23275279.0
Madagascar,April,2013/14,2013,2014,10.0,600000.0,1322773.57311,584.4758,35068548.0,77312914.23623258,410.0,24600000.0,54233716.49751,174.4758,10468548.0,23079197.738722574,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,23275279.0,23588073.0,23900868.0
Madagascar,April,2014/15,2014,2015,10.0,600000.0,1322773.57311,501.4544,30087264.0,66331062.84397312,390.0,23400000.0,51588169.35129,111.4544,6687264.000000001,14742893.49268312,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,23900868.0,24215976.0,24531083.0
Madagascar,April,2015/16,2015,2016,10.0,600000.0,1322773.57311,414.232,24853920.0,54793514.273650154,370.0,22200000.0,48942622.205070004,44.232,2653920.0,5850892.0685801525,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,24531083.0,24850912.0,25170742.0
Madagascar,April,2016/17,2016,2017,10.0,600000.0,1322773.57311,452.7566,27165396.0,59889446.553113505,360.0,21600000.0,47619848.63196,92.7566,5565396.0,12269597.921153503,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,25170742.0,25501941.0,25833139.0
Madagascar,April,2017/18,2017,2018,10.0,600000.0,1322773.57311,404.1924,24251544.0,53465502.517190635,365.0,21900000.0,48281235.418515,39.1924,2351544.0,5184267.098675637,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,25833139.0,26169542.0,26505945.0
Madagascar,April,2018/19,2018,2019,10.0,600000.0,1322773.57311,379.3768,22762608.0,50182960.529103786,375.0,22500000.0,49604008.991625,4.3768,262608.0,578951.5374787848,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,26505945.0,26846541.0,27187137.0
Madagascar,April,2019/20,2019,2020,10.0,600000.0,1322773.57311,383.3125,22998750.0,50703564.52427269,375.0,22500000.0,49604008.991625,8.3125,498750.0,1099555.5326476875,10.0,600000.0,1322773.57,0.0,0.0,0.0,,,,27187137.0,27533134.0,27879131.0
Malawi,April,1990/91,1990,1991,20.0,1200000.0,2645547.14622,104.628,6277680.0,13839915.340735309,2.0,120000.0,264554.714622,103.628,6217680.0,13707637.983424308,19.0,1140000.0,2513269.79,0.0,0.0,0.0,0.0,0.0,-0.0010910001583397388,9382008.0,9539665.0,9697322.0
Malawi,April,1991/92,1991,1992,19.0,1140000.0,2513269.788909,124.286,7457160.0,16440223.630754946,2.0,120000.0,264554.714622,122.286,7337160.0,16175668.916132946,19.0,1140000.0,2513269.79,0.0,0.0,0.0,0.0,0.0,-0.0010910001583397388,9697322.0,9831584.0,9965845.0
Malawi,April,1992/93,1992,1993,19.0,1140000.0,2513269.788909,137.161,8229660.0,18143294.606134072,2.0,120000.0,264554.714622,129.161,7749660.0,17085075.74764607,25.0,1500000.0,3306933.93,0.0,0.0,0.0,0.0,0.0,0.0027749999426305294,9965845.0,10115420.0,10264995.0
Malawi,April,1993/94,1993,1994,25.0,1500000.0,3306933.932775,62.111,3726660.0,8215878.939943521,2.0,120000.0,264554.714622,75.111,4506660.0,9935484.58498652,10.0,600000.0,1322773.57,0.0,0.0,0.0,0.0,0.0,0.003109999932348728,10264995.0,10257233.0,10249471.0
Malawi,April,1994/95,1994,1995,10.0,600000.0,1322773.57311,84.112,5046720.0,11126113.078142833,2.0,120000.0,264554.714622,87.112,5226720.0,11522945.150075832,5.0,300000.0,661386.79,0.0,0.0,0.0,0.0,0.0,-0.0034450000384822488,10249471.0,10131799.0,10014128.0
Malawi,April,1995/96,1995,1996,5.0,300000.0,661386.786555,91.235,5474100.0,12068324.694269085,2.0,120000.0,264554.714622,81.235,4874100.0,10745551.121159086,13.0,780000.0,1719605.65,0.0,0.0,0.0,0.0,0.0,-0.00495699979364872,10014128.0,10112816.0,10211503.0
Malawi,April,1996/97,1996,1997,13.0,780000.0,1719605.645043,48.65,2919000.0,6435293.43318015,2.0,120000.0,264554.714622,57.65,3459000.0,7625789.64897915,2.0,120000.0,264554.71,0.0,0.0,0.0,0.0,0.0,0.004621999978553504,10211503.0,10310528.0,10409553.0
Malawi,April,1997/98,1997,1998,2.0,120000.0,264554.714622,60.82,3649200.0,8045108.87165502,2.0,120000.0,264554.714622,57.82,3469200.0,7648276.7997220205,3.0,180000.0,396832.07,0.0,0.0,0.0,0.0,0.0,0.0019329999922774732,10409553.0,10512678.0,10615803.0
Malawi,April,1998/99,1998,1999,3.0,180000.0,396832.071933,64.321,3859260.0,8508211.899600832,2.0,120000.0,264554.714622,62.321,3739260.0,8243657.184978831,3.0,180000.0,396832.07,0.0,0.0,0.0,0.0,0.0,0.0019329999922774732,10615803.0,10732456.0,10849109.0
Malawi,April,1999/00,1999,2000,3.0,180000.0,396832.071933,59.0,3540000.0,7804364.081349,1.0,60000.0,132277.357311,52.0,3120000.0,6878422.580172,9.0,540000.0,1190496.22,0.0,0.0,0.0,0.0,0.0,-0.004200999857857823,10849109.0,10973956.0,11098802.0
Malawi,April,2000/01,2000,2001,9.0,540000.0,1190496.215799,63.138,3788280.0,8351727.785901918,1.0,60000.0,132277.357311,68.138,4088280.0,9013114.572456919,3.0,180000.0,396832.07,0.0,0.0,0.0,0.0,0.0,0.0019329999922774732,11098802.0,11229387.0,11359972.0
Malawi,April,2001/02,2001,2002,3.0,180000.0,396832.071933,60.39,3623400.0,7988229.60801129,1.0,60000.0,132277.357311,59.39,3563400.0,7855952.25070029,3.0,180000.0,396832.07,0.0,0.0,0.0,0.0,0.0,0.0019329999922774732,11359972.0,11498818.0,11637665.0
Malawi,April,2002/03,2002,2003,3.0,180000.0,396832.071933,42.464,2547840.0,5617025.700854304,1.0,60000.0,132277.357311,43.464,2607840.0,5749303.058165304,1.0,60000.0,132277.36,0.0,0.0,0.0,0.0,0.0,-0.0026889999862760305,11637665.0,11784498.0,11931332.0
Malawi,April,2003/04,2003,2004,1.0,60000.0,132277.357311,48.155,2889300.0,6369816.141311205,1.0,60000.0,132277.357311,47.155,2829300.0,6237538.784000205,1.0,60000.0,132277.36,0.0,0.0,0.0,0.0,0.0,-0.0026889999862760305,11931332.0,12087965.0,12244598.0
Malawi,April,2004/05,2004,2005,1.0,60000.0,132277.357311,20.615,1236900.0,2726897.720966265,1.0,60000.0,132277.357311,19.615,1176900.0,2594620.363655265,1.0,60000.0,132277.36,0.0,0.0,0.0,0.0,0.0,-0.0026889999862760305,12244598.0,12411342.0,12578086.0
Malawi,April,2005/06,2005,2006,1.0,60000.0,132277.357311,24.416,1464960.0,3229683.956105376,1.0,60000.0,132277.357311,21.416,1284960.0,2832851.8841723762,3.0,180000.0,396832.07,0.0,0.0,0.0,0.0,0.0,0.0019329999922774732,12578086.0,12755648.0,12933211.0
Malawi,April,2006/07,2006,2007,3.0,180000.0,396832.071933,16.663,999780.0,2204137.604873193,1.0,60000.0,132277.357311,16.663,999780.0,2204137.604873193,2.0,120000.0,264554.71,0.0,0.0,0.0,0.0,0.0,0.004621999978553504,12933211.0,13118306.0,13303402.0
Malawi,April,2007/08,2007,2008,2.0,120000.0,264554.714622,18.812,1128720.0,2488401.645734532,1.0,60000.0,132277.357311,19.812,1188720.0,2620679.003045532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13303402.0,13495463.0,13687524.0
Malawi,April,2008/09,2008,2009,0.0,0.0,0.0,20.753,1245180.0,2745151.996275183,1.0,60000.0,132277.357311,19.753,1185180.0,2612874.638964183,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,13687524.0,13889422.0,14091321.0
Malawi,April,2009/10,2009,2010,0.0,0.0,0.0,16.922,1015320.0,2238397.440416742,1.0,60000.0,132277.357311,15.922,955320.0,2106120.083105742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14091321.0,14298932.0,14506543.0
Malawi,April,2010/11,2010,2011,0.0,0.0,0.0,16.9285,1015710.0,2239257.2432392635,1.0,60000.0,132277.357311,15.9285,955710.0,2106979.8859282634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14506543.0,14718422.0,14930300.0
Malawi,April,2011/12,2011,2012,0.0,0.0,0.0,25.8264,1549583.9999999998,3416247.9408568097,1.0,60000.0,132277.357311,24.8264,1489583.9999999998,3283970.58354581,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,14930300.0,15146094.0,15361888.0
Malawi,April,2012/13,2012,2013,0.0,0.0,0.0,22.8262,1369572.0,3019389.413452348,1.0,60000.0,132277.357311,21.8262,1309572.0,2887112.056141348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15361888.0,15581250.0,15800613.0
Malawi,April,2013/14,2013,2014,0.0,0.0,0.0,27.7944,1667663.9999999998,3676569.780044858,1.0,60000.0,132277.357311,26.7944,1607663.9999999998,3544292.4227338578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15800613.0,16024776.0,16248938.0
Malawi,April,2014/15,2014,2015,0.0,0.0,0.0,24.7098,1482588.0000000002,3268547.043683348,1.0,60000.0,132277.357311,23.7098,1422588.0000000002,3136269.6863723486,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,16248938.0,16477966.0,16706994.999999998
Malawi,April,2015/16,2015,2016,0.0,0.0,0.0,21.2015,1272090.0,2804478.3910291665,1.0,60000.0,132277.357311,20.2015,1212090.0,2672201.0337181664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16706994.999999998,16938942.0,17170888.0
Malawi,April,2016/17,2016,2017,0.0,0.0,0.0,19.516,1170960.0,2581524.905281476,1.0,60000.0,132277.357311,18.516,1110960.0,2449247.547970476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17170888.0,17405624.0,17640359.0
Malawi,April,2017/18,2017,2018,0.0,0.0,0.0,14.4703,868218.0,1914093.0434973633,1.0,60000.0,132277.357311,13.4703,808218.0,1781815.6861863632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17640359.0,17881167.0,18121975.0
Malawi,April,2018/19,2018,2019,0.0,0.0,0.0,12.8656,771936.0,1701827.5682204016,1.0,60000.0,132277.357311,11.8656,711936.0,1569550.2109094015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18121975.0,18367883.0,18613791.0
Malawi,April,2019/20,2019,2020,0.0,0.0,0.0,16.0431,962585.9999999999,2122138.8710761038,1.0,60000.0,132277.357311,15.0431,902586.0,1989861.513765104,-0.0,-0.0,-0.0,0.0,0.0,0.0,,,,18613791.0,18867337.0,19120882.0
Mexico,October,1990/91,1990,1991,974.0,58440000.0,128838146.020914,4674.245,280454700.0,618296776.0241553,1374.0,82440000.0,181749088.945314,3526.245,211574700.0,466442369.8311272,748.0,44880000.0,98943463.27,0.0,0.0,0.0,0.0,0.0,-0.0013719946146011353,80900795.0,81720428.0,82540061.0
Mexico,October,1991/92,1991,1992,748.0,44880000.0,98943463.268628,4727.206,283632360.0,625302317.144703,1200.0,72000000.0,158732828.7732,3290.206,197412360.0,435219754.68879604,985.0,59100000.0,130293196.95,0.0,0.0,0.0,0.0,0.0,0.0013349950313568115,82540061.0,83351595.0,84163130.0
Mexico,October,1992/93,1992,1993,985.0,59100000.0,130293196.951335,3400.811,204048660.0,449850291.7941792,1300.0,78000000.0,171960564.5043,2884.561,173073660.0,381562106.08237547,201.25,12075000.0,26620818.16,0.0,0.0,0.0,0.0,0.0,-0.0011612512171268463,84163130.0,84993164.0,85823198.0
Mexico,October,1993/94,1993,1994,201.25,12075000.0,26620818.15883875,5023.488,301409280.0,664493717.1235207,1070.0,64200000.0,141536772.32277,3270.738,196244280.0,432644579.0966655,884.0,53040000.0,116933183.86,0.0,0.0,0.0,0.0,0.0,0.00292399525642395,85823198.0,86648447.0,87473695.0
Mexico,October,1994/95,1994,1995,884.0,53040000.0,116933183.862924,4158.777,249526620.0,550112031.2057687,1020.0,61200000.0,134922904.45722,3257.777,195466620.0,430930132.26855767,765.0,45900000.0,101192178.34,0.0,0.0,0.0,134.0,8040000.0,17725165.882588997,87473695.0,88314424.0,89155152.0
Mexico,October,1995/96,1995,1996,899.0,53940000.0,118917344.222589,5299.888,317993280.0,701055178.6842812,1179.0,70740000.0,155955004.269669,4578.888,274733280.0,605683204.0630502,441.0,26460000.0,58334314.57,0.0,0.0,0.0,83.0,4980000.0,10979020.660964005,89155152.0,89969572.0,90783993.0
Mexico,October,1996/97,1996,1997,524.0,31440000.0,69313335.230964,5109.551,306573060.0,675877903.3257774,1235.0,74100000.0,163362536.279085,4383.551,263013060.0,579844541.9179914,15.0,900000.0,1984160.36,0.0,0.0,0.0,193.0,11580000.0,25529529.960688002,90783993.0,91586555.0,92389117.0
Mexico,October,1997/98,1997,1998,208.0,12480000.0,27513690.320688,4801.561,288093660.0,635137800.0475625,1201.0,72060000.0,158865106.13051102,3882.561,232953660.0,513574908.6787535,0.0,0.0,0.0,74.0,4440000.0,9788524.44,195.0,11700000.0,25794084.675645,92389117.0,93183094.0,93977071.0
Mexico,October,1998/99,1998,1999,195.0,11700000.0,25794084.675645,4801.348,288080880.0,635109624.9704553,1108.0,66480000.0,146563311.900588,4136.348,248180880.0,547145182.3586402,0.0,0.0,0.0,248.0,14880000.0,32804784.61,10.0,600000.0,1322773.57311,93977071.0,94767284.0,95557498.0
Mexico,October,1999/00,1999,2000,10.0,600000.0,1322773.57311,6218.6765,373120590.0,822590093.3920189,1150.0,69000000.0,152118960.90765,5163.6765,309820590.0,683037481.428914,0.0,0.0,0.0,85.0,5100000.0,11243575.37,193.0,11580000.0,25529529.961023,95557498.0,96334810.0,97112122.0
Mexico,October,2000/01,2000,2001,193.0,11580000.0,25529529.961023,4814.9789,288898734.0,636912684.4002258,1305.0,78300000.0,172621951.290855,3636.9789,218218734.0,481089957.4878677,66.0,3960000.0,8730305.58,0.0,0.0,0.0,288.0,17280000.0,38095878.908094004,97112122.0,97873442.0,98634761.0
Mexico,October,2001/02,2001,2002,354.0,21240000.0,46826184.488094,4438.404,266304240.0,587100351.7985717,1500.0,90000000.0,198416035.9665,2893.404,173604240.0,382731834.7530767,399.0,23940000.0,52778665.57,0.0,0.0,0.0,0.0,0.0,-0.002911001443862915,98634761.0,99394288.0,100153815.0
Mexico,October,2002/03,2002,2003,399.0,23940000.0,52778665.567089,4351.426,261085560.0,575595131.8143755,1500.0,90000000.0,198416035.9665,2562.426,153745560.0,338950939.58499646,688.0,41280000.0,91006821.83,0.0,0.0,0.0,0.0,0.0,-3.199279308319092e-05,100153815.0,100917081.0,101680347.0
Mexico,October,2003/04,2003,2004,688.0,41280000.0,91006821.829968,4201.0193,252061158.0,555699731.0165071,1500.0,90000000.0,198416035.9665,2423.0193,145381158.0,320510589.7175491,966.0,57960000.0,127779927.16,0.0,0.0,0.0,0.0,0.0,0.0024259984493255615,101680347.0,102429341.0,103178335.0
Mexico,October,2004/05,2004,2005,966.0,57960000.0,127779927.162426,3867.3474,232040844.0,511562493.87556684,1500.0,90000000.0,198416035.9665,1907.3474,114440844.00000001,252298873.5460069,1426.0,85560000.0,188627511.53,0.0,0.0,0.0,0.0,0.0,-0.0045140087604522705,103178335.0,103945813.0,104713291.0
Mexico,October,2005/06,2005,2006,1426.0,85560000.0,188627511.525486,4224.6637,253479822.0,558827349.7637113,1725.0,103500000.0,228178441.361475,2507.6637,150459822.0,331707127.2607243,1418.0,85080000.0,187569292.67,0.0,0.0,0.0,0.0,0.0,-0.003001987934112549,104713291.0,105442402.0,106171512.0
Mexico,October,2006/07,2006,2007,1418.0,85080000.0,187569292.666998,4200.3381,252020285.99999997,555609623.6807067,2000.0,120000000.0,264554714.622,2893.3381,173600286.0,382723117.67522985,725.0,43500000.0,95901084.05,0.0,0.0,0.0,0.0,0.0,0.00047500431537628174,106171512.0,106886790.0,107602068.0
Mexico,October,2007/08,2007,2008,725.0,43500000.0,95901084.050475,4150.3183,249019098.0,548993136.7234821,2200.0,132000000.0,291010186.0842,2555.3183,153319098.0,338010751.8124371,120.0,7200000.0,15873282.88,0.0,0.0,0.0,0.0,0.0,-0.00267999991774559,107602068.0,108302973.0,109003878.0
Mexico,October,2008/09,2008,2009,120.0,7200000.0,15873282.87732,4650.6492,279038952.0,615175585.9565163,2200.0,132000000.0,291010186.0842,2774.6492,166478951.99999997,367023263.64108026,0.0,0.0,0.0,204.0,12240000.0,26984580.89,332.0,19920000.0,43916082.627252,109003878.0,109684489.0,110365099.0
Mexico,October,2009/10,2009,2010,332.0,19920000.0,43916082.627252,4108.6243,246517458.00000003,543477964.5877573,2200.0,132000000.0,291010186.0842,2566.6243,153997458.0,339506279.6141953,0.0,0.0,0.0,326.0,19560000.0,43122418.48,479.0,28740000.0,63360854.151969,110365099.0,111049428.0,111733758.0
Mexico,October,2010/11,2010,2011,479.0,28740000.0,63360854.151969,4001.4319,240085914.0,529298837.19193363,2354.0,141240000.0,311380899.110094,2727.4319,163645914.0,360777483.9777196,0.0,0.0,0.0,601.0,36060000.0,79498691.74,255.0,15300000.0,33730726.114305,111733758.0,112532401.0,113331043.0
Mexico,October,2011/12,2011,2012,255.0,15300000.0,33730726.114305,4561.0578,273663468.0,603324672.3267236,2354.0,141240000.0,311380899.110094,3392.0578,203523468.0,448692441.63016456,0.0,0.0,0.0,930.0,55800000.0,123017942.3,400.0,24000000.0,52910942.9244,113331043.0,114150481.0,114969919.0
Mexico,October,2012/13,2012,2013,400.0,24000000.0,52910942.9244,4326.9422,259616532.0,572356479.4534445,2354.0,141240000.0,311380899.110094,3352.9422,201176532.0,443518333.4325304,0.0,0.0,0.0,980.0,58800000.0,129631810.16,400.0,24000000.0,52910942.9244,114969919.0,115755909.0,116541899.0
Mexico,October,2013/14,2013,2014,400.0,24000000.0,52910942.9244,3916.4766,234988596.0,518061174.6183704,2321.0,139260000.0,307015746.318831,2457.4766,147448596.0,325068510.30162144,0.0,0.0,0.0,462.0,27720000.0,61112139.08,800.0,48000000.0,105821885.8488,116541899.0,117290686.0,118039472.0
Mexico,October,2014/15,2014,2015,800.0,48000000.0,105821885.8488,3636.4007,218184042.0,481013474.7198705,2347.0,140820000.0,310454957.608917,2503.4007,150204042.0,331143228.8865075,0.0,0.0,0.0,414.0,24840000.0,54762825.93,800.0,48000000.0,105821885.8488,118039472.0,118755887.0,119472303.0
Mexico,October,2015/16,2015,2016,800.0,48000000.0,105821885.8488,2772.0393,166322358.0,366678032.9662343,2329.0,139740000.0,308073965.177319,2180.0393,130802357.99999999,288369837.4381223,0.0,0.0,0.0,937.0,56220000.0,123943883.8,630.0,37800000.0,83334735.10593,119472303.0,120149897.0,120827491.0
Mexico,October,2016/17,2016,2017,630.0,37800000.0,83334735.10593,3635.2949,218117694.0,480867202.418156,2360.0,141600000.0,312174563.25396,2707.2949,162437694.0,358113814.833548,0.0,0.0,0.0,802.0,48120000.0,106086440.56,550.0,33000000.0,72752546.52105,120827491.0,121519222.0,122210952.0
Mexico,October,2017/18,2017,2018,550.0,33000000.0,72752546.52105,4484.5814,269074884.0,593208576.2380646,2400.0,144000000.0,317465657.5464,3075.5814,184534884.0,406829779.7868656,0.0,0.0,0.0,441.0,26460000.0,58334314.57,800.0,48000000.0,105821885.8488,122210952.0,122839258.0,123467563.0
Mexico,October,2018/19,2018,2019,800.0,48000000.0,105821885.8488,4350.7012,261042072.0,575499257.1857965,2450.0,147000000.0,324079525.41195,2676.7012,160602072.0,354066961.0471825,24.0,1440000.0,3174656.58,0.0,0.0,0.0,1112.0,66720000.0,147092421.32529598,123467563.0,124013862.0,124560160.0
Mexico,October,2019/20,2019,2020,1136.0,68160000.0,150267077.905296,3984.6011,239076065.99999997,527072503.4465036,2425.0,145500000.0,320772591.47917503,2954.6011,177276065.99999997,390826825.4161736,0.0,0.0,0.0,259.0,15540000.0,34259835.54,,,,124560160.0,125085311.0,125610461.0
Nepal,October,1990/91,1990,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,2130.0,4695.8461845405,0.0,0.0,0.0,0.04,2130.0,4695.85,0.0,0.0,0.0,19367158.0,19616530.0,19865902.0
Nepal,October,1991/92,1991,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,222.0,489.4262220507,-0.0,0.0,0.0,0.0,222.0,489.43,0.0,0.0,0.0,19865902.0,20130779.0,20395655.0
Nepal,October,1992/93,1992,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,3096.0,6825.5116372476,0.0,0.0,0.0,0.05,3096.0,6825.51,0.0,0.0,0.0,20395655.0,20702133.0,21008611.0
Nepal,October,1993/94,1993,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,7998.000000000001,17632.5717295563,0.0,0.0,0.0,0.13,7998.0,17632.57,0.0,0.0,0.0,21008611.0,21267359.0,21526107.0
Nepal,October,1994/95,1994,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4772,28632.0,63122.7549088092,0.0,0.0,0.0,0.48,28632.0,63122.75,0.0,0.0,0.0,21526107.0,21794751.0,22063395.0
Nepal,October,1995/96,1995,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2083,12498.0,27553.3735278813,0.0,0.0,0.0,0.21,12498.0,27553.37,0.0,0.0,0.0,22063395.0,22305571.0,22547746.0
Nepal,October,1996/97,1996,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,8250.0,18188.1366302625,0.0,0.0,0.0,0.14,8250.0,18188.14,0.0,0.0,0.0,22547746.0,22783969.0,23020192.0
Nepal,October,1997/98,1997,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,4500.0,9920.801798325,0.0,0.0,0.0,0.08,4500.0,9920.8,0.0,0.0,0.0,23020192.0,23249417.0,23478643.0
Nepal,October,1998/99,1998,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,498.00000000000006,1097.9020656813002,0.0,0.0,0.0,0.01,498.0,1097.9,0.0,0.0,0.0,23478643.0,23703328.0,23928013.0
Nepal,October,1999/00,1999,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6000.0,13227.7357311,0.0,0.0,0.0,0.1,6000.0,13227.74,0.0,0.0,0.0,23928013.0,24143157.0,24358301.0
Nepal,October,2000/01,2000,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1334,8003.999999999998,17645.799465287397,0.0,0.0,0.0,0.13,8004.0,17645.8,0.0,0.0,0.0,24358301.0,24559500.0,24760700.0
Nepal,October,2001/02,2001,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2084,12504.0,27566.6012636124,0.0,0.0,0.0,0.21,12504.0,27566.6,0.0,0.0,0.0,24760700.0,24956071.0,25151443.0
Nepal,October,2002/03,2002,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8468,170808.0,376567.1807929548,0.0,0.0,0.0,2.85,170808.0,376567.18,0.0,0.0,0.0,25151443.0,25332178.0,25512913.0
Nepal,October,2003/04,2003,2004,0.0,0.0,0.0,0.9,54000.0,119049.6215799,0.0,0.0,0.0,3.1144,186863.99999999997,411964.60160937835,0.0,0.0,0.0,2.21,132864.0,292914.98,0.0,0.0,0.0,25512913.0,25682908.0,25852903.0
Nepal,October,2004/05,2004,2005,0.0,0.0,0.0,0.95,57000.0,125663.48944545,0.0,0.0,0.0,2.4434,146604.0,323206.4948536974,0.0,0.0,0.0,1.49,89604.0,197543.01,0.0,0.0,0.0,25852903.0,26003965.0,26155027.0
Nepal,October,2005/06,2005,2006,0.0,0.0,0.0,1.3,78000.0,171960.5645043,0.0,0.0,0.0,2.6441,158646.0,349754.56046601513,0.0,0.0,0.0,1.34,80646.0,177794.0,0.0,0.0,0.0,26155027.0,26285110.0,26415193.0
Nepal,October,2006/07,2006,2007,0.0,0.0,0.0,2.25,135000.0,297624.05394975,0.0,0.0,0.0,3.5308,211848.0,467044.8931936788,0.0,0.0,0.0,1.28,76848.0,169420.84,0.0,0.0,0.0,26415193.0,26518971.0,26622749.0
Nepal,October,2007/08,2007,2008,0.0,0.0,0.0,1.2574,75444.0,166325.54908285142,0.0,0.0,0.0,2.4793,148757.99999999997,327955.25198116223,0.0,0.0,0.0,1.22,73314.0,161629.7,0.0,0.0,0.0,26622749.0,26713655.0,26804561.0
