country,harvest_group,crop_year,crop_year_beg,crop_year_end,openstock_1k_bags,openstock_kg,openstock_lb,production_1k_bags,production_kg,production_lb,consumption_1k_bags,consumption_kg,consumption_lb,exports_1k_bags,exports_kg,exports_lb,closestock_1k_bags,closestock_kg,closestock_lb,imports_1k_bags,imports_kg,imports_lb,stock_adj_1k_bags,stock_adj_kg,stock_adj_lb,population_beg,population_mid,population_end
Angola,April,1990/91,1990,1991,210.0,12600000.0,27778245.03531,50.345,3020700.0,6659503.553822295,20.0,1200000.0,2645547.14622,79.345,4760700.0,10495546.915841294,161.0,9660000.0,21296654.53,0.0,0.0,0.0,0.0,0.0,-0.002929002046585083,11631523.0,11828638.0,12025752.0
Angola,April,1991/92,1991,1992,161.0,9660000.0,21296654.527071,79.331,4759860.0,10493695.03283894,30.0,1800000.0,3968320.71933,74.331,4459860.0,9832308.246283941,136.0,8160000.0,17989720.59,0.0,0.0,0.0,0.0,0.0,0.004296001046895981,12025752.0,12228690.0,12431629.0
Angola,April,1992/93,1992,1993,136.0,8160000.0,17989720.594296,77.52,4651200.0,10254140.73874872,35.0,2100000.0,4629707.505885,67.52,4051200.0,8931367.16563872,111.0,6660000.0,14682786.66,0.0,0.0,0.0,0.0,0.0,0.0015210006386041641,12431629.0,12632507.0,12833385.0
Angola,April,1993/94,1993,1994,111.0,6660000.0,14682786.661521,32.608,1956479.9999999998,4313300.067197087,20.0,1200000.0,2645547.14622,27.608,1656480.0,3651913.280642088,96.0,5760000.0,12698626.3,0.0,0.0,0.0,0.0,0.0,0.001855999231338501,12833385.0,13038270.0,13243154.0
Angola,April,1994/95,1994,1995,96.0,5760000.0,12698626.301856,76.802,4608120.0,10159165.596199421,25.0,1500000.0,3306933.932775,11.802,708120.0,1561137.370984422,136.0,8160000.0,17989720.59,0.0,0.0,0.0,0.0,0.0,0.004296001046895981,13243154.0,13462031.0,13680908.0
Angola,April,1995/96,1995,1996,136.0,8160000.0,17989720.594296,62.109,3726540.0,8215614.385228899,10.0,600000.0,1322773.57311,48.109,2886540.0,6363731.382874899,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,13680908.0,13912252.0,14143597.0
Angola,April,1996/97,1996,1997,140.0,8400000.0,18518830.02354,70.925,4255500.0,9381771.567282675,20.0,1200000.0,2645547.14622,50.925,3055500.0,6736224.421062675,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,14143597.0,14383350.0,14623102.0
Angola,April,1997/98,1997,1998,140.0,8400000.0,18518830.02354,64.33,3859800.0,8509402.39581663,40.0,2400000.0,5291094.29244,54.33,3259800.0,7186628.82270663,110.0,6600000.0,14550509.3,0.0,0.0,0.0,0.0,0.0,0.004209998995065689,14623102.0,14871146.0,15119190.0
Angola,April,1998/99,1998,1999,110.0,6600000.0,14550509.30421,85.344,5120640.0,11289078.782349983,30.0,1800000.0,3968320.71933,55.344,3320640.0,7320758.063019984,110.0,6600000.0,14550509.3,0.0,0.0,0.0,0.0,0.0,0.004209998995065689,15119190.0,15366864.0,15614538.0
Angola,April,1999/00,1999,2000,110.0,6600000.0,14550509.30421,54.939,3296340.0,7267185.733309029,20.0,1200000.0,2645547.14622,39.939,2396340.0,5283025.373644029,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,15614538.0,15870752.0,16126967.0
Angola,April,2000/01,2000,2001,105.0,6300000.0,13889122.517655,49.785,2987100.0,6585428.233728135,20.0,1200000.0,2645547.14622,19.785,1187100.0,2617107.5143981352,115.0,6900000.0,15211896.09,0.0,0.0,0.0,0.0,0.0,0.0007649995386600494,16126967.0,16394062.000000002,16661157.0
Angola,April,2001/02,2001,2002,115.0,6900000.0,15211896.090765,20.69,1241400.0,2736818.52276459,20.0,1200000.0,2645547.14622,10.69,641400.0,1414044.94965459,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,16661157.0,16941587.0,17222016.0
Angola,April,2002/03,2002,2003,105.0,6300000.0,13889122.517655,56.64,3398400.0,7492189.51809504,20.0,1200000.0,2645547.14622,11.64,698400.0,1539708.4391000401,130.0,7800000.0,17196056.45,0.0,0.0,0.0,0.0,0.0,0.00042999908328056335,17222016.0,17516139.0,17810261.0
Angola,April,2003/04,2003,2004,130.0,7800000.0,17196056.45043,38.013,2280780.0,5028259.183463043,15.0,900000.0,1984160.359665,13.013,780780.0,1721325.250688043,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,17810261.0,18124342.0,18438424.0
Angola,April,2004/05,2004,2005,140.0,8400000.0,18518830.02354,14.77,886200.0,1953736.56748347,15.0,900000.0,1984160.359665,4.77,286200.0,630962.99437347,135.0,8100000.0,17857443.24,0.0,0.0,0.0,0.0,0.0,-0.003014996647834778,18438424.0,18771125.0,19103826.0
Angola,April,2005/06,2005,2006,135.0,8100000.0,17857443.236985,24.965,1497900.0,3302304.225269115,15.0,900000.0,1984160.359665,4.965,297900.0,656757.079049115,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,19103826.0,19450959.0,19798091.0
Angola,April,2006/07,2006,2007,140.0,8400000.0,18518830.02354,35.095,2105700.0,4642273.854829545,30.0,1800000.0,3968320.71933,5.095,305700.0,673953.135499545,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,19798091.0,20162340.0,20526590.0
Angola,April,2007/08,2007,2008,140.0,8400000.0,18518830.02354,35.631,2137860.0,4713174.518348241,30.0,1800000.0,3968320.71933,5.631,337860.0,744853.799018241,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,20526590.0,20909684.0,21292778.0
Angola,April,2008/09,2008,2009,140.0,8400000.0,18518830.02354,37.61,2256600.0,4974951.40846671,30.0,1800000.0,3968320.71933,7.61,456600.0,1006630.68913671,140.0,8400000.0,18518830.02,0.0,0.0,0.0,0.0,0.0,0.0035400018095970154,21292778.0,21691522.0,22090266.0
Angola,April,2009/10,2009,2010,140.0,8400000.0,18518830.02354,13.42,805200.0,1775162.13511362,30.0,1800000.0,3968320.71933,3.42,205200.0,452388.56200362,120.0,7200000.0,15873282.88,0.0,0.0,0.0,0.0,0.0,-0.00267999991774559,22090266.0,22507674.0,22925082.0
Angola,April,2010/11,2010,2011,120.0,7200000.0,15873282.87732,34.97,2098200.0,4625739.18516567,30.0,1800000.0,3968320.71933,4.97,298200.0,657418.46583567,120.0,7200000.0,15873282.88,0.0,0.0,0.0,0.0,0.0,-0.00267999991774559,22925082.0,23364185.0,23803289.0
Angola,April,2011/12,2011,2012,120.0,7200000.0,15873282.87732,28.715,1722900.0,3798344.315185365,30.0,1800000.0,3968320.71933,8.715,522900.0,1152797.168965365,110.0,6600000.0,14550509.3,0.0,0.0,0.0,0.0,0.0,0.004209998995065689,23803289.0,24259111.0,24714934.0
Angola,April,2012/13,2012,2013,110.0,6600000.0,14550509.30421,32.79,1967400.0,4337374.54622769,30.0,1800000.0,3968320.71933,7.79,467400.0,1030440.61345269,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,24714934.0,25188292.0,25661651.0
Angola,April,2013/14,2013,2014,105.0,6300000.0,13889122.517655,34.935,2096100.0,4621109.477659785,30.0,1800000.0,3968320.71933,4.935,296100.0,652788.758329785,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,25661651.0,26147002.0,26632353.0
Angola,April,2014/15,2014,2015,105.0,6300000.0,13889122.517655,39.405,2364300.0,5212389.264839955,30.0,1800000.0,3968320.71933,9.405,564300.0,1244068.545509955,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,26632353.0,27128337.0,27624320.0
Angola,April,2015/16,2015,2016,105.0,6300000.0,13889122.517655,40.515,2430900.0,5359217.131455165,30.0,1800000.0,3968320.71933,10.515,630900.0,1390896.412125165,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,27624320.0,28127721.0,28631122.0
Angola,April,2016/17,2016,2017,105.0,6300000.0,13889122.517655,44.83,2689800.0,5929993.92825213,30.0,1800000.0,3968320.71933,14.83,889800.0,1961673.20892213,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,28631122.0,29154746.0,29678369.0
Angola,April,2017/18,2017,2018,105.0,6300000.0,13889122.517655,35.006,2100360.0,4630501.170028866,30.0,1800000.0,3968320.71933,5.006,300360.0,662180.450698866,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,29678369.0,30208628.0,30738887.0
Angola,April,2018/19,2018,2019,105.0,6300000.0,13889122.517655,41.9027,2514162.0000000005,5542778.420195641,30.0,1800000.0,3968320.71933,11.9027,714161.9999999999,1574457.7008656394,105.0,6300000.0,13889122.52,0.0,0.0,0.0,0.0,0.0,-0.002344999462366104,30738887.0,31273533.0,31808179.0
Angola,April,2019/20,2019,2020,105.0,6300000.0,13889122.517655,51.8419,3110514.0,6857509.529981131,30.0,1800000.0,3968320.71933,21.8419,1310513.9999999998,2889188.8106511305,105.0,6300000.0,13889122.52,0.0,0.0,0.0,,,,31808179.0,32353588.0,32898997.000000004
Bolivia (Plurinational State of),April,1990/91,1990,1991,54.0,3240000.0,7142977.294794,122.777,7366620.0,16240617.098572647,25.0,1500000.0,3306933.932775,111.977,6718620.0,14812021.639613846,39.8,2388000.0,5264638.82,0.0,0.0,0.0,0.0,0.0,0.0009777992963790894,7022161.0,7096194.0,7170226.0
Bolivia (Plurinational State of),April,1991/92,1991,1992,39.8,2388000.0,5264638.8209778,103.536,6212160.0,13695468.466551697,27.0,1620000.0,3571488.647397,82.936,4976160.0,10970554.905945096,33.4,2004000.0,4418063.73,0.0,0.0,0.0,0.0,0.0,0.00418739952147007,7170226.0,7244891.0,7319556.0
Bolivia (Plurinational State of),April,1992/93,1992,1993,33.4,2004000.0,4418063.7341874,120.235,7214100.0,15904368.056288086,27.5,1650000.0,3637627.3260525,100.935,6056100.0,13351415.060185784,25.2,1512000.0,3333389.4,0.0,0.0,0.0,0.0,0.0,0.004237200133502483,7319556.0,7394419.0,7469282.0
Bolivia (Plurinational State of),April,1993/94,1993,1994,25.2,1512000.0,3333389.4042372,50.823,3049380.0,6722732.130616953,28.5,1710000.0,3769904.6833635,36.523,2191380.0,4831165.921069653,11.0,660000.0,1455050.93,0.0,0.0,0.0,0.0,0.0,0.0004210001789033413,7469282.0,7544489.0,7619695.0
Bolivia (Plurinational State of),April,1994/95,1994,1995,11.0,660000.0,1455050.930421,116.944,7016640.0,15469043.273377584,29.5,1770000.0,3902182.0406745,85.944,5156640.0,11368445.196736583,12.5,750000.0,1653466.97,0.0,0.0,0.0,0.0,0.0,-0.0036124999169260263,7619695.0,7693722.0,7767750.0
Bolivia (Plurinational State of),April,1995/96,1995,1996,12.5,750000.0,1653466.9663875,142.485,8549100.0,18847539.256457835,30.5,1830000.0,4034459.3979855,110.485,6629100.0,14614663.822505835,14.0,840000.0,1851883.0,0.0,0.0,0.0,0.0,0.0,0.0023539999965578318,7767750.0,7841472.0,7915193.0
Bolivia (Plurinational State of),April,1996/97,1996,1997,14.0,840000.0,1851883.002354,124.579,7474740.0,16478980.89644707,31.5,1890000.0,4166736.7552965,105.079,6304740.0,13899572.42888257,2.0,120000.0,264554.71,0.0,0.0,0.0,0.0,0.0,0.004621999978553504,7915193.0,7989367.0,8063541.0
Bolivia (Plurinational State of),April,1997/98,1997,1998,2.0,120000.0,264554.714622,140.719,8443140.0,18613937.44344661,32.5,1950000.0,4299014.1126075,109.219,6553140.0,14447200.68815011,1.0,60000.0,132277.36,0.0,0.0,0.0,0.0,0.0,-0.0026889999862760305,8063541.0,8137620.0,8211698.0
Bolivia (Plurinational State of),April,1998/99,1998,1999,1.0,60000.0,132277.357311,137.985,8279100.0,18252291.148558334,33.0,1980000.0,4365152.791263,100.985,6059100.0,13358028.928051336,5.0,300000.0,661386.79,0.0,0.0,0.0,0.0,0.0,-0.0034450000384822488,8211698.0,8286928.0,8362157.999999999
Bolivia (Plurinational State of),April,1999/00,1999,2000,5.0,300000.0,661386.786555,157.702,9462120.0,20860403.80265932,34.0,2040000.0,4497430.148574,122.702,7362120.0,16230696.296774322,6.0,360000.0,793664.14,0.0,0.0,0.0,0.0,0.0,0.0038659999845549464,8362157.999999999,8439052.0,8515947.0
Bolivia (Plurinational State of),April,2000/01,2000,2001,6.0,360000.0,793664.143866,147.604,8856240.0,19524667.048532844,35.0,2100000.0,4629707.505885,112.604,6756240.0,14894959.542647844,6.0,360000.0,793664.14,0.0,0.0,0.0,0.0,0.0,0.0038659999845549464,8515947.0,8592656.0,8669365.0
Bolivia (Plurinational State of),April,2001/02,2001,2002,6.0,360000.0,793664.143866,94.016,5640960.0,12436188.024950976,36.5,2190000.0,4828123.5418515,63.516,3810960.0,8401728.626965476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8669365.0,8746084.0,8822803.0
Bolivia (Plurinational State of),April,2002/03,2002,2003,0.0,0.0,0.0,126.668,7600080.0,16755308.295869749,37.5,2250000.0,4960400.8991625,89.168,5350080.0,11794907.396707248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8822803.0,8900583.0,8978363.0
Bolivia (Plurinational State of),April,2003/04,2003,2004,0.0,0.0,0.0,103.323,6199380.0,13667293.389444454,38.5,2310000.0,5092678.2564735,64.823,3889379.9999999995,8574615.132970951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8978363.0,9057378.0,9136393.0
Bolivia (Plurinational State of),April,2004/05,2004,2005,0.0,0.0,0.0,154.8071,9288425.999999998,20477474.080979705,45.0,2700000.0,5952481.078995,109.8071,6588426.0,14524993.001984708,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9136393.0,9216279.0,9296165.0
Bolivia (Plurinational State of),April,2005/06,2005,2006,0.0,0.0,0.0,109.9692,6598152.0,14546435.161604822,41.0,2460000.0,5423371.649751,68.9692,4138152.0,9123063.511853822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9296165.0,9377388.0,9458611.0
Bolivia (Plurinational State of),April,2006/07,2006,2007,0.0,0.0,0.0,146.4297,8785781.999999998,19369333.74784253,42.0,2520000.0,5555649.007062,104.4297,6265782.0,13813684.740780536,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9458611.0,9542662.0,9626714.0
Bolivia (Plurinational State of),April,2007/08,2007,2008,0.0,0.0,0.0,116.0292,6961752.0,15348035.946909482,43.5,2610000.0,5754065.0430285,72.5292,4351752.0,9593970.903880982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9626714.0,9711152.0,9795590.0
Bolivia (Plurinational State of),April,2008/09,2008,2009,0.0,0.0,0.0,120.4186,7225115.999999999,15928654.179090383,45.0,2700000.0,5952481.078995,75.4186,4525115.999999999,9976173.100095382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9795590.0,9880593.0,9965596.0
Bolivia (Plurinational State of),April,2009/10,2009,2010,0.0,0.0,0.0,128.4751,7708505.999999999,16994346.708266456,46.0,2760000.0,6084758.436306,82.4751,4948505.999999999,10909588.271960454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965596.0,10051318.0,10137039.0
Bolivia (Plurinational State of),April,2010/11,2010,2011,0.0,0.0,0.0,117.2249,7033494.000000001,15506199.983046247,47.5,2850000.0,6283174.4722725,69.7249,4183494.0000000005,9223025.510773744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10137039.0,10223270.0,10309500.0
Bolivia (Plurinational State of),April,2011/12,2011,2012,0.0,0.0,0.0,131.8354,7910124.0,17438838.312038608,49.0,2940000.0,6481590.508239,82.8354,4970124.000000001,10957247.803799612,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10309500.0,10396246.0,10482991.0
Bolivia (Plurinational State of),April,2012/13,2012,2013,0.0,0.0,0.0,105.2812,6316872.0,13926318.910530854,50.5,3030000.0,6680006.5442055,54.7812,3286872.0,7246312.366325353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10482991.0,10569697.0,10656403.0
Bolivia (Plurinational State of),April,2013/14,2013,2014,0.0,0.0,0.0,119.9122,7194732.0,15861668.925348094,52.0,3120000.0,6878422.580172,67.9122,4074732.0,8983246.345176095,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10656403.0,10743349.0,10830295.0
Bolivia (Plurinational State of),April,2014/15,2014,2015,0.0,0.0,0.0,99.8766,5992595.999999999,13211412.705207821,53.5,3210000.0,7076838.6161385,46.3766,2782596.0000000005,6134574.089069324,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830295.0,10916988.0,11003680.0
Bolivia (Plurinational State of),April,2015/16,2015,2016,0.0,0.0,0.0,84.2191,5053145.999999999,11140279.983110838,55.0,3300000.0,7275254.652105,29.2191,1753146.0000000002,3865025.3310058406,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,11003680.0,11090086.0,11176491.0
Bolivia (Plurinational State of),April,2016/17,2016,2017,0.0,0.0,0.0,77.9835,4679010.0,10315451.293862369,57.0,3420000.0,7539809.366727,20.9835,1259010.0,2775641.9271353683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11176491.0,11263016.0,11349540.0
Bolivia (Plurinational State of),April,2017/18,2017,2018,0.0,0.0,0.0,83.8112,5028672.0,11086324.049063683,58.5,3510000.0,7738225.4026935,25.3112,1518672.0,3348098.646370183,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,11349540.0,11435534.0,11521527.0
Bolivia (Plurinational State of),April,2018/19,2018,2019,0.0,0.0,0.0,82.5687,4954122.000000001,10921969.432604767,60.0,3600000.0,7936641.43866,22.5687,1354122.0,2985327.9939447655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11521527.0,11606905.0,11692283.0
Bolivia (Plurinational State of),April,2019/20,2019,2020,0.0,0.0,0.0,81.2654,4875924.0,10749572.352821339,61.0,3660000.0,8068918.795971,20.2654,1215924.0,2680653.5568503393,0.0,0.0,0.0,0.0,0.0,0.0,,,,11692283.0,11777314.0,11862346.0
Brazil,April,1990/91,1990,1991,26926.0,1615560000.0,3561700122.955986,27285.6286,1637137716.0,3609270843.7774405,8200.0,492000000.0,1084674329.9502,17862.6286,1071757716.0000001,2362821305.835888,28149.0,1688940000.0,3723475330.95,0.0,0.0,0.0,-2601.0,-156060000.0,-344053406.36857176,149370653.0,150706446.0,152042239.0
Brazil,April,1991/92,1991,1992,25548.0,1532880000.0,3379421924.581428,27293.4934,1637609604.0,3610311178.7372203,8500.0,510000000.0,1124357537.1435,21808.4934,1308509604.0,2884769873.8863854,22533.0,1351980000.0,2980605692.29,0.0,0.0,0.0,92.0,5520000.0,12169516.871375084,152042239.0,153336445.0,154630650.0
Brazil,April,1992/93,1992,1993,22625.0,1357500000.0,2992775209.161375,34603.3542,2076201252.0000002,4577240247.672493,8900.0,534000000.0,1177268480.0679,16752.3542,1005141252.0000001,2215957142.313832,31576.0,1894560000.0,4176789834.45,0.0,0.0,0.0,-2655.0,-159300000.0,-351196383.65856886,154630650.0,155900790.0,157170929.0
Brazil,April,1993/94,1993,1994,28921.0,1735260000.0,3825593450.791431,28166.9786,1690018715.9999998,3725853492.64349,9100.0,546000000.0,1203723951.5301,18760.9786,1125658715.9999998,2481652669.776224,29227.0,1753620000.0,3866070322.13,0.0,0.0,0.0,0.0,0.0,-0.0014028549194335938,157170929.0,158440875.0,159710821.0
Brazil,April,1994/95,1994,1995,29227.0,1753620000.0,3866070322.1285973,28192.047,1691522820.0,3729169474.3475056,9300.0,558000000.0,1230179422.9923,15958.047,957482820.0,2110888285.0047317,32161.0,1929660000.0,4254172088.48,0.0,0.0,0.0,0.0,0.0,-0.0009288787841796875,159710821.0,160980472.0,162250123.0
Brazil,April,1995/96,1995,1996,32161.0,1929660000.0,4254172088.479071,18060.2022,1083612132.0,2388955819.518308,10100.0,606000000.0,1336001308.8411,13760.2022,825612132.0,1820163183.0810082,26361.0,1581660000.0,3486963416.08,0.0,0.0,0.0,0.0,0.0,-0.004728794097900391,162250123.0,163515328.0,164780532.0
Brazil,April,1996/97,1996,1997,26361.0,1581660000.0,3486963416.075271,29196.743,1751804580.0,3862068006.128438,11000.0,660000000.0,1455050930.421,17259.743,1035584580.0,2283073191.907031,27298.0,1637880000.0,3610907299.88,0.0,0.0,0.0,0.0,0.0,-0.004322052001953125,164780532.0,166037122.0,167293713.0
Brazil,April,1997/98,1997,1998,27298.0,1637880000.0,3610907299.875678,26148.004,1568880240.0,3458788868.0774574,11500.0,690000000.0,1521189609.0765,15352.004,921120240.0,2030722518.5479012,26594.0,1595640000.0,3517784040.33,0.0,0.0,0.0,0.0,0.0,-0.0012660026550292969,167293713.0,168546707.0,169799701.0
Brazil,April,1998/99,1998,1999,26594.0,1595640000.0,3517784040.328734,36760.8533,2205651198.0000005,4862628527.021355,12200.0,732000000.0,1613783759.1942,21084.8533,1265091197.9999998,2789048673.814117,30070.0,1804200000.0,3977580134.34,0.0,0.0,0.0,0.0,0.0,0.00177001953125,169799701.0,171039804.0,172279906.0
Brazil,April,1999/00,1999,2000,30070.0,1804200000.0,3977580134.34177,47577.8065,2854668390.0,6293466510.474118,12700.0,762000000.0,1679922437.8497,21185.8065,1271148390.0,2802402496.3222065,43762.0,2625720000.0,5788721710.64,0.0,0.0,0.0,0.0,0.0,0.003981590270996094,172279906.0,173486281.0,174692656.0
Brazil,April,2000/01,2000,2001,43762.0,2625720000.0,5788721710.643982,31310.353,1878621180.0,4141650751.314541,13200.0,792000000.0,1746061116.5052,18577.353,1114641180.0,2457363160.673578,43295.0,2597700000.0,5726948184.78,0.0,0.0,0.0,0.0,0.0,-0.00025463104248046875,174692656.0,175873720.0,177054783.0
Brazil,April,2001/02,2001,2002,43295.0,2597700000.0,5726948184.779745,31365.0955,1881905730.0,4148891944.547138,13590.0,815400000.0,1797649285.85649,23767.0955,1426025730.0,3143848583.69816,37303.0,2238180000.0,4934342259.77,0.0,0.0,0.0,0.0,0.0,0.0022325515747070312,177054783.0,178211881.0,179368980.0
Brazil,April,2002/03,2002,2003,37303.0,2238180000.0,4934342259.772233,48351.634,2901098040.0,6395826367.188696,13750.0,825000000.0,1818813663.0262501,29612.634,1776758040.0,3917080968.537867,42292.0,2537520000.0,5594273995.4,0.0,0.0,0.0,0.0,0.0,-0.0031871795654296875,179368980.0,180476686.0,181584391.0
Brazil,April,2003/04,2003,2004,42292.0,2537520000.0,5594273995.396812,28873.4093,1732404558.0,3819298278.7628503,14200.0,852000000.0,1878338473.8162,24909.4093,1494564558.0,3294950834.382046,32056.0,1923360000.0,4240282965.96,0.0,0.0,0.0,0.0,0.0,0.0014162063598632812,181584391.0,182629278.0,183674165.0
Brazil,April,2004/05,2004,2005,32056.0,1923360000.0,4240282965.9614162,39281.1457,2356868742.0,5196006145.344351,14946.0,896760000.0,1977017382.370206,27468.1457,1648088742.0,3633413723.429508,28923.0,1735380000.0,3825858005.51,0.0,0.0,0.0,0.0,0.0,-0.003947257995605469,183674165.0,184722043.0,185769921.0
Brazil,April,2005/06,2005,2006,28923.0,1735380000.0,3825858005.506053,32932.9797,1975978782.0000002,4356287523.09281,15538.0,932280000.0,2055325577.898318,25077.9797,1504678782.0,3317248881.4149046,21240.0,1274400000.0,2809571069.29,0.0,0.0,0.0,-6385.0,-383100000.0,-844590926.4350948,185769921.0,186797334.0,187824746.0
Brazil,April,2006/07,2006,2007,14855.0,891300000.0,1964980142.8549051,48431.7338,2905904028.0000005,6406421757.053837,16331.0,979860000.0,2160221522.245941,28485.7338,1709144028.0,3768017588.1286297,18470.0,1108200000.0,2443162789.53,0.0,0.0,0.0,0.0,0.0,0.004169940948486328,187824746.0,188820682.0,189816618.0
Brazil,April,2007/08,2007,2008,18470.0,1108200000.0,2443162789.53417,38911.4571,2334687426.0,5147104714.308348,17110.0,1026600000.0,2263265583.59121,28044.4571,1682667426.0,3709646672.409711,12227.0,733620000.0,1617355247.84,0.0,0.0,0.0,0.0,0.0,0.0015971660614013672,189816618.0,190779453.0,191742287.0
Brazil,April,2008/09,2008,2009,12227.0,733620000.0,1617355247.841597,51490.5177,3089431061.9999995,6811029607.931269,17660.0,1059600000.0,2336018130.11226,30291.5177,1817491062.0,4006881910.295381,15766.0,945960000.0,2085484815.37,0.0,0.0,0.0,0.0,0.0,-0.004773855209350586,191742287.0,192672317.0,193602347.0
Brazil,April,2009/10,2009,2010,15766.0,945960000.0,2085484815.365226,43976.812,2638608720.0,5817136474.322673,18390.0,1103400000.0,2432580600.94929,30254.812,1815288720.0,4002026577.301131,11098.0,665880000.0,1468014111.44,0.0,0.0,0.0,0.0,0.0,-0.002521991729736328,193602347.0,194517548.0,195432750.0
Brazil,April,2010/11,2010,2011,11098.0,665880000.0,1468014111.437478,55428.4102,3325704611.9999995,7331923621.206076,19132.0,1147920000.0,2530730400.074052,34054.4102,2043264611.9999998,4504627386.040763,13340.0,800400000.0,1764579946.53,0.0,0.0,0.0,0.0,0.0,-0.0012600421905517578,195432750.0,196353492.0,197274234.0
Brazil,April,2011/12,2011,2012,13340.0,800400000.0,1764579946.52874,48591.8289,2915509734.0,6427598713.800276,19720.0,1183200000.0,2608509486.17292,32148.8289,1928929734.0000002,4252562127.535504,10063.0,603780000.0,1331107046.62,0.0,0.0,0.0,0.0,0.0,0.0005931854248046875,197274234.0,198185302.0,199096370.0
Brazil,April,2012/13,2012,2013,10063.0,603780000.0,1331107046.620593,55418.0012,3325080071.9999995,7330546746.193826,20330.0,1219800000.0,2689198674.13263,29283.0012,1756980072.0,3873478012.870842,15868.0,952080000.0,2098977105.81,0.0,0.0,0.0,0.0,0.0,0.0009481906890869141,199096370.0,199977706.0,200859043.0
Brazil,April,2013/14,2013,2014,15868.0,952080000.0,2098977105.8109481,54688.9664,3281337984.0,7234111949.462073,20085.0,1205100000.0,2656790721.591435,32751.9664,1965117984.0000002,4332343562.130667,17720.0,1063200000.0,2343954771.55,0.0,0.0,0.0,0.0,0.0,0.0009198188781738281,200859043.0,201721767.0,202584491.0
Brazil,April,2014/15,2014,2015,17720.0,1063200000.0,2343954771.55092,53304.7669,3198286014.0000005,7051013697.610867,20333.0,1219980000.0,2689595506.204563,37781.7669,2266906014.0000005,4997672280.072214,12910.0,774600000.0,1707700682.89,0.0,0.0,0.0,0.0,0.0,-0.004990100860595703,202584491.0,203459650.0,204334810.0
Brazil,April,2015/16,2015,2016,12910.0,774600000.0,1707700682.88501,52870.5876,3172235256.0,6993581607.2077265,20508.0,1230480000.0,2712744043.733988,37472.5876,2248355256.0,4956774859.332948,7800.0,468000000.0,1031763387.03,0.0,0.0,0.0,0.0,0.0,-0.004199981689453125,204334810.0,205188205.0,206041600.0
Brazil,April,2016/17,2016,2017,7800.0,468000000.0,1031763387.0258,56788.1784,3407290704.0,7511790165.257612,21225.0,1273500000.0,2807586908.925975,33491.1784,2009470704.0,4430124571.983245,9872.0,592320000.0,1305842071.37,0.0,0.0,0.0,0.0,0.0,0.0041921138763427734,206041600.0,206859578.0,207677556.0
