country,calendar_year,exports_1k_bags,exports_kg,exports_lb,population_boy,population_mid
Uganda,1995.0,3079.261,184755660.0,407316507.55082715,20452872.0,20680831.0
Venezuela,1995.0,96.7520001,5805120.006,12798098.887781609,21874318.0,22107286.0
Viet Nam,1995.0,3546.405,212784300.0,469109081.354517,73142486.0,73759110.0
Yemen,1995.0,76.8740028,4612440.1680000005,10168689.936302416,15837243.0,16103339.0
Zambia,1995.0,20.742,1244520.0,2743696.945344762,8577888.0,8684134.0
Zimbabwe,1995.0,156.975,9418500.0,20764238.163894225,10901511.0,10994042.0
Angola,1996.0,51.831,3109860.0,6856067.706786441,14143597.0,14383350.0
Bolivia (Plurinational State of),1996.0,123.4450001,7406700.006,16328978.386484131,7915193.0,7989367.0
Brazil,1996.0,15250.6090018,915036540.1079999,2017310256.1414516,164780532.0,166037122.0
Burundi,1996.0,224.076,13444560.0,29640181.116819635,5967254.0,5930507.0
Cameroon,1996.0,563.549,33812940.0,74544772.43525673,13393362.0,13575324.0
Central African Republic,1996.0,98.328,5899680.0,13006567.989676008,3316029.0,3363570.0
Colombia,1996.0,10588.4309984,635305859.9039999,1400609670.5382252,36301907.0,36632573.0
Congo,1996.0,12.634,758040.0,1671192.132267174,2779660.0,2816595.0
Costa Rica,1996.0,2430.1340004,145808040.024,321451703.4845206,3614641.0,3656234.0
Côte d'Ivoire,1996.0,2750.6029989,165036179.93400002,363842495.70620346,14552370.0,14810946.0
Cuba,1996.0,112.1710001,6730260.006,14837683.460159916,10945465.0,10963031.0
Democratic Republic of Congo,1996.0,881.561,52893660.0,116610559.38844247,43831229.0,44118709.0
Dominican Republic,1996.0,452.7040004,27162240.023999996,59882488.81702988,7941998.0,8012314.0
Ecuador,1996.0,1539.4110001,92364660.00599998,203629218.90871152,11668550.0,11775222.0
El Salvador,1996.0,2314.1469997,138848819.982,306109249.5494955,5773671.0,5797140.0
Equatorial Guinea,1996.0,1.659,99540.0,219448.135778949,571375.0,582573.0
Ethiopia,1996.0,1838.231,110293860.0,243156338.80715683,58405626.0,59347649.0
Gabon,1996.0,1.681,100860.0,222358.237639791,1136190.0,1150601.0
Ghana,1996.0,4.359,261540.0,576597.000518649,17640166.0,17844010.0
Guatemala,1996.0,3978.998,238739880.0,526331340.18575436,10497207.0,10632293.0
Guinea,1996.0,32.43,1945800.0,4289754.69759573,7579266.0,7683116.0
Guyana,1996.0,0.3375579,20253.474000000002,44651.26695145081,752694.0,753570.0
Haiti,1996.0,156.468,9388080.0,20697173.54373755,7698522.0,7770594.0
Honduras,1996.0,2059.76,123585600.00000001,272459609.4949054,5893712.0,5976550.0
India,1996.0,3103.1759998,186190559.98800004,410479920.52446437,973772763.0,983281218.0
Indonesia,1996.0,6440.28,386416800.0,851903218.7428871,199752821.0,201373790.0
Jamaica,1996.0,27.2850003,1637100.018,3609187.733913842,2521912.0,2532894.0
Kenya,1996.0,1901.584,114095040.0,251536506.22488064,27244947.0,27615736.0
Lao People's Democratic Republic,1996.0,144.1669992,8650019.952,19070029.66563305,4986426.0,5043914.0
Liberia,1996.0,0.0,0.0,0.0,2195450.0,2203966.0
Madagascar,1996.0,718.0490001,43082940.006,94981624.15303397,14089877.0,14317454.0
Malawi,1996.0,60.151,3609060.0,7956615.3196139615,10211503.0,10310528.0
Mexico,1996.0,4633.4970009,278009820.054,612906738.3874962,90783993.0,91586555.0
Nepal,1996.0,0.0833333,4999.998,11023.108700004756,22547746.0,22783969.0
Nicaragua,1996.0,822.3559998,49341359.988,108779078.42238924,4769728.0,4812392.0
Nigeria,1996.0,6.9240001,415440.006,915888.4352490997,109555414.0,110956183.0
Panama,1996.0,138.598,8315880.0,18333377.16858998,2743614.0,2771606.0
Papua New Guinea,1996.0,1090.0759997,65404559.982,144192372.50846243,4699942.0,4785894.0
Paraguay,1996.0,15.9135658,954813.948,2105004.4294187096,4658037.0,4711656.0
Peru,1996.0,1679.374,100762440.0,222143154.6568033,24678051.0,24907304.0
Philippines,1996.0,27.0319997,1621919.982,3575721.483147745,70058763.0,70944969.0
Rwanda,1996.0,265.306,15918360.0,35093976.558752164,5964978.0,6715510.0
Sierra Leone,1996.0,28.512,1710720.0,3771492.011651232,4319669.0,4347370.0
Sri Lanka,1996.0,11.536,692160.0,1525951.593939696,18254896.0,18322506.0
Tanzania,1996.0,969.6369995,58178219.97,128261019.84482743,30935347.0,31140733.0
Thailand,1996.0,872.6859998,52361159.988,115436597.81585187,59820442.0,60211096.0
Timor-Leste,1996.0,0.0,0.0,0.0,825276.0,831269.0
Togo,1996.0,85.49,5129400.0,11308391.27651739,4366043.0,4445884.0
Trinidad & Tobago,1996.0,3.7569977,225419.862,496965.72717950516,1310850.0,1313434.0
Uganda,1996.0,4654.503,279270180.0,615685356.4361215,20908790.0,21249572.0
Venezuela,1996.0,494.5670001,29674020.005999997,65420015.78645707,22340253.0,22572110.0
Viet Nam,1996.0,3779.415,226764900.0,499931028.38155305,74375735.0,74946448.0
Yemen,1996.0,42.007002,2520420.12,5556575.213117892,16369435.0,16614326.0
Zambia,1996.0,35.824,2149440.0,4738704.048309264,8790381.0,8902019.0
Zimbabwe,1996.0,150.362,9021720.0,19889487.999996584,11086572.0,11178171.0
Angola,1997.0,50.494,3029640.0,6679212.880061634,14623102.0,14871146.0
Bolivia (Plurinational State of),1997.0,110.9550001,6657300.006,14676834.19366974,8063541.0,8137620.0
Brazil,1997.0,16801.2600051,1008075600.306,2222426272.9696264,167293713.0,168546707.0
Burundi,1997.0,528.764,31725840.0,69943504.5611936,5893759.0,5923862.0
Cameroon,1997.0,1368.03,82081800.0,180959393.12216732,13757285.0,13941181.0
Central African Republic,1997.0,202.778,12166680.0,26822937.960809957,3411111.0,3458472.0
Colombia,1997.0,10918.8630016,655131780.0960001,1444318342.6925013,36963239.0,37291946.0
Congo,1997.0,2.67,160200.0,353180.54402037,2853530.0,2875037.0
Costa Rica,1997.0,2099.2390003,125954340.01799999,277681787.3238695,3697827.0,3739422.0
Côte d'Ivoire,1997.0,4712.9820006,282778920.036,623420804.0936779,15069522.0,15335454.0
Cuba,1997.0,106.6630001,6399780.006,14109099.77609093,10980597.0,10998129.0
Democratic Republic of Congo,1997.0,544.253,32655180.0,71992348.54858369,44406190.0,44822198.0
Dominican Republic,1997.0,306.9770001,18418620.006,40606106.328486584,8082629.0,8150076.0
Ecuador,1997.0,1044.9809993,62698859.958,138227325.02761194,11881893.0,11987838.0
El Salvador,1997.0,2772.1260003,166327560.01800004,366689501.45279646,5820608.0,5842638.0
Equatorial Guinea,1997.0,1.12,67200.0,148150.64018832,593771.0,605570.0
Ethiopia,1997.0,1979.733,118783980.0,261873849.42137796,60289671.0,61233480.0
Gabon,1997.0,0.0,0.0,0.0,1165012.0,1179806.0
Ghana,1997.0,29.669,1780140.0,3924536.914060059,18047853.0,18268040.0
Guatemala,1997.0,4243.8820002,254632920.01200002,561369495.7261769,10767379.0,10905381.0
Guinea,1997.0,114.344,6860640.0,15125122.144368984,7786965.0,7842806.0
Guyana,1997.0,0.3232662,19395.972,42760.79864396919,754447.0,755211.0
Haiti,1997.0,100.776,6046560.0,13330382.960373336,7842665.0,7915172.0
Honduras,1997.0,1722.482,103348920.0,227845366.9757659,6059387.0,6144112.0
India,1997.0,2640.1110013,158406660.078,349226906.2596621,992789672.0,1002335230.0
Indonesia,1997.0,5755.0779999,345304679.99399996,761266508.9454474,202994760.0,204628007.0
Jamaica,1997.0,29.6820001,1780920.006,3926256.532932838,2543876.0,2554954.0
Kenya,1997.0,1159.095,69545700.0,153322023.47239354,27986526.0,28364264.0
Lao People's Democratic Republic,1997.0,110.0829996,6604979.976,14561488.27195587,5101402.0,5150538.0
Liberia,1997.0,0.0,0.0,0.0,2212483.0,2383300.0
Madagascar,1997.0,480.233,28813980.0,63523952.13353346,14545031.0,14778902.0
Malawi,1997.0,60.17,3610200.0,7959128.58940287,10409553.0,10512678.0
Mexico,1997.0,4502.4240011,270145440.066,595568748.3591269,92389117.0,93183094.0
Nepal,1997.0,0.0666667,4000.0019999999995,8818.494896645243,23020192.0,23249417.0
Nicaragua,1997.0,714.0030004,42840180.024000004,94446430.00503689,4855055.0,4895962.0
Nigeria,1997.0,6.905,414300.0,913375.152232455,112356952.0,113791181.0
Panama,1997.0,124.107,7446420.0,16416545.983796278,2799597.0,2827992.0
Papua New Guinea,1997.0,1043.4369999,62606219.994,138023088.86729017,4871847.0,4960439.0
Paraguay,1997.0,35.25945,2115567.0000000005,4664026.86623934,4765274.0,4818289.0
Peru,1997.0,1647.733,98863980.0,217957766.79412597,25136556.0,25365386.0
Philippines,1997.0,30.9289995,1855739.97,4091206.31813324,71831175.0,72718837.0
Rwanda,1997.0,217.949,13076940.0,28829717.74857514,7466041.0,7666732.0
Sierra Leone,1997.0,46.9430001,2816580.006,6209495.997478009,4375072.0,4405028.0
Sri Lanka,1997.0,21.136,1268160.0,2795814.224125296,18390116.0,18449123.0
Tanzania,1997.0,655.1669989,39310019.934,86663759.21187085,31346120.0,31785846.0
Thailand,1997.0,1066.2299995,63973799.970000006,141038086.61956885,60601750.0,60989108.0
Timor-Leste,1997.0,0.0,0.0,0.0,837262.0,843341.0
Togo,1997.0,313.137,18788220.0,41420934.83629461,4525724.0,4592550.0
Trinidad & Tobago,1997.0,3.9519988,237119.928,522759.95736024325,1316018.0,1318171.0
Uganda,1997.0,3501.942,210116520.0,463227633.21639794,21590355.0,21876935.0
Venezuela,1997.0,104.5369998,6272219.988,13827878.074764535,22803968.0,23037561.0
Viet Nam,1997.0,6177.8340002,370670040.012,817187555.4524999,75517162.0,76058603.0
Yemen,1997.0,79.7890032,4787340.192,10554278.485774921,16859218.0,17108681.0
Zambia,1997.0,38.89,2333400.0,5144266.42582479,9013657.0,9133156.0
Zimbabwe,1997.0,109.008,6540480.0,14419290.165757488,11269770.0,11362402.0
Angola,1998.0,53.929,3235740.0,7133585.602424919,15119190.0,15366864.0
Bolivia (Plurinational State of),1998.0,97.0389999,5822339.994,12836062.462874394,8211698.0,8286928.0
Brazil,1998.0,18144.3883339,1088663300.034,2400091738.83283,169799701.0,171039804.0
Burundi,1998.0,373.841,22430460.0,49450699.53450155,5953965.0,6035340.0
Cameroon,1998.0,745.718,44743080.0,98641606.3392443,14125077.0,14314598.0
Central African Republic,1998.0,102.32,6139200.0,13534619.20006152,3505832.0,3555064.0
Colombia,1998.0,11259.9289995,675595739.9699999,1489433651.563352,37620652.0,37944414.0
Congo,1998.0,0.0,0.0,0.0,2896543.0,2937166.0
Costa Rica,1998.0,2044.5580013,122673480.078,270448729.2810241,3781016.0,3821422.0
Côte d'Ivoire,1998.0,4365.288002,261917280.12,577428760.8059753,15601385.0,15858990.0
Cuba,1998.0,151.941,9116460.0,20098353.94719065,11015661.0,11033758.0
Democratic Republic of Congo,1998.0,640.369,38422140.0,84706319.02388775,45238207.0,45895524.0
Dominican Republic,1998.0,359.5050006,21570300.036000002,47554371.41945747,8217522.999999999,8282126.0
Ecuador,1998.0,1056.4159999,63384959.99400001,139739916.68782967,12093784.0,12199694.0
El Salvador,1998.0,1684.2470005,101054820.03,222787742.2851185,5864668.0,5885083.0
Equatorial Guinea,1998.0,1.669,100140.0,220770.909352059,617369.0,629734.0
Ethiopia,1998.0,1917.061,115023660.0,253583762.883983,62177288.0,63136493.0
Gabon,1998.0,1.765,105900.0,233469.535653915,1194600.0,1209832.0
Ghana,1998.0,17.787,1067220.0,2352817.354490757,18488228.0,18714708.0
Guatemala,1998.0,3541.8530004,212511180.024,468506954.8769482,11043383.0,11184032.0
Guinea,1998.0,228.18,13690800.0,30183047.391223982,7898646.0,7992545.0
Guyana,1998.0,0.2283018,13698.107999999998,30199.158773344458,755975.0,756696.0
Haiti,1998.0,127.306,7638360.0,16839701.249834165,7987680.0,8060896.0
Honduras,1998.0,2329.274,139756440.0,308110209.17322224,6228837.0,6308537.0
India,1998.0,3486.8300027,209209800.162,461228658.149863,1011880789.0,1021434576.0
Indonesia,1998.0,5598.0319992,335881919.952,740492878.9965901,206261254.0,207855486.0
Jamaica,1998.0,16.9810004,1018860.0240000001,2246201.857409034,2566033.0,2576567.0
Kenya,1998.0,841.489,50489340.0,111309941.12627608,28742002.0,29137373.0
Lao People's Democratic Republic,1998.0,111.6879996,6701279.976,14773793.430440025,5199673.0,5246922.0
Liberia,1998.0,3.244,194640.0,429107.747116884,2554117.0,2639224.0
Madagascar,1998.0,796.116,47766960.0,105308120.59300408,15012774.0,15250934.0
Malawi,1998.0,58.6,3516000.0,7751453.1384246005,10615803.0,10732456.0
Mexico,1998.0,3399.0260009,203941560.054,449614176.8304287,93977071.0,94767284.0
Nepal,1998.0,0.0333333,1999.998,4409.240834454757,23478643.0,23703328.0
Nicaragua,1998.0,940.5839991,56435039.946,124417965.72996001,4936870.0,4974552.0
Nigeria,1998.0,9.8969999,593819.9940000001,1309148.9920792314,115225409.0,116690527.0
Panama,1998.0,145.123,8707380.0,19196486.925044253,2856386.0,2885176.0
Papua New Guinea,1998.0,1348.9680002,80938080.012,178437922.1635605,5049031.0,5138829.0
Paraguay,1998.0,19.3557834,1161347.004,2560331.8768361225,4871304.0,4923450.0
Peru,1998.0,1949.254,116955240.0,257842167.847896,25594216.0,25818226.0
Philippines,1998.0,21.0029996,1260179.976,2778221.28269199,73606500.0,74491918.0
Rwanda,1998.0,214.272,12856320.0,28343333.905742593,7867423.0,7914645.0
Sierra Leone,1998.0,41.865,2511900.0,5537791.563825015,4434983.0,4449975.0
Sri Lanka,1998.0,27.2659998,1635959.988,3606674.397986254,18508129.0,18560798.0
Tanzania,1998.0,742.3049999,44538299.993999995,98190143.7055141,32225572.0,32626498.0
Thailand,1998.0,778.0310001,46681860.006000005,102915884.59926239,61376466.0,61745217.0
Timor-Leste,1998.0,0.0,0.0,0.0,849420.0,855410.0
Togo,1998.0,165.801,9948060.0,21931718.11952111,4659375.0,4728297.0
Trinidad & Tobago,1998.0,5.2189988,313139.92799999996,690355.3690732801,1320325.0,1322572.0
Uganda,1998.0,3286.012,197160720.0,434664983.45223373,22163515.0,22537658.0
Venezuela,1998.0,267.5629998,16053779.988,35392526.52774762,23271154.0,23503819.0
Viet Nam,1998.0,6466.7120002,388002720.012,855399573.877787,76600044.0,77128424.0
Yemen,1998.0,70.7909994,4247459.964,9364046.322036587,17358145.0,17608134.0
Zambia,1998.0,33.308,1998480.0,4405894.217314788,9252656.0,9372430.0
Zimbabwe,1998.0,153.268,9196080.0,20273886.000342347,11455033.0,11548364.0
Angola,1999.0,50.114,3006840.0,6628947.484283454,15614538.0,15870752.0
Bolivia (Plurinational State of),1999.0,123.709,7422540.0,16363899.5955865,8362157.999999999,8439052.0
Brazil,1999.0,23149.2038037,1388952228.2220001,3062115503.0071855,172279906.0,173486281.0
Burundi,1999.0,408.748,24524880.0,54068105.246156625,6116715.0,6180180.0
Cameroon,1999.0,1154.047,69242820.0,152654287.3726876,14504120.0,14698973.0
Central African Republic,1999.0,194.884,11693040.0,25778740.502196923,3604295.0,3655360.0
Colombia,1999.0,9995.3100014,599718600.084,1322153192.4893997,38268177.0,38585033.0
Congo,1999.0,0.0,0.0,0.0,2977790.0,3016659.0
Costa Rica,1999.0,2194.9110035,131694660.21000001,290337027.0758151,3861827.0,3901430.0
Côte d'Ivoire,1999.0,2406.01,144360600.0,318260644.4638391,16116595.0,16345894.0
Cuba,1999.0,77.4130001,4644780.006,10239987.07474418,11051855.0,11070094.0
Democratic Republic of Congo,1999.0,487.112,29226720.0,64433888.07447583,46552842.0,47227238.0
Dominican Republic,1999.0,160.5920023,9635520.138,21242685.669526033,8346727.999999999,8411374.0
Ecuador,1999.0,988.0260009,59281560.054,130693468.3536077,12305603.0,12412046.0
El Salvador,1999.0,1889.8150003,113388900.01799999,249979734.04637066,5905497.0,5923852.0
Equatorial Guinea,1999.0,1.036,62160.0,137039.342174196,642099.0,655028.0
Ethiopia,1999.0,1818.087,109085220.0,240491743.72148407,64095699.0,65077580.0
Gabon,1999.0,2.5,150000.0,330693.3932775,1225064.0,1240764.0
Ghana,1999.0,94.408,5664480.0,12488040.749016888,18941187.0,19176791.0
Guatemala,1999.0,4680.601,280836060.0,619137530.9072239,11324682.0,11463504.0
Guinea,1999.0,300.7939999,18047639.994,39788235.40177719,8086444.0,8174897.0
Guyana,1999.0,1.4093593,84561.558,186426.32370568084,757418.0,758014.0
Haiti,1999.0,71.841,4310460.0,9502937.626579551,8134112.0,8208941.000000001
Honduras,1999.0,1986.603,119196180.0,262782594.86610454,6388237.0,6477365.0
India,1999.0,3621.9589989,217317539.93400002,479103164.6632872,1030988362.0,1040500054.0
Indonesia,1999.0,5115.0269995,306901619.96999997,676602254.0682737,209449717.0,210996910.0
Jamaica,1999.0,24.228,1453680.0,3204815.812930908,2587101.0,2596270.0
Kenya,1999.0,1114.07,66844200.0,147366235.45946577,29532744.0,29965129.0
Lao People's Democratic Republic,1999.0,191.3359992,11480159.952,25309420.33263561,5294170.0,5340056.0
Liberia,1999.0,15.209,912540.0,2011806.327342999,2724332.0,2789743.0
Madagascar,1999.0,464.383,27862980.0,61427356.02015411,15489095.0,15730884.0
Malawi,1999.0,54.31,3258600.0,7183983.27556041,10849109.0,10973956.0
Mexico,1999.0,4357.6250021,261457500.12599996,576415119.4301287,95557498.0,96334810.0
Nepal,1999.0,0.0,0.0,0.0,23928013.0,24143157.0
Nicaragua,1999.0,984.1939994,59051639.964,130186581.32197593,5012234.0,5049878.0
Nigeria,1999.0,8.576,514560.0,1134410.616299136,118155646.0,119695565.0
Panama,1999.0,117.981,7078860.0,15606214.892909091,2913967.0,2943120.0
Papua New Guinea,1999.0,1320.1479996,79208879.976,174625688.64649108,5228627.0,5321388.0
Paraguay,1999.0,3.4944834,209669.00400000002,462241.0293191582,4975595.0,5026031.0
Peru,1999.0,2407.33,144439800.0,318435250.57548964,26042236.0,26252239.0
Philippines,1999.0,8.5949999,515699.99399999995,1136923.8728603092,75377337.0,76249064.0
Rwanda,1999.0,314.019,18841140.0,41537603.46544291,7961868.0,8009587.0
Sierra Leone,1999.0,22.945,1376700.0,3035103.963500895,4464967.0,4475145.0
Sri Lanka,1999.0,17.2599997,1035599.9820000001,2283107.147504653,18613466.0,18670411.0
Tanzania,1999.0,643.3540005,38601240.03,85101167.00159977,33027423.000000004,33499771.999999996
Thailand,1999.0,493.404001,29604240.06,65266177.338954,62113968.0,62442652.0
Timor-Leste,1999.0,0.0,0.0,0.0,861399.0,866649.0
Togo,1999.0,320.88,19252800.0,42445158.41395368,4797219.0,4867942.0
Trinidad & Tobago,1999.0,2.9669988,178019.92799999999,392466.7604089082,1324820.0,1327062.0
Uganda,1999.0,3840.797,230447820.0,508050477.1280169,22911800.0,23279247.0
Venezuela,1999.0,464.0820001,27844920.006,61387540.54883124,23736484.0,23966960.0
Viet Nam,1999.0,7727.0130001,463620780.006,1022108859.5609697,77656803.0,78123713.0
Yemen,1999.0,68.004,4080240.0,8995389.406577244,17858122.0,18114552.0
Zambia,1999.0,51.184,3071040.0,6770484.256606224,9492204.0,9621238.0
Zimbabwe,1999.0,131.422,7885320.0,17384154.852526244,11641695.0,11716454.0
Angola,2000.0,21.505,1290300.0,2844624.568973055,16126967.0,16394062.000000002
Bolivia (Plurinational State of),2000.0,106.347,6380820.0,14067300.117952917,8515947.0,8592656.0
Brazil,2000.0,18016.2606406,1080975638.4359999,2383143346.1647515,174692656.0,175873720.0
Burundi,2000.0,444.242,26654520.0,58763157.76655326,6243645.0,6307660.0
Cameroon,2000.0,1204.964,72297840.0,159389453.5748918,14893826.0,15091594.0
Central African Republic,2000.0,202.816,12168960.0,26827964.500387777,3706425.0,3759170.0
Colombia,2000.0,9176.6609102,550599654.612,1213864454.1404119,38901889.0,39215135.0
Congo,2000.0,0.0,0.0,0.0,3055528.0,3134030.0
Costa Rica,2000.0,1964.9800407,117898802.442,259922366.95265722,3941033.0,3979192.0
Côte d'Ivoire,2000.0,6109.6138,366576828.0,808163567.6548165,16575193.0,16799670.0
Cuba,2000.0,112.91898,6775138.800000001,14936624.264653664,11088334.0,11105791.0
Democratic Republic of Congo,2000.0,281.328,16879680.0,37213324.37758901,47901635.0,48616317.0
Dominican Republic,2000.0,154.8670095,9292020.569999998,20485398.751317527,8476020.0,8540792.0
Ecuador,2000.0,696.65018,41799010.8,92151044.78063247,12518489.0,12626507.0
El Salvador,2000.0,2536.57276,152194365.60000002,335531141.3198695,5942207.0,5958482.0
Equatorial Guinea,2000.0,0.179,10740.0,23677.646958669,667958.0,684977.0
Ethiopia,2000.0,1981.856,118911360.0,262154674.2509492,66059460.00000001,67031867.0
Gabon,2000.0,0.584,35040.0,77249.976669624,1256465.0,1272935.0
Ghana,2000.0,90.63314,5437988.4,11988712.243997887,19412396.0,19665502.0
Guatemala,2000.0,4851.59185,291095511.0,641755748.6695855,11602327.0,11735894.0
Guinea,2000.0,292.1529999,17529179.994,38645226.75725284,8263350.0,8336967.000000001
Guyana,2000.0,0.5136147,30816.881999999998,67939.59519208207,758610.0,759051.0
Haiti,2000.0,72.858,4371480.0,9637463.698964838,8283770.0,8360224.0
Honduras,2000.0,2878.56,172713600.0,380768309.6611522,6566493.0,6656725.0
India,2000.0,4228.7878502,253727271.01200002,559372881.453321,1050011745.0000001,1059633675.0
Indonesia,2000.0,5357.59886,321455931.6,708689018.7332263,212544104.0,214072422.0
Jamaica,2000.0,28.91593,1734955.8,3824922.8045898643,2605440.0,2612205.0
Kenya,2000.0,1328.30814,79698488.4,175705090.45388982,30397514.0,30851606.0
Lao People's Democratic Republic,2000.0,254.5989996,15275939.976,33677682.841112345,5385941.0,5430853.0
Liberia,2000.0,3.583,214980.0,473949.771245313,2855154.0,2895224.0
Madagascar,2000.0,216.232,12973920.0,28602597.526072152,15972674.0,16216431.0
Malawi,2000.0,61.488,3689280.0,8133470.146338768,11098802.0,11229387.0
Mexico,2000.0,5303.6903414,318221420.484,701558142.3562675,97112122.0,97873442.0
Nepal,2000.0,0.066666,3999.96,8818.402302495126,24358301.0,24559500.0
Nicaragua,2000.0,1366.6234,81997404.0,180773331.79137367,5087522.0,5123222.0
Nigeria,2000.0,6.7439999,404639.99400000006,892078.4844776484,121235485.0,122851984.0
Panama,2000.0,72.034,4322040.0,9528467.156540575,2972273.0,3001731.0
Papua New Guinea,2000.0,1043.1571301,62589427.805999994,137986068.429755,5414149.0,5508298.0
Paraguay,2000.0,5.4387134,326322.804,719418.6357239237,5076467.0,5123819.0
Peru,2000.0,2361.566,141693960.0,312381709.59550905,26462243.0,26654439.0
Philippines,2000.0,4.9972,299832.00000000006,661016.4099545294,77120792.0,77958223.0
Rwanda,2000.0,270.158,16209480.0,35735786.29642514,8057306.0,8109989.0
Sierra Leone,2000.0,39.796,2387760.0,5264109.711548556,4485324.0,4584067.0
Sri Lanka,2000.0,2.4309996,145859.97599999997,321566.202712098,18727357.0,18776371.0
Tanzania,2000.0,740.3485,44420910.0,97931343.06916289,33972122.0,34463704.0
Thailand,2000.0,970.33097,58219858.199999996,128352816.4286192,62771335.0,63066602.0
Timor-Leste,2000.0,1.195,71700.0,158071.441986645,871899.0,878360.0
Togo,2000.0,282.6,16956000.0,37381581.1760886,4938664.0,5008036.0
Trinidad & Tobago,2000.0,3.0969997,185819.982,409662.9359089598,1329305.0,1332203.0
Uganda,2000.0,2513.272,150796320.0,332448978.3637316,23646693.0,24020697.0
Venezuela,2000.0,38.36703,2302021.8,5075089.336271856,24197435.0,24427729.0
Viet Nam,2000.0,11618.3758499,697102550.994,1536848053.6707156,78590624.0,79001142.0
Yemen,2000.0,58.1039992,3486239.952,7685843.463376459,18370981.0,18628700.0
Zambia,2000.0,64.552,3873120.0000000005,8538767.969139673,9750273.0,9891136.0
Zimbabwe,2000.0,117.05728,7023436.8,15484027.652413774,11791214.0,11834676.0
Angola,2001.0,14.25,855000.0,1884952.34168175,16661157.0,16941587.0
Bolivia (Plurinational State of),2001.0,69.555,4173300.0,9200551.587766604,8669365.0,8746084.0
Brazil,2001.0,23172.486512,1390349190.7199998,3065195278.1321516,177054783.0,178211881.0
Burundi,2001.0,303.166,18189960.0,40101997.30654663,6371674.0,6465729.0
Cameroon,2001.0,1125.159,67509540.0,148833059.07468745,15289363.0,15493253.0
Central African Republic,2001.0,94.316,5658960.0,12475871.232144276,3811915.0,3844772.0
Colombia,2001.0,9943.6300006,596617800.036,1315317098.5577455,39528382.0,39837875.0
Congo,2001.0,0.0,0.0,0.0,3212532.0,3254101.0
Costa Rica,2001.0,2018.2970002,121097820.012,266974993.45517483,4017352.0,4053222.0
Côte d'Ivoire,2001.0,4094.5219997,245671319.982,541612549.5720671,17024147.0,17245468.0
Cuba,2001.0,108.625,6517500.0,14368627.937907375,11123248.0,11139127.0
Democratic Republic of Congo,2001.0,133.054,7983240.0,17600031.499657795,49330999.0,50106657.0
Dominican Republic,2001.0,97.3850021,5843100.126,12881830.719514186,8605563.0,8669040.0
Ecuador,2001.0,756.3890008,45383340.04799999,100053138.12493186,12734525.0,12845521.0
El Salvador,2001.0,1532.9139997,91974839.98200001,202769812.86535108,5974757.0,5988095.0
Equatorial Guinea,2001.0,0.0,0.0,0.0,701996.0,719270.0
Ethiopia,2001.0,1376.062,82563720.0,182021844.8560893,68004275.0,69018932.0
Gabon,2001.0,2.024,121440.0,267729.371197464,1289404.0,1306590.0
Ghana,2001.0,56.534,3392040.0,7478168.118220074,19918608.0,20195577.0
Guatemala,2001.0,4110.378,246622679.99999997,543709939.3892735,11869461.0,12009194.0
Guinea,2001.0,355.8079999,21348479.994000003,47065341.93688456,8410584.0,8445717.0
Guyana,2001.0,1.1471951,68831.70599999999,151747.93614812836,759492.0,759810.0
Haiti,2001.0,86.668,5200080.0,11464214.003429748,8436679.0,8511728.0
Honduras,2001.0,2391.613,143496780.0,316356247.35063267,6746957.0,6837862.0
India,2001.0,3729.7010005,223782060.03,493354991.9063327,1069255605.9999999,1078970907.0
Indonesia,2001.0,5243.4050012,314604300.07199997,693583756.8700167,215600739.0,217112437.0
Jamaica,2001.0,28.1909991,1691459.946,3729030.8609047793,2618970.0,2625405.0
Kenya,2001.0,1095.882,65752920.0,144960374.8846933,31305698.0,31800343.0
Lao People's Democratic Republic,2001.0,198.1189985,11887139.91,26206657.554681975,5475765.0,5519707.0
Liberia,2001.0,7.227,433620.0,955968.461286597,2935294.0,2981648.0
Madagascar,2001.0,87.257,5235420.0,11542125.366885927,16460187.999999998,16709665.0
Malawi,2001.0,63.712,3822720.0,8427654.988998432,11359972.0,11498818.0
Mexico,2001.0,3333.1659985,199989959.91000003,440902389.7604607,98634761.0,99394288.0
Nepal,2001.0,0.066666,3999.96,8818.402302495126,24760700.0,24956071.0
Nicaragua,2001.0,1364.5919995,81875519.97,180504623.50159344,5158923.0,5192764.0
Nigeria,2001.0,6.855,411300.0,906761.284366905,124468482.0,126152678.0
Panama,2001.0,56.933,3415980.0,7530946.783787163,3031190.0,3061024.0
Papua New Guinea,2001.0,1095.4109998,65724659.98799999,144898072.22294432,5602446.0,5698489.0
Paraguay,2001.0,0.6,36000.0,79366.4143866,5171171.0,5211541.0
Peru,2001.0,2662.796,159767760.0,352227617.93830156,26846635.0,27014909.0
Philippines,2001.0,3.014,180840.0,398683.954935354,78795655.0,79626086.0
Rwanda,2001.0,278.773,16726380.0,36875355.7296594,8162671.0,8223941.000000001
Sierra Leone,2001.0,35.903,2154180.0,4749153.959536833,4682810.0,4857096.0
Sri Lanka,2001.0,4.1429996,248579.97599999997,548025.03842853,18825385.0,18920275.0
Tanzania,2001.0,866.1620001,51969720.006,114573620.37643811,34955286.0,35414470.0
Thailand,2001.0,1147.7910002,68867460.01200001,151826760.25180548,63361870.0,63649892.0
