country,calendar_year,exports_1k_bags,exports_kg,exports_lb,population_boy,population_mid
Timor-Leste,2001.0,31.6646336,1899878.0159999998,4188514.052829096,884820.0,893001.0
Togo,2001.0,193.325,11599500.0,25572520.102149077,5077407.0,5145426.0
Trinidad & Tobago,2001.0,2.8399995,170399.97,375667.62862456136,1335100.0,1338567.0
Uganda,2001.0,3059.763,183585780.0,404737363.6379773,24394702.0,24763325.0
Venezuela,2001.0,25.9340004,1556040.0239999997,3430481.037414416,24658022.0,24880203.0
Viet Nam,2001.0,14106.4430005,846386580.03,1865963001.1643934,79411660.0,79817777.0
Yemen,2001.0,65.8800015,3952800.090000001,8714432.498064717,18886420.0,19143457.0
Zambia,2001.0,114.945,6896700.0,15204620.836112896,10031998.0,10191964.0
Zimbabwe,2001.0,104.5680001,6274080.006,13831978.712524384,11878139.0,11910978.0
Angola,2002.0,9.345,560700.0,1236131.904071295,17222016.0,17516139.0
Bolivia (Plurinational State of),2002.0,79.148,4748880.0,10469488.276451029,8822803.0,8900583.0
Brazil,2002.0,27981.8389351,1678910336.106,3701363707.0370746,179368980.0,180476686.0
Burundi,2002.0,288.607,17316420.0,38176171.261455774,6559784.0,6648938.0
Cameroon,2002.0,639.688,38381280.0,84616238.14355896,15697143.0,15914033.0
Central African Republic,2002.0,95.435,5726100.0,12623889.594975285,3877630.0,3930648.0
Colombia,2002.0,10273.4249979,616405499.874,1358941509.2549777,40147368.0,40454050.0
Congo,2002.0,0.0,0.0,0.0,3295670.0,3331158.0
Costa Rica,2002.0,1784.0340019,107042040.11400001,235987303.1242996,4089093.0,4122622.9999999995
Côte d'Ivoire,2002.0,3253.2150024,195192900.144,430326683.2819705,17466790.0,17683897.0
Cuba,2002.0,57.42,3445200.0,7595365.85679762,11155006.0,11170051.0
Democratic Republic of Congo,2002.0,179.221,10753260.0,23706880.25463473,50882315.0,51662071.0
Dominican Republic,2002.0,116.8180034,7009080.204,15452376.776099414,8732516.0,8795101.0
Ecuador,2002.0,565.2889991,33917339.945999995,74774934.91792825,12956517.0,13070608.0
El Salvador,2002.0,1533.0990005,91985940.03,202794284.28227547,6001433.0,6011275.0
Equatorial Guinea,2002.0,0.0,0.0,0.0,736545.0,754116.0
Ethiopia,2002.0,2054.678,123280680.0,271787375.9650509,70033590.0,71073214.0
Gabon,2002.0,0.25,15000.0,33069.33932775,1323776.0,1341696.0
Ghana,2002.0,25.057,1503420.0,3314473.742141727,20472546.0,20758326.0
Guatemala,2002.0,3491.328,209479680.0,461823641.345899,12148927.0,12289856.0
Guinea,2002.0,135.7669999,8146019.994,17958899.9568148,8480850.0,8577790.0
Guyana,2002.0,1.0699356,64196.136,141528.25366095916,760127.0,760324.0
Haiti,2002.0,41.182,2470920.0,5447446.128781602,8586776.0,8661546.0
Honduras,2002.0,2711.26,162675600.0,358638307.78302187,6928766.0,7019908.0
India,2002.0,3550.1299989,213007799.93400002,469601814.36499536,1088686207.0,1098313038.0
Indonesia,2002.0,4285.830001,257149800.06,566918266.4164805,218624134.0,220115092.0
Jamaica,2002.0,26.3730004,1582380.0239999997,3488550.7972739455,2631841.0,2638244.0
Kenya,2002.0,735.704,44142240.0,97316980.88313195,32294989.0,32779822.999999996
Lao People's Democratic Republic,2002.0,278.067,16684020.0,36781967.91539784,5563649.0,5606101.0
Liberia,2002.0,5.775,346500.0,763901.738471025,3028003.0,3060599.0
Madagascar,2002.0,145.329,8719740.0,19223736.06065032,16959142.0,17211934.0
Malawi,2002.0,43.97,2638200.0,5816235.40096467,11637665.0,11784498.0
Mexico,2002.0,2644.6589999,158679539.994,349828503.49552417,100153815.0,100917081.0
Nepal,2002.0,0.1166664,6999.984,15432.32307898805,25151443.0,25332178.0
Nicaragua,2002.0,955.4019993,57324119.958000004,126378051.63704988,5226605.0,5259006.0
Nigeria,2002.0,5.3099999,318599.994,702392.7540936742,127836875.0,129583026.0
Panama,2002.0,82.697,4961820.0,10938940.617547767,3090858.0,3120990.0
Papua New Guinea,2002.0,1057.0539997,63423239.982,139824309.6153386,5794532.0,5892596.0
Paraguay,2002.0,21.4491333,1286947.9980000001,2837234.6695353687,5251911.0,5286512.0
Peru,2002.0,2789.464,167367840.0,368982926.23417133,27183182.0,27334503.0
Philippines,2002.0,7.0079997,420479.982,926999.6803522808,80456517.0,81285572.0
Rwanda,2002.0,329.949,19796940.0,43644781.76740714,8285210.999999999,8372306.000000001
Sierra Leone,2002.0,80.461,4827660.0,10643168.446600372,5031382.0,5140112.0
Sri Lanka,2002.0,2.9119995,174719.97,385191.59835095337,19015165.0,19110707.0
Tanzania,2002.0,496.1019996,29766119.976,65623061.46379078,35873653.0,36353531.0
Thailand,2002.0,253.2999999,15197999.993999999,33505854.593648564,63937914.0,64222580.0
Timor-Leste,2002.0,30.0256336,1801538.0159999998,3971711.4641963667,901182.0,909638.0
Togo,2002.0,100.191,6011460.0,13253000.706346402,5213446.0,5281538.0
Trinidad & Tobago,2002.0,2.1449991,128699.946,283734.81238247344,1342034.0,1345964.0
Uganda,2002.0,3357.847,201470820.0,444167127.4146694,25131948.0,25545090.0
Venezuela,2002.0,191.901,11514060.0,25384157.14533821,25102384.0,25330929.0
Viet Nam,2002.0,11771.3669994,706282019.964,1557085318.6185477,80223893.0,80642308.0
Yemen,2002.0,60.9980006,3659880.036,8068654.3206227925,19400494.0,19660653.0
Zambia,2002.0,99.446,5966760.0,13154454.075149706,10351930.0,10508294.0
Zimbabwe,2002.0,119.0890001,7145340.006,15752778.218037415,11943816.0,11984644.0
Angola,2003.0,17.298,1037880.0,2288133.726765678,17810261.0,18124342.0
Bolivia (Plurinational State of),2003.0,73.1590001,4389540.006,9677279.196743185,8978363.0,9057378.0
Brazil,2003.0,25710.8116628,1542648699.768,3400958221.076021,181584391.0,182629278.0
Burundi,2003.0,475.98,28558800.0,62961376.53288978,6738092.0,6860846.0
Cameroon,2003.0,814.341,48860460.0,107718875.42999706,16130923.0,16354326.0
Central African Republic,2003.0,39.83,2389800.0,5268607.14169713,3983666.0,4026842.0
Colombia,2003.0,10244.3919993,614663519.958,1355101100.9253557,40760731.0,41057687.0
Congo,2003.0,0.0,0.0,0.0,3366646.0,3424653.0
Costa Rica,2003.0,1701.8120002,102108720.01200001,225111194.026603,4156153.0000000005,4188609.9999999995
Côte d'Ivoire,2003.0,2646.6490009,158798940.054,350091735.56885046,17901004.0,18116451.0
Cuba,2003.0,50.14,3008400.0,6632386.69557354,11185096.0,11199217.0
Democratic Republic of Congo,2003.0,211.869,12712140.0,28025471.41612426,52441828.0,53205639.0
Dominican Republic,2003.0,151.438005,9086280.3,20031819.097850006,8857686.0,8919852.0
Ecuador,2003.0,621.4529993,37287179.958000004,82204160.44039874,13184700.0,13301184.0
El Salvador,2003.0,1304.0299995,78241799.97,172493642.18812466,6021117.0,6026848.0
Equatorial Guinea,2003.0,0.0,0.0,0.0,771686.0,789681.0
Ethiopia,2003.0,2229.143,133748580.0,294865145.10831445,72112839.0,73168838.0
Gabon,2003.0,0.95,57000.0,125663.48944545,1359616.0,1378398.0
Ghana,2003.0,25.0281448,1501688.6879999998,3310656.852541046,21044106.0,21329514.0
Guatemala,2003.0,3820.7999997,229247999.982,505405326.7741856,12430785.0,12570504.0
Guinea,2003.0,354.647,21278820.0,46911767.93827422,8674729.0,8772254.0
Guyana,2003.0,0.778369,46702.14,102960.59433280576,760520.0,760562.0
Haiti,2003.0,37.0220001,2221320.006,4897172.335595578,8736315.0,8812245.0
Honduras,2003.0,2425.237,145514220.0,320803941.2128577,7111049.0,7201880.0
India,2003.0,3707.0660016,222423960.09600002,490360894.06910336,1107939870.0,1117415124.0
Indonesia,2003.0,4794.7200006,287683200.036,634232890.7255644,221606049.0,223080121.0
Jamaica,2003.0,24.5077825,1470466.9500000002,3241824.7026527734,2644646.0,2651027.0
Kenya,2003.0,919.569,55174140.0,121638157.18511896,33264656.000000004,33767122.0
Lao People's Democratic Republic,2003.0,232.65,13959000.0,30774327.17840415,5648553.0,5689065.0
Liberia,2003.0,6.604,396240.0,873559.667681844,3093196.0,3085173.0
Madagascar,2003.0,118.95,7137000.0,15734391.65214345,17464727.0,17724310.0
Malawi,2003.0,48.882,2932920.0,6465981.780076302,11931332.0,12087965.0
Mexico,2003.0,2595.5929985,155735579.91,343338182.4965144,101680347.0,102429341.0
Nepal,2003.0,1.8589988,111539.92799999999,245903.4485083202,25512913.0,25682908.0
Nicaragua,2003.0,1013.2369996,60794219.975999996,134028312.63681476,5291406.0,5323062.0
Nigeria,2003.0,8.9789998,538739.988,1187718.3648399976,131329176.0,133119801.0
Panama,2003.0,86.101,5166060.0,11389212.741834411,3151123.0,3181608.0
Papua New Guinea,2003.0,1147.1679996,68830079.976,151744351.3788343,5990660.0,6090980.0
Paraguay,2003.0,30.86829,1852097.4,4083175.825909568,5321114.0,5353254.0
Peru,2003.0,2503.025,150181500.0,331093532.2833658,27485824.0,27623341.0
Philippines,2003.0,12.3309998,739859.9880000001,1631112.06654647,82114628.0,82942837.0
Rwanda,2003.0,245.426,14725560.0,32464302.695409488,8459401.0,8567992.0
Sierra Leone,2003.0,33.9741004,2038446.0239999997,4494004.217930588,5248843.0,5350907.0
Sri Lanka,2003.0,5.9761442,358568.65200000006,790508.5616854604,19206248.0,19303180.0
Tanzania,2003.0,882.6650006,52959900.036,116756593.67028023,36833410.0,37333918.0
Thailand,2003.0,180.6349993,10838099.958,23893920.345278338,64507246.0,64776956.0
Timor-Leste,2003.0,45.9073504,2754441.0239999997,6072502.992062078,918095.0,926722.0
Togo,2003.0,71.558,4293480.0,9465503.134460539,5349629.0,5421000.0
Trinidad & Tobago,2003.0,1.7918055,107508.33,237015.29635531502,1349893.0,1353548.0
Uganda,2003.0,2522.128,151327680.0,333620426.6400778,25958233.0,26354736.0
Venezuela,2003.0,259.9515279,15597091.673999999,34385701.13956869,25559473.0,25782029.0
Viet Nam,2003.0,11631.1110003,697866660.018,1538532625.7105858,81060723.0,81475825.0
Yemen,2003.0,55.3268102,3319608.612,7318484.24170328,19920811.0,20188799.0
Zambia,2003.0,129.673,7780380.0,17152801.754589304,10664659.0,10837973.0
Zimbabwe,2003.0,97.4280001,5845680.006,12887518.381323844,12025472.0,12075828.0
Angola,2004.0,5.67,340200.0,750012.61595337,18438424.0,18771125.0
Bolivia (Plurinational State of),2004.0,93.278,5596680.0,12338567.335255459,9136393.0,9216279.0
Brazil,2004.0,26478.4750901,1588708505.4060001,3502502710.543571,183674165.0,184722043.0
Burundi,2004.0,338.925,20335500.0,44832103.326630674,6983600.0,7120496.0
Cameroon,2004.0,734.325,44059500.0,97134570.40740007,16577729.0,16809407.0
Central African Republic,2004.0,63.92,3835200.0,8455168.679319121,4070017.0,4115138.0
Colombia,2004.0,10194.3150011,611658900.066,1348477047.941392,41354642.0,41648268.0
Congo,2004.0,0.0,0.0,0.0,3482659.0,3543012.0
Costa Rica,2004.0,1423.9400005,85436400.03,188355020.23556402,4221068.0,4252800.0
Côte d'Ivoire,2004.0,2572.7339994,154364039.96400002,340314454.5047919,18331898.0,18544903.0
Cuba,2004.0,24.838,1490280.0,3285505.000890618,11213338.0,11225294.0
Democratic Republic of Congo,2004.0,252.586,15155160.0,33411408.573756248,53969451.0,54815607.0
Dominican Republic,2004.0,45.5640004,2733840.0239999997,6027085.561429346,8982018.0,9043127.0
Ecuador,2004.0,703.9210016,42235260.096,93112809.84736021,13417669.0,13534592.0
El Salvador,2004.0,1327.5330002,79651980.01200001,175602557.00959927,6032580.0,6035656.0
Equatorial Guinea,2004.0,0.0,0.0,0.0,807676.0,826355.0
Ethiopia,2004.0,2490.944,149456640.0,329495489.5296916,74224838.0,75301026.0
Gabon,2004.0,0.0,0.0,0.0,1397179.0,1417110.0
Ghana,2004.0,22.10685,1326411.0000000002,2924235.696470681,21614922.0,21906444.0
Guatemala,2004.0,3309.5810002,198574860.01199996,437782628.51315206,12710222.0,12852436.0
Guinea,2004.0,296.202,17772120.0,39180817.79023282,8869780.0,8961039.0
Guyana,2004.0,0.6408565,38451.39000000001,84770.80423557688,760603.0,760424.0
Haiti,2004.0,32.0559998,1923359.9880000001,4240282.939505945,8888175.0,8961490.0
Honduras,2004.0,2779.189,166751340.0,367623776.38780075,7292712.0,7383406.0
India,2004.0,3647.3365209,218840191.254,482460036.20854896,1126890377.0,1136264583.0
Indonesia,2004.0,5455.5989996,327335939.976,721652218.2156234,224554193.0,225938594.0
Jamaica,2004.0,29.1904905,1751429.43,3861240.941951851,2657408.0,2664024.0
Kenya,2004.0,753.598,45215880.0,99683951.91485497,34269587.0,34791836.0
Lao People's Democratic Republic,2004.0,267.06666,16023999.600000001,35326872.010675356,5729576.0,5768167.0
Liberia,2004.0,0.0,0.0,0.0,3077149.0,3122446.0
Madagascar,2004.0,127.034,7622040.0,16803721.808645573,17983893.0,18250774.0
Malawi,2004.0,25.737,1544220.0,3404422.345113207,12244598.0,12411342.0
Mexico,2004.0,2361.9313219,141715879.31399998,312430033.41100883,103178335.0,103945813.0
Nepal,2004.0,1.4566661,87399.96600000001,192683.9421925209,25852903.0,26003965.0
Nicaragua,2004.0,1311.3499996,78680999.976,173461912.4568689,5354718.0,5386223.0
Nigeria,2004.0,5.6191904,337151.424,743291.6563393411,134910425.0,136756848.0
Panama,2004.0,99.145,5948700.0,13114638.590599095,3212093.0,3243311.0
Papua New Guinea,2004.0,1047.6650115,62859900.69,138582359.0684184,6191300.0,6293166.0
Paraguay,2004.0,17.2017367,1032104.202,2275400.271835642,5385394.0,5416324.0
Peru,2004.0,3184.062,191043720.0,421179306.8743773,27760859.0,27893911.0
Philippines,2004.0,28.8129993,1728779.958,3811307.403607693,83771045.0,84607501.0
Rwanda,2004.0,450.444,27026640.0,59583541.93659609,8676582.0,8791853.0
Sierra Leone,2004.0,22.9460001,1376760.0059999998,3035236.2540859412,5452971.0,5533329.0
Sri Lanka,2004.0,6.913303,414798.18,914473.4511302082,19400112.0,19490431.0
Tanzania,2004.0,552.8320004,33169920.024,73127156.0498657,37834426.0,38360879.0
Thailand,2004.0,419.8139997,25188839.982,55531886.44247695,65046666.0,65311166.0
Timor-Leste,2004.0,22.4361888,1346171.328,2967799.762594656,935348.0,945988.0
Togo,2004.0,148.541,8912460.0,19648610.93233325,5492372.0,5565218.0
Trinidad & Tobago,2004.0,2.1864285,131185.71,289214.98392945377,1357203.0,1361172.0
Uganda,2004.0,2627.011,157620660.0,347494072.7069274,26751240.0,27146084.0
Venezuela,2004.0,169.8346224,10190077.344,22465275.030983567,26004584.0,26226927.0
Viet Nam,2004.0,14858.9909998,891539459.988,1965508061.7614777,81890926.0,82311227.0
Yemen,2004.0,44.6280631,2677683.786,5903282.248776554,20456787.0,20733406.0
Zambia,2004.0,103.755,6225300.0,13724437.207802806,11011287.0,11188040.0
Zimbabwe,2004.0,113.0079995,6780479.97,14948399.52886281,12126185.0,12160882.0
Angola,2005.0,4.665,279900.0,617073.871855815,19103826.0,19450959.0
Bolivia (Plurinational State of),2005.0,84.2137507,5052825.042,11139572.391843377,9296165.0,9377388.0
Brazil,2005.0,26198.0554467,1571883326.802,3465409541.1765256,185769921.0,186797334.0
Burundi,2005.0,371.441,22286460.0,49133233.87695515,7257392.0,7388874.0
Cameroon,2005.0,704.3954,42263724.0,93175562.01402476,17041085.0,17275171.0
Central African Republic,2005.0,46.5612127,2793672.7619999996,6158994.16915137,4160259.0,4208834.0
Colombia,2005.0,10871.2469708,652274818.248,1438019819.9726381,41941895.0,42220940.0
Congo,2005.0,0.0,0.0,0.0,3603364.0,3672839.0
Costa Rica,2005.0,1480.3359848,88820159.088,195814932.00172067,4284531.0,4315887.0
Côte d'Ivoire,2005.0,1753.849255,105230955.30000001,231994544.57326618,18757907.0,18970215.0
Cuba,2005.0,23.684,1421040.0,3132856.930553724,11237251.0,11246114.0
Democratic Republic of Congo,2005.0,157.53,9451800.0,20837652.09720183,55661763.0,56550246.0
Dominican Republic,2005.0,41.7670926,2506025.556,5524840.631691824,9104236.0,9164768.0
Ecuador,2005.0,993.4850211,59609101.266,131415573.11917108,13651516.0,13770012.0
El Salvador,2005.0,1279.8806251,76792837.506,169299226.76177874,6038731.0,6037817.0
Equatorial Guinea,2005.0,0.0,0.0,0.0,845034.0,864726.0
Ethiopia,2005.0,2435.069,146104140.0,322104492.18993944,76377213.0,77469940.0
Gabon,2005.0,0.0,0.0,0.0,1437040.0,1458353.0
Ghana,2005.0,17.5438,1052628.0,2320647.501192722,22197966.0,22496951.0
Guatemala,2005.0,3465.7933198,207947599.18800002,458445981.32926154,12994651.0,13132814.0
Guinea,2005.0,279.4150001,16764900.006000001,36960277.80628081,9052298.0,9140114.0
Guyana,2005.0,0.5278055,31668.33,69816.71671421101,760246.0,759709.0
Haiti,2005.0,25.0990003,1505940.018,3320029.4308319963,9034804.0,9111900.0
Honduras,2005.0,2391.90535,143514321.0,316394918.63604254,7474101.0,7564613.0
India,2005.0,2828.9324247,169735945.482,374203705.1507155,1145638789.0,1154638713.0
Indonesia,2005.0,6744.09393,404645635.79999995,892090922.5175561,227322996.0,228805144.0
Jamaica,2005.0,15.3134398,918806.388,2025621.3480850884,2670641.0,2676863.0
Kenya,2005.0,673.14,40388400.0,89041180.30032654,35314085.0,35843010.0
Lao People's Democratic Republic,2005.0,236.8999992,14213999.952,31336505.841154013,5806759.0,5852970.0
Liberia,2005.0,0.78,46800.0,103176.33870258,3167744.0,3266318.0
Madagascar,2005.0,96.016,5760960.0,12700742.739572976,18517655.0,18792171.0
Malawi,2005.0,20.867,1252020.0,2760231.615008637,12578086.0,12755648.0
Mexico,2005.0,1984.8029797,119088178.782,262544492.9377144,104713291.0,105442402.0
Nepal,2005.0,1.1433329,68599.974,151237.05453872183,26155027.0,26285110.0
Nicaragua,2005.0,1002.5431542,60152589.252,132613759.02781036,5417728.0,5454678.0
Nigeria,2005.0,8.3579018,501474.108,1105561.16276885,138603270.0,140490722.0
Panama,2005.0,90.3745078,5422470.468,11954501.060066357,3274529.0,3305868.0
Papua New Guinea,2005.0,1199.6407098,71978442.588,158685302.81503627,6395032.0,6498818.0
Paraguay,2005.0,23.763649,1425818.9400000002,3143392.6897861883,5447253.0,5476878.0
Peru,2005.0,2369.4378155,142166268.93,313422972.5470888,28026964.0,28147267.0
Philippines,2005.0,34.4145416,2064872.4959999998,4552264.615917473,85443957.0,86261250.0
Rwanda,2005.0,235.5991667,14135950.002,31164435.155749753,8907123.0,9026299.0
Sierra Leone,2005.0,20.3848082,1223088.492,2696448.557987603,5613687.0,5683334.0
Sri Lanka,2005.0,2.5089192,150535.152,331873.2014828283,19580750.0,19673866.0
Tanzania,2005.0,711.7568673,42705412.037999995,94149317.4544001,38887332.0,39439506.0
Thailand,2005.0,374.5679999,22474079.994,49546865.16003891,65575664.99999999,65821360.0
Timor-Leste,2005.0,18.4012047,1104072.2820000001,2434062.7290547527,956629.0,969314.0
Togo,2005.0,163.99795,9839877.0,21693215.430421513,5638065.0,5711598.0
Trinidad & Tobago,2005.0,0.7738187,46429.121999999996,102358.6926738335,1365142.0,1369075.0
Uganda,2005.0,2368.692,142121520.0,313324318.0437072,27540927.0,27946588.0
Venezuela,2005.0,22.0685575,1324113.45,2919170.4657658488,26449270.0,26668785.0
Viet Nam,2005.0,13432.0335533,805922013.198,1776753901.743205,82731527.0,83142095.0
Yemen,2005.0,77.8692027,4672152.1620000005,10300332.349070586,21010025.0,21320671.0
Zambia,2005.0,105.8024333,6348145.998000001,13995266.273997346,11364793.0,11564870.0
Zimbabwe,2005.0,70.8847161,4253082.966,9376442.919448495,12195578.0,12224752.0
Angola,2006.0,5.41,324600.0,715620.50305251,19798091.0,20162340.0
Bolivia (Plurinational State of),2006.0,92.5442368,5552654.208,12241507.078267394,9458611.0,9542662.0
Brazil,2006.0,27368.9019587,1642134117.522,3620286023.600688,187824746.0,188820682.0
Burundi,2006.0,280.927,16855620.0,37160281.1573073,7520357.0,7658190.0
Cameroon,2006.0,739.1189167,44347135.002,97768697.03964514,17509256.0,17751333.0
Central African Republic,2006.0,16.517692,991061.5199999999,2184916.6466370462,4257410.0,4294352.0
Colombia,2006.0,10944.8534601,656691207.606,1447756291.8581822,42499985.0,42772910.0
Congo,2006.0,0.0,0.0,0.0,3742314.0,3813323.0
Costa Rica,2006.0,1310.3694086,78622164.516,173332202.47078598,4347243.0,4378172.0
Côte d'Ivoire,2006.0,1751.0699381,105064196.286,231626903.87860435,19182523.0,19394057.0
Cuba,2006.0,15.9333333,955999.9979999999,2107619.2220793543,11254977.0,11260630.0
Democratic Republic of Congo,2006.0,138.0938333,8285629.998,18266687.32986977,57438730.0,58381630.0
Dominican Republic,2006.0,124.6719635,7480317.81,16491277.86255345,9225300.0,9284168.0
Ecuador,2006.0,1014.7792186,60886753.116000004,134232313.29052958,13888507.0,14009062.0
El Salvador,2006.0,1292.8146082,77568876.49200001,171010099.8657519,6036903.0,6034436.0
Equatorial Guinea,2006.0,0.0,0.0,0.0,884419.0,905418.0
Ethiopia,2006.0,2935.56,176133600.0,388308119.0278792,78562668.0,79691050.0
Gabon,2006.0,1.091,65460.0,144314.596826301,1479666.0,1502534.0
Ghana,2006.0,8.8198133,529188.798,1166661.59530041,22795936.0,23098586.0
Guatemala,2006.0,3312.1092313,198726553.87800002,438117056.2417317,13270977.0,13412406.0
Guinea,2006.0,518.9227253,31135363.518000003,68641726.75130601,9227931.0,9330625.0
Guyana,2006.0,1.7099359,102596.15400000001,226185.8020232064,759172.0,758367.0
Haiti,2006.0,23.7869002,1427214.012,3146468.2970764977,9188997.0,9266288.0
Honduras,2006.0,2898.4144369,173904866.21400002,383394602.10518223,7655125.0,7745200.0
India,2006.0,3578.2750866,214696505.196,473324772.1872377,1163638637.0,1172373788.0
Indonesia,2006.0,5280.4349134,316826094.804,698481975.7972912,230287291.0,231797427.0
Jamaica,2006.0,24.6042409,1476254.4540000001,3254583.9648952205,2683085.0,2689660.0
Kenya,2006.0,597.133,35827980.0,78987175.20318936,36371935.0,36925254.0
Lao People's Democratic Republic,2006.0,119.8643382,7191860.292,15855337.892927948,5899181.0,5946593.0
Liberia,2006.0,0.446,26760.0,58995.701360706,3364892.0,3455397.0
Madagascar,2006.0,178.72,10723200.0,23640609.29862192,19066686.0,19350299.0
Malawi,2006.0,17.42,1045200.0,2304271.56435762,12933211.0,13118306.0
Mexico,2006.0,2570.0749433,154204496.598,339962721.59094214,106171512.0,106886790.0
Nepal,2006.0,1.3865629,83193.77399999999,183410.87615747633,26415193.0,26518971.0
Nicaragua,2006.0,1445.3033968,86718203.808,191180913.8413156,5491628.0,5529812.0
Nigeria,2006.0,27.9514577,1677087.4619999998,3697344.957546202,142378174.0,144329764.0
Panama,2006.0,106.9430052,6416580.312,14146138.11075253,3337207.0,3368574.0
Papua New Guinea,2006.0,848.8072127,50928432.762,112277974.96247189,6602604.0,6708218.0
Paraguay,2006.0,24.8122533,1488735.1979999999,3282099.2954551387,5506503.0,5534675.0
Peru,2006.0,3881.0259992,232861559.952,513371862.8294592,28267570.0,28381078.0
Philippines,2006.0,38.0869695,2285218.17,5038043.6734446585,87078544.0,87901835.0
Rwanda,2006.0,388.9674653,23338047.918,51451588.3898421,9145476.0,9270066.0
Sierra Leone,2006.0,50.9830177,3058981.062,6743898.849095937,5752981.0,5809774.0
Sri Lanka,2006.0,7.4294345,445766.07,982745.9619751706,19766982.0,19870706.0
Tanzania,2006.0,731.5407483,43892444.898,96766276.95043541,39991679.0,40562052.0
Thailand,2006.0,540.0988174,32405929.044000003,71442844.25246835,66067056.0,66319524.99999999
Timor-Leste,2006.0,49.3015394,2958092.364,6521477.343196144,981998.0,994564.0
Togo,2006.0,117.8949833,7073698.998000001,15594836.83114848,5785130.0,5874240.0
Trinidad & Tobago,2006.0,0.7917137,47502.822,104725.79598291386,1373009.0,1376919.0
Uganda,2006.0,2172.889,130373340.0,287424014.6501415,28352248.0,28773227.0
Venezuela,2006.0,64.8685815,3892114.8900000006,8580644.533333225,26888299.0,27102080.0
Viet Nam,2006.0,13904.70204,834282122.4000001,1839277240.048071,83552662.0,83951800.0
Yemen,2006.0,60.5650481,3633902.886,8011384.508081602,21631316.0,21966298.0
Zambia,2006.0,77.9461333,4676767.998,10310508.525534935,11764946.0,11971568.0
Zimbabwe,2006.0,54.2412331,3254473.9860000005,7174886.971757941,12253927.0,12330490.0
Angola,2007.0,3.916,234960.0,517998.131229876,20526590.0,20909684.0
Bolivia (Plurinational State of),2007.0,84.0471555,5042829.33,11117535.619046679,9626714.0,9711152.0
Brazil,2007.0,28183.5739472,1691014436.832,3728048681.314765,189816618.0,190779453.0
Burundi,2007.0,356.114,21366840.0,47105818.82144945,7796022.0,7944609.0
Cameroon,2007.0,720.62075,43237245.0,95321808.4334708,17993409.0,18251866.0
Central African Republic,2007.0,121.9396667,7316380.002,16129856.86246015,4331295.0,4375569.0
Colombia,2007.0,11300.4206901,678025241.4059999,1494789785.3889747,43045834.0,43306582.0
Congo,2007.0,0.0,0.0,0.0,3884331.0,3956328.0
Costa Rica,2007.0,1363.8501555,81831009.33000001,180406494.33773643,4409100.0,4440019.0
Côte d'Ivoire,2007.0,2195.6015148,131736090.888,290428366.08577245,19605592.0,19817700.0
Cuba,2007.0,15.64,938400.0,2068817.8683440401,11266283.0,11269887.0
Democratic Republic of Congo,2007.0,199.9877167,11999263.002,26453846.659736942,59324531.0,60289422.0
Dominican Republic,2007.0,77.8296446,4669778.676,10295099.708142342,9343036.0,9402206.0
Ecuador,2007.0,991.1147872,59466887.232,131102044.84267013,14129616.0,14251836.0
El Salvador,2007.0,1210.3587142,72621522.85199998,160103052.1127159,6031969.0,6044131.0
Equatorial Guinea,2007.0,0.0,0.0,0.0,926416.0,948814.0
Ethiopia,2007.0,2604.008,156240480.0,344451296.6567025,80819432.0,81996185.0
Gabon,2007.0,0.403,24180.0,53307.774996333,1525403.0,1549774.0
Ghana,2007.0,22.12315,1327388.9999999998,2926391.8173948494,23401236.0,23708320.0
Guatemala,2007.0,3726.1669582,223570017.49199998,492887518.1302634,13553834.0,13696606.0
Guinea,2007.0,435.6941632,26141649.792,57632472.50392354,9433319.0,9547082.0
Guyana,2007.0,1.9134498,114806.988,253106.0828912615,757563.0,756521.0
Haiti,2007.0,20.8177303,1249063.818,2753714.3492971314,9343579.0,9420826.0
Honduras,2007.0,3312.0085632,198720513.79200003,438103740.13149816,7835275.0,7924462.0
India,2007.0,3319.4056657,199164339.942,439082209.3019567,1181108939.0,1189691810.0
Indonesia,2007.0,4149.4101006,248964606.036,548873002.5069387,233307563.0,234858289.0
Jamaica,2007.0,22.7331535,1363989.21,3007081.4683253104,2696236.0,2701221.0
Kenya,2007.0,817.466,49047960.0,108132242.17159393,37478572.0,38036794.0
Lao People's Democratic Republic,2007.0,251.6878422,15101270.532000002,33292602.63352399,5994005.0,6041348.0
Liberia,2007.0,2.3353334,140120.004,308911.73059211246,3545902.0,3632740.0
Madagascar,2007.0,99.4513715,5967082.29,13155164.602974502,19633911.0,19924958.0
Malawi,2007.0,18.875,1132500.0,2496735.119245125,13303402.0,13495463.0
Mexico,2007.0,2912.3017258,174738103.548,385231575.9810886,107602068.0,108302973.0
Nepal,2007.0,1.9198957,115193.742,253958.72950875247,26622749.0,26713655.0
Nicaragua,2007.0,1259.3465787,75560794.722,166583037.36908528,5567995.0,5607453.0
Nigeria,2007.0,9.4129532,564777.192,1245120.5737881209,146281355.0,148294028.0
Panama,2007.0,108.8952921,6533717.526000001,14404381.462597417,3399940.0,3431614.0
Papua New Guinea,2007.0,908.7452539,54524715.234,120206420.6548057,6813831.0,6921066.0
Paraguay,2007.0,31.48511,1889106.6,4164767.1454461394,5562847.0,5590144.0
